player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,14,K,CHI,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,14,K,CHI,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,14,K,CLE,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,14,K,PIT,True
Chris Boswell,6,6,100.0,49,0,0,1,5,0,0,0,1,23.0,51.0,PIT,15,K,CIN,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,CIN,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,CIN,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,15,K,CIN,False
Sebastian Janikowski,4,4,100.0,45,0,1,1,2,0,1,1,1,15.0,20.0,FA,15,K,,
Nick Novak,4,4,100.0,45,0,1,1,2,0,1,1,1,15.0,0.1,FA,15,K,,
Dan Bailey,4,6,66.7,40,0,1,2,1,0,2,2,1,15.0,0.0,FA,15,K,,
Matt Bryant,2,2,100.0,50,0,0,0,1,1,5,5,1,14.0,1.1,FA,15,K,,
Adam Vinatieri,2,2,100.0,50,0,0,0,1,1,4,4,1,13.0,0.2,FA,15,K,,
Caleb Sturgis,4,4,100.0,45,0,2,1,1,0,0,0,1,13.0,0.0,FA,15,K,,
Stephen Gostkowski,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,0.1,FA,15,K,,
Dan Carpenter,2,2,100.0,34,0,1,1,0,0,3,4,1,9.0,0.2,FA,15,K,,
Connor Barth,2,2,100.0,26,0,2,0,0,0,3,3,1,9.0,0.0,FA,15,K,,
Cody Parkey,2,2,100.0,40,0,0,1,1,0,1,1,1,8.0,0.4,FA,15,K,,
Roberto Aguayo,2,2,100.0,34,0,1,1,0,0,2,2,1,8.0,0.1,FA,15,K,,
Stephen Hauschka,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,0.0,FA,15,K,,
Chandler Catanzaro,0,1,0.0,0,0,0,0,0,0,5,6,1,5.0,0.0,FA,15,K,,
Andrew Franks,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,0.0,FA,15,K,,
Josh Lambo,1,1,100.0,35,0,0,1,0,0,1,2,1,4.0,3.2,FA,15,K,,
Phil Dawson,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,0.1,FA,15,K,,
Graham Gano,4,5,80.0,41,0,2,1,1,0,2,2,1,15.0,31.4,NYG,15,K,DET,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,15,K,DET,True
Justin Tucker,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,98.0,BAL,15,K,PHI,True
Wil Lutz,2,2,100.0,39,0,0,2,0,0,6,6,1,12.0,3.3,NO,15,K,ARI,False
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,15,K,ARI,False
Mason Crosby,3,3,100.0,34,1,0,2,0,0,3,3,1,12.0,40.7,GB,15,K,CHI,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,15,K,CHI,False
Jason Myers,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,22.1,SEA,15,K,LAR,True
Dustin Hopkins,3,3,100.0,43,0,1,1,1,0,0,1,1,10.0,14.5,LAC,15,K,LV,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,15,K,LV,True
Ryan Succop,2,2,100.0,53,0,0,1,0,1,1,1,1,9.0,57.4,TB,15,K,DAL,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,15,K,DAL,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,15,K,DAL,False
Randy Bullock,2,2,100.0,23,0,2,0,0,0,2,2,1,8.0,10.8,TEN,15,K,KC,False
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,15,K,KC,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,15,K,KC,False
Kai Forbath,2,2,100.0,51,0,0,1,0,1,0,0,1,8.0,3.0,LAR,15,K,SEA,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,15,K,SEA,False
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,15,K,SEA,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,15,K,SEA,False
Nick Folk,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,81.8,NE,15,K,DEN,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,15,K,DEN,False
Matt Prater,2,2,100.0,48,0,0,1,1,0,0,0,1,7.0,52.8,ARI,15,K,NO,True
Robbie Gould,1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,22.5,SF,15,K,ATL,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,15,K,ATL,False
Cairo Santos,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,2.1,CHI,15,K,GB,True
Brandon McManus,1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,44.3,DEN,15,K,NE,True
Greg Zuerlein,1,1,100.0,36,0,0,1,0,0,0,0,1,3.0,74.2,DAL,15,K,TB,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,15,K,TB,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,15,K,TB,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,15,K,TB,True
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,15,K,LAC,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,15,K,NYJ,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,15,K,NYJ,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,15,K,CAR,True
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,15,K,CAR,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,15,K,CAR,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,15,K,CAR,True
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,15,K,MIA,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,15,K,MIA,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,MIA,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,MIA,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,15,K,MIA,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,15,K,IND,True
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,15,K,MIN,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,15,K,MIN,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,15,K,MIN,False
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,15,K,TEN,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,15,K,WAS,False
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,15,K,WAS,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,15,K,WAS,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,15,K,WAS,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,15,K,BUF,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,15,K,BUF,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,15,K,BUF,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,15,K,SF,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,15,K,SF,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,15,K,SF,True
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,15,K,BAL,False
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,15,K,JAC,True
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,15,K,NYG,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,15,K,NYG,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,15,K,PIT,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,15,K,HOU,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,15,K,CLE,True
Matt Bryant,4,5,80.0,51,0,1,0,1,2,3,3,1,20.0,1.1,FA,16,K,,
Chandler Catanzaro,2,3,66.7,43,0,0,0,2,0,4,4,1,12.0,0.0,FA,16,K,,
Andrew Franks,2,3,66.7,55,0,1,0,0,1,4,4,1,12.0,0.0,FA,16,K,,
Stephen Gostkowski,2,2,100.0,29,0,2,0,0,0,5,5,1,11.0,0.1,FA,16,K,,
Cody Parkey,2,2,100.0,49,0,1,0,1,0,2,2,1,9.0,0.4,FA,16,K,,
Caleb Sturgis,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,0.0,FA,16,K,,
Dan Carpenter,1,3,33.3,28,0,1,0,0,0,4,4,1,7.0,0.2,FA,16,K,,
Roberto Aguayo,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,0.1,FA,16,K,,
Dan Bailey,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,0.0,FA,16,K,,
Nick Novak,2,2,100.0,25,0,2,0,0,0,0,1,1,6.0,0.1,FA,16,K,,
Adam Vinatieri,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,0.2,FA,16,K,,
Josh Lambo,1,3,33.3,43,0,0,0,1,0,2,2,1,6.0,3.2,FA,16,K,,
Stephen Hauschka,1,2,50.0,27,0,1,0,0,0,2,3,1,5.0,0.0,FA,16,K,,
Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,20.0,FA,16,K,,
Connor Barth,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,0.0,FA,16,K,,
Phil Dawson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.1,FA,16,K,,
Jason Myers,4,4,100.0,56,0,1,0,1,2,2,4,1,19.0,22.1,SEA,16,K,ARI,True
Justin Tucker,4,4,100.0,46,0,1,1,2,0,1,1,1,15.0,98.0,BAL,16,K,PIT,False
Robbie Gould,4,4,100.0,41,0,1,2,1,0,1,1,1,14.0,22.5,SF,16,K,LAR,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,16,K,LAR,False
Wil Lutz,3,3,100.0,42,0,1,1,1,0,2,2,1,12.0,3.3,NO,16,K,TB,True
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,16,K,TB,True
Graham Gano,3,3,100.0,40,0,0,2,1,0,1,1,1,11.0,31.4,NYG,16,K,PHI,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,16,K,PHI,False
Dustin Hopkins,2,2,100.0,29,0,2,0,0,0,5,5,1,11.0,14.5,LAC,16,K,CLE,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,16,K,CLE,False
Cairo Santos,2,3,66.7,39,0,1,1,0,0,3,4,1,9.0,2.1,CHI,16,K,WAS,True
Mason Crosby,1,1,100.0,48,0,0,0,1,0,5,5,1,9.0,40.7,GB,16,K,MIN,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,16,K,MIN,True
Kai Forbath,2,2,100.0,26,0,2,0,0,0,1,2,1,7.0,3.0,LAR,16,K,SF,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,16,K,SF,True
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,16,K,SF,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,16,K,SF,True
Chris Boswell,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,51.0,PIT,16,K,BAL,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,BAL,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,BAL,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,16,K,BAL,True
Ryan Succop,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,57.4,TB,16,K,NO,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,16,K,NO,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,16,K,NO,False
Brandon McManus,1,1,100.0,52,0,0,0,0,1,1,1,1,6.0,44.3,DEN,16,K,KC,False
Randy Bullock,1,2,50.0,43,0,0,0,1,0,1,1,1,5.0,10.8,TEN,16,K,JAC,False
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,16,K,JAC,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,16,K,JAC,False
Nick Folk,1,2,50.0,29,0,1,0,0,0,0,0,1,3.0,81.8,NE,16,K,NYJ,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,16,K,NYJ,True
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,74.2,DAL,16,K,DET,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,16,K,DET,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,16,K,DET,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,16,K,DET,True
Matt Prater,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,52.8,ARI,16,K,SEA,False
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,16,K,IND,True
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,16,K,BUF,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,16,K,BUF,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,16,K,CHI,False
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,16,K,CHI,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,16,K,CHI,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,16,K,CHI,False
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,16,K,NE,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,16,K,NE,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,NE,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,NE,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,16,K,NE,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,16,K,GB,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,16,K,LV,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,16,K,LV,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,16,K,LV,False
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,16,K,DEN,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,16,K,LAC,True
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,16,K,LAC,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,16,K,LAC,True
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,16,K,CAR,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,16,K,CAR,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,16,K,CAR,False
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,16,K,ATL,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,16,K,ATL,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,16,K,ATL,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,16,K,ATL,True
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,16,K,CIN,True
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,16,K,NYG,True
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,16,K,DAL,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,16,K,DAL,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,16,K,HOU,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,16,K,TEN,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,16,K,MIA,True
Chandler Catanzaro,3,3,100.0,47,0,0,2,1,0,5,5,1,15.0,0.0,FA,17,K,,
Stephen Hauschka,4,4,100.0,33,0,1,3,0,0,1,2,1,13.0,0.0,FA,17,K,,
Stephen Gostkowski,2,3,66.7,40,0,1,0,1,0,3,3,1,10.0,0.1,FA,17,K,,
Josh Lambo,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,3.2,FA,17,K,,
Caleb Sturgis,2,3,66.7,33,0,1,1,0,0,3,3,1,9.0,0.0,FA,17,K,,
Dan Bailey,2,2,100.0,49,0,1,0,1,0,1,1,1,8.0,0.0,FA,17,K,,
Matt Bryant,1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,1.1,FA,17,K,,
Adam Vinatieri,1,2,50.0,45,0,0,0,1,0,3,3,1,7.0,0.2,FA,17,K,,
Cody Parkey,1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,0.4,FA,17,K,,
Nick Novak,1,2,50.0,26,0,1,0,0,0,2,2,1,5.0,0.1,FA,17,K,,
Roberto Aguayo,1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,0.1,FA,17,K,,
Connor Barth,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,0.0,FA,17,K,,
Dan Carpenter,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,0.2,FA,17,K,,
Phil Dawson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.1,FA,17,K,,
Andrew Franks,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,17,K,,
Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,20.0,FA,17,K,,
Cairo Santos,3,3,100.0,37,0,1,2,0,0,4,4,1,13.0,2.1,CHI,17,K,MIN,False
Nick Folk,3,3,100.0,36,0,1,2,0,0,3,3,1,12.0,81.8,NE,17,K,MIA,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,17,K,MIA,False
Jason Myers,2,4,50.0,47,0,0,0,2,0,2,2,1,10.0,22.1,SEA,17,K,SF,False
Randy Bullock,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,10.8,TEN,17,K,HOU,True
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,17,K,HOU,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,17,K,HOU,True
Wil Lutz,2,2,100.0,40,1,0,0,1,0,2,2,1,9.0,3.3,NO,17,K,ATL,False
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,17,K,ATL,False
Kai Forbath,1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,3.0,LAR,17,K,ARI,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,17,K,ARI,True
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,17,K,ARI,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,17,K,ARI,True
Matt Prater,1,2,50.0,54,0,0,0,0,1,3,3,1,8.0,52.8,ARI,17,K,LAR,False
Robbie Gould,2,2,100.0,40,0,1,0,1,0,1,1,1,8.0,22.5,SF,17,K,SEA,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,True
Mason Crosby,1,1,100.0,53,0,0,0,0,1,2,3,1,7.0,40.7,GB,17,K,DET,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,17,K,DET,False
Graham Gano,1,4,25.0,54,0,0,0,0,1,1,1,1,6.0,31.4,NYG,17,K,WAS,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,17,K,WAS,False
Brandon McManus,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,44.3,DEN,17,K,LV,True
Greg Zuerlein,2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,74.2,DAL,17,K,PHI,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,17,K,PHI,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,17,K,PHI,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,17,K,PHI,False
Ryan Succop,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,57.4,TB,17,K,CAR,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,17,K,CAR,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,17,K,CAR,True
Justin Tucker,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,98.0,BAL,17,K,CIN,False
Dustin Hopkins,1,2,50.0,32,0,0,1,0,0,1,1,1,4.0,14.5,LAC,17,K,KC,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,17,K,KC,True
Chris Boswell,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,51.0,PIT,17,K,CLE,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,CLE,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,CLE,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,CLE,True
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,17,K,JAC,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,17,K,JAC,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,17,K,JAC,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,17,K,PIT,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,17,K,PIT,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,17,K,PIT,False
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,17,K,GB,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,17,K,GB,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,17,K,IND,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,17,K,CHI,True
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,17,K,TB,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,17,K,TB,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,17,K,TB,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,17,K,TB,False
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8,HOU,17,K,TEN,False
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,PHI,17,K,DAL,True
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,76.6,KC,17,K,LAC,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,17,K,NO,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,17,K,NO,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,17,K,NO,True
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,17,K,NYG,True
