player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Michael Badgley,1,2,50.0,53,0,0,0,0,1,4,4,1,9.0,19.9,IND,4,K,CHI,False,2020
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,4,K,CHI,False,2020
Ka'imi Fairbairn,3,3,100.0,50,0,2,0,0,1,2,2,1,13.0,0.8,HOU,4,K,MIN,True,2020
Daniel Carlson,3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,74.3,LV,4,K,BUF,True,2020
Graham Gano,3,3,100.0,37,0,1,2,0,0,0,0,1,9.0,31.4,NYG,4,K,LAR,False,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,4,K,LAR,False,2020
Jason Myers,1,1,100.0,55,0,0,0,0,1,4,4,1,9.0,22.1,SEA,4,K,MIA,False,2020
Ryan Succop,1,2,50.0,26,0,1,0,0,0,5,5,1,8.0,57.4,TB,4,K,LAC,True,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,LAC,True,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,LAC,True,2020
Justin Tucker,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,98.0,BAL,4,K,WAS,False,2020
Harrison Butker,2,2,100.0,39,0,1,1,0,0,2,3,1,8.0,76.6,KC,4,K,NE,True,2020
Mason Crosby,1,1,100.0,48,0,0,0,1,0,3,4,1,7.0,40.7,GB,4,K,ATL,True,2020
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,4,K,ATL,True,2020
Joey Slye,1,2,50.0,27,0,1,0,0,0,4,4,1,7.0,1.6,WAS,4,K,BAL,True,2020
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,4,K,BAL,True,2020
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,BAL,True,2020
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,BAL,True,2020
Tyler Bass,1,1,100.0,34,0,0,1,0,0,3,4,1,6.0,84.8,BUF,4,K,LV,False,2020
Dustin Hopkins,1,2,50.0,43,0,0,0,1,0,2,2,1,6.0,14.5,LAC,4,K,TB,False,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,4,K,TB,False,2020
Wil Lutz,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,3.3,NO,4,K,DET,False,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,4,K,DET,False,2020
Nick Folk,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,81.8,NE,4,K,KC,False,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,4,K,KC,False,2020
Jake Elliott,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,22.5,PHI,4,K,SF,False,2020
Sam Sloman,1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,0.0,PIT,4,K,BYE,,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BYE,,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BYE,,2020
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.0,PIT,4,K,BYE,,2020
Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,52.8,ARI,4,K,CAR,False,2020
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,2.6,CAR,4,K,ARI,True,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,ARI,True,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,4,K,ARI,True,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,ARI,True,2020
Cairo Santos,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,2.1,CHI,4,K,IND,True,2020
Robbie Gould,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,22.5,SF,4,K,PHI,True,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,PHI,True,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,PHI,True,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,PHI,True,2020
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,74.2,DAL,4,K,CLE,True,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,4,K,CLE,True,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,CLE,True,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,CLE,True,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,4,K,DAL,False,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,4,K,DAL,False,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,4,K,DAL,False,2020
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,4,K,GB,False,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,GB,False,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,GB,False,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,4,K,NYG,True,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,4,K,NYG,True,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,4,K,NYG,True,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,4,K,NYG,True,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,4,K,DEN,True,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,4,K,DEN,True,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,DEN,True,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,DEN,True,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,DEN,True,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,4,K,HOU,False,2020
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,4,K,NO,True,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,4,K,NO,True,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,4,K,JAC,True,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,4,K,CIN,False,2020
Jason Sanders,5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.6,MIA,5,K,SF,False,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,5,K,SF,False,2020
Graham Gano,4,4,100.0,55,0,1,0,0,3,2,2,1,20.0,31.4,NYG,5,K,DAL,False,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,5,K,DAL,False,2020
Wil Lutz,3,3,100.0,53,0,0,1,1,1,3,3,1,15.0,3.3,NO,5,K,LAC,True,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,5,K,LAC,True,2020
Ryan Succop,4,4,100.0,46,0,1,2,1,0,1,1,1,14.0,57.4,TB,5,K,CHI,False,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,CHI,False,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,CHI,False,2020
Greg Zuerlein,3,3,100.0,40,0,1,1,1,0,4,4,1,14.0,74.2,DAL,5,K,NYG,True,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,5,K,NYG,True,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,NYG,True,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,NYG,True,2020
Ka'imi Fairbairn,3,3,100.0,46,0,0,2,1,0,3,3,1,13.0,0.8,HOU,5,K,JAC,True,2020
Younghoe Koo,3,3,100.0,54,0,0,1,1,1,1,1,1,13.0,40.9,ATL,5,K,CAR,True,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,CAR,True,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,CAR,True,2020
Cody Parkey,3,3,100.0,46,0,1,1,1,0,3,3,1,13.0,0.4,FA,5,K,,,2020
Dan Bailey,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,0.0,FA,5,K,,,2020
Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,0.1,FA,5,K,,,2020
Stephen Hauschka,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,5,K,,,2020
Rodrigo Blankenship,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,4.1,IND,5,K,CLE,False,2020
Michael Badgley,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,19.9,IND,5,K,CLE,False,2020
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,5,K,CLE,False,2020
Daniel Carlson,2,2,100.0,43,0,0,1,1,0,4,5,1,11.0,74.3,LV,5,K,KC,False,2020
Joey Slye,3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,1.6,WAS,5,K,LAR,True,2020
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,5,K,LAR,True,2020
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,LAR,True,2020
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,LAR,True,2020
Justin Tucker,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,98.0,BAL,5,K,CIN,True,2020
Chris Boswell,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,51.0,PIT,5,K,PHI,True,2020
Sam Sloman,1,1,100.0,28,0,1,0,0,0,3,4,1,6.0,0.0,PIT,5,K,PHI,True,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,PHI,True,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,PHI,True,2020
Cairo Santos,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,2.1,CHI,5,K,TB,True,2020
Zane Gonzalez,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,2.6,CAR,5,K,ATL,False,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,ATL,False,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,5,K,ATL,False,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,ATL,False,2020
Harrison Butker,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,76.6,KC,5,K,LV,True,2020
Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,14.5,LAC,5,K,NO,False,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,5,K,NO,False,2020
Tyler Bass,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,84.8,BUF,5,K,TEN,False,2020
Robbie Gould,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,22.5,SF,5,K,MIA,True,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,MIA,True,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,MIA,True,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,MIA,True,2020
Sam Ficken,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,0.1,TEN,5,K,BUF,True,2020
Randy Bullock,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,10.8,TEN,5,K,BUF,True,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,5,K,BUF,True,2020
Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,22.5,PHI,5,K,PIT,False,2020
Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,22.1,SEA,5,K,MIN,True,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,5,K,WAS,False,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,5,K,WAS,False,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,5,K,WAS,False,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,5,K,WAS,False,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,5,K,IND,True,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,5,K,IND,True,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,5,K,IND,True,2020
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,5,K,BYE,,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,5,K,BYE,,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,5,K,HOU,False,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,5,K,ARI,True,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,5,K,ARI,True,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ARI,True,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ARI,True,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ARI,True,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,5,K,SEA,False,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,5,K,BAL,False,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,5,K,BYE,,2020
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,5,K,BYE,,2020
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,5,K,BYE,,2020
Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.7,GB,5,K,BYE,,2020
Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,52.8,ARI,5,K,NYJ,False,2020
Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,44.3,DEN,5,K,BYE,,2020
Brandon McManus,6,6,100.0,54,0,2,0,2,2,0,0,1,24.0,44.3,DEN,6,K,NE,False,2020
Younghoe Koo,4,4,100.0,50,0,1,0,2,1,4,4,1,20.0,40.9,ATL,6,K,MIN,False,2020
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,MIN,False,2020
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,MIN,False,2020
Justin Tucker,3,3,100.0,55,0,0,0,2,1,3,3,1,16.0,98.0,BAL,6,K,PHI,False,2020
Cairo Santos,3,3,100.0,55,0,0,2,0,1,2,2,1,13.0,2.1,CHI,6,K,CAR,False,2020
Randy Bullock,2,3,66.7,55,0,0,0,1,1,3,3,1,12.0,10.8,TEN,6,K,HOU,True,2020
Sam Ficken,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,TEN,6,K,HOU,True,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,6,K,HOU,True,2020
Joey Slye,3,4,75.0,48,0,2,0,1,0,1,1,1,11.0,1.6,WAS,6,K,NYG,False,2020
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,6,K,NYG,False,2020
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,NYG,False,2020
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,NYG,False,2020
Matt Prater,2,3,66.7,41,0,0,1,1,0,4,4,1,11.0,52.8,ARI,6,K,DAL,False,2020
Ryan Succop,1,1,100.0,50,0,0,0,0,1,5,5,1,10.0,57.4,TB,6,K,GB,True,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,GB,True,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,GB,True,2020
Rodrigo Blankenship,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,4.1,IND,6,K,CIN,True,2020
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,6,K,CIN,True,2020
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,6,K,CIN,True,2020
Harrison Butker,2,2,100.0,37,0,0,2,0,0,2,3,1,8.0,76.6,KC,6,K,BUF,False,2020
Zane Gonzalez,1,1,100.0,26,0,1,0,0,0,5,5,1,8.0,2.6,CAR,6,K,CHI,True,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,CHI,True,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,6,K,CHI,True,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,CHI,True,2020
Graham Gano,2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,31.4,NYG,6,K,WAS,True,2020
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,6,K,WAS,True,2020
Chris Boswell,1,1,100.0,35,0,0,1,0,0,5,5,1,8.0,51.0,PIT,6,K,CLE,True,2020
Sam Sloman,1,1,100.0,42,0,0,0,1,0,1,2,1,5.0,0.0,PIT,6,K,CLE,True,2020
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,CLE,True,2020
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,CLE,True,2020
Dustin Hopkins,2,3,66.7,35,0,1,1,0,0,1,1,1,7.0,14.5,LAC,6,K,BYE,,2020
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,6,K,BYE,,2020
Robbie Gould,1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,22.5,SF,6,K,LAR,True,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,True,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,True,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,True,2020
Nick Folk,2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,81.8,NE,6,K,DEN,True,2020
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,6,K,DEN,True,2020
Jason Sanders,1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,22.6,MIA,6,K,NYJ,True,2020
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,6,K,NYJ,True,2020
Tyler Bass,1,2,50.0,48,0,0,0,1,0,2,2,1,6.0,84.8,BUF,6,K,KC,True,2020
Ka'imi Fairbairn,1,1,100.0,38,0,0,1,0,0,3,4,1,6.0,0.8,HOU,6,K,TEN,False,2020
Greg Zuerlein,1,2,50.0,34,0,0,1,0,0,1,1,1,4.0,74.2,DAL,6,K,ARI,True,2020
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,6,K,ARI,True,2020
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,ARI,True,2020
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,ARI,True,2020
Stephen Gostkowski,0,2,0.0,0,0,0,0,0,0,4,4,1,4.0,0.1,FA,6,K,,,2020
Jonathan Brown,1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,0.1,FA,6,K,,,2020
Cody Parkey,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.4,FA,6,K,,,2020
Dan Bailey,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.0,FA,6,K,,,2020
Mason Crosby,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,40.7,GB,6,K,TB,False,2020
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,6,K,TB,False,2020
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,6,K,ATL,True,2020
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,6,K,SF,False,2020
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,6,K,SF,False,2020
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,6,K,SF,False,2020
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,6,K,SF,False,2020
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,6,K,DET,True,2020
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,6,K,JAC,False,2020
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,6,K,JAC,False,2020
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,6,K,PIT,False,2020
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,6,K,PIT,False,2020
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,6,K,PIT,False,2020
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,6,K,MIA,False,2020
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,6,K,MIA,False,2020
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,MIA,False,2020
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,MIA,False,2020
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,MIA,False,2020
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,6,K,BYE,,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,6,K,BYE,,2020
Jake Elliott,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,22.5,PHI,6,K,BAL,True,2020
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,6,K,BYE,,2020
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,6,K,IND,False,2020
Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.1,SEA,6,K,BYE,,2020
Tyler Bass,6,8,75.0,53,0,1,1,3,1,0,0,1,23.0,84.8,BUF,7,K,NYJ,False,2020
Matt Prater,3,4,75.0,51,0,0,0,1,2,2,2,1,16.0,52.8,ARI,7,K,SEA,True,2020
Zane Gonzalez,3,4,75.0,49,0,0,0,3,0,4,4,1,16.0,2.6,CAR,7,K,NO,False,2020
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,NO,False,2020
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,7,K,NO,False,2020
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,NO,False,2020
Harrison Butker,3,3,100.0,40,0,1,1,1,0,4,5,1,14.0,76.6,KC,7,K,DEN,False,2020
Jason Myers,2,2,100.0,44,0,0,0,2,0,4,4,1,12.0,22.1,SEA,7,K,ARI,False,2020
Wil Lutz,2,2,100.0,43,0,0,0,2,0,3,3,1,11.0,3.3,NO,7,K,CAR,True,2020
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,7,K,CAR,True,2020
Robbie Gould,2,2,100.0,41,0,0,1,1,0,3,4,1,10.0,22.5,SF,7,K,NE,False,2020
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,NE,False,2020
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,NE,False,2020
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,NE,False,2020
Randy Bullock,2,2,100.0,37,0,1,1,0,0,4,4,1,10.0,10.8,TEN,7,K,PIT,True,2020
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,7,K,PIT,True,2020
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,7,K,PIT,True,2020
Ryan Succop,1,1,100.0,29,0,1,0,0,0,6,6,1,9.0,57.4,TB,7,K,LV,False,2020
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,LV,False,2020
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,LV,False,2020
Daniel Carlson,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,74.3,LV,7,K,TB,True,2020
Michael Badgley,2,3,66.7,35,0,0,2,0,0,3,4,1,9.0,19.9,IND,7,K,BYE,,2020
