player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Chris Blewitt,1,2,50.0,45,0,0,0,1,0,1,1,1,5.0,0.1,CLE,7,K,DEN,True,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,7,K,DEN,True,2021
Jason Myers,1,3,33.3,50,0,0,0,0,1,1,1,1,6.0,22.1,SEA,7,K,NO,True,2021
Mason Crosby,1,2,50.0,39,0,0,1,0,0,3,3,1,6.0,40.7,GB,7,K,WAS,True,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,7,K,WAS,True,2021
Justin Tucker,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,98.0,BAL,7,K,CIN,True,2021
Ka'imi Fairbairn,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,0.8,HOU,7,K,ARI,False,2021
Harrison Butker,1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,76.6,KC,7,K,TEN,False,2021
Zane Gonzalez,1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,2.6,CAR,7,K,NYG,False,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,NYG,False,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,7,K,NYG,False,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,NYG,False,2021
Jason Sanders,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,22.6,MIA,7,K,ATL,True,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,7,K,ATL,True,2021
Cairo Santos,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,2.1,CHI,7,K,TB,False,2021
Jake Elliott,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,22.5,PHI,7,K,LV,False,2021
Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,44.3,DEN,7,K,CLE,False,2021
Matt Ammendola,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,0.1,NYJ,7,K,NE,False,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,7,K,NE,False,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,False,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,False,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,False,2021
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,7,K,BYE,,2021
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,7,K,BYE,,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,7,K,BYE,,2021
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.5,LAC,7,K,BYE,,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,7,K,SEA,False,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,7,K,SEA,False,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,,2021
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.0,PIT,7,K,BYE,,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,7,K,BYE,,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,BYE,,2021
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.2,DAL,7,K,BYE,,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,BYE,,2021
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,7,K,BYE,,2021
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,7,K,IND,True,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,IND,True,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,IND,True,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,IND,True,2021
Zane Gonzalez,4,4,100.0,57,0,2,0,0,2,1,1,1,17.0,2.6,CAR,8,K,ATL,False,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,ATL,False,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,8,K,ATL,False,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,ATL,False,2021
Jake Elliott,3,3,100.0,43,0,1,0,2,0,5,5,1,16.0,22.5,PHI,8,K,DET,False,2021
Joey Slye,4,5,80.0,52,0,1,1,1,1,1,2,1,16.0,1.6,WAS,8,K,DEN,False,2021
Brian Johnson,3,3,100.0,35,0,2,1,0,0,3,4,1,12.0,6.6,WAS,8,K,DEN,False,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,DEN,False,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,DEN,False,2021
Nick Folk,4,4,100.0,48,0,1,1,2,0,1,1,1,15.0,81.8,NE,8,K,LAC,False,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,8,K,LAC,False,2021
Greg Joseph,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,69.1,MIN,8,K,DAL,True,2021
Randy Bullock,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,10.8,TEN,8,K,IND,False,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,8,K,IND,False,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,8,K,IND,False,2021
Cairo Santos,3,3,100.0,40,0,1,1,1,0,1,2,1,11.0,2.1,CHI,8,K,SF,True,2021
Tyler Bass,2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,84.8,BUF,8,K,MIA,True,2021
Younghoe Koo,2,3,66.7,53,0,0,0,1,1,1,1,1,10.0,40.9,ATL,8,K,CAR,True,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,CAR,True,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,CAR,True,2021
Greg Zuerlein,2,3,66.7,39,0,0,2,0,0,2,2,1,8.0,74.2,DAL,8,K,MIN,False,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,8,K,MIN,False,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,MIN,False,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,MIN,False,2021
Harrison Butker,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,76.6,KC,8,K,NYG,True,2021
Matt Gay,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,89.8,LAR,8,K,HOU,False,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,8,K,HOU,False,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,8,K,HOU,False,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,8,K,HOU,False,2021
Matt Ammendola,2,3,66.7,24,0,2,0,0,0,2,2,1,8.0,0.1,NYJ,8,K,CIN,True,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,8,K,CIN,True,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CIN,True,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CIN,True,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,CIN,True,2021
Jason Myers,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,22.1,SEA,8,K,JAC,True,2021
Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,14.5,LAC,8,K,NE,True,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,8,K,NE,True,2021
Evan McPherson,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,34.2,CIN,8,K,NYJ,False,2021
Michael Badgley,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,19.9,IND,8,K,TEN,True,2021
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,8,K,TEN,True,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,8,K,TEN,True,2021
Brandon McManus,1,2,50.0,45,0,0,0,1,0,2,2,1,6.0,44.3,DEN,8,K,WAS,True,2021
Chris Blewitt,1,3,33.3,52,0,0,0,0,1,1,1,1,6.0,0.1,CLE,8,K,PIT,True,2021
Chase McLaughlin,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,7.1,CLE,8,K,PIT,True,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,8,K,PIT,True,2021
Mason Crosby,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,40.7,GB,8,K,ARI,False,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,8,K,ARI,False,2021
Jason Sanders,1,2,50.0,51,0,0,0,0,1,0,0,1,5.0,22.6,MIA,8,K,BUF,False,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,8,K,BUF,False,2021
Graham Gano,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,31.4,NYG,8,K,KC,False,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,8,K,KC,False,2021
Chris Boswell,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,51.0,PIT,8,K,CLE,False,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,False,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,False,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,CLE,False,2021
Ryan Succop,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,57.4,TB,8,K,NO,False,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,NO,False,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,NO,False,2021
Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,52.8,ARI,8,K,GB,True,2021
Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,0.8,HOU,8,K,LAR,True,2021
Matthew Wright,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.2,JAC,8,K,SEA,False,2021
Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,DET,8,K,PHI,True,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,8,K,PHI,True,2021
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,8,K,BYE,,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,8,K,TB,True,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,8,K,TB,True,2021
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,8,K,CHI,False,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CHI,False,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CHI,False,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CHI,False,2021
Justin Tucker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,98.0,BAL,8,K,BYE,,2021
Chris Boswell,3,3,100.0,54,0,0,0,1,2,2,3,1,16.0,51.0,PIT,9,K,CHI,True,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,CHI,True,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,CHI,True,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,CHI,True,2021
Brandon McManus,3,4,75.0,53,0,1,0,1,1,1,2,1,13.0,44.3,DEN,9,K,DAL,False,2021
Matt Gay,3,3,100.0,54,0,1,1,0,1,1,1,1,12.0,89.8,LAR,9,K,TEN,True,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,9,K,TEN,True,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,9,K,TEN,True,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,9,K,TEN,True,2021
Chase McLaughlin,2,3,66.7,28,0,2,0,0,0,5,5,1,11.0,7.1,CLE,9,K,CIN,False,2021
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,9,K,CIN,False,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,9,K,CIN,False,2021
Graham Gano,3,3,100.0,38,0,0,3,0,0,2,2,1,11.0,31.4,NYG,9,K,LV,True,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,9,K,LV,True,2021
Matthew Wright,3,4,75.0,55,0,1,1,0,1,0,0,1,11.0,0.2,JAC,9,K,BUF,True,2021
Daniel Carlson,3,4,75.0,32,0,2,1,0,0,1,1,1,10.0,74.3,LV,9,K,NYG,False,2021
Justin Tucker,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,98.0,BAL,9,K,MIN,True,2021
Ka'imi Fairbairn,3,3,100.0,40,0,1,1,1,0,0,0,1,10.0,0.8,HOU,9,K,MIA,False,2021
Michael Badgley,1,1,100.0,39,0,0,1,0,0,6,6,1,9.0,19.9,IND,9,K,NYJ,True,2021
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,9,K,NYJ,True,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,9,K,NYJ,True,2021
Younghoe Koo,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,40.9,ATL,9,K,NO,False,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,9,K,NO,False,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,9,K,NO,False,2021
Harrison Butker,2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,76.6,KC,9,K,GB,True,2021
Brian Johnson,2,2,100.0,52,0,0,1,0,1,1,1,1,9.0,6.6,WAS,9,K,BYE,,2021
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,9,K,BYE,,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,9,K,BYE,,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,9,K,BYE,,2021
Cairo Santos,2,3,66.7,30,0,1,1,0,0,3,3,1,9.0,2.1,CHI,9,K,PIT,False,2021
Tyler Bass,2,2,100.0,41,0,1,0,1,0,0,0,1,7.0,84.8,BUF,9,K,JAC,False,2021
Matt Prater,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,52.8,ARI,9,K,SF,False,2021
Greg Joseph,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,69.1,MIN,9,K,BAL,False,2021
Dustin Hopkins,2,2,100.0,30,0,1,1,0,0,1,2,1,7.0,14.5,LAC,9,K,PHI,False,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,9,K,PHI,False,2021
Zane Gonzalez,2,2,100.0,49,0,0,1,1,0,0,0,1,7.0,2.6,CAR,9,K,NE,True,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,9,K,NE,True,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,9,K,NE,True,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,9,K,NE,True,2021
Matt Ammendola,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,0.1,NYJ,9,K,IND,False,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,9,K,IND,False,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,IND,False,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,IND,False,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,IND,False,2021
Nick Folk,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,81.8,NE,9,K,CAR,False,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,9,K,CAR,False,2021
Jason Sanders,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,22.6,MIA,9,K,HOU,True,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,9,K,HOU,True,2021
Jake Elliott,1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,22.5,PHI,9,K,LAC,True,2021
Robbie Gould,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,22.5,SF,9,K,ARI,True,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,True,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,True,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,True,2021
Randy Bullock,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,10.8,TEN,9,K,LAR,False,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,9,K,LAR,False,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,9,K,LAR,False,2021
Evan McPherson,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,34.2,CIN,9,K,CLE,True,2021
Mason Crosby,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,40.7,GB,9,K,KC,False,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,9,K,KC,False,2021
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,9,K,BYE,,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,9,K,BYE,,2021
Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.1,SEA,9,K,BYE,,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,9,K,ATL,True,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,9,K,ATL,True,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,BYE,,2021
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,9,K,BYE,,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,BYE,,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,9,K,DEN,True,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,DEN,True,2021
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,74.2,DAL,9,K,DEN,True,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,DEN,True,2021
Zane Gonzalez,4,4,100.0,49,0,1,0,3,0,2,2,1,17.0,2.6,CAR,10,K,ARI,False,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,0.2,CAR,10,K,ARI,False,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,10,K,ARI,False,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,10,K,ARI,False,2021
Jake Elliott,3,3,100.0,52,0,1,1,0,1,3,3,1,14.0,22.5,PHI,10,K,DEN,False,2021
Chris Boswell,3,3,100.0,51,0,2,0,0,1,1,1,1,12.0,51.0,PIT,10,K,DET,True,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,DET,True,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,DET,True,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,10,K,DET,True,2021
Harrison Butker,2,3,66.7,40,0,0,1,1,0,5,5,1,12.0,76.6,KC,10,K,LV,False,2021
Joey Slye,3,3,100.0,46,0,2,0,1,0,2,2,1,12.0,1.6,WAS,10,K,TB,True,2021
Brian Johnson,1,1,100.0,20,0,1,0,0,0,0,2,1,3.0,6.6,WAS,10,K,TB,True,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,10,K,TB,True,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,10,K,TB,True,2021
Michael Badgley,3,3,100.0,37,0,2,1,0,0,2,2,1,11.0,19.9,IND,10,K,JAC,True,2021
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,10,K,JAC,True,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,10,K,JAC,True,2021
Randy Bullock,3,3,100.0,36,0,1,2,0,0,2,2,1,11.0,10.8,TEN,10,K,NO,True,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,10,K,NO,True,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,10,K,NO,True,2021
Greg Joseph,2,2,100.0,46,0,0,1,1,0,3,3,1,10.0,69.1,MIN,10,K,LAC,False,2021
Jason Sanders,3,3,100.0,31,0,2,1,0,0,1,1,1,10.0,22.6,MIA,10,K,BAL,True,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,10,K,BAL,True,2021
Robbie Gould,1,1,100.0,50,0,0,0,0,1,4,4,1,9.0,22.5,SF,10,K,LAR,True,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,LAR,True,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,LAR,True,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,10,K,LAR,True,2021
Nick Folk,1,1,100.0,38,0,0,1,0,0,6,6,1,9.0,81.8,NE,10,K,CLE,True,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,10,K,CLE,True,2021
Dustin Hopkins,2,2,100.0,46,0,1,0,1,0,2,2,1,9.0,14.5,LAC,10,K,MIN,True,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,10,K,MIN,True,2021
Tyler Bass,1,1,100.0,29,0,1,0,0,0,6,6,1,9.0,84.8,BUF,10,K,NYJ,False,2021
Ryan Succop,2,2,100.0,31,0,1,1,0,0,1,2,1,7.0,57.4,TB,10,K,WAS,False,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,10,K,WAS,False,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,10,K,WAS,False,2021
Brandon McManus,2,3,66.7,28,0,2,0,0,0,1,1,1,7.0,44.3,DEN,10,K,PHI,True,2021
Matt Ammendola,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,0.1,NYJ,10,K,BUF,True,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,10,K,BUF,True,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,BUF,True,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,BUF,True,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,10,K,BUF,True,2021
Matt Prater,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,52.8,ARI,10,K,CAR,True,2021
Justin Tucker,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,98.0,BAL,10,K,MIA,False,2021
Mason Crosby,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,40.7,GB,10,K,SEA,True,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,10,K,SEA,True,2021
Matthew Wright,1,2,50.0,56,0,0,0,0,1,0,1,1,5.0,0.2,JAC,10,K,IND,False,2021
Matt Gay,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,89.8,LAR,10,K,SF,False,2021
Ryan Santoso,1,2,50.0,20,0,1,0,0,0,1,2,1,4.0,0.1,LAR,10,K,SF,False,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,10,K,SF,False,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,10,K,SF,False,2021
Younghoe Koo,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,40.9,ATL,10,K,DAL,False,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,10,K,DAL,False,2021
