player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,3,K,LAC,True,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,3,K,LAC,True,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,3,K,LAC,True,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,3,K,NYJ,True,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,3,K,NYJ,True,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,3,K,NYJ,True,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,3,K,GB,True,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,3,K,GB,True,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,GB,True,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,3,K,GB,True,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,3,K,TEN,True,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,3,K,CAR,False,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,3,K,MIN,False,2018
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,3,K,ARI,False,2018
Justin Tucker,4,4,100.0,49,0,1,1,2,0,2,2,1,16.0,98.0,BAL,4,K,PIT,False,2018
Wil Lutz,4,4,100.0,42,0,1,2,1,0,3,3,1,16.0,3.3,NO,4,K,NYG,False,2018
Brett Maher,4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,1.9,NO,4,K,NYG,False,2018
Cody Parkey,2,2,100.0,50,0,0,0,1,1,6,6,1,15.0,0.4,FA,4,K,,,2018
Matt McCrane,3,5,60.0,44,0,2,0,1,0,4,4,1,14.0,0.0,FA,4,K,,,2018
Matt Bryant,3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,1.1,FA,4,K,,,2018
Josh Lambo,3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,3.2,FA,4,K,,,2018
Dan Bailey,3,3,100.0,40,0,0,2,1,0,2,2,1,12.0,0.0,FA,4,K,,,2018
Sebastian Janikowski,2,4,50.0,52,0,0,0,1,1,2,2,1,11.0,20.0,FA,4,K,,,2018
Caleb Sturgis,3,4,75.0,48,0,2,0,1,0,0,2,1,10.0,0.0,FA,4,K,,,2018
Adam Vinatieri,2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,0.2,FA,4,K,,,2018
Stephen Gostkowski,1,1,100.0,20,0,1,0,0,0,5,5,1,8.0,0.1,FA,4,K,,,2018
Phil Dawson,1,3,33.3,23,0,1,0,0,0,2,2,1,5.0,0.1,FA,4,K,,,2018
Chandler Catanzaro,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,0.0,FA,4,K,,,2018
Aldrick Rosas,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,1.8,FA,4,K,,,2018
Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,4,K,,,2018
Ka'imi Fairbairn,3,4,75.0,40,0,1,1,1,0,4,4,1,14.0,0.8,HOU,4,K,IND,False,2018
Mason Crosby,3,3,100.0,52,0,0,1,0,2,1,2,1,14.0,40.7,GB,4,K,BUF,True,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,4,K,BUF,True,2018
Brandon McManus,3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,44.3,DEN,4,K,KC,True,2018
Jake Elliott,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,22.5,PHI,4,K,TEN,False,2018
Robbie Gould,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,22.5,SF,4,K,LAC,False,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,LAC,False,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,LAC,False,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,LAC,False,2018
Ryan Succop,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,57.4,TB,4,K,CHI,False,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,CHI,False,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,CHI,False,2018
Harrison Butker,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,76.6,KC,4,K,DEN,False,2018
Greg Joseph,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,69.1,MIN,4,K,LAR,False,2018
Sam Ficken,1,2,50.0,34,0,0,1,0,0,5,5,1,8.0,0.1,TEN,4,K,PHI,True,2018
Randy Bullock,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,10.8,TEN,4,K,PHI,True,2018
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,4,K,PHI,True,2018
Jason Myers,2,2,100.0,38,0,1,1,0,0,0,0,1,6.0,22.1,SEA,4,K,ARI,False,2018
Chris Boswell,2,2,100.0,39,0,0,2,0,0,0,0,1,6.0,51.0,PIT,4,K,BAL,True,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,True,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,True,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,BAL,True,2018
Matt Prater,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,52.8,ARI,4,K,SEA,True,2018
Jason Sanders,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,22.6,MIA,4,K,NE,False,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,4,K,NE,False,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,4,K,MIN,True,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,4,K,MIN,True,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,4,K,MIN,True,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,4,K,MIN,True,2018
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,4,K,HOU,True,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,4,K,HOU,True,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,4,K,HOU,True,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,4,K,LV,False,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,4,K,LV,False,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,4,K,LV,False,2018
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,4,K,DAL,False,2018
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,4,K,DAL,False,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,4,K,NYJ,True,2018
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,4,K,CLE,True,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,4,K,SF,True,2018
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,14.5,LAC,4,K,SF,True,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,4,K,BYE,,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,4,K,BYE,,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,BYE,,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,BYE,,2018
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,4,K,BYE,,2018
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,BYE,,2018
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,4,K,BYE,,2018
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,BYE,,2018
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,4,K,CIN,True,2018
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,CIN,True,2018
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,CIN,True,2018
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,4,K,JAC,False,2018
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,4,K,JAC,False,2018
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,False,2018
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,False,2018
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,JAC,False,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,4,K,ATL,False,2018
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,4,K,MIA,True,2018
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,4,K,MIA,True,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,4,K,DET,True,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,DET,True,2018
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.2,DAL,4,K,DET,True,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,DET,True,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,4,K,GB,False,2018
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,4,K,NO,True,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,4,K,NO,True,2018
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,4,K,TB,True,2018
Graham Gano,4,4,100.0,63,0,0,1,2,1,3,3,1,19.0,31.4,NYG,5,K,CAR,False,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,5,K,CAR,False,2018
Ryan Succop,4,4,100.0,54,0,1,1,0,2,0,0,1,16.0,57.4,TB,5,K,BYE,,2018
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,BYE,,2018
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,BYE,,2018
Aldrick Rosas,3,3,100.0,53,0,0,1,1,1,2,2,1,14.0,1.8,FA,5,K,,,2018
Dan Bailey,3,5,60.0,52,0,1,1,0,1,2,2,1,13.0,0.0,FA,5,K,,,2018
Caleb Sturgis,2,3,66.7,49,0,0,1,1,0,2,3,1,9.0,0.0,FA,5,K,,,2018
Stephen Gostkowski,1,1,100.0,45,0,0,0,1,0,5,5,1,9.0,0.1,FA,5,K,,,2018
Stephen Hauschka,2,2,100.0,46,0,0,0,2,0,1,1,1,9.0,0.0,FA,5,K,,,2018
Sebastian Janikowski,1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,20.0,FA,5,K,,,2018
Adam Vinatieri,1,2,50.0,54,0,0,0,0,1,3,3,1,8.0,0.2,FA,5,K,,,2018
Matt Bryant,1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,1.1,FA,5,K,,,2018
Phil Dawson,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.1,FA,5,K,,,2018
Matt McCrane,1,2,50.0,24,0,1,0,0,0,1,1,1,4.0,0.0,FA,5,K,,,2018
Josh Lambo,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,3.2,FA,5,K,,,2018
Ka'imi Fairbairn,4,5,80.0,36,1,2,1,0,0,1,1,1,13.0,0.8,HOU,5,K,DAL,True,2018
Harrison Butker,3,3,100.0,42,0,1,1,1,0,3,3,1,13.0,76.6,KC,5,K,JAC,True,2018
Brett Maher,3,3,100.0,48,0,1,0,2,0,1,1,1,12.0,1.9,NO,5,K,WAS,True,2018
Wil Lutz,1,1,100.0,44,0,0,0,1,0,4,5,1,8.0,3.3,NO,5,K,WAS,True,2018
Randy Bullock,2,3,66.7,51,0,1,0,0,1,3,3,1,11.0,10.8,TEN,5,K,BUF,False,2018
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,5,K,BUF,False,2018
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,5,K,BUF,False,2018
Jason Myers,2,3,66.7,49,0,0,1,1,0,4,4,1,11.0,22.1,SEA,5,K,LAR,True,2018
Justin Tucker,3,4,75.0,44,0,1,1,1,0,0,0,1,10.0,98.0,BAL,5,K,CLE,False,2018
Dustin Hopkins,2,2,100.0,53,0,0,1,0,1,1,1,1,9.0,14.5,LAC,5,K,LV,True,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,5,K,LV,True,2018
Cairo Santos,2,2,100.0,39,1,0,1,0,0,3,4,1,9.0,2.1,CHI,5,K,BYE,,2018
Matt Prater,1,2,50.0,39,0,0,1,0,0,4,4,1,7.0,52.8,ARI,5,K,SF,False,2018
Jake Elliott,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,22.5,PHI,5,K,MIN,True,2018
Jason Sanders,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,22.6,MIA,5,K,CIN,False,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,5,K,CIN,False,2018
Greg Joseph,2,3,66.7,37,0,0,2,0,0,0,1,1,6.0,69.1,MIN,5,K,PHI,False,2018
Chris Boswell,0,0,0.0,0,0,0,0,0,0,5,6,1,5.0,51.0,PIT,5,K,ATL,True,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,ATL,True,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,ATL,True,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,ATL,True,2018
Mason Crosby,1,5,20.0,41,0,0,0,1,0,0,1,1,4.0,40.7,GB,5,K,DET,False,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,5,K,DET,False,2018
Brandon McManus,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,44.3,DEN,5,K,NYJ,False,2018
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,5,K,NE,False,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,5,K,NE,False,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,5,K,NE,False,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,5,K,SEA,False,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,5,K,SEA,False,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,5,K,SEA,False,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,5,K,SEA,False,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,5,K,BAL,True,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,5,K,BAL,True,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,5,K,BAL,True,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,5,K,KC,False,2018
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,5,K,GB,True,2018
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,5,K,GB,True,2018
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.6,CAR,5,K,NYG,True,2018
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,NYG,True,2018
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,5,K,NYG,True,2018
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,NYG,True,2018
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,5,K,DEN,True,2018
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,5,K,DEN,True,2018
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,DEN,True,2018
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,DEN,True,2018
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,DEN,True,2018
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,5,K,PIT,False,2018
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,PIT,False,2018
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,PIT,False,2018
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,5,K,LAC,False,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,5,K,NO,False,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,5,K,NO,False,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NO,False,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NO,False,2018
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,5,K,MIA,True,2018
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,5,K,IND,True,2018
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,5,K,IND,True,2018
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,5,K,HOU,False,2018
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,HOU,False,2018
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.2,DAL,5,K,HOU,False,2018
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,HOU,False,2018
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,5,K,TEN,True,2018
Robbie Gould,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,22.5,SF,5,K,ARI,True,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,True,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,True,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,True,2018
Jason Myers,7,7,100.0,48,0,0,4,3,0,3,3,1,27.0,22.1,SEA,6,K,LV,False,2018
Stephen Gostkowski,5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,0.1,FA,6,K,,,2018
Matt Bryant,2,2,100.0,57,0,0,0,1,1,4,4,1,13.0,1.1,FA,6,K,,,2018
Adam Vinatieri,2,2,100.0,31,0,1,1,0,0,4,4,1,10.0,0.2,FA,6,K,,,2018
Dan Bailey,2,2,100.0,48,0,0,1,1,0,3,3,1,10.0,0.0,FA,6,K,,,2018
Sebastian Janikowski,2,2,100.0,44,0,1,0,1,0,3,3,1,10.0,20.0,FA,6,K,,,2018
Stephen Hauschka,2,2,100.0,52,0,1,0,0,1,1,1,1,9.0,0.0,FA,6,K,,,2018
Aldrick Rosas,2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,1.8,FA,6,K,,,2018
Chandler Catanzaro,1,1,100.0,35,0,0,1,0,0,2,3,1,5.0,0.0,FA,6,K,,,2018
Phil Dawson,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,0.1,FA,6,K,,,2018
Cody Parkey,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,0.4,FA,6,K,,,2018
Matt McCrane,1,2,50.0,43,0,0,0,1,0,0,0,1,4.0,0.0,FA,6,K,,,2018
Josh Lambo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,3.2,FA,6,K,,,2018
Brett Maher,4,4,100.0,55,0,0,1,1,2,4,4,1,21.0,1.9,NO,6,K,BYE,,2018
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,6,K,BYE,,2018
Harrison Butker,4,4,100.0,43,0,1,1,2,0,4,4,1,18.0,76.6,KC,6,K,NE,False,2018
Mason Crosby,4,4,100.0,51,0,2,1,0,1,3,3,1,17.0,40.7,GB,6,K,SF,True,2018
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,6,K,SF,True,2018
Robbie Gould,3,3,100.0,46,0,0,0,3,0,3,3,1,15.0,22.5,SF,6,K,GB,False,2018
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,GB,False,2018
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,GB,False,2018
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,GB,False,2018
Dustin Hopkins,3,3,100.0,56,0,1,0,1,1,2,2,1,14.0,14.5,LAC,6,K,CLE,False,2018
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,LAC,6,K,CLE,False,2018
Jason Sanders,3,3,100.0,50,0,1,0,1,1,2,2,1,14.0,22.6,MIA,6,K,CHI,True,2018
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,6,K,CHI,True,2018
Cairo Santos,3,4,75.0,39,0,2,1,0,0,2,2,1,11.0,2.1,CHI,6,K,MIA,False,2018
Jake Elliott,2,3,66.7,33,0,0,2,0,0,4,4,1,10.0,22.5,PHI,6,K,NYG,False,2018
Michael Badgley,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,19.9,IND,6,K,NYJ,False,2018
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,6,K,NYJ,False,2018
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,6,K,NYJ,False,2018
Chris Boswell,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,51.0,PIT,6,K,CIN,False,2018
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,CIN,False,2018
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,CIN,False,2018
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,CIN,False,2018
Ka'imi Fairbairn,2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,0.8,HOU,6,K,BUF,True,2018
Brandon McManus,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,44.3,DEN,6,K,LAR,True,2018
Greg Joseph,2,2,100.0,33,0,1,1,0,0,0,0,1,6.0,69.1,MIN,6,K,ARI,True,2018
Randy Bullock,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,10.8,TEN,6,K,BAL,True,2018
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,6,K,BAL,True,2018
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,6,K,BAL,True,2018
Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,98.0,BAL,6,K,TEN,False,2018
Graham Gano,1,1,100.0,32,0,0,1,0,0,0,1,1,3.0,31.4,NYG,6,K,PHI,True,2018
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,6,K,PHI,True,2018
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,6,K,DEN,False,2018
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,6,K,DEN,False,2018
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,6,K,DEN,False,2018
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,6,K,DEN,False,2018
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,6,K,LAC,True,2018
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,6,K,LAC,True,2018
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,6,K,LAC,True,2018
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,6,K,BYE,,2018
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,6,K,BYE,,2018
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,6,K,DAL,False,2018
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,6,K,CAR,True,2018
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,6,K,CAR,True,2018
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,CAR,True,2018
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,CAR,True,2018
