,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Melvin Gordon III(DEN),32,196,6.1,47,2,1,4,4,65,16.3,0,0,1,32.1,32.1,87.8%
1,2,Latavius Murray(BAL),20,114,5.7,42,1,3,1,1,13,13.0,0,0,1,30.7,30.7,22.2%
2,3,Mark Ingram II(NO),15,158,10.5,75,1,1,2,2,13,6.5,1,0,1,29.1,29.1,39.1%
3,4,Ezekiel Elliott(DAL),18,92,5.1,15,0,2,1,1,5,5.0,0,0,1,21.7,21.7,99.7%
4,5,Frank Gore(FA),19,60,3.2,11,0,2,2,2,11,5.5,0,0,1,19.1,19.1,12.2%
5,6,Jay Ajayi(FA),24,111,4.6,20,2,1,3,4,19,6.3,0,0,1,19.0,19.0,7.0%
6,7,DuJuan Harris(FA),10,59,5.9,19,0,0,5,6,83,16.6,1,1,1,18.2,18.2,0.0%
7,8,Tim Hightower(FA),23,87,3.8,9,0,1,1,1,15,15.0,0,0,1,16.2,16.2,0.0%
8,9,Matt Forte(FA),12,92,7.7,32,2,1,1,2,5,5.0,0,0,1,15.7,15.7,19.1%
9,10,DeMarco Murray(FA),14,51,3.6,13,0,1,7,7,29,4.1,0,0,1,14.0,14.0,0.1%
10,11,Kapri Bibbs(FA),2,11,5.5,10,0,0,1,1,69,69.0,1,0,1,14.0,14.0,0.1%
11,12,LeSean McCoy(FA),21,85,4.0,15,0,0,4,5,35,8.8,0,0,1,12.0,12.0,2.0%
12,13,Devonta Freeman(BAL),17,77,4.5,20,1,0,2,2,28,14.0,0,0,1,10.5,10.5,74.2%
13,14,T.J. Yeldon(FA),7,33,4.7,16,0,0,5,6,32,6.4,1,1,1,10.5,10.5,0.0%
14,15,Mike Gillislee(FA),8,32,4.0,9,0,1,2,2,4,2.0,0,0,1,9.6,9.6,0.0%
15,16,Chris Ivory(FA),18,107,5.9,42,1,0,1,2,0,0.0,0,1,1,8.7,8.7,0.0%
16,17,Theo Riddick(FA),14,70,5.0,42,1,0,1,3,6,6.0,0,0,1,7.6,7.6,0.0%
17,18,Ryan Mathews(FA),5,15,3.0,8,0,1,1,1,0,0.0,0,0,1,7.5,7.5,0.0%
18,19,Charcandrick West(FA),13,39,3.0,14,0,0,3,4,35,11.7,0,0,1,7.4,7.4,0.0%
19,20,Todd Gurley II(FA),12,48,4.0,18,0,0,4,5,26,6.5,0,0,1,7.4,7.4,0.4%
20,21,Jalen Richard(LV),8,62,7.8,28,1,0,2,3,10,5.0,0,0,1,7.2,7.2,0.7%
21,22,Darren Sproles(FA),13,57,4.4,17,0,0,3,9,14,4.7,0,0,1,7.1,7.1,0.1%
22,23,Le'Veon Bell(FA),14,32,2.3,13,0,0,6,9,38,6.3,0,0,1,7.0,7.0,5.4%
23,24,Isaiah Crowell(FA),6,4,0.7,8,0,0,4,4,63,15.8,0,0,1,6.7,6.7,0.1%
24,25,Kenjon Barner(TB),1,3,3.0,3,0,1,0,0,0,0,0,0,1,6.3,6.3,0.0%
25,26,Ronnie Hillman(FA),7,30,4.3,14,0,0,1,1,32,32.0,0,0,1,6.2,6.2,0.0%
26,27,Christine Michael(FA),5,1,0.2,3,0,1,0,0,0,0,0,0,1,6.1,6.1,0.0%
27,28,Patrick DiMarco(FA),0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%
28,29,Alfred Morris(NYG),17,56,3.3,13,0,0,0,0,0,0,0,0,1,5.6,5.6,0.0%
29,30,Peyton Barber(LV),11,31,2.8,8,0,0,4,5,24,6.0,0,0,1,5.5,5.5,1.2%
30,31,Bilal Powell(FA),6,22,3.7,8,0,0,4,4,29,7.3,0,0,1,5.1,5.1,0.0%
31,32,Damien Williams(CHI),5,29,5.8,23,1,0,2,3,20,10.0,0,0,1,4.9,4.9,4.4%
32,33,Paul Perkins(FA),11,32,2.9,14,0,0,3,3,15,5.0,0,0,1,4.7,4.7,0.0%
33,34,Duke Johnson Jr.(MIA),5,30,6.0,9,0,0,2,2,16,8.0,0,0,1,4.6,4.6,7.4%
34,35,Jonathan Stewart(FA),15,42,2.8,17,0,0,0,0,0,0,0,0,1,4.2,4.2,0.0%
35,36,Benny Cunningham Jr.(FA),3,10,3.3,4,0,0,5,6,32,6.4,0,0,1,4.2,4.2,0.0%
36,37,Matt Asiata(FA),9,27,3.0,8,0,0,2,2,14,7.0,0,0,1,4.1,4.1,0.0%
