,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Mark Ingram II(NO),14,146,10.4,61,1,1,1,2,21,21.0,1,0,1,28.7,28.7,39.1%
1,2,LeSean McCoy(FA),19,103,5.4,75,1,2,2,2,31,15.5,0,0,1,27.4,27.4,2.0%
2,3,Ezekiel Elliott(DAL),20,97,4.9,21,2,2,2,2,23,11.5,0,0,1,24.0,24.0,99.7%
3,4,David Johnson(HOU),13,58,4.5,16,0,0,8,11,103,12.9,1,0,1,22.1,22.1,35.4%
4,5,Jonathan Stewart(FA),17,96,5.6,47,1,2,0,1,0,0,0,0,1,21.6,21.6,0.0%
5,6,Le'Veon Bell(FA),23,120,5.2,12,0,1,4,5,22,5.5,0,0,1,20.2,20.2,5.4%
6,7,Devonta Freeman(BAL),16,60,3.8,16,0,2,2,3,17,8.5,0,0,1,19.7,19.7,74.2%
7,8,Tim Hightower(FA),15,51,3.4,30,1,0,2,2,54,27.0,1,0,1,16.5,16.5,0.0%
8,9,Carlos Hyde(JAC),13,65,5.0,24,1,0,5,6,30,6.0,1,0,1,15.5,15.5,6.9%
9,10,Latavius Murray(BAL),19,45,2.4,7,0,1,3,4,43,14.3,0,0,1,14.8,14.8,22.2%
10,11,Jordan Howard(PHI),18,84,4.7,22,1,0,3,5,43,14.3,0,0,1,12.7,12.7,18.7%
11,12,Derrick Henry(TEN),8,60,7.5,17,0,1,0,0,0,0,0,0,1,12.0,12.0,78.0%
12,13,Jay Ajayi(FA),18,45,2.5,18,0,1,1,2,11,11.0,0,0,1,11.6,11.6,7.0%
13,14,Chris Ivory(FA),9,44,4.9,14,0,1,1,1,11,11.0,0,0,1,11.5,11.5,0.0%
14,15,Matt Asiata(FA),5,27,5.4,15,0,1,3,3,14,4.7,0,0,1,10.1,10.1,0.0%
15,16,Devontae Booker(NYG),24,79,3.3,13,0,0,1,2,22,22.0,0,0,1,10.1,10.1,23.3%
16,17,Spencer Ware(FA),17,64,3.8,7,0,0,2,2,32,16.0,0,0,1,9.6,9.6,0.0%
17,18,Melvin Gordon III(DEN),17,70,4.1,18,0,0,4,4,19,4.8,0,0,1,8.9,8.9,87.8%
18,19,Todd Gurley II(FA),13,50,3.8,13,0,0,4,4,39,9.8,0,0,1,8.9,8.9,0.4%
19,20,DeMarco Murray(FA),17,43,2.5,10,0,0,5,5,41,8.2,0,0,1,8.4,8.4,0.1%
20,21,Jeremy Hill(FA),12,21,1.8,7,0,0,6,6,61,10.2,0,0,1,8.2,8.2,0.0%
21,22,Kenneth Dixon(FA),13,49,3.8,15,0,0,4,4,31,7.8,0,0,1,8.0,8.0,0.1%
22,23,Jerick McKinnon(KC),9,31,3.4,10,0,0,3,3,45,15.0,0,0,1,7.6,7.6,0.8%
23,24,Aaron Ripkowski(FA),3,1,0.3,2,0,1,2,2,15,7.5,0,0,1,7.6,7.6,0.0%
