,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,DeAngelo Williams(FA),26,143,5.5,17,0,2,6,9,28,4.7,0,0,1,29.1,29.1,0.1%
1,2,Spencer Ware(FA),11,70,6.4,14,0,1,7,8,129,18.4,0,0,1,25.9,25.9,0.0%
2,3,C.J. Anderson(FA),20,92,4.6,28,1,1,4,5,47,11.8,1,0,1,25.9,25.9,1.0%
3,4,Theo Riddick(FA),7,45,6.4,21,1,1,5,5,63,12.6,1,0,1,22.8,22.8,0.0%
4,5,Carlos Hyde(JAC),23,88,3.8,18,0,2,2,3,5,2.5,0,0,1,21.3,21.3,6.9%
5,6,David Johnson(HOU),16,89,5.6,45,1,1,4,6,43,10.8,0,0,1,19.2,19.2,35.4%
6,7,Ameer Abdullah(CAR),12,63,5.3,13,0,0,5,5,57,11.4,1,0,1,18.0,18.0,10.4%
7,8,Danny Woodhead(FA),16,89,5.6,21,1,0,5,7,31,6.2,1,0,1,18.0,18.0,20.6%
8,9,DeMarco Murray(FA),13,42,3.2,12,0,0,5,7,35,7.0,2,1,1,17.7,17.7,0.1%
9,10,Melvin Gordon III(DEN),14,57,4.1,17,0,2,0,0,0,0,0,0,1,17.7,17.7,87.8%
10,11,Matt Forte(FA),22,96,4.4,14,0,0,5,7,59,11.8,0,0,1,15.5,15.5,19.1%
11,12,Jalen Richard(LV),3,84,28.0,75,1,1,2,2,11,5.5,0,0,1,15.5,15.5,0.7%
12,13,Isaiah Crowell(FA),12,62,5.2,20,1,1,2,2,16,8.0,0,0,1,13.8,13.8,0.1%
13,14,Ryan Mathews(FA),22,77,3.5,7,0,1,0,0,0,0,0,0,1,13.7,13.7,0.0%
14,15,Latavius Murray(BAL),14,59,4.2,10,0,1,1,2,13,13.0,0,0,1,13.2,13.2,22.2%
15,16,LeSean McCoy(FA),16,58,3.6,16,0,1,4,4,12,3.0,0,0,1,13.0,13.0,2.0%
16,17,T.J. Yeldon(FA),21,39,1.9,7,0,1,4,6,30,7.5,0,0,1,12.9,12.9,0.0%
17,18,Jeremy Langford(FA),17,57,3.4,15,0,1,2,4,6,3.0,0,0,1,12.3,12.3,0.0%
18,19,Tevin Coleman(NYJ),8,22,2.8,7,0,0,5,6,95,19.0,0,0,1,11.7,11.7,18.5%
19,20,Lamar Miller(FA),28,106,3.8,12,0,0,4,4,11,2.8,0,0,1,11.7,11.7,0.0%
20,21,Ezekiel Elliott(DAL),20,51,2.6,8,0,1,1,2,1,1.0,0,0,1,11.2,11.2,99.7%
21,22,LeGarrette Blount(FA),22,70,3.2,13,0,1,0,0,0,0,0,1,1,11.0,11.0,0.1%
22,23,Charles Sims(FA),4,9,2.3,5,0,0,3,3,32,10.7,1,0,1,10.1,10.1,0.0%
