,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Tevin Coleman(NYJ),12,42,3.5,9,0,3,3,3,47,15.7,0,0,1,26.9,26.9,18.5%
1,2,Devonta Freeman(BAL),14,152,10.9,48,3,0,5,5,55,11.0,1,0,1,26.7,26.7,74.2%
2,3,Carlos Hyde(JAC),21,103,4.9,34,1,2,1,1,2,2.0,0,0,1,24.5,24.5,6.9%
3,4,LeSean McCoy(FA),17,110,6.5,24,1,2,3,4,6,2.0,0,0,1,23.6,23.6,2.0%
4,5,Christine Michael(FA),20,106,5.3,41,1,2,2,3,5,2.5,0,0,1,23.1,23.1,0.0%
5,6,David Johnson(HOU),19,83,4.4,22,1,2,3,6,28,9.3,0,0,1,23.1,23.1,35.4%
6,7,LeGarrette Blount(FA),24,105,4.4,41,1,2,0,0,0,0,0,0,1,22.5,22.5,0.1%
7,8,Jeremy Hill(FA),17,97,5.7,50,1,2,0,0,0,0,0,0,1,21.7,21.7,0.0%
8,9,DeMarco Murray(FA),16,114,7.1,36,1,1,5,5,41,8.2,0,0,1,21.5,21.5,0.1%
9,10,Todd Gurley II(FA),27,85,3.1,16,0,2,1,2,-5,-5.0,0,0,1,20.0,20.0,0.4%
10,11,Mark Ingram II(NO),15,77,5.1,17,0,0,4,6,30,7.5,1,0,1,18.7,18.7,39.1%
11,12,Darren Sproles(FA),2,-1,-0.5,0,0,0,6,6,128,21.3,1,0,1,18.7,18.7,0.1%
12,13,Charles Sims(FA),13,55,4.2,23,1,1,6,8,69,11.5,0,0,1,18.4,18.4,0.0%
13,14,Ezekiel Elliott(DAL),30,140,4.7,21,1,0,2,2,20,10.0,0,0,1,16.0,16.0,99.7%
14,15,Frank Gore(FA),21,82,3.9,19,0,1,1,3,1,1.0,0,0,1,14.3,14.3,12.2%
15,16,Wendell Smallwood(FA),17,79,4.6,14,0,1,0,0,0,0,0,0,1,13.9,13.9,0.0%
16,17,Melvin Gordon III(DEN),16,35,2.2,7,0,1,4,7,43,10.8,0,0,1,13.8,13.8,87.8%
17,18,Shane Vereen(FA),11,67,6.1,25,1,1,2,5,28,14.0,0,1,1,13.5,13.5,0.0%
18,19,Orleans Darkwa(FA),10,53,5.3,15,0,1,1,1,9,9.0,0,0,1,12.2,12.2,0.0%
19,20,Lamar Miller(FA),21,80,3.8,15,0,0,4,5,27,6.8,0,0,1,10.7,10.7,0.0%
20,21,Eddie Lacy(FA),17,103,6.1,25,1,0,1,2,2,2.0,0,0,1,10.5,10.5,0.3%
21,22,Kenjon Barner(TB),8,42,5.3,14,0,1,0,0,0,0,0,0,1,10.2,10.2,0.0%
22,23,Latavius Murray(BAL),10,37,3.7,22,1,1,1,1,1,1.0,0,0,1,9.8,9.8,22.2%
