,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Robert Kelley(FA),24,137,5.7,66,1,3,0,2,0,0,0,0,1,31.7,31.7,0.0%
1,2,David Johnson(HOU),22,103,4.7,11,0,1,7,11,57,8.1,1,0,1,28.0,28.0,35.4%
2,3,Le'Veon Bell(FA),28,146,5.2,12,0,1,8,9,55,6.9,0,0,1,26.1,26.1,5.4%
3,4,Rashad Jennings(FA),21,85,4.0,21,1,1,5,6,44,8.8,0,0,1,18.9,18.9,0.0%
4,5,Lamar Miller(FA),24,104,4.3,33,1,1,2,3,9,4.5,0,0,1,17.3,17.3,0.0%
5,6,Jamize Olawale(DAL),2,-3,-1.5,0,0,0,3,3,90,30.0,1,0,1,14.7,14.7,0.0%
6,7,C.J. Prosise(FA),4,76,19.0,72,1,1,2,3,5,2.5,0,0,1,14.1,14.1,0.0%
7,8,DeMarco Murray(FA),21,70,3.3,8,0,0,3,3,9,3.0,1,0,1,13.9,13.9,0.1%
8,9,Todd Gurley II(FA),20,76,3.8,24,1,1,0,2,0,0,0,0,1,13.6,13.6,0.4%
9,10,James Starks(FA),9,25,2.8,8,0,0,5,6,46,9.2,1,0,1,13.1,13.1,0.0%
10,11,Ezekiel Elliott(DAL),25,97,3.9,14,0,0,4,5,30,7.5,0,0,1,12.7,12.7,99.7%
11,12,Tim Hightower(FA),12,69,5.8,27,1,0,8,9,57,7.1,0,0,1,12.6,12.6,0.0%
12,13,LeGarrette Blount(FA),19,124,6.5,44,2,0,0,0,0,0,0,0,1,12.4,12.4,0.1%
13,14,James White(NE),0,0,0,0,0,0,6,6,63,10.5,1,0,1,12.3,12.3,7.9%
14,15,Frank Gore(FA),18,50,2.8,8,0,0,4,4,71,17.8,0,0,1,12.1,12.1,12.2%
15,16,Terrance West(FA),8,42,5.3,18,0,1,1,2,11,11.0,0,0,1,11.3,11.3,0.0%
16,17,Jalen Richard(LV),3,2,0.7,4,0,0,3,3,50,16.7,1,0,1,11.2,11.2,0.7%
17,18,Carlos Hyde(JAC),19,86,4.5,13,0,0,3,3,24,8.0,0,0,1,11.0,11.0,6.9%
18,19,Doug Martin(FA),24,63,2.6,12,0,0,3,4,42,14.0,0,0,1,10.5,10.5,0.0%
19,20,LeSean McCoy(FA),5,33,6.6,21,1,1,2,3,12,6.0,0,0,1,10.5,10.5,2.0%
20,21,Shaun Draughn(FA),0,0,0,0,0,0,3,3,43,14.3,1,0,1,10.3,10.3,0.0%
21,22,Jonathan Stewart(FA),18,31,1.7,10,0,1,1,4,8,8.0,0,0,1,9.9,9.9,0.0%
22,23,Jordan Howard(PHI),17,77,4.5,27,1,0,1,8,22,22.0,0,0,1,9.9,9.9,18.7%
23,24,Jeremy Langford(FA),6,8,1.3,6,0,1,3,3,30,10.0,0,0,1,9.8,9.8,0.0%
24,25,Chris Ivory(FA),17,39,2.3,8,0,0,6,6,75,12.5,0,1,1,9.4,9.4,0.0%
25,26,Latavius Murray(BAL),12,33,2.8,6,0,0,5,5,59,11.8,0,0,1,9.2,9.2,22.2%
26,27,Thomas Rawls(FA),14,57,4.1,18,0,0,3,4,31,10.3,0,0,1,8.8,8.8,0.1%
27,28,Matt Asiata(FA),5,20,4.0,9,0,1,1,1,7,7.0,0,0,1,8.7,8.7,0.0%
28,29,Spencer Ware(FA),17,69,4.1,15,0,0,2,2,16,8.0,0,0,1,8.5,8.5,0.0%
29,30,Jay Ajayi(FA),16,77,4.8,36,1,0,3,4,7,2.3,0,0,1,8.4,8.4,7.0%
30,31,Theo Riddick(FA),4,13,3.3,7,0,0,8,10,70,8.8,0,0,1,8.3,8.3,0.0%
31,32,Wendell Smallwood(FA),13,48,3.7,18,0,0,4,5,31,7.8,0,0,1,7.9,7.9,0.0%
32,33,Mark Ingram II(NO),7,28,4.0,14,0,0,3,4,47,15.7,0,0,1,7.5,7.5,39.1%
33,34,Mike Gillislee(FA),14,72,5.1,14,0,0,0,1,0,0,0,0,1,7.2,7.2,0.0%
34,35,Robert Turbin(FA),2,4,2.0,3,0,1,0,0,0,0,0,0,1,6.4,6.4,0.0%
35,36,Jeremy Hill(FA),16,62,3.9,20,1,0,2,2,1,0.5,0,0,1,6.3,6.3,0.0%
36,37,Giovani Bernard(TB),7,21,3.0,9,0,0,5,8,40,8.0,0,0,1,6.1,6.1,5.4%
37,38,Duke Johnson Jr.(MIA),2,10,5.0,12,0,0,3,4,46,15.3,0,0,1,5.6,5.6,7.4%
