rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Jared Cook,9.0,12.0,180.0,20.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,50.2,TE,1,2018,LV
2.0,Will Dissly,3.0,5.0,105.0,35.0,66.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,0.2,TE,1,2018,SEA
3.0,Rob Gronkowski,7.0,8.0,123.0,17.6,30.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,16.3,16.3,97.7,TE,1,2018,NE
4.0,Eric Ebron,4.0,5.0,51.0,12.8,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.1,11.1,3.0,TE,1,2018,IND
5.0,Jordan Reed,4.0,5.0,48.0,12.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,19.0,TE,1,2018,WAS
6.0,George Kittle,5.0,9.0,90.0,18.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,99.7,TE,1,2018,SF
7.0,Kyle Rudolph,1.0,2.0,11.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.3,TE,1,2018,MIN
8.0,Jesse James,3.0,5.0,60.0,20.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,TE,1,2018,PIT
9.0,O.J. Howard,2.0,2.0,54.0,27.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,5.4,1.2,TE,1,2018,TB
10.0,Delanie Walker,4.0,7.0,52.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,5.2,0.1,TE,1,2018,TEN
11.0,Zach Ertz,5.0,10.0,48.0,9.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,85.8,TE,1,2018,PHI
13.0,Tyler Eifert,3.0,3.0,44.0,14.7,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,0.0,TE,1,2018,CIN
14.0,Jack Doyle,7.0,10.0,60.0,8.6,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.2,TE,1,2018,IND
15.0,Nick Boyle,3.0,6.0,40.0,13.3,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.1,TE,1,2018,BAL
16.0,Luke Stocker,2.0,2.0,37.0,18.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,0.0,TE,1,2018,TEN
17.0,Antonio Gates,2.0,3.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.6,0.2,TE,1,2018,LAC
18.0,Greg Olsen,2.0,2.0,33.0,16.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,7.0,TE,1,2018,CAR
19.0,Maxx Williams,3.0,3.0,32.0,10.7,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.4,TE,1,2018,BAL
20.0,Mark Andrews,3.0,4.0,31.0,10.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,99.9,TE,1,2018,BAL
21.0,Jake Butt,2.0,4.0,29.0,14.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,0.1,TE,1,2018,DEN
22.0,Neal Sterling,3.0,3.0,27.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,0.0,TE,1,2018,NYJ
23.0,Austin Seferian-Jenkins,3.0,5.0,25.0,8.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0,TE,1,2018,JAC
24.0,Logan Thomas,1.0,2.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,27.1,TE,1,2018,BUF
25.0,Austin Hooper,3.0,4.0,24.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,28.8,TE,1,2018,ATL
26.0,Virgil Green,2.0,2.0,21.0,10.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.0,TE,1,2018,LAC
27.0,Derek Carrier,2.0,3.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,TE,1,2018,LV
28.0,Ricky Seals-Jones,3.0,6.0,19.0,6.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,10.8,TE,1,2018,ARI
29.0,Evan Engram,2.0,5.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,28.5,TE,1,2018,NYG
30.0,Jason Croom,2.0,3.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.0,TE,1,2018,BUF
31.0,Geoff Swaim,3.0,4.0,18.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.3,TE,1,2018,DAL
32.0,Rhett Ellison,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.0,TE,1,2018,NYG
33.0,Jeff Heuerman,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,TE,1,2018,DEN
34.0,Josh Hill,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,TE,1,2018,NO
35.0,Trey Burton,1.0,5.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,TE,1,2018,CHI
36.0,David Njoku,3.0,7.0,13.0,4.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,12.9,TE,1,2018,CLE
37.0,Erik Swoope,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.0,TE,1,2018,IND
38.0,Lance Kendricks,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.0,TE,1,2018,GB
39.0,Jonnu Smith,1.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,22.7,TE,1,2018,TEN
40.0,Darren Fells,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.0,TE,1,2018,CLE
41.0,Mike Gesicki,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,87.6,TE,1,2018,MIA
42.0,Jordan Akins,2.0,2.0,11.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,0.3,TE,1,2018,HOU
43.0,Nick Vannett,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,0.1,TE,1,2018,SEA
44.0,Tyler Kroft,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.2,TE,1,2018,CIN
45.0,Dion Sims,2.0,3.0,9.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,TE,1,2018,CHI
46.0,Vernon Davis,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,1.6,TE,1,2018,WAS
48.0,Jimmy Graham,2.0,4.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.8,TE,1,2018,GB
49.0,Eric Tomlinson,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.0,TE,1,2018,NYJ
