player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Ed Dickson,1.0,2.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2010,BAL,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Dustin Keller,3.0,6.0,75.0,25.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2010,NYJ,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,3.0,4.0,25.0,8.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2010,LV,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,3.0,4.0,25.0,8.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2010,LV,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,3.0,6.0,65.0,21.7,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2010,LV,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,3.0,6.0,65.0,21.7,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2010,LV,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Delanie Walker,5.0,7.0,85.0,17.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2010,SF,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Vernon Davis,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2010,SF,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Tony Moeaki,1.0,3.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,10,2010,KC,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Michael Hoomanawanui,1.0,1.0,36.0,36.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2010,LAR,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Daniel Fells,2.0,3.0,23.0,11.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2010,LAR,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Billy Bajema,3.0,5.0,32.0,10.7,26.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2010,LAR,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Tony Moeaki,4.0,7.0,54.0,13.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,13,2010,KC,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,15,2010,LV,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Zach Miller,4.0,7.0,39.0,9.8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,15,2010,LV,DEN,True,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
James Casey,1.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2010,HOU,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Owen Daniels,8.0,14.0,73.0,9.1,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2010,HOU,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Joel Dreessen,3.0,3.0,33.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2010,HOU,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Kory Sperry,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,17,2010,LAC,DEN,False,297.0,502.0,59.2,3780.0,7.8,236.3,73.0,26.0,10.0,23.0,156.0,93.0,531.0,2473.0,4.7,154.6,71.0,26.0,13.0,5.0,297.0,3936.0,13.3,246.0,73.0,26.0,1.0,0.0,334.0,126.0,184.0,24.0,80.0,209.0,38.3,10.0,16.0,62.5,98.0,921.0
Rob Gronkowski,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,TE,1,2010,NE,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Aaron Hernandez,1.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,1,2010,NE,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Dennis Pitta,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2010,BAL,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Ed Dickson,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2010,BAL,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Dante Rosario,2.0,3.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2010,CAR,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Jeff King,1.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2010,CAR,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Kellen Winslow,6.0,9.0,75.0,12.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2010,TB,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Tony Gonzalez,2.0,4.0,27.0,13.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2010,ATL,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Anthony Fasano,3.0,6.0,36.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2010,MIA,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Heath Miller,3.0,5.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,9,2010,PIT,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Matt Spaeth,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,9,2010,PIT,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Jacob Tamme,7.0,10.0,73.0,10.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,10,2010,IND,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Dustin Keller,4.0,4.0,49.0,12.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2010,NYJ,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Jimmy Graham,3.0,3.0,72.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,TE,13,2010,NO,CIN,False,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Matt Spaeth,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,14,2010,PIT,CIN,True,326.0,514.0,63.4,3469.0,7.1,216.8,54.0,21.0,16.0,27.0,179.0,85.2,416.0,1843.0,4.4,115.2,61.0,15.0,8.0,5.0,326.0,3648.0,11.2,228.0,54.0,21.0,5.0,3.0,290.0,97.0,170.0,23.0,75.0,198.0,37.9,2.0,7.0,28.6,95.0,776.0
Jason Witten,3.0,8.0,27.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,TE,1,2010,DAL,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Martellus Bennett,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,1,2010,DAL,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Owen Daniels,2.0,5.0,24.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2010,HOU,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Joel Dreessen,1.0,1.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2010,HOU,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Daniel Fells,3.0,4.0,22.0,7.3,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2010,LAR,WAS,True,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Fendi Onobun,2.0,4.0,15.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2010,LAR,WAS,True,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Brent Celek,3.0,6.0,27.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,4,2010,PHI,WAS,True,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Tom Crabtree,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2010,GB,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Andrew Quarless,4.0,6.0,51.0,12.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2010,GB,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
Brody Eldridge,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2010,IND,WAS,False,367.0,578.0,63.5,4187.0,7.5,261.7,92.0,23.0,14.0,29.0,176.0,89.6,444.0,2041.0,4.6,127.6,71.0,15.0,7.0,6.0,367.0,4363.0,11.9,272.7,92.0,23.0,6.0,4.0,326.0,106.0,207.0,13.0,75.0,214.0,35.1,7.0,10.0,70.0,104.0,839.0
