rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Julian Edelman,10.0,15.0,103.0,10.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,13.1,NE,WR,17,2009
2.0,Larry Fitzgerald,3.0,7.0,17.0,5.7,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,0.3,ARI,WR,17,2009
3.0,DeSean Jackson,2.0,7.0,36.0,18.0,32.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,4.2,4.2,4.4,PHI,WR,17,2009
273.0,Jason Avant,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PHI,WR,17,2009
274.0,John Standeford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,WR,17,2009
275.0,Jerricho Cotchery,5.0,6.0,39.0,7.8,14.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,NYJ,WR,17,2009
277.0,Jeremy Maclin,4.0,8.0,58.0,14.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PHI,WR,17,2009
278.0,Jordy Nelson,1.0,1.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,GB,WR,17,2009
279.0,James Jones,3.0,6.0,17.0,5.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GB,WR,17,2009
280.0,Jacoby Jones,5.0,6.0,65.0,13.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HOU,WR,17,2009
281.0,Hakeem Nicks,1.0,2.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NYG,WR,17,2009
282.0,Greg Jennings,3.0,6.0,29.0,9.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GB,WR,17,2009
283.0,Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,ATL,WR,17,2009
284.0,Josh Cribbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,CLE,WR,17,2009
285.0,Marko Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,WR,17,2009
286.0,Malcom Floyd,9.0,14.0,140.0,15.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SD,WR,17,2009
287.0,Louis Murphy,6.0,9.0,59.0,9.8,20.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,OAK,WR,17,2009
288.0,Lavelle Hawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TEN,WR,17,2009
289.0,Lance Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,WR,17,2009
290.0,Josh Morgan,2.0,2.0,27.0,13.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SF,WR,17,2009
291.0,Kevin Walter,2.0,3.0,30.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HOU,WR,17,2009
292.0,Kevin Ogletree,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DAL,WR,17,2009
294.0,Kenny Britt,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TEN,WR,17,2009
295.0,Kassim Osgood,1.0,5.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SD,WR,17,2009
297.0,Earl Bennett,3.0,6.0,27.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CHI,WR,17,2009
298.0,Brandon Lloyd,4.0,13.0,95.0,23.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DEN,WR,17,2009
299.0,Calvin Johnson,6.0,10.0,86.0,14.3,23.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.1,DET,WR,17,2009
300.0,Brian Hartline,2.0,4.0,34.0,17.0,24.0,0.0,0.0,2.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,MIA,WR,17,2009
301.0,Braylon Edwards,2.0,7.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CIN,WR,17,2009
