rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,DeSean Jackson,4,9,101,25.3,71,0,1,3,15,0,0,1,17.6,17.6,4.4,PHI,WR,2,2009
3,Julian Edelman,8,16,98,12.3,29,0,0,0,0,0,0,1,9.8,9.8,13.1,NE,WR,2,2009
4,Larry Fitzgerald,4,5,34,8.5,22,0,1,0,0,0,0,1,9.4,9.4,0.3,ARI,WR,2,2009
273,Jason Avant,7,8,79,11.3,26,0,1,0,0,0,0,1,0.0,0.0,0.0,PHI,WR,2,2009
274,John Standeford,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DET,WR,2,2009
275,Jerricho Cotchery,4,6,87,21.8,45,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,WR,2,2009
276,Jeremy Maclin,2,3,12,6.0,6,0,0,0,0,0,0,1,0.0,0.0,0.0,PHI,WR,2,2009
277,Jordy Nelson,1,1,11,11.0,11,0,0,0,0,0,0,1,0.0,0.0,0.1,GB,WR,2,2009
278,James Jones,2,4,24,12.0,16,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,WR,2,2009
279,Jacoby Jones,2,4,73,36.5,44,0,1,0,0,0,0,1,0.0,0.0,0.0,HOU,WR,2,2009
280,Greg Jennings,0,5,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,GB,WR,2,2009
281,Eric Weems,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,WR,2,2009
282,Josh Cribbs,5,7,22,4.4,7,0,0,1,4,0,1,1,0.0,0.0,0.0,CLE,WR,2,2009
283,Lance Moore,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,WR,2,2009
284,Marko Mitchell,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,WR,2,2009
285,Mario Manningham,10,13,150,15.0,49,0,1,0,0,0,0,1,0.0,0.0,0.0,NYG,WR,2,2009
286,Malcom Floyd,1,2,45,45.0,45,0,0,0,0,0,0,1,0.0,0.0,0.0,SD,WR,2,2009
287,Louis Murphy,2,6,26,13.0,19,0,0,0,0,0,0,1,0.0,0.0,0.0,OAK,WR,2,2009
288,Lance Long,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CIN,WR,2,2009
289,Josh Morgan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SF,WR,2,2009
291,Kenny Britt,2,2,22,11.0,13,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,WR,2,2009
292,Kassim Osgood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SD,WR,2,2009
294,Eddie Royal,3,9,20,6.7,11,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,WR,2,2009
295,Earl Bennett,2,2,22,11.0,15,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,WR,2,2009
296,Calvin Johnson,5,7,51,10.2,22,0,1,2,16,0,0,1,0.0,0.0,0.1,DET,WR,2,2009
297,Brian Hartline,2,3,23,11.5,18,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,WR,2,2009
299,Braylon Edwards,6,7,92,15.3,24,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,WR,2,2009
300,Brandon Stokley,5,7,70,14.0,37,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,WR,2,2009
301,Brandon Marshall,3,6,34,11.3,25,0,0,1,14,0,0,1,0.0,0.0,2.6,DEN,WR,2,2009
302,Brad Smith,0,0,0,0.0,0,0,0,1,7,0,0,1,0.0,0.0,0.0,NYJ,WR,2,2009
303,Bobby Wade,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,KC,WR,2,2009
304,Ben Obomanu,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,WR,2,2009
305,Austin Collie,1,3,4,4.0,4,0,0,0,0,0,0,1,0.0,0.0,0.0,IND,WR,2,2009
306,Anquan Boldin,8,9,69,8.6,19,0,0,1,4,0,0,1,0.0,0.0,0.1,ARI,WR,2,2009
307,Andre Johnson,10,16,149,14.9,72,0,2,0,0,0,0,1,0.0,0.0,0.0,HOU,WR,2,2009
308,Dwayne Bowe,5,5,56,11.2,29,0,1,0,0,0,0,1,0.0,0.0,0.0,KC,WR,2,2009
309,Donnie Avery,1,6,4,4.0,4,0,0,0,0,0,1,1,0.0,0.0,0.0,STL,WR,2,2009
310,Donald Driver,6,9,99,16.5,26,0,1,0,0,0,0,1,0.0,0.0,0.0,GB,WR,2,2009
311,Domenik Hixon,1,3,13,13.0,13,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,WR,2,2009
312,Devin Thomas,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,WAS,WR,2,2009
313,Devin Hester,4,7,21,5.3,13,0,0,0,0,0,0,1,0.0,0.0,0.4,CHI,WR,2,2009
314,Devery Henderson,3,4,71,23.7,38,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,WR,2,2009
315,Derek Hagan,1,1,12,12.0,12,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,WR,2,2009
