rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Larry Fitzgerald,5.0,10.0,48.0,9.6,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,0.3,WR,16,2009,ARI
2.0,DeSean Jackson,4.0,10.0,33.0,8.3,11.0,0.0,1.0,1.0,-3.0,0.0,0.0,1.0,9.0,9.0,4.4,WR,16,2009,PHI
4.0,Julian Edelman,1.0,2.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,13.1,WR,16,2009,NE
273.0,Jason Avant,2.0,2.0,25.0,12.5,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,PHI
275.0,Jerricho Cotchery,4.0,7.0,45.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NYJ
276.0,Jeremy Maclin,6.0,10.0,92.0,15.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,PHI
277.0,Jordy Nelson,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,16,2009,GB
278.0,James Jones,1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,GB
279.0,Jacoby Jones,2.0,4.0,79.0,39.5,44.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,HOU
280.0,Hakeem Nicks,6.0,8.0,44.0,7.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NYG
281.0,Greg Jennings,4.0,7.0,111.0,27.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,GB
282.0,Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,ATL
283.0,Josh Cribbs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,CLE
285.0,Mario Manningham,6.0,8.0,87.0,14.5,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,WR,16,2009,NYG
286.0,Malcom Floyd,3.0,3.0,55.0,18.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,SD
287.0,Louis Murphy,2.0,6.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,OAK
290.0,Josh Morgan,4.0,7.0,21.0,5.3,7.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,SF
291.0,Kevin Walter,3.0,4.0,21.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,HOU
294.0,Kenny Britt,1.0,6.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,TEN
297.0,Earl Bennett,3.0,7.0,35.0,11.7,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,CHI
298.0,Brandon Lloyd,4.0,5.0,22.0,5.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,DEN
299.0,Calvin Johnson,7.0,12.0,96.0,13.7,30.0,0.0,0.0,2.0,32.0,0.0,2.0,1.0,0.0,0.0,0.1,WR,16,2009,DET
300.0,Brian Robiskie,2.0,2.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,CLE
301.0,Brian Hartline,3.0,6.0,31.0,10.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,MIA
302.0,Braylon Edwards,2.0,5.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NYJ
304.0,Brandon Marshall,8.0,13.0,39.0,4.9,9.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.6,WR,16,2009,DEN
305.0,Brandon Gibson,5.0,6.0,51.0,10.2,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,STL
306.0,Brad Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NYJ
307.0,Bobby Wade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,16,2009,KC
308.0,Austin Collie,6.0,7.0,94.0,15.7,29.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,IND
309.0,Anquan Boldin,8.0,10.0,116.0,14.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,16,2009,ARI
310.0,Andre Johnson,5.0,7.0,71.0,14.2,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,HOU
311.0,Dwayne Bowe,9.0,12.0,61.0,6.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,KC
312.0,Donnie Avery,2.0,4.0,24.0,12.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,STL
313.0,Donald Driver,3.0,6.0,33.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,GB
314.0,Domenik Hixon,2.0,3.0,22.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NYG
315.0,Devin Aromashodu,7.0,9.0,150.0,21.4,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,CHI
316.0,Devery Henderson,5.0,7.0,35.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,16,2009,NO
