,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Nick Chubb(CLE),20,165,8.3,88,1,3,3,4,18,6.0,0,0,1,36.3,36.3,99.8%
1,2,Jordan Howard(PHI),15,87,5.8,19,0,2,3,4,28,9.3,1,0,1,29.5,29.5,18.7%
2,3,Leonard Fournette(TB),29,225,7.8,81,2,0,2,3,20,10.0,0,0,1,24.5,24.5,74.8%
3,4,Austin Ekeler(LAC),18,60,3.3,9,0,1,5,5,62,12.4,1,0,1,24.2,24.2,99.9%
4,5,Christian McCaffrey(CAR),27,93,3.4,13,0,1,10,10,86,8.6,0,0,1,23.9,23.9,47.2%
5,6,Wayne Gallman Jr.(MIN),18,63,3.5,22,1,1,6,7,55,9.2,1,1,1,21.8,21.8,1.0%
6,7,Todd Gurley II(FA),5,16,3.2,13,0,2,7,11,54,7.7,0,0,1,19.0,19.0,0.4%
7,8,James Conner(ARI),10,42,4.2,21,1,0,8,8,83,10.4,1,0,1,18.5,18.5,94.6%
8,9,Darrel Williams(KC),8,13,1.6,8,0,2,3,4,43,14.3,0,1,1,15.6,15.6,79.6%
9,10,Jaylen Samuels(ARI),10,26,2.6,13,0,1,8,8,57,7.1,0,0,1,15.5,15.5,0.1%
10,11,LeSean McCoy(FA),11,56,5.1,39,1,1,2,4,33,16.5,0,0,1,14.9,14.9,2.0%
11,12,Chris Carson(SEA),22,104,4.7,12,0,0,4,4,41,10.3,0,0,1,14.5,14.5,31.7%
12,13,Ronald Jones II(TB),19,70,3.7,24,1,1,1,1,12,12.0,0,0,1,14.2,14.2,83.5%
13,14,David Johnson(HOU),11,40,3.6,14,0,0,8,11,99,12.4,0,0,1,13.9,13.9,35.4%
14,15,Kerryon Johnson(FA),26,125,4.8,14,0,0,2,3,32,16.0,0,1,1,13.7,13.7,0.1%
15,16,Dalvin Cook(MIN),14,35,2.5,9,0,1,6,8,35,5.8,0,0,1,13.0,13.0,100.0%
16,17,Aaron Jones(GB),13,21,1.6,7,0,1,6,7,37,6.2,0,0,1,11.8,11.8,98.9%
17,18,Dontrell Hilliard(TEN),6,27,4.5,11,0,1,2,3,27,13.5,0,0,1,11.4,11.4,27.5%
18,19,Ryquell Armstead(JAC),8,42,5.3,16,0,0,1,1,7,7.0,1,0,1,10.9,10.9,0.0%
19,20,Frank Gore(FA),17,109,6.4,41,2,0,0,1,0,0,0,0,1,10.9,10.9,12.2%
20,21,Josh Jacobs(LV),17,79,4.6,16,0,0,2,2,29,14.5,0,0,1,10.8,10.8,98.0%
21,22,Derrick Henry(TEN),27,100,3.7,16,0,0,1,1,8,8.0,0,0,1,10.8,10.8,78.0%
22,23,Ezekiel Elliott(DAL),18,35,1.9,6,0,1,6,7,30,5.0,0,1,1,10.5,10.5,99.7%
23,24,Devonta Freeman(BAL),12,28,2.3,8,0,0,8,9,72,9.0,0,0,1,10.0,10.0,74.2%
24,25,Troymaine Pope(FA),10,20,2.0,8,0,0,2,2,14,7.0,1,0,1,9.4,9.4,0.0%
25,26,Ito Smith(DAL),2,11,5.5,10,0,1,2,4,20,10.0,0,0,1,9.1,9.1,0.0%
26,27,Alvin Kamara(NO),17,69,4.1,13,0,0,3,3,20,6.7,0,0,1,8.9,8.9,100.0%
27,28,Peyton Barber(LV),9,19,2.1,7,0,1,0,1,0,0,0,0,1,7.9,7.9,1.2%
28,29,Tarik Cohen(CHI),5,11,2.2,6,0,0,2,5,7,3.5,1,0,1,7.8,7.8,3.0%
29,30,Duke Johnson Jr.(MIA),6,56,9.3,40,1,0,2,3,22,11.0,0,0,1,7.8,7.8,7.4%
30,31,Kenyan Drake(LV),9,44,4.9,10,0,0,3,5,29,9.7,0,0,1,7.3,7.3,29.4%
31,32,Miles Sanders(PHI),11,72,6.5,30,1,0,0,0,0,0,0,0,1,7.2,7.2,77.0%
32,33,Mark Ingram II(NO),12,71,5.9,18,0,0,1,1,0,0.0,0,1,1,7.1,7.1,39.1%
33,34,T.J. Yeldon(FA),0,0,0,0,0,0,4,4,68,17.0,0,0,1,6.8,6.8,0.0%
34,35,David Montgomery(CHI),21,53,2.5,7,0,0,3,5,14,4.7,0,0,1,6.7,6.7,98.7%
35,36,Carlos Hyde(JAC),12,58,4.8,25,1,0,4,5,6,1.5,0,0,1,6.4,6.4,6.9%
36,37,Brandon Bolden(NE),1,4,4.0,4,0,1,0,0,0,0,0,0,1,6.4,6.4,10.7%
37,38,C.J. Prosise(FA),3,4,1.3,9,0,1,0,0,0,0,0,0,1,6.4,6.4,0.0%
38,39,Sony Michel(LAR),17,63,3.7,15,0,0,0,0,0,0,0,0,1,6.3,6.3,89.4%
39,40,Joe Mixon(CIN),15,62,4.1,15,0,0,4,5,1,0.3,0,0,1,6.3,6.3,98.1%
40,41,Chris Thompson(FA),4,4,1.0,3,0,0,4,5,56,14.0,0,0,1,6.0,6.0,0.0%
41,42,Phillip Lindsay(MIA),9,53,5.9,28,1,0,1,1,7,7.0,0,0,1,6.0,6.0,9.0%
42,43,James White(NE),1,1,1.0,1,0,0,8,10,57,7.1,0,0,1,5.8,5.8,7.9%
43,44,Royce Freeman(HOU),6,16,2.7,5,0,0,4,6,34,8.5,0,0,1,5.0,5.0,5.2%
44,45,Nyheim Hines(IND),3,6,2.0,4,0,0,6,6,39,6.5,0,0,1,4.5,4.5,44.8%
45,46,J.D. McKissic(WAS),4,30,7.5,26,1,0,1,2,11,11.0,0,0,1,4.1,4.1,32.9%
46,47,Marlon Mack(IND),11,39,3.5,18,0,0,0,0,0,0,0,0,1,3.9,3.9,1.6%
47,48,Chase Edmonds(ARI),6,37,6.2,10,0,0,0,0,0,0,0,0,1,3.7,3.7,85.1%
48,49,Gus Edwards(BAL),6,28,4.7,14,0,0,1,1,8,8.0,0,0,1,3.6,3.6,9.6%
49,50,Mark Walton(FA),6,23,3.8,11,0,0,2,2,11,5.5,0,0,1,3.4,3.4,2.0%
50,51,Jordan Wilkins(FA),4,17,4.3,6,0,0,1,1,11,11.0,0,0,1,2.8,2.8,0.0%
51,52,Adrian Peterson(SEA),11,28,2.5,9,0,0,0,0,0,0,0,0,1,2.8,2.8,4.9%
52,53,DeAndre Washington(FA),6,18,3.0,7,0,0,2,3,8,4.0,0,0,1,2.6,2.6,11.0%
53,54,Derek Watt(PIT),0,0,0,0,0,0,1,1,21,21.0,0,0,1,2.1,2.1,0.1%
54,55,Dion Lewis(FA),4,16,4.0,7,0,0,4,5,4,1.0,0,0,1,2.0,2.0,2.0%
55,56,Latavius Murray(BAL),4,14,3.5,5,0,0,1,1,6,6.0,0,0,1,2.0,2.0,22.2%
56,57,Giovani Bernard(TB),1,3,3.0,3,0,0,4,6,16,4.0,0,0,1,1.9,1.9,5.4%
57,58,Danny Vitale(FA),1,3,3.0,3,0,0,2,3,15,7.5,0,0,1,1.8,1.8,0.0%
58,59,Jalen Richard(LV),4,17,4.3,13,0,0,1,1,1,1.0,0,0,1,1.8,1.8,0.7%
59,60,Justice Hill(BAL),2,8,4.0,5,0,0,2,2,9,4.5,0,0,1,1.7,1.7,0.1%
60,61,Dare Ogunbowale(JAC),1,0,0.0,0,0,0,3,4,16,5.3,0,0,1,1.6,1.6,31.1%
61,62,Ty Johnson(NYJ),3,13,4.3,6,0,0,1,1,1,1.0,0,0,1,1.4,1.4,15.8%
62,63,Wendell Smallwood(FA),0,0,0,0,0,0,1,1,14,14.0,0,0,1,1.4,1.4,0.0%
63,64,Malcolm Brown(MIA),5,14,2.8,6,0,0,0,1,0,0,0,0,1,1.4,1.4,3.6%
64,65,Ameer Abdullah(CAR),0,0,0,0,0,0,2,3,14,7.0,0,0,1,1.4,1.4,10.4%
65,66,Jon Hilliman(FA),10,33,3.3,7,0,0,0,0,0,0,0,1,1,1.3,1.3,0.1%
66,67,Alexander Mattison(MIN),2,5,2.5,3,0,0,1,1,8,8.0,0,0,1,1.3,1.3,75.0%
67,68,Elijhaa Penny(NYG),3,12,4.0,5,0,0,0,0,0,0,0,0,1,1.2,1.2,0.1%
68,69,C.J. Ham(MIN),0,0,0,0,0,0,3,4,10,3.3,0,0,1,1.0,1.0,0.1%
69,70,Rex Burkhead(HOU),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,31.5%
70,71,Kalen Ballage(PIT),2,7,3.5,6,0,0,0,1,0,0,0,0,1,0.7,0.7,0.1%
71,72,Darren Sproles(FA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.1%
72,73,Nick Bawden(NYJ),0,0,0,0,0,0,1,2,4,4.0,0,0,1,0.4,0.4,0.0%
73,74,Zach Line(FA),0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%
74,75,Benny Snell Jr.(PIT),2,1,0.5,1,0,0,0,1,0,0,0,0,1,0.1,0.1,0.9%
75,76,Alec Ingold(LV),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%
76,77,Chuba Hubbard(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1%
77,78,Gabe Nabers(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,79,Nathan Cottrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,80,Pete Guerriero(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,81,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,82,Antonio Williams(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
