,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Los Angeles Chargers(LAC),6,2,2,2,1,0,0,1,20.0,20.0,44.3%
1,2,Indianapolis Colts(IND),4,1,1,1,0,0,0,1,18.0,18.0,66.4%
2,3,Dallas Cowboys(DAL),2,4,0,1,1,0,0,1,17.0,17.0,82.9%
3,4,Kansas City Chiefs(KC),1,2,1,1,1,0,0,1,17.0,17.0,45.7%
4,5,Arizona Cardinals(ARI),3,4,0,0,0,0,0,1,11.0,11.0,60.9%
5,6,Tampa Bay Buccaneers(TB),5,0,1,1,0,0,0,1,11.0,11.0,98.0%
6,7,Los Angeles Rams(LAR),2,0,2,2,0,0,0,1,10.0,10.0,74.5%
7,8,Pittsburgh Steelers(PIT),7,1,0,1,0,0,0,1,10.0,10.0,44.6%
8,9,San Francisco 49ers(SF),4,1,2,4,0,0,0,1,9.0,9.0,79.5%
9,10,Seattle Seahawks(SEA),1,2,1,0,0,1,0,1,9.0,9.0,39.4%
10,11,Miami Dolphins(MIA),3,1,0,0,0,0,0,1,9.0,9.0,60.2%
11,12,New England Patriots(NE),2,0,1,0,0,0,0,1,8.0,8.0,93.2%
12,13,Atlanta Falcons(ATL),0,1,0,0,1,0,0,1,7.0,7.0,5.8%
13,14,Cincinnati Bengals(CIN),4,1,2,2,0,0,0,1,6.0,6.0,14.7%
14,15,Minnesota Vikings(MIN),3,1,1,2,0,0,0,1,6.0,6.0,28.0%
15,16,Detroit Lions(DET),3,0,1,1,0,0,0,1,5.0,5.0,1.1%
16,17,Philadelphia Eagles(PHI),2,1,0,0,0,0,0,1,5.0,5.0,52.5%
17,18,Denver Broncos(DEN),1,1,0,0,0,0,0,1,4.0,4.0,48.5%
18,19,Las Vegas Raiders(LV),1,1,0,0,0,0,0,1,4.0,4.0,7.6%
19,20,Washington Commanders(WAS),2,0,0,0,0,0,0,1,3.0,3.0,27.5%
20,21,New Orleans Saints(NO),1,1,0,0,0,0,0,1,3.0,3.0,79.3%
21,22,New York Giants(NYG),2,0,0,0,0,0,0,1,3.0,3.0,4.5%
22,23,Buffalo Bills(BUF),0,0,1,0,0,0,0,1,3.0,3.0,95.9%
23,24,Baltimore Ravens(BAL),1,0,0,0,0,0,0,1,2.0,2.0,51.9%
24,25,Houston Texans(HOU),1,0,1,1,0,0,0,1,2.0,2.0,6.4%
25,26,New York Jets(NYJ),2,0,0,0,0,0,0,1,1.0,1.0,3.3%
26,27,Chicago Bears(CHI),1,0,0,0,0,0,0,1,0.0,0.0,35.9%
27,28,Carolina Panthers(CAR),0,0,0,0,0,0,0,0,0,0,27.8%
28,29,Cleveland Browns(CLE),0,0,0,0,0,0,0,0,0,0,40.8%
29,30,Tennessee Titans(TEN),0,0,0,0,0,0,0,0,0,0,48.4%
30,31,Green Bay Packers(GB),0,0,0,0,0,0,0,0,0,0,60.6%
31,32,Jacksonville Jaguars(JAC),1,0,0,0,0,0,0,1,-3.0,-3.0,6.9%
