,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Dallas Cowboys(DAL),2,3,0,1,0,0,1,1,23.0,23.0,82.9%
1,2,Miami Dolphins(MIA),4,1,1,2,1,0,0,1,18.0,18.0,60.2%
2,3,Green Bay Packers(GB),3,2,0,0,0,0,0,1,17.0,17.0,60.6%
3,4,San Francisco 49ers(SF),2,2,0,0,1,0,0,1,16.0,16.0,79.5%
4,5,Philadelphia Eagles(PHI),1,0,1,2,1,0,0,1,15.0,15.0,52.5%
5,6,Indianapolis Colts(IND),3,0,1,1,0,0,1,1,14.0,14.0,66.4%
6,7,Buffalo Bills(BUF),1,4,1,1,0,0,0,1,12.0,12.0,95.9%
7,8,Carolina Panthers(CAR),4,1,1,1,0,0,0,1,12.0,12.0,27.8%
8,9,New England Patriots(NE),5,1,0,2,0,0,0,1,11.0,11.0,93.2%
9,10,Kansas City Chiefs(KC),2,1,1,1,0,0,0,1,7.0,7.0,45.7%
10,11,Detroit Lions(DET),0,1,2,2,0,0,0,1,7.0,7.0,1.1%
11,12,Tennessee Titans(TEN),4,0,1,0,0,0,0,1,6.0,6.0,48.4%
12,13,Tampa Bay Buccaneers(TB),5,0,1,1,0,0,0,1,6.0,6.0,98.0%
13,14,Pittsburgh Steelers(PIT),4,0,0,0,0,0,0,1,5.0,5.0,44.6%
14,15,Minnesota Vikings(MIN),2,1,0,0,0,0,0,1,5.0,5.0,28.0%
15,16,Washington Commanders(WAS),0,2,0,0,0,0,0,1,5.0,5.0,27.5%
16,17,Baltimore Ravens(BAL),4,0,0,2,0,0,0,1,5.0,5.0,51.9%
17,18,Denver Broncos(DEN),2,1,0,1,0,0,0,1,4.0,4.0,48.5%
18,19,Los Angeles Chargers(LAC),2,0,1,1,0,0,0,1,4.0,4.0,44.3%
19,20,Seattle Seahawks(SEA),1,1,0,0,0,0,0,1,4.0,4.0,39.4%
20,21,Arizona Cardinals(ARI),0,1,1,0,0,0,0,1,3.0,3.0,60.9%
21,22,Jacksonville Jaguars(JAC),1,0,0,0,0,0,0,1,2.0,2.0,6.9%
22,23,New Orleans Saints(NO),2,0,0,0,0,0,0,1,2.0,2.0,79.3%
23,24,New York Jets(NYJ),2,1,1,1,0,0,0,1,2.0,2.0,3.3%
24,25,Los Angeles Rams(LAR),1,0,0,0,0,0,0,1,1.0,1.0,74.5%
25,26,Houston Texans(HOU),0,0,0,0,0,0,0,0,0,0,6.4%
26,27,New York Giants(NYG),0,0,0,0,0,0,0,0,0,0,4.5%
27,28,Cincinnati Bengals(CIN),0,0,0,0,0,0,0,0,0,0,14.7%
28,29,Chicago Bears(CHI),0,0,0,0,0,0,0,0,0,0,35.9%
29,30,Atlanta Falcons(ATL),0,0,1,1,0,0,0,1,-2.0,-2.0,5.8%
30,31,Las Vegas Raiders(LV),0,0,1,1,0,0,0,1,-2.0,-2.0,7.6%
31,32,Cleveland Browns(CLE),2,0,0,0,0,0,0,1,-2.0,-2.0,40.8%
