Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Drew Brees(FA),29,43,67.4,396,9.2,4,1,2,0,0,0,0,1,29.8,29.8,35.7%
2,Aaron Rodgers(GB),28,40,70.0,365,9.1,4,0,5,0,0,0,1,1,28.6,28.6,97.4%
3,Russell Wilson(DEN),15,19,78.9,250,13.2,1,0,6,10,58,1,0,1,25.8,25.8,90.4%
4,Tom Brady(FA),22,36,61.1,284,7.9,2,0,1,0,0,0,0,1,19.4,19.4,99.1%
5,Matthew Stafford(LAR),24,42,57.1,272,6.5,3,1,1,3,9,0,2,1,17.8,17.8,97.2%
6,Ben Roethlisberger(FA),15,23,65.2,134,5.8,3,0,2,2,-2,0,0,1,17.2,17.2,23.8%
7,Tyrod Taylor(HOU),15,25,60.0,149,6.0,0,1,3,9,65,1,0,1,16.5,16.5,4.9%
8,Robert Griffin III(FA),9,18,50.0,100,5.6,0,0,1,6,63,1,0,1,16.3,16.3,0.6%
9,Chad Henne(KC),25,41,61.0,298,7.3,2,3,7,2,13,0,0,1,15.2,15.2,0.1%
10,Matt Ryan(ATL),28,44,63.6,238,5.4,1,0,2,2,11,0,0,1,14.6,14.6,36.3%
11,Ryan Fitzpatrick(WAS),12,26,46.2,225,8.7,1,0,0,0,0,0,0,1,13.0,13.0,6.1%
12,Brian Hoyer(NE),19,34,55.9,225,6.6,1,1,2,1,6,0,0,1,11.6,11.6,0.0%
13,Cam Newton(CAR),16,33,48.5,248,7.5,0,1,1,7,34,0,0,1,11.3,11.3,20.3%
14,Andy Dalton(CHI),10,15,66.7,78,5.2,1,0,2,2,4,0,0,1,7.5,7.5,1.6%
15,Matt Schaub(FA),24,36,66.7,275,7.6,0,2,4,2,-1,0,0,1,6.9,6.9,0.0%
16,Ryan Tannehill(TEN),20,35,57.1,235,6.7,0,1,7,2,8,0,1,1,6.2,6.2,62.7%
17,Joe Flacco(NYJ),4,8,50.0,34,4.3,0,0,1,0,0,0,0,1,1.4,1.4,0.3%
18,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
19,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
20,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
21,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
22,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
23,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
24,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
25,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
26,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
27,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
28,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
29,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
30,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
31,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
33,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
34,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
37,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
38,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
41,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
44,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
46,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
48,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
56,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
59,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
60,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
61,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
62,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
63,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
64,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
65,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
67,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
