Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Cam Newton(CAR),23,35,65.7,287,8.2,2,0,1,9,116,1,0,1,37.1,37.1,20.3%
2,Nick Foles(CHI),32,51,62.7,381,7.5,2,0,6,3,27,1,0,1,31.9,31.9,0.7%
3,Tom Brady(FA),21,35,60.0,296,8.5,4,0,1,1,6,0,0,1,28.4,28.4,99.1%
4,Ben Roethlisberger(FA),22,42,52.4,285,6.8,3,1,2,5,31,0,1,1,22.5,22.5,23.8%
5,Matt Ryan(ATL),34,49,69.4,342,7.0,2,1,2,0,0,0,0,1,19.7,19.7,36.3%
6,Matthew Stafford(LAR),27,45,60.0,264,5.9,1,1,1,3,9,1,1,1,17.5,17.5,97.2%
7,Robert Griffin III(FA),15,26,57.7,242,9.3,1,0,3,7,34,0,0,1,17.1,17.1,0.6%
8,Joe Flacco(NYJ),16,21,76.2,182,8.7,3,1,2,5,9,0,1,1,16.2,16.2,0.3%
9,Drew Brees(FA),26,43,60.5,354,8.2,1,2,1,1,-1,0,0,1,14.1,14.1,35.7%
10,Aaron Rodgers(GB),14,24,58.3,173,7.2,0,0,3,3,32,1,1,1,14.1,14.1,97.4%
11,Ryan Tannehill(TEN),17,33,51.5,150,4.5,1,0,2,3,25,0,0,1,12.5,12.5,62.7%
12,Ryan Fitzpatrick(WAS),25,33,75.8,247,7.5,1,1,5,3,5,0,0,1,12.4,12.4,6.1%
13,Andy Dalton(CHI),20,33,60.6,206,6.2,1,1,5,1,0,0,0,1,10.2,10.2,1.6%
14,Russell Wilson(DEN),7,13,53.8,148,11.4,1,1,1,3,12,0,0,1,9.1,9.1,90.4%
15,Matt Schaub(FA),19,32,59.4,232,7.3,0,1,2,0,0,0,0,1,7.3,7.3,0.0%
16,Kirk Cousins(MIN),2,2,100.0,26,13.0,1,0,0,0,0,0,0,1,7.0,7.0,70.7%
17,Chad Henne(KC),21,43,48.8,185,4.3,0,2,3,1,1,0,0,1,3.5,3.5,0.1%
18,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
19,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
20,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
21,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
22,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
23,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
24,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
25,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
26,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
27,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
28,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
29,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
30,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
31,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
32,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
33,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
36,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
37,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
39,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
42,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
44,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
45,Justin Herbert(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8%
46,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
48,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
50,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
51,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
54,Chris Streveler(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
56,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
59,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
60,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
61,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
62,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
63,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
64,Tyler Huntley(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7%
65,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Zach Wilson(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%
67,Davis Mills(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
68,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
69,Ryan Mallett(FA),0,1,0.0,0,0.0,0,1,0,3,-3,0,0,1,0.0,0.0,0.0%
70,Jake Locker(FA),22,35,62.9,262,7.5,1,2,1,4,51,0,0,1,0.0,0.0,0.0%
71,Christian Ponder(FA),11,17,64.7,91,5.4,0,1,1,4,0,0,0,1,0.0,0.0,0.0%
72,Colin Kaepernick(FA),18,23,78.3,185,8.0,0,0,4,6,53,1,0,1,0.0,0.0,0.3%
73,T.J. Yates(FA),2,4,50.0,15,3.8,0,0,0,1,1,1,0,1,0.0,0.0,0.0%
74,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9%
78,Case Keenum(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
79,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Andrew Luck(FA),16,34,47.1,196,5.8,1,2,4,5,7,0,0,1,0.0,0.0,2.2%
82,Brandon Weeden(FA),17,30,56.7,217,7.2,0,0,3,1,15,0,0,1,0.0,0.0,0.0%
83,Ryan Lindley(FA),8,17,47.1,59,3.5,0,0,2,1,-2,0,1,1,0.0,0.0,0.0%
84,Eli Manning(FA),22,35,62.9,259,7.4,4,2,0,2,-3,0,0,1,0.0,0.0,2.3%
85,Jason Campbell(FA),6,9,66.7,64,7.1,1,0,0,1,8,0,0,1,0.0,0.0,0.0%
86,Jay Cutler(FA),22,44,50.0,260,5.9,1,2,2,2,16,0,0,1,0.0,0.0,0.2%
87,Josh Johnson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
88,Brady Quinn(FA),10,21,47.6,159,7.6,0,1,5,1,4,0,0,1,0.0,0.0,0.0%
89,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Brian Hoyer(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,Chase Daniel(LAC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
93,Carson Palmer(FA),19,30,63.3,273,9.1,2,1,1,1,-1,0,1,1,0.0,0.0,5.6%
94,Josh Freeman(FA),14,34,41.2,189,5.6,2,0,2,2,13,0,0,1,0.0,0.0,0.2%
95,Tony Romo(FA),25,43,58.1,268,6.2,1,1,3,0,0,0,0,1,0.0,0.0,0.1%
96,Peyton Manning(FA),26,36,72.2,310,8.6,1,1,3,3,-3,0,0,1,0.0,0.0,0.0%
97,Sam Bradford(FA),19,39,48.7,209,5.4,1,1,1,4,13,0,0,1,0.0,0.0,0.0%
98,John Skelton(FA),11,22,50.0,74,3.4,0,4,1,2,2,0,1,1,0.0,0.0,0.0%
99,Philip Rivers(FA),21,41,51.2,200,4.9,3,0,1,3,3,0,0,1,0.0,0.0,20.6%
100,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
101,Mark Sanchez(FA),12,19,63.2,111,5.8,0,0,1,3,11,0,1,1,0.0,0.0,0.1%
102,Matt Flynn(FA),5,9,55.6,68,7.6,0,0,0,1,-2,0,0,1,0.0,0.0,0.0%
103,Mike White(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
104,Nate Sudfeld(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,Mitchell Trubisky(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
106,Deshaun Watson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0%
107,Jared Goff(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3%
108,Carson Wentz(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0%
109,Dak Prescott(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2%
110,Jeff Driskel(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,Kevin Hogan(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
