Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Aaron Rodgers(GB),27,38,71.1,342,9.0,3,0,1,4,11,1,0,1,32.8,32.8,97.4%
2,Matt Ryan(ATL),25,32,78.1,279,8.7,4,0,1,2,25,0,0,1,29.7,29.7,36.3%
3,Drew Brees(FA),37,53,69.8,446,8.4,3,0,0,1,-1,0,0,1,29.7,29.7,35.7%
4,Joe Flacco(NYJ),25,36,69.4,309,8.6,2,0,0,3,-10,1,0,1,25.4,25.4,0.3%
5,Russell Wilson(DEN),15,21,71.4,171,8.1,4,1,1,6,29,0,0,1,23.7,23.7,90.4%
6,Cam Newton(CAR),18,29,62.1,170,5.9,1,1,2,12,60,1,0,1,20.8,20.8,20.3%
7,Ryan Tannehill(TEN),13,25,52.0,130,5.2,2,0,2,6,44,0,0,1,17.6,17.6,62.7%
8,Matthew Stafford(LAR),37,56,66.1,443,7.9,0,1,0,1,2,0,0,1,15.9,15.9,97.2%
9,Nick Foles(CHI),32,48,66.7,345,7.2,1,1,5,4,10,0,1,1,14.8,14.8,0.7%
10,Tom Brady(FA),24,41,58.5,267,6.5,2,2,3,0,0,0,0,1,14.7,14.7,99.1%
11,Robert Griffin III(FA),16,24,66.7,198,8.3,2,1,1,2,4,0,0,1,14.3,14.3,0.6%
12,Chad Henne(KC),29,51,56.9,348,6.8,1,3,1,2,22,0,0,1,14.1,14.1,0.1%
13,Ryan Fitzpatrick(WAS),20,35,57.1,240,6.9,1,1,2,4,18,0,1,1,11.4,11.4,6.1%
14,Ben Roethlisberger(FA),14,28,50.0,220,7.9,1,2,4,2,3,0,0,1,9.1,9.1,23.8%
15,Colt McCoy(ARI),9,17,52.9,79,4.6,1,0,4,2,17,0,0,1,8.9,8.9,0.4%
16,Andy Dalton(CHI),24,41,58.5,278,6.8,0,2,6,0,0,0,0,1,7.1,7.1,1.6%
17,Matt Schaub(FA),18,32,56.3,178,5.6,0,0,3,0,0,0,0,1,7.1,7.1,0.0%
18,Brian Hoyer(NE),11,19,57.9,105,5.5,0,1,2,0,0,0,0,1,2.2,2.2,0.0%
19,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
20,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
21,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
22,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
23,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
24,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
25,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
26,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
27,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
28,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
29,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
30,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
31,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
33,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
34,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
35,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
37,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
38,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
40,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
