player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Dalton Schultz,TE,1.0,60.0,94.0,0.0,17.0,10.0,17.0,5.4,9.0,17,2021,6.0,10.0,54.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,ARI,True
Ian Thomas,TE,1.0,54.0,89.0,0.0,6.0,6.0,6.0,3.3,6.1,17,2021,3.0,3.0,33.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,NO,False
Giovanni Ricci,TE,1.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,NO,False
Tyler Conklin,TE,1.0,50.0,93.0,0.0,18.0,10.0,18.0,4.7,9.4,17,2021,5.0,9.0,47.0,9.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,GB,False
Kevin Rader,TE,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,CLE,True
Zach Gentry,TE,1.0,41.0,51.0,0.0,5.0,2.0,5.0,0.0,0.0,17,2021,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,CLE,True
Pat Freiermuth,TE,1.0,62.0,77.0,0.0,10.0,8.0,10.0,2.2,3.5,17,2021,5.0,6.0,22.0,4.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,CLE,True
Foster Moreau,TE,1.0,62.0,100.0,0.0,2.0,2.0,2.0,0.9,1.5,17,2021,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,IND,False
Dawson Knox,TE,1.0,67.0,88.0,0.0,3.0,0.0,3.0,0.0,0.0,17,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,ATL,True
Parker Hesse,TE,1.0,37.0,70.0,0.0,8.0,8.0,8.0,3.1,8.4,17,2021,3.0,3.0,31.0,10.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,BUF,False
Kyle Pitts,TE,1.0,27.0,51.0,0.0,15.0,7.0,15.0,6.9,25.6,17,2021,2.0,4.0,69.0,34.5,61.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,BUF,False
Josiah Deguara,TE,1.0,30.0,40.0,0.0,10.0,7.0,10.0,1.1,3.7,17,2021,2.0,3.0,11.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,MIN,True
Tyler Davis,TE,1.0,32.0,43.0,0.0,6.0,6.0,6.0,0.9,2.8,17,2021,2.0,2.0,9.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,MIN,True
Dominique Dafney,TE,1.0,19.0,25.0,0.0,5.0,0.0,5.0,0.0,0.0,17,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,MIN,True
Juwan Johnson,TE,1.0,27.0,47.0,0.0,7.0,4.0,7.0,0.4,1.5,17,2021,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,CAR,True
Jared Cook,TE,1.0,65.0,70.0,0.0,11.0,6.0,11.0,8.0,12.3,18,2021,4.0,7.0,80.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,LV,False
Tre' McKitty,TE,1.0,22.0,24.0,0.0,5.0,0.0,5.0,0.0,0.0,18,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,LV,False
Marcedes Lewis,TE,1.0,20.0,29.0,0.0,5.0,0.0,5.0,0.0,0.0,18,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,DET,False
Josiah Deguara,TE,1.0,29.0,43.0,0.0,14.0,10.0,14.0,12.6,43.4,18,2021,3.0,4.0,66.0,22.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,DET,False
Tyler Davis,TE,1.0,24.0,35.0,0.0,4.0,0.0,4.0,0.0,0.0,18,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,DET,False
Dominique Dafney,TE,1.0,15.0,22.0,0.0,7.0,7.0,7.0,2.6,17.3,18,2021,1.0,1.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,DET,False
Jimmy Graham,TE,1.0,20.0,24.0,0.0,10.0,10.0,10.0,1.6,8.0,18,2021,2.0,2.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,MIN,False
Cole Kmet,TE,1.0,61.0,74.0,0.0,8.0,7.0,8.0,4.8,7.9,18,2021,4.0,5.0,48.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,MIN,False
Rob Gronkowski,TE,1.0,50.0,83.0,0.0,20.0,14.0,20.0,13.7,27.4,18,2021,7.0,10.0,137.0,19.6,42.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Cameron Brate,TE,1.0,10.0,17.0,0.0,30.0,20.0,30.0,1.2,12.0,18,2021,2.0,3.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Kyle Rudolph,TE,1.0,34.0,57.0,0.0,18.0,12.0,18.0,1.7,5.0,18,2021,4.0,6.0,17.0,4.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,WAS,True
Evan Engram,TE,1.0,38.0,63.0,0.0,13.0,3.0,13.0,0.4,1.1,18,2021,1.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,WAS,True
Luke Stocker,TE,1.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,True
Tyler Conklin,TE,1.0,32.0,67.0,0.0,13.0,6.0,13.0,0.6,1.9,18,2021,2.0,4.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,True
Ben Ellefson,TE,1.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,True
Derek Carrier,TE,1.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Darren Waller,TE,1.0,62.0,78.0,0.0,15.0,3.0,15.0,2.2,3.5,18,2021,2.0,9.0,22.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Foster Moreau,TE,1.0,49.0,61.0,0.0,4.0,4.0,4.0,5.0,10.2,18,2021,2.0,2.0,50.0,25.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,LAC,True
Travis Kelce,TE,1.0,60.0,77.0,0.0,8.0,7.0,8.0,9.4,15.7,18,2021,4.0,5.0,34.0,8.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,KC,DEN,False
Blake Bell,TE,1.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,DEN,False
Zach Ertz,TE,1.0,70.0,92.0,0.0,14.0,10.0,14.0,8.4,12.0,18,2021,7.0,10.0,84.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,SEA,True
Darrell Daniels,TE,1.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,SEA,True
Jack Doyle,TE,1.0,32.0,56.0,0.0,6.0,3.0,6.0,1.1,3.4,18,2021,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,JAC,False
Mo Alie-Cox,TE,1.0,22.0,39.0,0.0,14.0,9.0,14.0,2.7,12.3,18,2021,2.0,3.0,27.0,13.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,JAC,False
Richard Rodgers,TE,1.0,38.0,51.0,0.0,5.0,5.0,5.0,1.1,2.9,18,2021,2.0,2.0,11.0,5.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,DAL,True
Tyree Jackson,TE,1.0,39.0,53.0,0.0,13.0,8.0,13.0,8.2,21.0,18,2021,3.0,5.0,22.0,7.3,13.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,DAL,True
Noah Togiai,TE,1.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,DAL,True
Tyler Kroft,TE,1.0,44.0,96.0,0.0,7.0,2.0,7.0,0.5,1.1,18,2021,1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,BUF,False
Geoff Swaim,TE,1.0,48.0,71.0,0.0,2.0,2.0,2.0,0.2,0.4,18,2021,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,HOU,False
Anthony Firkser,TE,1.0,23.0,34.0,0.0,17.0,17.0,17.0,11.6,50.4,18,2021,4.0,4.0,56.0,14.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,HOU,False
Eric Tomlinson,TE,1.0,37.0,52.0,0.0,3.0,0.0,3.0,0.0,0.0,18,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,PIT,True
Mark Andrews,TE,1.0,66.0,93.0,2.0,23.0,14.0,24.0,8.5,12.9,18,2021,8.0,15.0,85.0,10.6,28.0,0.0,0.0,1.0,0.0,0.0,0.0,BAL,PIT,True
Josh Oliver,TE,1.0,19.0,27.0,0.0,5.0,5.0,5.0,0.1,0.5,18,2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,PIT,True
Hunter Henry,TE,1.0,42.0,68.0,0.0,14.0,12.0,14.0,8.6,20.5,18,2021,5.0,6.0,86.0,17.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,MIA,False
Jonnu Smith,TE,1.0,25.0,40.0,4.0,0.0,4.0,4.0,0.5,2.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,NE,MIA,False
Tyler Higbee,TE,1.0,61.0,94.0,0.0,13.0,10.0,13.0,17.5,28.7,18,2021,6.0,8.0,55.0,9.2,15.0,0.0,2.0,0.0,0.0,0.0,0.0,LAR,SF,True
Nick Vannett,TE,1.0,20.0,28.0,0.0,5.0,5.0,5.0,1.0,5.0,18,2021,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,ATL,False
Adam Trautman,TE,1.0,50.0,69.0,0.0,2.0,2.0,2.0,7.8,15.6,18,2021,1.0,1.0,18.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,ATL,False
Juwan Johnson,TE,1.0,11.0,15.0,0.0,18.0,9.0,18.0,6.5,59.1,18,2021,1.0,2.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,ATL,False
David Njoku,TE,1.0,39.0,59.0,0.0,5.0,5.0,5.0,1.1,2.8,18,2021,2.0,2.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,CIN,True
Harrison Bryant,TE,1.0,34.0,52.0,0.0,9.0,3.0,9.0,0.9,2.6,18,2021,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,CIN,True
Gerald Everett,TE,1.0,55.0,95.0,0.0,5.0,2.0,5.0,2.0,3.6,18,2021,1.0,3.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ARI,False
Colby Parkinson,TE,1.0,36.0,62.0,0.0,8.0,6.0,8.0,1.4,3.9,18,2021,2.0,3.0,14.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ARI,False
Jeremy Sprinkle,TE,1.0,22.0,35.0,0.0,5.0,5.0,5.0,1.0,4.5,18,2021,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,PHI,False
Blake Jarwin,TE,1.0,12.0,19.0,0.0,17.0,8.0,17.0,0.6,5.0,18,2021,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,PHI,False
Dalton Schultz,TE,1.0,37.0,60.0,0.0,8.0,8.0,8.0,14.1,38.1,18,2021,3.0,3.0,21.0,7.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,DAL,PHI,False
George Kittle,TE,1.0,66.0,94.0,0.0,11.0,8.0,11.0,1.0,1.5,18,2021,5.0,7.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,LAR,False
Antony Auclair,TE,1.0,20.0,35.0,0.0,5.0,5.0,5.0,0.7,3.5,18,2021,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,TEN,True
Jacob Hollister,TE,1.0,41.0,60.0,0.0,7.0,7.0,7.0,1.4,3.4,18,2021,3.0,3.0,14.0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,IND,True
Luke Farrell,TE,1.0,32.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,IND,True
Cethan Carter,TE,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Mike Gesicki,TE,1.0,39.0,57.0,0.0,8.0,5.0,8.0,2.2,5.6,18,2021,2.0,3.0,22.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Durham Smythe,TE,1.0,47.0,69.0,0.0,4.0,4.0,4.0,3.2,6.8,18,2021,2.0,2.0,32.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NE,True
Hayden Hurst,TE,1.0,12.0,24.0,0.0,8.0,8.0,8.0,3.3,27.5,18,2021,1.0,1.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NO,True
Kyle Pitts,TE,1.0,37.0,74.0,0.0,14.0,5.0,14.0,0.8,2.2,18,2021,2.0,5.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NO,True
Noah Fant,TE,1.0,52.0,96.0,0.0,4.0,2.0,4.0,1.6,3.1,18,2021,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,KC,True
Albert Okwuegbunam,TE,1.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,KC,True
Drew Sample,TE,1.0,17.0,31.0,0.0,6.0,6.0,6.0,0.8,4.7,18,2021,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,CLE,False
Mitchell Wilcox,TE,1.0,47.0,87.0,0.0,11.0,6.0,11.0,1.6,3.4,18,2021,3.0,5.0,16.0,5.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,CLE,False
Dawson Knox,TE,1.0,75.0,91.0,0.0,7.0,4.0,7.0,5.3,7.1,18,2021,3.0,5.0,49.0,16.3,28.0,0.0,0.0,0.0,4.0,0.0,0.0,BUF,NYJ,True
Reggie Gilliam,TE,1.0,,,,,,,0.0,,18,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,NYJ,True
Zach Gentry,TE,1.0,44.0,58.0,0.0,11.0,9.0,11.0,3.9,8.9,18,2021,4.0,5.0,39.0,9.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,BAL,False
Pat Freiermuth,TE,1.0,50.0,66.0,0.0,18.0,12.0,18.0,5.3,10.6,18,2021,6.0,9.0,53.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,BAL,False
Giovanni Ricci,TE,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,False
Tommy Tremble,TE,1.0,42.0,57.0,2.0,12.0,7.0,14.0,1.1,2.6,18,2021,2.0,5.0,7.0,3.5,6.0,0.0,0.0,1.0,4.0,0.0,0.0,CAR,TB,False
John Bates,TE,1.0,59.0,100.0,0.0,3.0,2.0,3.0,0.5,0.8,18,2021,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,NYG,False
Brock Wright,TE,1.0,42.0,72.0,0.0,5.0,5.0,5.0,11.1,26.4,18,2021,2.0,2.0,51.0,25.5,36.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,GB,True
Rashod Berry,TE,1.0,,,,,,,0.0,,18,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,GB,True
,,,,,,,,,,,12,2021,,,,,,,,,,,,ARI,BYE,
,,,,,,,,,,,6,2021,,,,,,,,,,,,ATL,BYE,
,,,,,,,,,,,8,2021,,,,,,,,,,,,BAL,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,BUF,BYE,
,,,,,,,,,,,13,2021,,,,,,,,,,,,CAR,BYE,
,,,,,,,,,,,10,2021,,,,,,,,,,,,CHI,BYE,
,,,,,,,,,,,10,2021,,,,,,,,,,,,CIN,BYE,
,,,,,,,,,,,13,2021,,,,,,,,,,,,CLE,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,DAL,BYE,
,,,,,,,,,,,11,2021,,,,,,,,,,,,DEN,BYE,
,,,,,,,,,,,9,2021,,,,,,,,,,,,DET,BYE,
,,,,,,,,,,,17,2021,,,,,,,,,,,,DET,SEA,False
,,,,,,,,,,,13,2021,,,,,,,,,,,,GB,BYE,
,,,,,,,,,,,10,2021,,,,,,,,,,,,HOU,BYE,
,,,,,,,,,,,14,2021,,,,,,,,,,,,IND,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,JAC,BYE,
,,,,,,,,,,,12,2021,,,,,,,,,,,,KC,BYE,
,,,,,,,,,,,14,2021,,,,,,,,,,,,MIA,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,MIN,BYE,
,,,,,,,,,,,14,2021,,,,,,,,,,,,NE,BYE,
,,,,,,,,,,,6,2021,,,,,,,,,,,,NO,BYE,
,,,,,,,,,,,10,2021,,,,,,,,,,,,NYG,BYE,
,,,,,,,,,,,6,2021,,,,,,,,,,,,NYJ,BYE,
,,,,,,,,,,,8,2021,,,,,,,,,,,,LV,BYE,
,,,,,,,,,,,14,2021,,,,,,,,,,,,PHI,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,PIT,BYE,
,,,,,,,,,,,7,2021,,,,,,,,,,,,LAC,BYE,
,,,,,,,,,,,9,2021,,,,,,,,,,,,SEA,BYE,
,,,,,,,,,,,6,2021,,,,,,,,,,,,SF,BYE,
,,,,,,,,,,,11,2021,,,,,,,,,,,,LAR,BYE,
,,,,,,,,,,,9,2021,,,,,,,,,,,,TB,BYE,
,,,,,,,,,,,13,2021,,,,,,,,,,,,TEN,BYE,
,,,,,,,,,,,9,2021,,,,,,,,,,,,WAS,BYE,
