player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Jared Cook,TE,1.0,31.0,44.0,0.0,16.0,6.0,16.0,6.8,21.9,14,2021,2.0,5.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,NYG,True
Stephen Anderson,TE,1.0,17.0,24.0,0.0,6.0,6.0,6.0,1.1,6.5,14,2021,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NYG,True
Donald Parham Jr.,TE,1.0,29.0,41.0,0.0,7.0,7.0,7.0,1.3,4.5,14,2021,2.0,2.0,13.0,6.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NYG,True
Marcedes Lewis,TE,1.0,36.0,56.0,0.0,11.0,11.0,11.0,5.1,14.2,14,2021,4.0,4.0,51.0,12.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CHI,True
Josiah Deguara,TE,1.0,37.0,58.0,0.0,8.0,8.0,8.0,4.4,11.9,14,2021,3.0,3.0,44.0,14.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CHI,True
Tyler Davis,TE,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,CHI,True
Jimmy Graham,TE,1.0,12.0,19.0,0.0,25.0,17.0,25.0,0.9,7.5,14,2021,2.0,3.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,GB,False
J.P. Holtz,TE,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,GB,False
Cole Kmet,TE,1.0,46.0,74.0,0.0,11.0,7.0,11.0,1.7,3.7,14,2021,3.0,5.0,17.0,5.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,GB,False
Rob Gronkowski,TE,1.0,73.0,88.0,0.0,12.0,7.0,12.0,6.2,8.5,14,2021,5.0,9.0,62.0,12.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,BUF,True
Cameron Brate,TE,1.0,21.0,25.0,0.0,19.0,10.0,19.0,1.1,5.2,14,2021,2.0,4.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,BUF,True
Kyle Rudolph,TE,1.0,25.0,36.0,0.0,8.0,8.0,8.0,6.6,26.4,14,2021,2.0,2.0,66.0,33.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,LAC,False
Evan Engram,TE,1.0,51.0,74.0,0.0,8.0,2.0,8.0,0.8,1.6,14,2021,1.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,LAC,False
Chris Myarick,TE,1.0,7.0,10.0,0.0,14.0,0.0,14.0,0.0,0.0,14,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,LAC,False
Jake Hausmann,TE,1.0,,,,,,,0.0,,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,LAC,False
Lee Smith,TE,1.0,34.0,49.0,0.0,3.0,3.0,3.0,1.2,3.5,14,2021,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,CAR,False
Hayden Hurst,TE,1.0,43.0,62.0,0.0,2.0,2.0,2.0,6.3,14.7,14,2021,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,CAR,False
Kyle Pitts,TE,1.0,37.0,54.0,0.0,16.0,14.0,16.0,6.1,16.5,14,2021,5.0,6.0,61.0,12.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,CAR,False
Travis Kelce,TE,1.0,49.0,74.0,0.0,8.0,6.0,8.0,2.7,5.5,14,2021,3.0,4.0,27.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,LV,True
Zach Ertz,TE,1.0,65.0,83.0,0.0,11.0,8.0,11.0,4.2,6.5,14,2021,5.0,7.0,42.0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,LAR,True
Ryan Griffin,TE,1.0,36.0,55.0,0.0,8.0,6.0,8.0,2.8,7.8,14,2021,2.0,3.0,28.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,True
Daniel Brown,TE,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,NO,True
MyCole Pruitt,TE,1.0,33.0,46.0,0.0,9.0,3.0,9.0,0.5,1.5,14,2021,1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,JAC,True
Geoff Swaim,TE,1.0,54.0,76.0,0.0,7.0,6.0,7.0,4.5,8.3,14,2021,3.0,4.0,45.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,JAC,True
Anthony Firkser,TE,1.0,30.0,42.0,0.0,17.0,13.0,17.0,3.4,11.3,14,2021,4.0,5.0,34.0,8.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,JAC,True
C.J. Uzomah,TE,1.0,58.0,87.0,0.0,10.0,7.0,10.0,5.6,9.7,14,2021,4.0,6.0,56.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,SF,True
Drew Sample,TE,1.0,18.0,27.0,0.0,6.0,6.0,6.0,1.4,7.8,14,2021,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,SF,True
Mitchell Wilcox,TE,1.0,,,,,,,0.0,,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,SF,True
James O'Shaughnessy,TE,1.0,40.0,73.0,0.0,15.0,10.0,15.0,2.1,5.3,14,2021,4.0,6.0,21.0,5.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,TEN,False
Austin Hooper,TE,1.0,65.0,100.0,0.0,9.0,8.0,9.0,9.0,13.8,14,2021,5.0,6.0,30.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,BAL,True
Nick Vannett,TE,1.0,51.0,73.0,0.0,12.0,6.0,12.0,4.4,8.6,14,2021,3.0,6.0,44.0,14.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,NYJ,False
Juwan Johnson,TE,1.0,23.0,33.0,0.0,4.0,4.0,4.0,1.5,6.5,14,2021,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,NYJ,False
Gerald Everett,TE,1.0,38.0,62.0,3.0,5.0,8.0,8.0,8.8,23.2,14,2021,2.0,2.0,15.0,7.5,14.0,0.0,1.0,1.0,13.0,0.0,0.0,SEA,HOU,False
Will Dissly,TE,1.0,42.0,69.0,0.0,7.0,5.0,7.0,3.8,9.0,14,2021,2.0,3.0,38.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,HOU,False
George Kittle,TE,1.0,68.0,96.0,0.0,22.0,19.0,22.0,21.1,31.0,14,2021,13.0,15.0,151.0,11.6,21.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,CIN,False
Charlie Woerner,TE,1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,CIN,False
Antony Auclair,TE,1.0,22.0,27.0,0.0,5.0,5.0,5.0,0.6,2.7,14,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,SEA,True
Jordan Akins,TE,1.0,12.0,15.0,0.0,8.0,8.0,8.0,0.6,5.0,14,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,SEA,True
Brevin Jordan,TE,1.0,29.0,36.0,0.0,24.0,14.0,24.0,8.6,29.7,14,2021,4.0,7.0,26.0,6.5,11.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,SEA,True
Ricky Seals-Jones,TE,1.0,31.0,46.0,0.0,13.0,3.0,13.0,0.8,2.6,14,2021,1.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,True
John Bates,TE,1.0,48.0,71.0,0.0,4.0,2.0,4.0,1.9,4.0,14,2021,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,True
Mark Andrews,TE,1.0,65.0,88.0,0.0,17.0,17.0,17.0,17.5,26.9,14,2021,11.0,11.0,115.0,10.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,BAL,CLE,False
Josh Oliver,TE,1.0,9.0,12.0,0.0,11.0,11.0,11.0,0.6,6.7,14,2021,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,CLE,False
Dalton Schultz,TE,1.0,72.0,85.0,0.0,4.0,1.0,4.0,0.4,0.6,14,2021,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,False
Ian Thomas,TE,1.0,35.0,55.0,0.0,6.0,0.0,6.0,0.0,0.0,14,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,ATL,True
Tommy Tremble,TE,1.0,34.0,53.0,0.0,6.0,6.0,6.0,2.3,6.8,14,2021,2.0,2.0,23.0,11.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,ATL,True
Noah Fant,TE,1.0,50.0,74.0,0.0,8.0,8.0,8.0,5.1,10.2,14,2021,4.0,4.0,51.0,12.8,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,DET,True
Albert Okwuegbunam,TE,1.0,38.0,56.0,0.0,13.0,13.0,13.0,10.1,26.6,14,2021,5.0,5.0,41.0,8.2,16.0,0.0,1.0,0.0,0.0,0.0,0.0,DEN,DET,True
Chris Herndon IV,TE,1.0,9.0,13.0,0.0,11.0,11.0,11.0,1.7,18.9,14,2021,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,PIT,True
Tyler Conklin,TE,1.0,49.0,70.0,0.0,4.0,4.0,4.0,2.0,4.1,14,2021,2.0,2.0,20.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,PIT,True
Foster Moreau,TE,1.0,62.0,98.0,0.0,10.0,5.0,10.0,1.3,2.1,14,2021,3.0,6.0,13.0,4.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,KC,False
Kendall Blanton,TE,1.0,52.0,90.0,0.0,6.0,4.0,6.0,2.9,5.6,14,2021,2.0,3.0,29.0,14.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,ARI,False
Dawson Knox,TE,1.0,75.0,96.0,0.0,12.0,9.0,12.0,12.0,16.0,14,2021,7.0,9.0,60.0,8.6,24.0,0.0,1.0,0.0,0.0,0.0,0.0,BUF,TB,False
Pat Freiermuth,TE,1.0,55.0,74.0,0.0,5.0,4.0,5.0,9.2,16.7,14,2021,2.0,3.0,32.0,16.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,MIN,False
Brock Wright,TE,1.0,35.0,56.0,0.0,14.0,9.0,14.0,2.0,5.7,14,2021,3.0,5.0,20.0,6.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,DEN,False
Shane Zylstra,TE,1.0,40.0,63.0,0.0,15.0,5.0,15.0,1.8,4.5,14,2021,2.0,6.0,18.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,DEN,False
Jared Cook,TE,1.0,43.0,54.0,0.0,16.0,7.0,16.0,3.2,7.4,15,2021,3.0,7.0,32.0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Stephen Anderson,TE,1.0,38.0,48.0,0.0,3.0,3.0,3.0,1.2,3.2,15,2021,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Donald Parham Jr.,TE,1.0,2.0,3.0,0.0,50.0,0.0,50.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Tre' McKitty,TE,1.0,41.0,51.0,0.0,2.0,2.0,2.0,0.4,1.0,15,2021,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,KC,True
Marcedes Lewis,TE,1.0,31.0,50.0,0.0,10.0,10.0,10.0,4.0,12.9,15,2021,3.0,3.0,40.0,13.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,BAL,False
Josiah Deguara,TE,1.0,35.0,56.0,0.0,14.0,9.0,14.0,1.6,4.6,15,2021,3.0,5.0,16.0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,BAL,False
Tyler Davis,TE,1.0,19.0,31.0,0.0,5.0,5.0,5.0,2.2,11.6,15,2021,1.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,BAL,False
Jimmy Graham,TE,1.0,19.0,26.0,0.0,11.0,5.0,11.0,1.3,6.8,15,2021,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,MIN,True
Jesper Horsted,TE,1.0,2.0,3.0,0.0,50.0,50.0,50.0,7.9,395.0,15,2021,1.0,1.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,MIN,True
Cole Kmet,TE,1.0,69.0,95.0,0.0,13.0,9.0,13.0,7.1,10.3,15,2021,6.0,9.0,71.0,11.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,MIN,True
Rob Gronkowski,TE,1.0,63.0,85.0,0.0,17.0,3.0,17.0,2.9,4.6,15,2021,2.0,11.0,29.0,14.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NO,True
Cameron Brate,TE,1.0,20.0,27.0,0.0,20.0,10.0,20.0,2.2,11.0,15,2021,2.0,4.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NO,True
O.J. Howard,TE,1.0,10.0,14.0,0.0,10.0,0.0,10.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NO,True
Kyle Rudolph,TE,1.0,27.0,43.0,0.0,4.0,4.0,4.0,0.9,3.3,15,2021,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,DAL,True
Evan Engram,TE,1.0,55.0,87.0,0.0,9.0,7.0,9.0,3.3,6.0,15,2021,4.0,5.0,33.0,8.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,DAL,True
Luke Stocker,TE,1.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,False
Tyler Conklin,TE,1.0,47.0,73.0,0.0,6.0,2.0,6.0,0.7,1.5,15,2021,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,CHI,False
Lee Smith,TE,1.0,13.0,22.0,0.0,8.0,0.0,8.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,SF,False
Hayden Hurst,TE,1.0,25.0,42.0,0.0,8.0,8.0,8.0,0.6,2.4,15,2021,2.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,SF,False
Kyle Pitts,TE,1.0,49.0,82.0,0.0,14.0,8.0,14.0,7.7,15.7,15,2021,4.0,7.0,77.0,19.3,49.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,SF,False
Travis Kelce,TE,1.0,56.0,78.0,0.0,23.0,18.0,23.0,31.1,55.5,15,2021,10.0,13.0,191.0,19.1,69.0,0.0,2.0,0.0,0.0,0.0,0.0,KC,LAC,False
Blake Bell,TE,1.0,16.0,22.0,6.0,6.0,6.0,13.0,0.3,1.9,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,KC,LAC,False
Zach Ertz,TE,1.0,67.0,89.0,0.0,16.0,9.0,16.0,7.4,11.0,15,2021,6.0,11.0,74.0,12.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DET,False
Demetrius Harris,TE,1.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,DET,False
Ryan Griffin,TE,1.0,23.0,40.0,0.0,9.0,9.0,9.0,3.9,17.0,15,2021,2.0,2.0,39.0,19.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Tyler Kroft,TE,1.0,36.0,63.0,0.0,6.0,6.0,6.0,3.5,9.7,15,2021,2.0,2.0,35.0,17.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Trevon Wesco,TE,1.0,14.0,25.0,0.0,7.0,7.0,7.0,1.9,13.6,15,2021,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Jack Doyle,TE,1.0,41.0,79.0,0.0,2.0,2.0,2.0,0.0,0.0,15,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,NE,True
Mo Alie-Cox,TE,1.0,40.0,77.0,0.0,3.0,0.0,3.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,NE,True
MyCole Pruitt,TE,1.0,27.0,34.0,0.0,4.0,4.0,4.0,0.1,0.4,15,2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,PIT,False
Geoff Swaim,TE,1.0,59.0,74.0,0.0,3.0,2.0,3.0,0.5,0.8,15,2021,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,PIT,False
Anthony Firkser,TE,1.0,17.0,21.0,0.0,12.0,12.0,12.0,-0.1,-0.6,15,2021,2.0,2.0,19.0,9.5,11.0,0.0,0.0,0.0,0.0,0.0,1.0,TEN,PIT,False
Chris Manhertz,TE,1.0,18.0,26.0,0.0,6.0,6.0,6.0,1.1,6.1,15,2021,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,HOU,True
James O'Shaughnessy,TE,1.0,44.0,63.0,0.0,9.0,9.0,9.0,6.0,13.6,15,2021,4.0,4.0,60.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,HOU,True
Jacob Hollister,TE,1.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,HOU,True
C.J. Uzomah,TE,1.0,42.0,79.0,0.0,10.0,7.0,10.0,1.8,4.3,15,2021,3.0,4.0,18.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,DEN,False
Drew Sample,TE,1.0,16.0,30.0,0.0,6.0,6.0,6.0,0.2,1.3,15,2021,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,DEN,False
Mitchell Wilcox,TE,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,DEN,False
Hunter Henry,TE,1.0,55.0,81.0,0.0,15.0,11.0,15.0,19.7,35.8,15,2021,6.0,8.0,77.0,12.8,25.0,0.0,2.0,0.0,0.0,0.0,0.0,NE,IND,False
Jonnu Smith,TE,1.0,17.0,25.0,6.0,18.0,12.0,24.0,0.5,2.9,15,2021,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,NE,IND,False
Nick Vannett,TE,1.0,35.0,57.0,0.0,3.0,0.0,3.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,TB,False
Adam Trautman,TE,1.0,35.0,57.0,0.0,6.0,3.0,6.0,0.4,1.1,15,2021,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,TB,False
Juwan Johnson,TE,1.0,22.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,TB,False
David Njoku,TE,1.0,56.0,100.0,0.0,9.0,5.0,9.0,2.9,5.2,15,2021,3.0,5.0,29.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,LV,True
Harrison Bryant,TE,1.0,22.0,39.0,0.0,9.0,9.0,9.0,7.1,32.3,15,2021,2.0,2.0,11.0,5.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,LV,True
Miller Forristall,TE,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,LV,True
Gerald Everett,TE,1.0,48.0,84.0,0.0,8.0,8.0,8.0,6.0,12.5,15,2021,4.0,4.0,60.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,LAR,False
Will Dissly,TE,1.0,26.0,46.0,0.0,4.0,4.0,4.0,0.3,1.2,15,2021,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,LAR,False
Colby Parkinson,TE,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,LAR,False
Jeremy Sprinkle,TE,1.0,17.0,24.0,0.0,12.0,12.0,12.0,2.1,12.4,15,2021,2.0,2.0,21.0,10.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,NYG,False
Dalton Schultz,TE,1.0,61.0,86.0,0.0,13.0,13.0,13.0,12.7,20.8,15,2021,8.0,8.0,67.0,8.4,15.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,NYG,False
George Kittle,TE,1.0,55.0,96.0,0.0,11.0,11.0,11.0,9.3,16.9,15,2021,6.0,6.0,93.0,15.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,ATL,True
Charlie Woerner,TE,1.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,ATL,True
Ricky Seals-Jones,TE,1.0,33.0,60.0,0.0,21.0,12.0,21.0,2.9,8.8,15,2021,4.0,7.0,29.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,False
John Bates,TE,1.0,34.0,62.0,0.0,3.0,3.0,3.0,2.9,8.5,15,2021,1.0,1.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,False
Pharaoh Brown,TE,1.0,45.0,76.0,0.0,4.0,4.0,4.0,0.5,1.1,15,2021,2.0,2.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Jordan Akins,TE,1.0,20.0,34.0,0.0,15.0,10.0,15.0,2.4,12.0,15,2021,2.0,3.0,24.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,JAC,False
Mark Andrews,TE,1.0,56.0,80.0,0.0,23.0,18.0,23.0,25.6,45.7,15,2021,10.0,13.0,136.0,13.6,43.0,0.0,2.0,0.0,0.0,0.0,0.0,BAL,GB,True
Dallas Goedert,TE,1.0,66.0,93.0,0.0,14.0,11.0,14.0,13.5,20.5,15,2021,7.0,9.0,135.0,19.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,WAS,True
Jack Stoll,TE,1.0,38.0,54.0,0.0,3.0,3.0,3.0,0.7,1.8,15,2021,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,WAS,True
Mike Gesicki,TE,1.0,45.0,63.0,0.0,18.0,11.0,18.0,4.3,9.6,15,2021,5.0,8.0,43.0,8.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Durham Smythe,TE,1.0,65.0,92.0,0.0,2.0,2.0,2.0,0.4,0.6,15,2021,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Hunter Long,TE,1.0,23.0,32.0,0.0,4.0,0.0,4.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Ian Thomas,TE,1.0,42.0,55.0,0.0,2.0,2.0,2.0,0.5,1.2,15,2021,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,False
Giovanni Ricci,TE,1.0,5.0,7.0,0.0,20.0,0.0,20.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,False
Tommy Tremble,TE,1.0,49.0,64.0,0.0,8.0,2.0,8.0,0.8,1.6,15,2021,1.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,BUF,False
Noah Fant,TE,1.0,60.0,80.0,0.0,10.0,8.0,10.0,5.7,9.5,15,2021,5.0,6.0,57.0,11.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,CIN,True
Albert Okwuegbunam,TE,1.0,30.0,40.0,0.0,13.0,10.0,13.0,5.8,19.3,15,2021,3.0,4.0,58.0,19.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,CIN,True
Andrew Beck,TE,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,CIN,True
Tommy Sweeney,TE,1.0,22.0,31.0,0.0,5.0,0.0,5.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,CAR,True
Dawson Knox,TE,1.0,63.0,90.0,0.0,8.0,6.0,8.0,3.8,6.0,15,2021,4.0,5.0,38.0,9.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,CAR,True
Daniel Helm,TE,1.0,11.0,16.0,0.0,9.0,9.0,9.0,-0.1,-0.9,15,2021,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,CLE,False
Foster Moreau,TE,1.0,69.0,100.0,0.0,13.0,10.0,13.0,6.5,9.4,15,2021,7.0,9.0,65.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,CLE,False
Kendall Blanton,TE,1.0,43.0,65.0,0.0,2.0,0.0,2.0,0.0,0.0,15,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,SEA,True
