player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,opponent,home
Carlos Hyde,RB,JAC,1.0,14.0,25.0,14.0,14.0,14.0,29.0,0.7,5.0,2,2021,2.0,7.0,3.5,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,DEN,True
James Robinson,RB,JAC,1.0,41.0,73.0,27.0,7.0,34.0,34.0,6.4,15.6,2,2021,11.0,47.0,4.3,12.0,0.0,0.0,3.0,3.0,17.0,5.7,0.0,0.0,DEN,True
James White,RB,NE,1.0,29.0,49.0,17.0,21.0,38.0,38.0,12.5,43.1,2,2021,5.0,20.0,4.0,7.0,0.0,1.0,6.0,6.0,45.0,7.5,0.0,0.0,NYJ,False
Damien Harris,RB,NE,1.0,25.0,42.0,64.0,4.0,68.0,68.0,12.4,49.6,2,2021,16.0,62.0,3.9,26.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,NYJ,False
J.J. Taylor,RB,NE,1.0,5.0,8.0,40.0,0.0,40.0,40.0,0.3,6.0,2,2021,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Jerick McKinnon,RB,KC,1.0,4.0,8.0,0.0,25.0,25.0,25.0,1.4,35.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,BAL,False
Michael Burton,RB,KC,1.0,5.0,10.0,0.0,20.0,20.0,20.0,1.1,22.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,BAL,False
Darrel Williams,RB,KC,1.0,14.0,27.0,21.0,0.0,21.0,21.0,5.8,41.4,2,2021,3.0,-2.0,-0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Clyde Edwards-Helaire,RB,KC,1.0,33.0,65.0,39.0,0.0,39.0,39.0,2.6,7.9,2,2021,13.0,46.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BAL,False
Damien Williams,RB,CHI,1.0,15.0,23.0,13.0,20.0,27.0,33.0,0.4,2.7,2,2021,2.0,6.0,3.0,6.0,0.0,0.0,2.0,3.0,-2.0,-1.0,0.0,0.0,CIN,True
David Montgomery,RB,CHI,1.0,52.0,80.0,38.0,8.0,44.0,46.0,7.9,15.2,2,2021,20.0,61.0,3.1,11.0,0.0,0.0,3.0,4.0,18.0,6.0,0.0,0.0,CIN,True
Melvin Gordon III,RB,DEN,1.0,41.0,59.0,32.0,5.0,37.0,37.0,6.9,16.8,2,2021,13.0,31.0,2.4,8.0,0.0,0.0,2.0,2.0,38.0,19.0,0.0,0.0,JAC,False
Javonte Williams,RB,DEN,1.0,28.0,41.0,46.0,4.0,50.0,50.0,7.4,26.4,2,2021,13.0,64.0,4.9,16.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,JAC,False
Ameer Abdullah,RB,MIN,1.0,1.0,2.0,0.0,100.0,0.0,100.0,0.0,0.0,2,2021,,,,,,,,,,,,,ARI,False
Dalvin Cook,RB,MIN,1.0,47.0,77.0,47.0,6.0,51.0,53.0,14.8,31.5,2,2021,22.0,131.0,6.0,16.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,ARI,False
Alexander Mattison,RB,MIN,1.0,13.0,21.0,23.0,8.0,31.0,31.0,2.8,21.5,2,2021,3.0,11.0,3.7,6.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,ARI,False
Tevin Coleman,RB,NYJ,1.0,7.0,10.0,71.0,0.0,71.0,71.0,2.4,34.3,2,2021,5.0,24.0,4.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Ty Johnson,RB,NYJ,1.0,33.0,45.0,36.0,0.0,36.0,36.0,5.0,15.2,2,2021,12.0,50.0,4.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Michael Carter,RB,NYJ,1.0,33.0,45.0,33.0,9.0,39.0,42.0,8.8,26.7,2,2021,11.0,59.0,5.4,14.0,0.0,0.0,2.0,3.0,29.0,14.5,0.0,0.0,NE,True
Malcolm Brown,RB,MIA,1.0,9.0,12.0,56.0,0.0,56.0,56.0,2.1,23.3,2,2021,5.0,21.0,4.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Myles Gaskin,RB,MIA,1.0,45.0,61.0,11.0,11.0,20.0,22.0,4.6,10.2,2,2021,5.0,25.0,5.0,18.0,0.0,0.0,4.0,5.0,21.0,5.3,0.0,0.0,BUF,True
Salvon Ahmed,RB,MIA,1.0,23.0,31.0,26.0,13.0,26.0,39.0,1.7,7.4,2,2021,6.0,17.0,2.8,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,BUF,True
Phillip Lindsay,RB,MIA,1.0,,,,,,,8.4,,2,2021,5.0,2.0,0.4,5.0,0.0,0.0,1.0,1.0,22.0,22.0,1.0,0.0,BUF,True
Gerrid Doaks,RB,MIA,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Ty Montgomery,RB,NO,1.0,14.0,32.0,0.0,7.0,7.0,7.0,0.3,2.1,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,CAR,False
Alvin Kamara,RB,NO,1.0,37.0,84.0,22.0,16.0,32.0,38.0,3.0,8.1,2,2021,8.0,5.0,0.6,5.0,0.0,0.0,4.0,6.0,25.0,6.3,0.0,0.0,CAR,False
Alex Armah Jr.,RB,NO,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,,,,,,,,,,,,,CAR,False
Tony Jones Jr.,RB,NO,1.0,12.0,27.0,25.0,0.0,25.0,25.0,0.7,5.8,2,2021,3.0,7.0,2.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Mark Ingram II,RB,NO,1.0,,,,,,,4.0,,2,2021,14.0,41.0,2.9,8.0,0.0,0.0,1.0,2.0,-1.0,-1.0,0.0,0.0,CAR,False
Dwayne Washington,RB,NO,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Ezekiel Elliott,RB,DAL,1.0,44.0,71.0,36.0,5.0,41.0,41.0,15.7,35.7,2,2021,16.0,71.0,4.4,19.0,0.0,1.0,2.0,2.0,26.0,13.0,0.0,0.0,LAC,False
Tony Pollard,RB,DAL,1.0,21.0,34.0,62.0,14.0,76.0,76.0,20.0,95.2,2,2021,13.0,109.0,8.4,28.0,0.0,1.0,3.0,3.0,31.0,10.3,0.0,0.0,LAC,False
Derrick Henry,RB,TEN,1.0,67.0,76.0,52.0,9.0,61.0,61.0,41.7,62.2,2,2021,35.0,182.0,5.2,60.0,0.0,3.0,6.0,6.0,55.0,9.2,0.0,0.0,SEA,False
Jeremy McNichols,RB,TEN,1.0,21.0,24.0,5.0,14.0,19.0,19.0,2.9,13.8,2,2021,,,,,,,,,,,,,SEA,False
Alex Collins,RB,SEA,1.0,6.0,11.0,17.0,0.0,17.0,17.0,2.5,41.7,2,2021,1.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Chris Carson,RB,SEA,1.0,34.0,63.0,38.0,0.0,38.0,38.0,15.1,44.4,2,2021,13.0,31.0,2.4,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Travis Homer,RB,SEA,1.0,14.0,26.0,0.0,14.0,14.0,14.0,1.4,10.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,TEN,True
DeeJay Dallas,RB,SEA,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Nick Bellore,RB,SEA,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Devontae Booker,RB,NYG,1.0,10.0,14.0,20.0,10.0,30.0,30.0,1.1,11.0,2,2021,2.0,9.0,4.5,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,WAS,False
Elijhaa Penny,RB,NYG,1.0,3.0,4.0,67.0,0.0,67.0,67.0,0.5,16.7,2,2021,2.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Saquon Barkley,RB,NYG,1.0,58.0,84.0,22.0,5.0,26.0,28.0,6.9,11.9,2,2021,13.0,57.0,4.4,41.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,WAS,False
Gary Brightwell,RB,NYG,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Kenyan Drake,RB,LV,1.0,47.0,71.0,15.0,13.0,26.0,28.0,5.5,11.7,2,2021,7.0,9.0,1.3,5.0,0.0,0.0,5.0,6.0,46.0,9.2,0.0,0.0,PIT,False
Peyton Barber,RB,LV,1.0,19.0,29.0,68.0,0.0,68.0,68.0,3.2,16.8,2,2021,13.0,32.0,2.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Alec Ingold,RB,LV,1.0,17.0,26.0,0.0,6.0,0.0,6.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,False
Andy Janovich,RB,CLE,1.0,11.0,18.0,18.0,0.0,18.0,18.0,6.0,54.5,2,2021,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Kareem Hunt,RB,CLE,1.0,23.0,38.0,57.0,4.0,61.0,61.0,5.3,23.0,2,2021,13.0,51.0,3.9,13.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,HOU,True
Nick Chubb,RB,CLE,1.0,35.0,57.0,31.0,3.0,34.0,34.0,15.8,45.1,2,2021,11.0,95.0,8.6,26.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,HOU,True
Demetric Felton,RB,CLE,1.0,3.0,5.0,0.0,67.0,67.0,67.0,11.1,370.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,51.0,25.5,1.0,0.0,HOU,True
J.D. McKissic,RB,WAS,1.0,31.0,44.0,13.0,19.0,29.0,32.0,15.3,49.4,2,2021,4.0,10.0,2.5,4.0,0.0,1.0,5.0,6.0,83.0,16.6,0.0,0.0,NYG,True
Antonio Gibson,RB,WAS,1.0,43.0,61.0,30.0,5.0,35.0,35.0,7.3,17.0,2,2021,13.0,69.0,5.3,14.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,NYG,True
Alex Armah Jr.,RB,WAS,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Christian McCaffrey,RB,CAR,1.0,54.0,71.0,44.0,11.0,54.0,56.0,19.7,36.5,2,2021,24.0,72.0,3.0,16.0,0.0,1.0,5.0,6.0,65.0,13.0,0.0,0.0,NO,True
Chuba Hubbard,RB,CAR,1.0,19.0,25.0,42.0,5.0,42.0,47.0,1.0,5.3,2,2021,8.0,10.0,1.3,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,True
Giovanni Ricci,RB,CAR,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Ameer Abdullah,RB,CAR,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,True
Joe Mixon,RB,CIN,1.0,46.0,84.0,43.0,4.0,46.0,48.0,7.1,15.4,2,2021,20.0,69.0,3.5,10.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,CHI,False
Samaje Perine,RB,CIN,1.0,3.0,5.0,0.0,33.0,0.0,33.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,False
Chris Evans,RB,CIN,1.0,2.0,4.0,0.0,50.0,50.0,50.0,1.4,70.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,CHI,False
Jamaal Williams,RB,DET,1.0,22.0,39.0,32.0,14.0,45.0,45.0,3.7,16.8,2,2021,7.0,25.0,3.6,8.0,0.0,0.0,3.0,3.0,12.0,4.0,0.0,0.0,GB,False
D'Andre Swift,RB,DET,1.0,36.0,63.0,22.0,14.0,33.0,36.0,7.8,21.7,2,2021,8.0,37.0,4.6,12.0,0.0,0.0,4.0,5.0,41.0,10.3,0.0,0.0,GB,False
Jason Cabinda,RB,DET,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,GB,False
Godwin Igwebuike,RB,DET,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Marlon Mack,RB,IND,1.0,13.0,19.0,38.0,8.0,38.0,46.0,1.6,12.3,2,2021,5.0,16.0,3.2,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,True
Nyheim Hines,RB,IND,1.0,25.0,37.0,4.0,8.0,8.0,12.0,2.2,8.8,2,2021,1.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,17.0,17.0,0.0,0.0,LAR,True
Jonathan Taylor,RB,IND,1.0,30.0,45.0,50.0,3.0,53.0,53.0,5.3,17.7,2,2021,15.0,51.0,3.4,13.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,LAR,True
James Conner,RB,ARI,1.0,24.0,39.0,33.0,0.0,33.0,33.0,2.6,10.8,2,2021,8.0,26.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Chase Edmonds,RB,ARI,1.0,39.0,64.0,21.0,13.0,33.0,33.0,7.5,19.2,2,2021,8.0,46.0,5.8,14.0,0.0,0.0,5.0,5.0,29.0,5.8,0.0,0.0,MIN,True
Austin Ekeler,RB,LAC,1.0,45.0,63.0,20.0,20.0,40.0,40.0,13.5,30.0,2,2021,9.0,54.0,6.0,20.0,0.0,0.0,9.0,9.0,61.0,6.8,0.0,0.0,DAL,True
Justin Jackson,RB,LAC,1.0,16.0,23.0,25.0,6.0,31.0,31.0,2.9,18.1,2,2021,4.0,21.0,5.3,7.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,DAL,True
Larry Rountree III,RB,LAC,1.0,10.0,14.0,10.0,10.0,20.0,20.0,-0.2,-2.0,2,2021,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,DAL,True
Gabe Nabers,RB,LAC,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Aaron Jones,RB,GB,1.0,45.0,69.0,38.0,13.0,51.0,51.0,35.5,78.9,2,2021,17.0,67.0,3.9,9.0,0.0,1.0,6.0,6.0,48.0,8.0,3.0,0.0,DET,True
Kylin Hill,RB,GB,1.0,5.0,8.0,40.0,0.0,40.0,40.0,0.8,16.0,2,2021,2.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
AJ Dillon,RB,GB,1.0,19.0,29.0,26.0,5.0,32.0,32.0,2.6,13.7,2,2021,5.0,18.0,3.6,8.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,DET,True
Sony Michel,RB,LAR,1.0,16.0,27.0,63.0,0.0,63.0,63.0,4.6,28.8,2,2021,10.0,46.0,4.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Darrell Henderson Jr.,RB,LAR,1.0,40.0,68.0,33.0,13.0,40.0,45.0,14.2,35.5,2,2021,13.0,53.0,4.1,13.0,0.0,1.0,3.0,5.0,29.0,9.7,0.0,0.0,IND,False
Jake Funk,RB,LAR,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Devin Singletary,RB,BUF,1.0,43.0,66.0,30.0,7.0,35.0,37.0,15.1,35.1,2,2021,13.0,82.0,6.3,46.0,0.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,MIA,False
Zack Moss,RB,BUF,1.0,18.0,28.0,44.0,11.0,56.0,56.0,13.4,74.4,2,2021,8.0,26.0,3.3,10.0,0.0,2.0,2.0,2.0,8.0,4.0,0.0,1.0,MIA,False
Reggie Gilliam,RB,BUF,1.0,14.0,22.0,14.0,0.0,14.0,14.0,0.2,1.4,2,2021,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Taiwan Jones,RB,BUF,1.0,,,,,,,0.0,,2,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Miles Sanders,RB,PHI,1.0,39.0,67.0,33.0,5.0,36.0,38.0,5.9,15.1,2,2021,13.0,55.0,4.2,10.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,SF,True
Kenneth Gainwell,RB,PHI,1.0,19.0,33.0,32.0,16.0,42.0,47.0,5.2,27.4,2,2021,6.0,14.0,2.3,6.0,0.0,0.0,2.0,3.0,18.0,9.0,0.0,0.0,SF,True
Benny Snell Jr.,RB,PIT,1.0,3.0,5.0,67.0,0.0,67.0,67.0,0.1,3.3,2,2021,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Najee Harris,RB,PIT,1.0,53.0,95.0,19.0,9.0,28.0,28.0,14.1,26.6,2,2021,10.0,38.0,3.8,14.0,0.0,0.0,5.0,5.0,43.0,8.6,1.0,0.0,LV,True
Mark Ingram II,RB,HOU,1.0,19.0,35.0,32.0,5.0,37.0,37.0,2.0,10.5,3,2021,,,,,,,,,,,,,CAR,True
Rex Burkhead,RB,HOU,1.0,8.0,15.0,0.0,13.0,13.0,13.0,0.5,6.3,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,CAR,True
David Johnson,RB,HOU,1.0,21.0,38.0,10.0,0.0,10.0,10.0,1.1,5.2,3,2021,2.0,11.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,True
Phillip Lindsay,RB,HOU,1.0,9.0,16.0,78.0,0.0,78.0,78.0,0.5,5.6,3,2021,,,,,,,,,,,,,CAR,True
Royce Freeman,RB,HOU,1.0,,,,,,,2.5,,3,2021,5.0,17.0,3.4,13.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,CAR,True
Brandon Bolden,RB,NE,1.0,33.0,46.0,9.0,12.0,18.0,21.0,2.2,6.7,3,2021,3.0,-1.0,-0.3,0.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,NO,True
James White,RB,NE,1.0,6.0,8.0,17.0,17.0,17.0,33.0,0.6,10.0,3,2021,1.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,True
Damien Harris,RB,NE,1.0,22.0,31.0,27.0,9.0,36.0,36.0,1.1,5.0,3,2021,6.0,14.0,2.3,7.0,0.0,0.0,2.0,2.0,-3.0,-1.5,0.0,0.0,NO,True
J.J. Taylor,RB,NE,1.0,10.0,14.0,10.0,20.0,30.0,30.0,0.5,5.0,3,2021,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,NO,True
Cordarrelle Patterson,RB,ATL,1.0,26.0,42.0,27.0,27.0,50.0,54.0,10.2,39.2,3,2021,7.0,20.0,2.9,11.0,0.0,0.0,6.0,7.0,82.0,13.7,0.0,0.0,NYG,False
Keith Smith,RB,ATL,1.0,22.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Mike Davis,RB,ATL,1.0,37.0,60.0,32.0,11.0,43.0,43.0,7.0,18.9,3,2021,12.0,50.0,4.2,11.0,0.0,0.0,4.0,4.0,20.0,5.0,0.0,0.0,NYG,False
Giovani Bernard,RB,TB,1.0,33.0,45.0,0.0,30.0,27.0,30.0,11.1,33.6,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,51.0,5.7,1.0,0.0,LAR,False
Leonard Fournette,RB,TB,1.0,26.0,36.0,15.0,12.0,27.0,27.0,3.4,13.1,3,2021,4.0,8.0,2.0,3.0,0.0,0.0,3.0,3.0,26.0,8.7,0.0,0.0,LAR,False
Ronald Jones II,RB,TB,1.0,12.0,16.0,42.0,0.0,42.0,42.0,1.1,9.2,3,2021,5.0,11.0,2.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Kyle Juszczyk,RB,SF,1.0,48.0,69.0,10.0,8.0,19.0,19.0,11.1,23.1,3,2021,5.0,14.0,2.8,5.0,0.0,0.0,4.0,4.0,37.0,9.3,1.0,0.0,GB,True
Trey Sermon,RB,SF,1.0,41.0,59.0,24.0,7.0,29.0,32.0,9.4,22.9,3,2021,10.0,31.0,3.1,16.0,0.0,1.0,2.0,3.0,3.0,1.5,0.0,0.0,GB,True
Trenton Cannon,RB,SF,1.0,,,,,,,0.0,,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Latavius Murray,RB,BAL,1.0,19.0,33.0,37.0,0.0,37.0,37.0,2.8,14.7,3,2021,7.0,28.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Devonta Freeman,RB,BAL,1.0,9.0,16.0,33.0,0.0,33.0,33.0,0.8,8.9,3,2021,3.0,8.0,2.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Patrick Ricard,RB,BAL,1.0,29.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Ty'Son Williams,RB,BAL,1.0,29.0,50.0,17.0,3.0,17.0,21.0,2.2,7.6,3,2021,5.0,22.0,4.4,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,False
Carlos Hyde,RB,JAC,1.0,23.0,34.0,35.0,0.0,35.0,35.0,4.4,19.1,3,2021,8.0,44.0,5.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
James Robinson,RB,JAC,1.0,40.0,59.0,38.0,15.0,53.0,53.0,19.4,48.5,3,2021,15.0,88.0,5.9,21.0,0.0,1.0,6.0,6.0,46.0,7.7,0.0,0.0,ARI,True
Mekhi Sargent,RB,JAC,1.0,,,,,,,0.2,,3,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Damien Williams,RB,CHI,1.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
David Montgomery,RB,CHI,1.0,37.0,82.0,27.0,11.0,32.0,38.0,5.5,14.9,3,2021,10.0,34.0,3.4,16.0,0.0,0.0,2.0,4.0,21.0,10.5,0.0,0.0,CLE,False
Khalil Herbert,RB,CHI,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Melvin Gordon III,RB,DEN,1.0,36.0,54.0,50.0,6.0,53.0,56.0,14.2,39.4,3,2021,18.0,60.0,3.3,10.0,0.0,1.0,1.0,2.0,21.0,21.0,0.0,0.0,NYJ,True
Damarea Crockett,RB,DEN,1.0,4.0,6.0,75.0,0.0,75.0,75.0,0.7,17.5,3,2021,3.0,7.0,2.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Javonte Williams,RB,DEN,1.0,27.0,40.0,44.0,15.0,56.0,59.0,10.2,37.8,3,2021,12.0,29.0,2.4,14.0,0.0,1.0,3.0,4.0,33.0,11.0,0.0,1.0,NYJ,True
Ameer Abdullah,RB,MIN,1.0,22.0,29.0,23.0,0.0,23.0,23.0,2.4,10.9,3,2021,,,,,,,,,,,,,SEA,True
C.J. Ham,RB,MIN,1.0,22.0,29.0,9.0,0.0,9.0,9.0,0.2,0.9,3,2021,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Alexander Mattison,RB,MIN,1.0,51.0,68.0,51.0,16.0,63.0,67.0,17.1,33.5,3,2021,26.0,112.0,4.3,24.0,0.0,0.0,6.0,8.0,59.0,9.8,0.0,0.0,SEA,True
Malcolm Brown,RB,MIA,1.0,34.0,41.0,21.0,6.0,21.0,26.0,9.1,26.8,3,2021,7.0,31.0,4.4,24.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,LV,False
Myles Gaskin,RB,MIA,1.0,43.0,52.0,30.0,14.0,37.0,44.0,7.4,17.2,3,2021,13.0,65.0,5.0,15.0,0.0,0.0,3.0,6.0,9.0,3.0,0.0,0.0,LV,False
Phillip Lindsay,RB,MIA,1.0,,,,,,,0.5,,3,2021,7.0,5.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Ty Montgomery,RB,NO,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Alvin Kamara,RB,NO,1.0,52.0,84.0,46.0,8.0,52.0,54.0,17.8,34.2,3,2021,24.0,89.0,3.7,11.0,0.0,0.0,3.0,4.0,29.0,9.7,1.0,0.0,NE,False
Alex Armah Jr.,RB,NO,1.0,7.0,11.0,14.0,0.0,14.0,14.0,0.5,7.1,3,2021,,,,,,,,,,,,,NE,False
Tony Jones Jr.,RB,NO,1.0,13.0,21.0,15.0,15.0,31.0,31.0,2.2,16.9,3,2021,2.0,12.0,6.0,7.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,NE,False
Mark Ingram II,RB,NO,1.0,,,,,,,2.0,,3,2021,6.0,21.0,3.5,6.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,NE,False
Ezekiel Elliott,RB,DAL,1.0,53.0,70.0,32.0,6.0,38.0,38.0,23.6,44.5,3,2021,17.0,95.0,5.6,13.0,0.0,2.0,3.0,3.0,21.0,7.0,0.0,0.0,PHI,True
Corey Clement,RB,DAL,1.0,3.0,4.0,100.0,0.0,100.0,100.0,0.0,0.0,3,2021,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
