player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,76.0,76.0,99.0,4.0,0.0,59.0,59.0,16.0,21.1,2,2018
Adrian Peterson,RB,WAS,1.0,25.0,25.0,34.0,44.0,12.0,56.0,56.0,5.0,20.0,2,2018
Alex Smith,QB,WAS,1.0,74.0,74.0,100.0,5.0,0.0,68.0,68.0,13.1,17.7,2,2018
Ben Roethlisberger,QB,PIT,1.0,82.0,82.0,100.0,2.0,0.0,76.0,76.0,39.0,47.6,2,2018
Benjamin Watson,TE,NO,1.0,54.0,54.0,82.0,0.0,9.0,6.0,9.0,1.9,3.5,2,2018
Clark Harris,TE,CIN,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2018
Danny Amendola,WR,MIA,1.0,44.0,44.0,73.0,0.0,9.0,9.0,9.0,3.2,7.3,2,2018
DeSean Jackson,WR,TB,1.0,34.0,34.0,59.0,0.0,12.0,12.0,12.0,18.9,55.6,2,2018
Drew Brees,QB,NO,1.0,66.0,66.0,100.0,2.0,0.0,55.0,55.0,17.6,26.7,2,2018
Eli Manning,QB,NYG,1.0,68.0,68.0,100.0,4.0,0.0,69.0,69.0,13.6,20.0,2,2018
Frank Gore,RB,MIA,1.0,24.0,24.0,40.0,38.0,4.0,42.0,42.0,4.4,18.3,2,2018
Jared Cook,TE,OAK,1.0,52.0,52.0,80.0,0.0,8.0,8.0,8.0,4.9,9.4,2,2018
Joe Flacco,QB,BAL,1.0,85.0,85.0,99.0,4.0,0.0,68.0,68.0,17.8,20.9,2,2018
Larry Fitzgerald,WR,ARI,1.0,26.0,26.0,53.0,0.0,19.0,12.0,19.0,2.8,10.8,2,2018
LeSean McCoy,RB,BUF,1.0,30.0,30.0,48.0,30.0,13.0,43.0,43.0,6.8,22.7,2,2018
Marcedes Lewis,TE,GB,1.0,14.0,14.0,18.0,0.0,7.0,0.0,7.0,0.0,0.0,2,2018
Marshawn Lynch,RB,OAK,1.0,42.0,42.0,65.0,43.0,5.0,48.0,48.0,12.8,30.5,2,2018
Matt Ryan,QB,ATL,1.0,62.0,62.0,98.0,6.0,0.0,52.0,52.0,30.7,49.5,2,2018
Matt Schaub,QB,ATL,1.0,1.0,1.0,2.0,100.0,0.0,100.0,100.0,0.0,0.0,2,2018
