player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,74.0,74.0,100.0,5.0,0.0,64.0,64.0,19.2,25.9,9,2018
Adrian Peterson,RB,WAS,1.0,32.0,32.0,46.0,28.0,9.0,38.0,38.0,3.3,10.3,9,2018
Alex Smith,QB,WAS,1.0,69.0,69.0,100.0,1.0,0.0,68.0,68.0,16.4,23.8,9,2018
Ben Roethlisberger,QB,PIT,1.0,79.0,79.0,99.0,3.0,0.0,62.0,62.0,25.2,31.9,9,2018
Benjamin Watson,TE,NO,1.0,33.0,33.0,46.0,0.0,12.0,9.0,12.0,12.2,37.0,9,2018
Chase Daniel,QB,CHI,1.0,3.0,3.0,6.0,100.0,0.0,100.0,100.0,-0.3,-10.0,9,2018
Danny Amendola,WR,MIA,1.0,47.0,47.0,82.0,0.0,15.0,11.0,15.0,4.7,10.0,9,2018
DeSean Jackson,WR,TB,1.0,32.0,32.0,48.0,0.0,13.0,6.0,13.0,3.2,10.0,9,2018
Drew Brees,QB,NO,1.0,71.0,71.0,99.0,6.0,0.0,56.0,56.0,31.4,44.2,9,2018
Frank Gore,RB,MIA,1.0,29.0,29.0,51.0,69.0,3.0,72.0,72.0,5.9,20.3,9,2018
Greg Olsen,TE,CAR,1.0,60.0,60.0,97.0,0.0,10.0,10.0,10.0,13.6,22.7,9,2018
Jared Cook,TE,OAK,1.0,34.0,34.0,60.0,0.0,6.0,6.0,6.0,2.0,5.9,9,2018
Joe Flacco,QB,BAL,1.0,61.0,61.0,100.0,0.0,0.0,61.0,61.0,8.2,13.4,9,2018
Julian Edelman,WR,NE,1.0,64.0,64.0,90.0,3.0,16.0,14.0,20.0,11.4,17.8,9,2018
LeSean McCoy,RB,BUF,1.0,37.0,37.0,40.0,27.0,11.0,38.0,38.0,2.9,7.8,9,2018
Marcedes Lewis,TE,GB,1.0,7.0,7.0,9.0,0.0,14.0,14.0,14.0,0.5,7.1,9,2018
Matt Ryan,QB,ATL,1.0,68.0,68.0,100.0,0.0,0.0,56.0,56.0,28.0,41.2,9,2018
Matthew Slater,WR,NE,1.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2018
Matthew Stafford,QB,DET,1.0,70.0,70.0,100.0,7.0,0.0,59.0,59.0,6.6,9.4,9,2018
Michael Crabtree,WR,BAL,1.0,43.0,43.0,70.0,0.0,16.0,7.0,16.0,3.2,7.4,9,2018
Philip Rivers,QB,LAC,1.0,51.0,51.0,100.0,0.0,0.0,51.0,51.0,17.1,33.5,9,2018
Ryan Fitzpatrick,QB,TB,1.0,67.0,67.0,100.0,7.0,0.0,67.0,67.0,24.0,35.8,9,2018
Tom Brady,QB,NE,1.0,71.0,71.0,100.0,7.0,0.0,56.0,56.0,15.7,22.1,9,2018
Vernon Davis,TE,WAS,1.0,31.0,31.0,45.0,0.0,23.0,16.0,23.0,6.2,20.0,9,2018
Emmanuel Sanders,WR,DEN,1.0,61.0,61.0,92.0,0.0,15.0,10.0,15.0,4.7,7.7,9,2018
Jimmy Graham,TE,GB,1.0,59.0,59.0,80.0,0.0,10.0,7.0,10.0,11.5,19.5,9,2018
