player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,53.0,53.0,100.0,0.0,0.0,53.0,53.0,11.9,22.5,12,2018
Adrian Peterson,RB,WAS,1.0,27.0,27.0,43.0,44.0,7.0,52.0,52.0,4.4,16.3,12,2018
Ben Roethlisberger,QB,PIT,1.0,78.0,78.0,100.0,3.0,0.0,74.0,74.0,20.3,26.0,12,2018
Benjamin Watson,TE,NO,1.0,18.0,18.0,32.0,0.0,11.0,6.0,11.0,2.0,11.1,12,2018
Chase Daniel,QB,CHI,1.0,58.0,58.0,98.0,7.0,2.0,72.0,72.0,18.4,31.7,12,2018
Danny Amendola,WR,MIA,1.0,14.0,14.0,26.0,0.0,7.0,7.0,7.0,1.3,9.3,12,2018
DeSean Jackson,WR,TB,1.0,36.0,36.0,49.0,3.0,22.0,11.0,25.0,2.5,6.9,12,2018
Drew Brees,QB,NO,1.0,57.0,57.0,100.0,7.0,0.0,46.0,46.0,20.4,35.8,12,2018
Eli Manning,QB,NYG,1.0,62.0,62.0,97.0,0.0,0.0,60.0,60.0,13.9,22.4,12,2018
Frank Gore,RB,MIA,1.0,29.0,29.0,54.0,48.0,7.0,52.0,55.0,7.7,26.6,12,2018
Greg Olsen,TE,CAR,1.0,58.0,58.0,98.0,0.0,7.0,3.0,7.0,1.1,1.9,12,2018
Jared Cook,TE,OAK,1.0,32.0,32.0,55.0,0.0,16.0,6.0,16.0,9.2,28.8,12,2018
Josh McCown,QB,NYJ,1.0,64.0,64.0,100.0,5.0,0.0,75.0,75.0,15.5,24.2,12,2018
Julian Edelman,WR,NE,1.0,60.0,60.0,86.0,0.0,8.0,7.0,8.0,14.4,24.0,12,2018
Larry Fitzgerald,WR,ARI,1.0,43.0,43.0,91.0,0.0,5.0,5.0,5.0,9.0,20.9,12,2018
LeSean McCoy,RB,BUF,1.0,37.0,37.0,63.0,46.0,3.0,49.0,49.0,5.3,14.3,12,2018
Marcedes Lewis,TE,GB,1.0,23.0,23.0,43.0,0.0,4.0,4.0,4.0,0.4,1.7,12,2018
Matt Ryan,QB,ATL,1.0,70.0,70.0,100.0,3.0,0.0,70.0,70.0,20.7,29.6,12,2018
Matthew Stafford,QB,DET,1.0,66.0,66.0,99.0,0.0,0.0,58.0,58.0,5.4,8.2,12,2018
Michael Crabtree,WR,BAL,1.0,48.0,48.0,69.0,0.0,13.0,6.0,13.0,8.1,16.9,12,2018
Philip Rivers,QB,LAC,1.0,56.0,56.0,81.0,2.0,0.0,54.0,54.0,20.7,37.0,12,2018
Tom Brady,QB,NE,1.0,70.0,70.0,100.0,1.0,0.0,46.0,46.0,19.2,27.4,12,2018
Vernon Davis,TE,WAS,1.0,26.0,26.0,41.0,0.0,15.0,8.0,15.0,13.3,51.2,12,2018
Golden Tate,WR,PHI,1.0,39.0,39.0,58.0,0.0,21.0,10.0,21.0,3.0,7.7,12,2018
Andre Roberts,WR,NYJ,1.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2018
Colt McCoy,QB,WAS,1.0,63.0,63.0,100.0,8.0,0.0,68.0,68.0,15.5,24.6,12,2018
Emmanuel Sanders,WR,DEN,1.0,44.0,44.0,77.0,0.0,27.0,16.0,27.0,14.6,33.2,12,2018
Jimmy Graham,TE,GB,1.0,22.0,22.0,42.0,0.0,18.0,9.0,18.0,3.4,15.5,12,2018
Rob Gronkowski,TE,NE,1.0,69.0,69.0,99.0,0.0,10.0,4.0,10.0,11.6,16.8,12,2018
Antonio Brown,WR,PIT,1.0,72.0,72.0,92.0,0.0,18.0,14.0,19.0,6.7,9.3,12,2018
Logan Paulsen,TE,ATL,1.0,20.0,20.0,29.0,0.0,5.0,5.0,5.0,0.2,1.0,12,2018
Julio Jones,WR,ATL,1.0,62.0,62.0,89.0,2.0,23.0,19.0,24.0,12.8,20.6,12,2018
Cam Newton,QB,CAR,1.0,59.0,59.0,100.0,14.0,0.0,64.0,64.0,22.5,38.1,12,2018
Mark Ingram II,RB,NO,1.0,27.0,27.0,47.0,41.0,7.0,48.0,48.0,6.6,24.4,12,2018
Kyle Rudolph,TE,MIN,1.0,64.0,64.0,91.0,0.0,11.0,11.0,11.0,6.3,9.8,12,2018
