Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,68,68,100,4,0,66,66,13.5,19.9
Adrian Peterson,RB,WAS,1,37,37,54,51,8,57,59,7.1,19.2
Ben Roethlisberger,QB,PIT,1,64,64,98,3,0,56,56,13.1,20.5
Benjamin Watson,TE,NO,1,33,33,44,0,6,3,6,2.8,8.5
Danny Amendola,WR,MIA,1,39,39,74,0,21,8,21,3.0,7.7
Darren Sproles,RB,PHI,1,20,20,31,15,20,30,35,4.6,23.0
Drew Brees,QB,NO,1,75,75,100,3,0,49,49,5.9,7.9
Eli Manning,QB,NYG,1,65,65,100,0,0,68,68,5.2,8.0
Frank Gore,RB,MIA,1,7,7,13,71,0,71,71,1.4,20.0
Jared Cook,TE,OAK,1,52,52,88,0,10,4,10,2.3,4.4
Josh Johnson,QB,WAS,1,68,68,100,13,0,50,50,14.9,21.9
Julian Edelman,WR,NE,1,59,59,92,0,19,12,19,9.0,15.3
Larry Fitzgerald,WR,ARI,1,65,65,94,0,12,11,12,8.2,12.6
Marcedes Lewis,TE,GB,1,11,11,16,0,0,0,0,0.0,0.0
Matt Ryan,QB,ATL,1,64,64,96,5,0,61,61,25.0,39.1
Matt Schaub,QB,ATL,1,3,3,4,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,57,57,98,0,0,51,51,12.3,21.6
Michael Crabtree,WR,BAL,1,44,44,57,0,2,0,2,0.0,0.0
Philip Rivers,QB,LAC,1,74,74,100,0,0,51,51,18.5,25.0
Tom Brady,QB,NE,1,63,63,98,0,0,57,57,13.2,21.0
Vernon Davis,TE,WAS,1,30,30,44,0,10,7,10,1.6,5.3
Golden Tate,WR,PHI,1,22,22,34,0,23,23,23,4.3,19.5
Andre Roberts,WR,NYJ,1,29,29,39,0,14,10,14,7.6,26.2
Jimmy Graham,TE,GB,1,47,47,69,0,9,6,9,3.2,6.8
Rob Gronkowski,TE,NE,1,63,63,98,0,8,3,8,2.1,3.3
Antonio Brown,WR,PIT,1,61,61,94,0,11,7,11,10.9,17.9
Logan Paulsen,TE,ATL,1,15,15,22,0,0,0,0,0.0,0.0
Blaine Gabbert,QB,TEN,1,3,3,4,100,0,100,100,-0.1,-3.3
Julio Jones,WR,ATL,1,32,32,48,0,25,19,25,14.2,44.4
Cam Newton,QB,CAR,1,58,58,98,9,0,59,59,4.7,8.1
Mark Ingram II,RB,NO,1,33,33,44,36,6,42,42,7.4,22.4
Randall Cobb,WR,GB,1,47,47,69,0,15,6,15,3.0,6.4
Kyle Rudolph,TE,MIN,1,51,51,74,0,6,6,6,2.3,4.5
Lance Kendricks,TE,GB,1,9,9,13,0,44,44,44,2.7,30.0
Luke Stocker,TE,TEN,1,46,46,66,0,4,4,4,2.7,5.9
Anthony Sherman,RB,KC,1,3,3,5,0,0,0,0,0.0,0.0
Dion Lewis,RB,TEN,1,23,23,33,30,13,43,43,4.4,19.1
Lee Smith,TE,OAK,1,7,7,12,0,14,14,14,6.1,87.1
Dwayne Harris,WR,OAK,1,5,5,8,0,0,0,0,0.0,0.0
Virgil Green,TE,LAC,1,43,43,58,0,7,5,7,0.9,2.1
Ryan Tannehill,QB,MIA,1,53,53,100,2,0,47,47,4.4,8.3
Nick Foles,QB,PHI,1,64,64,100,3,0,52,52,9.3,14.5
Kirk Cousins,QB,MIN,1,69,69,100,7,0,38,38,15.3,22.2
Russell Wilson,QB,SEA,1,75,75,100,7,0,48,48,19.0,25.3
Lamar Miller,RB,HOU,1,11,11,21,27,0,27,27,0.8,7.3
Alshon Jeffery,WR,PHI,1,64,64,100,0,13,13,13,16.0,25.0
Mohamed Sanu Sr.,WR,ATL,1,61,61,91,2,10,7,11,4.1,6.7
T.Y. Hilton,WR,IND,1,41,41,57,0,20,12,20,8.5,20.7
Travis Benjamin,WR,LAC,1,44,44,59,2,7,7,9,6.5,14.8
Rhett Ellison,TE,NYG,1,29,29,45,0,3,0,3,0.0,0.0
Brandon Bolden,RB,MIA,1,3,3,6,33,0,33,33,1.2,40.0
Derek Carrier,TE,OAK,1,8,8,14,0,0,0,0,0.0,0.0
Case Keenum,QB,DEN,1,73,73,100,3,0,68,68,12.4,17.0
Josh Gordon,WR,NE,1,58,58,91,0,3,2,3,1.9,3.3
Cole Beasley,WR,DAL,1,44,44,64,0,16,9,16,4.2,9.5
Chris Hogan,WR,NE,1,39,39,61,0,8,5,8,12.8,32.8
Garrett Celek,TE,SF,1,17,17,27,0,12,12,12,12.1,71.2
Jermaine Kearse,WR,NYJ,1,62,62,83,0,8,3,8,0.9,1.5
Josh Bellamy,WR,CHI,1,14,14,23,0,7,7,7,1.8,12.9
Travis Kelce,TE,KC,1,60,60,98,0,15,12,15,6.1,10.2
Marquise Goodwin,WR,SF,1,7,7,11,0,14,14,14,0.7,10.0
Russell Shepard,WR,NYG,1,34,34,52,0,12,6,12,2.8,8.2
DeAndre Hopkins,WR,HOU,1,51,51,96,0,22,20,22,29.0,56.9
Robert Woods,WR,LAR,1,76,76,100,1,12,11,13,9.3,12.2
Kenny Stills,WR,MIA,1,51,51,96,0,6,2,6,1.7,3.3
Cordarrelle Patterson,RB,NE,1,5,5,8,0,60,60,60,2.0,40.0
Keenan Allen,WR,LAC,1,17,17,23,0,0,0,0,0.0,0.0
Giovani Bernard,RB,CIN,1,30,30,38,20,7,27,27,3.2,10.7
Theo Riddick,RB,DET,1,25,25,43,32,12,40,44,5.6,22.4
Chris Thompson,RB,WAS,1,29,29,43,17,7,21,24,1.3,4.5
Rex Burkhead,RB,NE,1,16,16,25,25,19,44,44,4.3,26.9
Mike Glennon,QB,ARI,1,17,17,25,0,0,82,82,8.4,49.4
Zach Ertz,TE,PHI,1,59,59,92,0,12,5,12,2.2,3.7
Levine Toilolo,TE,DET,1,41,41,71,0,10,10,10,2.8,6.8
Vance McDonald,TE,PIT,1,23,23,35,0,13,9,13,7.3,31.7
Kyle Juszczyk,RB,SF,1,46,46,74,0,2,2,2,0.3,0.7
Luke Willson,TE,DET,1,25,25,43,0,0,0,0,0.0,0.0
Latavius Murray,RB,MIN,1,27,27,39,56,0,56,56,12.8,47.4
Ryan Griffin,TE,HOU,1,44,44,83,0,2,2,2,-0.1,-0.2
Demetrius Harris,TE,KC,1,18,18,30,0,11,0,11,0.0,0.0
Zach Line,RB,NO,1,16,16,21,13,0,13,13,0.6,3.8
James Develin,RB,NE,1,21,21,33,0,10,10,10,1.8,8.6
Patrick DiMarco,RB,BUF,1,15,15,22,7,0,7,7,0.9,6.0
Derek Carr,QB,OAK,1,59,59,100,0,2,66,66,11.6,19.7
Mike Evans,WR,TB,1,45,45,88,0,20,9,20,12.1,26.9
Brandin Cooks,WR,LAR,1,76,76,100,0,9,8,9,5.9,7.8
Davante Adams,WR,GB,1,64,64,94,0,20,13,20,13.9,21.7
