player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Adrian Peterson,RB,WAS,1.0,34.0,34.0,57.0,71.0,6.0,74.0,76.0,10.7,31.5,7,2018
Alex Smith,QB,WAS,1.0,60.0,60.0,100.0,7.0,0.0,48.0,48.0,12.7,21.2,7,2018
Benjamin Watson,TE,NO,1.0,36.0,36.0,51.0,0.0,17.0,17.0,17.0,10.3,28.6,7,2018
Chase Daniel,QB,CHI,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2018
Danny Amendola,WR,MIA,1.0,55.0,55.0,96.0,0.0,13.0,11.0,13.0,14.4,26.2,7,2018
DeSean Jackson,WR,TB,1.0,43.0,43.0,45.0,5.0,9.0,9.0,14.0,9.3,21.6,7,2018
Drew Brees,QB,NO,1.0,71.0,71.0,100.0,6.0,0.0,48.0,48.0,16.8,23.7,7,2018
Eli Manning,QB,NYG,1.0,64.0,64.0,100.0,5.0,0.0,64.0,64.0,20.7,32.3,7,2018
Frank Gore,RB,MIA,1.0,25.0,25.0,44.0,40.0,4.0,44.0,44.0,3.3,13.2,7,2018
Greg Olsen,TE,CAR,1.0,59.0,59.0,100.0,0.0,8.0,3.0,8.0,6.5,11.0,7,2018
Joe Flacco,QB,BAL,1.0,68.0,68.0,100.0,1.0,0.0,59.0,59.0,19.6,28.8,7,2018
Julian Edelman,WR,NE,1.0,63.0,63.0,98.0,0.0,13.0,8.0,13.0,9.6,15.2,7,2018
Larry Fitzgerald,WR,ARI,1.0,64.0,64.0,97.0,0.0,13.0,6.0,13.0,10.0,15.6,7,2018
LeSean McCoy,RB,BUF,1.0,2.0,2.0,4.0,100.0,0.0,100.0,100.0,0.1,5.0,7,2018
Matt Ryan,QB,ATL,1.0,65.0,65.0,97.0,3.0,0.0,63.0,63.0,19.3,29.7,7,2018
Matthew Stafford,QB,DET,1.0,64.0,64.0,100.0,6.0,0.0,41.0,41.0,17.6,27.5,7,2018
Michael Crabtree,WR,BAL,1.0,48.0,48.0,71.0,0.0,19.0,10.0,19.0,6.6,13.8,7,2018
Philip Rivers,QB,LAC,1.0,44.0,44.0,96.0,2.0,0.0,61.0,61.0,20.1,45.7,7,2018
Tom Brady,QB,NE,1.0,64.0,64.0,100.0,2.0,0.0,58.0,58.0,21.7,33.9,7,2018
Vernon Davis,TE,WAS,1.0,27.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2018
Golden Tate,WR,DET,1.0,46.0,46.0,72.0,2.0,13.0,11.0,15.0,6.6,14.3,7,2018
Andre Roberts,WR,NYJ,1.0,31.0,31.0,44.0,0.0,19.0,6.0,19.0,2.1,6.8,7,2018
Emmanuel Sanders,WR,DEN,1.0,44.0,44.0,75.0,0.0,16.0,16.0,18.0,21.3,48.4,7,2018
Logan Paulsen,TE,ATL,1.0,27.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2018
A.J. Green,WR,CIN,1.0,46.0,46.0,81.0,0.0,30.0,15.0,30.0,11.7,25.4,7,2018
Julio Jones,WR,ATL,1.0,49.0,49.0,73.0,0.0,24.0,18.0,24.0,8.4,17.1,7,2018
Cam Newton,QB,CAR,1.0,59.0,59.0,100.0,12.0,0.0,78.0,78.0,25.7,43.6,7,2018
Mark Ingram II,RB,NO,1.0,35.0,35.0,49.0,34.0,6.0,40.0,40.0,4.2,12.0,7,2018
Kyle Rudolph,TE,MIN,1.0,56.0,56.0,81.0,0.0,7.0,2.0,7.0,1.6,2.9,7,2018
Andy Dalton,QB,CIN,1.0,48.0,48.0,84.0,0.0,0.0,60.0,60.0,7.9,16.5,7,2018
Luke Stocker,TE,TEN,1.0,30.0,30.0,42.0,0.0,7.0,7.0,7.0,7.1,23.7,7,2018
Anthony Sherman,RB,KC,1.0,11.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2018
