Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
T.Y. Hilton,WR,IND,1,64,64,81,0,9,3,9,6.1,9.5
Travis Benjamin,WR,LAC,1,14,14,23,7,7,7,14,1.1,7.9
Alfred Morris,RB,SF,1,44,44,71,36,2,39,39,17.5,39.8
Brandon Bolden,RB,MIA,1,7,7,11,0,14,14,14,0.9,12.9
Derek Carrier,TE,OAK,1,16,16,24,0,0,0,0,0.0,0.0
Case Keenum,QB,DEN,1,79,79,100,4,0,65,65,12.5,15.8
Cole Beasley,WR,DAL,1,59,59,75,0,10,10,10,15.4,26.1
Chris Hogan,WR,NE,1,64,64,94,0,17,9,17,6.4,10.0
Josh Bellamy,WR,CHI,1,57,57,84,0,7,2,7,0.2,0.4
Travis Kelce,TE,KC,1,40,40,74,0,23,13,23,6.2,15.5
DeAndre Hopkins,WR,HOU,1,75,75,97,0,21,16,21,14.7,19.6
Robert Woods,WR,LAR,1,51,51,69,2,6,6,8,2.5,4.9
Kenny Stills,WR,MIA,1,56,56,92,0,13,7,14,6.8,12.1
Keenan Allen,WR,LAC,1,45,45,75,0,16,9,16,6.4,14.2
Tavon Austin,WR,DAL,1,10,10,13,0,30,10,30,1.0,10.0
Giovani Bernard,RB,CIN,1,19,19,39,16,26,26,42,1.5,7.9
Theo Riddick,RB,DET,1,19,19,26,21,0,21,21,2.4,12.6
Chris Thompson,RB,WAS,1,30,30,67,7,27,23,33,2.4,8.0
Rex Burkhead,RB,NE,1,17,17,25,29,12,35,41,9.2,54.1
Geno Smith,QB,LAC,1,10,10,17,20,0,20,20,-2.2,-22.0
Zach Ertz,TE,PHI,1,53,53,75,0,8,6,8,1.5,2.8
Levine Toilolo,TE,DET,1,50,50,68,0,8,8,8,10.3,20.6
Vance McDonald,TE,PIT,1,41,41,60,0,15,7,15,3.9,9.5
Kyle Juszczyk,RB,SF,1,41,41,66,5,5,7,10,0.4,1.0
Latavius Murray,RB,MIN,1,4,4,7,50,0,50,50,1.8,45.0
Ryan Griffin,TE,HOU,1,61,61,79,0,2,2,2,0.8,1.3
Demetrius Harris,TE,KC,1,29,29,54,0,0,0,0,0.0,0.0
Zach Line,RB,NO,1,17,17,33,18,6,18,24,1.9,11.2
James Develin,RB,NE,1,26,26,38,0,4,4,4,0.2,0.8
Patrick DiMarco,RB,BUF,1,36,36,58,0,0,0,0,0.0,0.0
Teddy Bridgewater,QB,NO,1,52,52,100,8,0,50,50,7.9,15.2
Blake Bortles,QB,JAC,1,47,47,100,9,0,68,68,3.8,8.1
Derek Carr,QB,OAK,1,66,66,100,0,0,50,50,1.4,2.1
Logan Thomas,TE,BUF,1,7,7,11,0,0,0,0,0.0,0.0
Carlos Hyde,RB,JAC,1,43,43,91,23,7,28,30,1.9,4.4
Mike Evans,WR,TB,1,51,51,84,0,18,12,18,22.6,44.3
Brandin Cooks,WR,LAR,1,54,54,73,0,17,9,17,18.2,33.7
Jordan Matthews,WR,PHI,1,20,20,28,0,0,0,0,0.0,0.0
Donte Moncrief,WR,JAC,1,40,40,85,0,8,5,8,2.1,5.3
Jarvis Landry,WR,CLE,1,56,56,95,0,16,9,16,16.2,28.9
Eric Ebron,TE,IND,1,39,39,49,0,15,10,15,12.0,30.8
Trey Burton,TE,CHI,1,47,47,69,0,13,11,13,3.3,7.0
James White,RB,NE,1,27,27,40,15,19,30,33,12.9,47.8
Cody Latimer,WR,NYG,1,26,26,36,0,23,15,23,13.2,50.8
John Brown,WR,BAL,1,37,37,48,0,8,3,8,0.7,1.9
Richard Rodgers,TE,PHI,1,5,5,7,0,0,0,0,0.0,0.0
Ryan Grant,WR,IND,1,7,7,9,0,29,14,29,0.4,5.7
Garrett Gilbert,QB,CAR,1,13,13,18,0,0,23,23,1.6,12.3
Damien Williams,RB,KC,1,28,28,52,39,4,43,43,11.9,42.5
Taylor Gabriel,WR,CHI,1,28,28,41,0,14,14,14,6.1,21.8
Willie Snead IV,WR,BAL,1,63,63,82,0,3,2,3,2.5,4.0
Allen Hurns,WR,DAL,1,9,9,11,0,11,11,11,4.9,54.4
Bennie Fowler III,WR,NYG,1,60,60,83,0,7,5,7,2.1,3.5
Dontrelle Inman,WR,IND,1,49,49,62,0,12,10,12,13.7,28.0
Keith Smith,RB,OAK,1,10,10,15,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,53,53,91,2,8,8,9,3.7,7.0
Cameron Brate,TE,TB,1,36,36,59,0,11,6,11,3.9,10.8
Roosevelt Nix,RB,PIT,1,5,5,7,0,20,20,20,0.2,4.0
Josh Hill,TE,NO,1,38,38,73,0,3,0,3,0.0,0.0
Darren Fells,TE,CLE,1,11,11,19,0,9,9,9,0.3,2.7
Seth Roberts,WR,OAK,1,43,43,65,2,12,14,14,2.7,6.3
Jameis Winston,QB,TB,1,61,61,100,3,0,61,61,30.1,49.3
Amari Cooper,WR,DAL,1,65,65,82,0,17,8,17,1.1,1.7
DeVante Parker,WR,MIA,1,49,49,80,0,6,0,6,0.0,0.0
Kevin White,WR,CHI,1,46,46,68,0,7,2,7,2.2,4.8
Melvin Gordon III,RB,LAC,1,32,32,53,31,9,41,41,6.6,20.6
Maxx Williams,TE,BAL,1,30,30,39,3,0,3,3,0.0,0.0
Tevin Coleman,RB,ATL,1,25,25,32,32,4,36,36,11.4,45.6
Sean Mannion,QB,LAR,1,18,18,24,11,0,28,28,0.1,0.6
Duke Johnson Jr.,RB,CLE,1,37,37,63,11,11,14,22,2.4,6.5
Mike Davis,RB,SEA,1,25,25,40,28,12,36,40,11.6,46.4
David Johnson,RB,ARI,1,51,51,78,33,8,39,41,8.8,17.3
Clive Walford,TE,NYJ,1,2,2,4,0,0,0,0,0.0,0.0
Nick O'Leary,TE,MIA,1,23,23,38,0,0,0,0,0.0,0.0
Jesse James,TE,PIT,1,23,23,34,0,4,0,4,0.0,0.0
Nick Boyle,TE,BAL,1,37,37,48,0,0,0,0,0.0,0.0
MyCole Pruitt,TE,TEN,1,29,29,59,0,7,7,7,2.6,9.0
Blake Bell,TE,JAC,1,14,14,30,0,7,7,7,0.0,0.0
Nelson Agholor,WR,PHI,1,64,64,90,0,9,8,9,16.0,25.0
Justin Hardy,WR,ATL,1,15,15,19,0,13,0,13,0.0,0.0
Tyler Lockett,WR,SEA,1,52,52,83,2,4,6,6,12.9,24.8
Breshad Perriman,WR,CLE,1,19,19,32,5,21,21,26,11.0,57.9
Jamison Crowder,WR,WAS,1,42,42,93,0,19,2,19,0.7,1.7
Ty Montgomery,RB,BAL,1,21,21,27,10,14,14,24,2.2,10.5
Phillip Dorsett II,WR,NE,1,39,39,57,5,13,18,18,11.0,28.2
Stefon Diggs,WR,MIN,1,56,56,97,0,18,14,18,10.7,19.1
Chris Manhertz,TE,CAR,1,44,44,61,0,0,0,0,0.0,0.0
Jake Kumerow,WR,GB,1,47,47,84,0,9,6,9,1.9,4.0
C.J. Uzomah,TE,CIN,1,44,44,90,0,2,2,2,0.6,1.4
DeAndre Carter,WR,HOU,1,56,56,73,0,9,7,9,1.3,2.3
Darren Waller,TE,OAK,1,15,15,23,0,20,20,20,2.3,15.3
James O'Shaughnessy,TE,JAC,1,35,35,74,0,11,9,11,2.5,7.1
Chris Conley,WR,KC,1,36,36,67,0,8,0,8,0.0,0.0
Matt LaCosse,TE,DEN,1,62,62,78,0,13,8,13,3.3,5.3
Tyrell Williams,WR,LAC,1,41,41,68,0,7,5,7,2.3,5.6
Rod Smith,RB,DAL,1,48,48,61,25,6,29,31,10.9,22.7
Darius Jennings,WR,TEN,1,28,28,57,0,18,11,18,1.7,6.1
Adam Humphries,WR,TB,1,50,50,82,0,12,10,12,6.6,13.2
Laquon Treadwell,WR,MIN,1,14,14,24,0,14,7,14,0.7,5.0
Jared Goff,QB,LAR,1,55,55,74,2,0,49,49,24.0,43.6
Corey Coleman,WR,NYG,1,16,16,22,0,0,0,0,0.0,0.0
Josh Doctson,WR,WAS,1,41,41,91,0,10,5,10,3.3,8.0
Derrick Henry,RB,TEN,1,26,26,53,62,4,65,65,10.6,40.8
Michael Thomas,WR,NO,1,41,41,79,0,17,12,17,2.9,7.1
Devontae Booker,RB,DEN,1,35,35,44,14,20,29,34,3.4,9.7
Sterling Shepard,WR,NYG,1,66,66,92,2,14,8,15,7.6,11.5
Austin Hooper,TE,ATL,1,49,49,62,0,12,10,12,6.7,13.7
Jordan Howard,RB,CHI,1,41,41,60,51,5,54,56,23.4,57.1
Rashard Higgins,WR,CLE,1,43,43,73,0,14,9,14,8.6,20.0
Tajae Sharpe,WR,TEN,1,7,7,14,0,14,0,14,0.0,0.0
Dak Prescott,QB,DAL,1,77,77,97,5,0,62,62,33.5,43.5
Jeff Driskel,QB,CIN,1,49,49,100,4,0,53,53,5.1,10.4
Tyler Higbee,TE,LAR,1,43,43,58,0,2,2,2,3.6,8.4
Kenyan Drake,RB,MIA,1,42,42,69,26,12,38,38,9.5,22.6
Nick Vannett,TE,SEA,1,35,35,56,0,9,6,9,1.7,4.9
Chris Moore,WR,BAL,1,33,33,43,0,9,6,9,1.9,5.8
Demarcus Robinson,WR,KC,1,35,35,65,0,6,3,6,14.9,42.6
Seth DeValve,TE,CLE,1,2,2,3,0,0,0,0,0.0,0.0
Wendell Smallwood,RB,PHI,1,26,26,37,46,15,62,62,7.7,29.6
Robby Anderson,WR,NYJ,1,54,54,96,0,15,6,15,2.4,4.4
Cody Core,WR,CIN,1,11,11,22,0,9,0,9,0.0,0.0
Alex Erickson,WR,CIN,1,41,41,84,0,15,15,15,6.3,15.4
Andy Janovich,RB,DEN,1,11,11,14,0,18,18,18,9.0,81.8
Derek Watt,RB,LAC,1,21,21,35,5,0,5,5,0.8,3.8
Tyreek Hill,WR,KC,1,36,36,67,3,19,17,22,23.6,65.6
DeAndre Washington,RB,OAK,1,7,7,11,57,0,57,57,3.0,42.9
Darius Jackson,RB,DAL,1,18,18,23,33,6,33,39,1.6,8.9
Nate Sudfeld,QB,PHI,1,10,10,14,20,0,30,30,4.7,47.0
Ben Braunecker,TE,CHI,1,16,16,24,0,0,0,0,0.0,0.0
Dwayne Washington,RB,NO,1,24,24,46,46,0,46,46,10.8,45.0
Danny Vitale,RB,GB,1,2,2,4,0,0,0,0,0.0,0.0
Peyton Barber,RB,TB,1,35,35,57,43,3,46,46,6.8,19.4
Chester Rogers,WR,IND,1,44,44,56,0,9,7,9,3.2,7.3
Marvin Hall,WR,ATL,1,9,9,11,0,11,0,11,0.0,0.0
Jalen Richard,RB,OAK,1,16,16,24,19,13,31,31,1.8,11.3
Andy Jones,WR,DET,1,53,53,73,0,23,11,23,5.0,9.4
J.D. McKissic,RB,SEA,1,1,1,2,0,0,0,0,0.0,0.0
Tommylee Lewis,WR,NO,1,9,9,17,11,11,22,22,1.8,20.0
Elijhaa Penny,RB,NYG,1,13,13,18,0,8,8,8,0.6,4.6
Dalvin Cook,RB,MIN,1,53,53,91,21,9,28,30,6.0,11.3
Mike Williams,WR,LAC,1,27,27,45,4,22,22,26,11.4,42.2
Mitchell Trubisky,QB,CHI,1,68,68,100,4,0,43,43,10.1,14.9
Corey Davis,WR,TEN,1,38,38,78,0,18,13,18,4.8,12.6
John Ross,WR,CIN,1,49,49,100,0,10,2,10,0.1,0.2
DeShone Kizer,QB,GB,1,47,47,84,9,0,83,83,7.3,15.5
Christian McCaffrey,RB,CAR,1,10,10,14,40,10,50,50,4.0,40.0
Deshaun Watson,QB,HOU,1,77,77,100,17,0,62,62,22.0,28.6
David Njoku,TE,CLE,1,57,57,97,0,12,5,12,6.2,10.9
Chris Godwin,WR,TB,1,51,51,84,0,18,12,18,23.4,45.9
Evan Engram,TE,NYG,1,51,51,71,0,16,10,16,16.1,31.6
Patrick Mahomes II,QB,KC,1,41,41,76,5,0,63,63,17.3,42.2
Joe Mixon,RB,CIN,1,32,32,65,41,3,44,44,10.7,33.4
Wayne Gallman Jr.,RB,NYG,1,12,12,17,50,8,58,58,9.0,75.0
Samaje Perine,RB,WAS,1,5,5,11,60,0,60,60,0.7,14.0
Jamaal Williams,RB,GB,1,39,39,70,21,8,28,28,2.0,5.1
Taywan Taylor,WR,TEN,1,43,43,88,0,14,5,14,0.8,1.9
JuJu Smith-Schuster,WR,PIT,1,63,63,93,0,16,8,16,9.7,15.4
Zay Jones,WR,BUF,1,58,58,94,0,16,10,16,21.3,36.7
Curtis Samuel,WR,CAR,1,40,40,56,0,10,5,10,13.2,33.0
Dede Westbrook,WR,JAC,1,44,44,94,0,16,7,16,-1.0,-2.3
Josh Reynolds,WR,LAR,1,70,70,95,0,10,6,10,17.5,25.0
Noah Brown,WR,DAL,1,10,10,13,0,10,10,10,0.3,3.0
Marlon Mack,RB,IND,1,53,53,67,47,6,53,53,15.8,29.8
James Conner,RB,PIT,1,32,32,47,44,9,53,53,9.4,29.4
Brian Hill,RB,ATL,1,32,32,41,25,3,28,28,3.9,12.2
Tarik Cohen,RB,CHI,1,19,19,28,26,16,37,42,9.2,48.4
Elijah McGuire,RB,NYJ,1,43,43,77,42,5,47,47,4.5,10.5
Adam Shaheen,TE,CHI,1,39,39,57,0,0,0,0,0.0,0.0
Gerald Everett,TE,LAR,1,45,45,61,0,2,0,2,0.0,0.0
Jeremy Sprinkle,TE,WAS,1,36,36,80,0,0,0,0,0.0,0.0
Austin Ekeler,RB,LAC,1,15,15,25,53,7,53,60,11.8,78.7
George Kittle,TE,SF,1,61,61,98,0,23,15,23,20.9,34.3
Antony Auclair,TE,TB,1,29,29,48,0,3,0,3,0.0,0.0
Robert Tonyan,TE,GB,1,14,14,25,0,14,7,14,0.7,5.0
Trent Taylor,WR,SF,1,20,20,32,0,20,15,20,3.7,18.5
Austin Carr,WR,NO,1,11,11,21,0,9,0,9,0.0,0.0
Josh Malone,WR,CIN,1,8,8,16,0,13,0,13,0.0,0.0
Tim Patrick,WR,DEN,1,56,56,71,0,13,7,13,2.8,5.0
Mo Alie-Cox,TE,IND,1,39,39,49,0,3,3,3,2.1,5.4
Darrell Daniels,TE,ARI,1,18,18,28,0,6,0,6,0.0,0.0
Isaiah McKenzie,WR,BUF,1,13,13,21,0,0,0,0,0.0,0.0
Gehrig Dieter,WR,KC,1,15,15,28,0,13,7,13,2.2,14.7
Ryan Switzer,WR,PIT,1,24,24,35,0,13,4,13,0.2,0.8
Blake Jarwin,TE,DAL,1,39,39,49,0,21,18,21,29.9,76.7
Eric Saubert,TE,ATL,1,19,19,24,0,0,0,0,0.0,0.0
Alex Armah Jr.,RB,CAR,1,12,12,17,8,8,17,17,0.6,5.0
Nick Mullens,QB,SF,1,62,62,100,2,0,55,55,19.1,30.8
Chad Williams,WR,ARI,1,50,50,77,2,22,12,24,6.0,12.0
Johnny Mundt,TE,LAR,1,11,11,15,0,9,9,9,0.5,4.5
Chris Carson,RB,SEA,1,32,32,51,59,3,63,63,18.9,59.1
David Moore,WR,SEA,1,39,39,62,0,10,5,10,1.6,4.1
Jason Croom,TE,BUF,1,30,30,48,0,13,7,13,3.2,10.7
Anthony Firkser,TE,TEN,1,22,22,45,0,5,5,5,0.8,3.6
Taquan Mizzell,RB,CHI,1,5,5,7,0,0,0,0,0.0,0.0
Keelan Cole Sr.,WR,JAC,1,33,33,70,0,24,12,24,4.5,13.6
Sean Culkin,TE,LAC,1,16,16,27,0,0,0,0,0.0,0.0
Marcus Kemp,WR,KC,1,14,14,26,0,0,0,0,0.0,0.0
Zach Pascal,WR,IND,1,43,43,54,0,0,0,0,0.0,0.0
Victor Bolden Jr.,WR,BUF,1,3,3,5,0,0,0,0,0.0,0.0
Kendrick Bourne,WR,SF,1,58,58,94,0,10,9,10,11.9,20.5
Taysom Hill,QB,NO,1,8,8,15,38,13,50,50,7.4,92.5
Dan Arnold,TE,NO,1,11,11,21,0,0,0,0,0.0,0.0
River Cracraft,WR,DEN,1,8,8,10,0,25,13,25,2.4,30.0
Brandon Zylstra,WR,MIN,1,3,3,5,0,33,0,33,0.0,0.0
Lamar Jackson,QB,BAL,1,77,77,100,26,0,57,57,26.2,34.0
Josh Rosen,QB,ARI,1,65,65,100,0,0,52,52,6.0,9.2
Sam Darnold,QB,NYJ,1,56,56,100,2,0,52,52,7.5,13.4
Baker Mayfield,QB,CLE,1,59,59,100,0,0,71,71,21.0,35.6
Saquon Barkley,RB,NYG,1,59,59,82,29,14,36,42,20.2,34.2
Ronald Jones II,RB,TB,1,1,1,2,0,0,0,0,0.0,0.0
Royce Freeman,RB,DEN,1,44,44,56,39,23,57,61,10.3,23.4
Nick Chubb,RB,CLE,1,22,22,37,41,14,50,55,2.0,9.1
Josh Adams,RB,PHI,1,18,18,25,61,17,78,78,8.3,46.1
Kalen Ballage,RB,MIA,1,26,26,43,46,4,50,50,2.8,10.8
Courtland Sutton,WR,DEN,1,74,74,94,0,4,1,4,2.5,3.4
James Washington,WR,PIT,1,49,49,72,0,6,6,6,6.4,13.1
Anthony Miller,WR,CHI,1,2,2,3,100,0,100,100,0.7,35.0
Marcell Ateman,WR,OAK,1,49,49,74,0,6,2,6,0.7,1.4
Deontay Burnett,WR,NYJ,1,30,30,54,0,17,17,17,7.3,24.3
Calvin Ridley,WR,ATL,1,46,46,58,0,11,11,11,9.2,20.0
Michael Gallup,WR,DAL,1,63,63,80,0,10,5,10,7.0,11.1
Tre'Quan Smith,WR,NO,1,40,40,77,0,10,8,10,9.0,22.5
DJ Moore,WR,CAR,1,59,59,82,0,14,7,14,8.1,13.7
Mark Andrews,TE,BAL,1,27,27,35,0,19,15,19,5.4,20.0
Dallas Goedert,TE,PHI,1,43,43,61,0,7,7,7,2.7,6.3
Jaylen Samuels,RB,PIT,1,31,31,46,6,26,29,32,4.2,13.5
Mike Gesicki,TE,MIA,1,21,21,34,0,10,5,10,1.8,8.6
Hayden Hurst,TE,BAL,1,21,21,27,0,19,10,19,4.3,20.5
Antonio Callaway,WR,CLE,1,47,47,80,0,15,9,15,13.9,29.6
J'Mon Moore,WR,GB,1,16,16,29,0,13,6,13,0.5,3.1
D.J. Chark Jr.,WR,JAC,1,12,12,26,0,17,0,17,0.0,0.0
Nyheim Hines,RB,IND,1,14,14,18,7,36,29,43,2.9,20.7
Josh Allen,QB,BUF,1,62,62,100,15,0,56,56,40.5,65.3
Justin Jackson,RB,LAC,1,12,12,20,50,0,50,50,1.0,8.3
Allen Lazard,WR,GB,1,1,1,2,0,100,100,100,0.7,70.0
Richie James Jr.,WR,SF,1,58,58,94,0,9,5,9,9.2,15.9
John Kelly,RB,LAR,1,26,26,35,58,8,62,65,4.8,18.5
Auden Tate,WR,CIN,1,33,33,67,0,9,3,9,1.5,4.5
Rashaad Penny,RB,SEA,1,4,4,6,100,0,100,100,0.6,15.0
Sony Michel,RB,NE,1,25,25,37,56,0,56,56,5.0,20.0
Dalton Schultz,TE,DAL,1,44,44,56,0,5,2,5,1.7,3.9
Ian Thomas,TE,CAR,1,56,56,78,0,13,9,13,12.1,21.6
Javon Wims,WR,CHI,1,21,21,31,0,19,19,19,3.2,15.2
Jordan Thomas,TE,HOU,1,13,13,17,0,8,8,8,0.6,4.6
Jordan Akins,TE,HOU,1,31,31,40,0,6,0,6,0.0,0.0
Kyle Lauletta,QB,NYG,1,1,1,1,0,0,0,0,0.0,0.0
Robert Foster,WR,BUF,1,58,58,94,0,9,7,9,8.1,14.0
DaeSean Hamilton,WR,DEN,1,73,73,92,0,11,7,11,4.9,6.7
Chase Edmonds,RB,ARI,1,16,16,25,38,13,50,50,1.8,11.3
Jordan Wilkins,RB,IND,1,13,13,16,23,8,31,31,2.3,17.7
Durham Smythe,TE,MIA,1,26,26,43,0,15,12,15,1.4,5.4
Darrel Williams,RB,KC,1,16,16,30,69,0,69,69,3.1,19.4
Marquez Valdes-Scantling,WR,GB,1,51,51,91,0,16,6,16,4.3,8.4
Ray-Ray McCloud,WR,BUF,1,4,4,6,0,25,25,25,0.5,12.5
Chris Herndon IV,TE,NYJ,1,46,46,82,0,7,2,7,0.8,1.7
Trenton Cannon,RB,NYJ,1,20,20,36,10,5,10,15,1.6,8.0
Tyler Conklin,TE,MIN,1,4,4,7,0,0,0,0,0.0,0.0
Justin Watson,WR,TB,1,9,9,15,0,11,0,11,0.0,0.0
Russell Gage,WR,ATL,1,13,13,16,0,15,15,15,1.4,10.8
Chris Lacy,WR,DET,1,35,35,48,0,3,0,3,0.0,0.0
Darvin Kidsy,WR,WAS,1,10,10,22,0,20,10,20,0.8,8.0
Gus Edwards,RB,BAL,1,36,36,47,33,0,33,33,7.6,21.1
Vyncint Smith,WR,HOU,1,65,65,84,0,8,5,8,2.8,4.3
Brandon Powell,WR,DET,1,47,47,64,0,19,13,19,10.3,21.9
Kyle Allen,QB,CAR,1,59,59,82,8,0,54,54,25.0,42.4
Keith Kirkwood,WR,NO,1,15,15,29,0,0,0,0,0.0,0.0
Ross Dwelley,TE,SF,1,15,15,24,0,7,7,7,0.6,4.0
Trent Sherfield,WR,ARI,1,55,55,85,0,7,4,7,2.3,4.2
Steven Mitchell Jr.,WR,HOU,1,1,1,1,0,0,0,0,0.0,0.0
Cameron Batson,WR,TEN,1,4,4,8,0,0,0,0,0.0,0.0
Jeff Wilson Jr.,RB,SF,1,6,6,10,50,0,50,50,0.9,15.0
Dontrell Hilliard,RB,CLE,1,1,1,2,0,0,0,0,0.0,0.0
KhaDarel Hodge,WR,LAR,1,18,18,24,0,0,0,0,0.0,0.0
