Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,52,52,96,2,0,60,60,15.9,30.6
Adrian Peterson,RB,WAS,1,41,41,59,63,2,66,66,25.6,62.4
Alex Smith,QB,WAS,1,68,68,99,4,0,51,51,12.4,18.2
Ben Roethlisberger,QB,PIT,1,70,70,97,3,0,54,54,16.9,24.1
Benjamin Watson,TE,NO,1,14,14,26,0,0,0,0,0.0,0.0
Brian Hoyer,QB,NE,1,2,2,3,100,0,100,100,-0.2,-10.0
Danny Amendola,WR,MIA,1,65,65,98,0,9,9,11,9.4,14.5
DeSean Jackson,WR,TB,1,46,46,52,2,17,9,20,13.2,28.7
Drew Brees,QB,NO,1,53,53,98,0,0,43,43,6.8,12.8
Eli Manning,QB,NYG,1,70,70,99,0,0,67,67,12.6,18.0
Frank Gore,RB,MIA,1,29,29,44,41,7,45,48,5.8,20.0
Greg Olsen,TE,CAR,1,63,63,97,0,6,6,6,11.6,18.4
Jared Cook,TE,OAK,1,31,31,61,0,16,13,16,13.4,43.2
Joe Flacco,QB,BAL,1,61,61,88,3,0,67,67,9.1,14.9
Julian Edelman,WR,NE,1,73,73,96,3,14,15,16,11.7,16.0
Larry Fitzgerald,WR,ARI,1,66,66,100,0,18,12,18,18.2,27.6
LeSean McCoy,RB,BUF,1,46,46,71,26,17,39,43,9.5,20.7
Marcedes Lewis,TE,GB,1,12,12,22,0,0,0,0,0.0,0.0
Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,59,59,100,2,0,69,69,17.0,28.8
Michael Crabtree,WR,BAL,1,45,45,65,0,11,7,11,3.1,6.9
Ryan Fitzpatrick,QB,TB,1,25,25,28,4,0,64,64,19.6,78.4
Tom Brady,QB,NE,1,74,74,97,1,0,62,62,13.8,18.6
Vernon Davis,TE,WAS,1,33,33,48,0,9,3,9,2.1,6.4
Golden Tate,WR,DET,1,54,54,92,2,22,15,24,5.3,9.8
Andre Roberts,WR,NYJ,1,32,32,59,0,3,0,3,0.0,0.0
Emmanuel Sanders,WR,DEN,1,59,59,81,2,7,8,8,5.1,8.6
Jimmy Graham,TE,GB,1,46,46,85,0,9,2,9,2.1,4.6
Rob Gronkowski,TE,NE,1,68,68,89,0,12,4,12,4.3,6.3
Antonio Brown,WR,PIT,1,70,70,97,0,11,9,11,19.4,27.7
A.J. Green,WR,CIN,1,62,62,93,0,11,8,11,13.6,21.9
Cam Newton,QB,CAR,1,62,62,95,16,0,63,63,28.0,45.2
Mark Ingram II,RB,NO,1,23,23,43,57,13,70,70,9.2,40.0
Randall Cobb,WR,GB,1,24,24,44,0,21,17,21,4.0,16.7
Kyle Rudolph,TE,MIN,1,63,63,85,0,11,6,11,3.9,6.2
Andy Dalton,QB,CIN,1,66,66,99,5,0,56,56,20.2,30.6
Lance Kendricks,TE,GB,1,18,18,33,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,4,4,7,0,25,25,25,1.0,25.0
Lee Smith,TE,OAK,1,15,15,29,0,0,0,0,0.0,0.0
Dwayne Harris,WR,OAK,1,1,1,2,100,0,100,100,1.3,130.0
Kirk Cousins,QB,MIN,1,73,73,99,3,0,59,59,20.7,28.4
Russell Wilson,QB,SEA,1,63,63,100,3,0,30,30,23.4,37.1
Lamar Miller,RB,HOU,1,34,34,56,53,6,53,59,19.3,56.8
Alshon Jeffery,WR,PHI,1,54,54,86,0,9,7,9,3.5,6.5
T.Y. Hilton,WR,IND,1,64,64,82,0,8,2,8,3.4,5.3
Marvin Jones Jr.,WR,DET,1,57,57,97,0,18,12,18,23.7,41.6
Rhett Ellison,TE,NYG,1,28,28,39,0,4,0,4,0.0,0.0
Alfred Morris,RB,SF,1,12,12,18,50,0,50,50,2.8,23.3
Derek Carrier,TE,OAK,1,12,12,24,0,0,0,0,0.0,0.0
Case Keenum,QB,DEN,1,73,73,100,1,0,48,48,15.4,21.1
Josh Gordon,WR,NE,1,64,64,84,0,9,6,9,4.2,6.6
Chris Hogan,WR,NE,1,46,46,61,0,4,4,4,4.9,10.7
Garrett Celek,TE,SF,1,24,24,36,0,0,0,0,0.0,0.0
Jermaine Kearse,WR,NYJ,1,52,52,96,0,19,6,19,3.0,5.8
Josh Bellamy,WR,CHI,1,55,55,83,0,9,7,9,3.7,6.7
Travis Kelce,TE,KC,1,55,55,93,0,18,11,18,13.9,25.3
Marquise Goodwin,WR,SF,1,61,61,91,0,7,2,7,11.5,18.9
Russell Shepard,WR,NYG,1,2,2,3,0,0,0,0,0.0,0.0
DeAndre Hopkins,WR,HOU,1,59,59,97,0,12,10,12,20.2,34.2
Robert Woods,WR,LAR,1,76,76,97,0,9,7,9,7.0,9.2
Cordarrelle Patterson,RB,NE,1,13,13,17,77,0,77,77,3.8,29.2
Chris Thompson,RB,WAS,1,26,26,38,12,12,19,23,2.2,8.5
Kenjon Barner,RB,NE,1,6,6,8,33,0,33,33,0.4,6.7
Zach Ertz,TE,PHI,1,57,57,90,0,11,7,11,8.6,15.1
Jordan Reed,TE,WAS,1,53,53,77,0,23,13,23,3.8,7.2
Levine Toilolo,TE,DET,1,14,14,24,0,7,7,7,1.2,8.6
Vance McDonald,TE,PIT,1,27,27,38,0,11,11,11,4.7,17.4
Kyle Juszczyk,RB,SF,1,47,47,70,4,2,4,6,1.0,2.1
Luke Willson,TE,DET,1,36,36,61,0,11,8,11,2.1,5.8
Latavius Murray,RB,MIN,1,61,61,82,21,10,30,31,15.5,25.4
Demetrius Harris,TE,KC,1,20,20,34,0,0,0,0,0.0,0.0
Zach Line,RB,NO,1,7,7,13,0,0,0,0,0.0,0.0
James Develin,RB,NE,1,26,26,34,0,8,4,8,0.7,2.7
Jack Doyle,TE,IND,1,57,57,73,0,12,11,12,13.0,22.8
Patrick DiMarco,RB,BUF,1,12,12,18,0,8,8,8,0.0,0.0
Teddy Bridgewater,QB,NO,1,1,1,2,0,0,0,0,0.0,0.0
Blake Bortles,QB,JAC,1,64,64,100,13,0,77,77,19.7,30.8
Derek Carr,QB,OAK,1,50,50,98,4,0,60,60,27.8,55.6
Logan Thomas,TE,BUF,1,18,18,28,0,0,0,0,0.0,0.0
Carlos Hyde,RB,JAC,1,28,28,44,21,7,21,29,1.1,3.9
Sammy Watkins,WR,KC,1,55,55,93,0,16,15,16,22.7,41.3
Mike Evans,WR,TB,1,70,70,80,0,19,9,19,23.9,34.1
Brandin Cooks,WR,LAR,1,75,75,96,3,11,7,13,8.3,11.1
Davante Adams,WR,GB,1,40,40,74,0,18,13,18,13.3,33.3
Jordan Matthews,WR,PHI,1,34,34,54,0,15,12,15,9.3,27.4
Donte Moncrief,WR,JAC,1,56,56,88,0,13,7,13,5.4,9.6
Odell Beckham Jr.,WR,NYG,1,67,67,94,0,16,12,16,13.6,20.3
Jarvis Landry,WR,CLE,1,52,52,81,0,23,15,23,3.9,7.5
Paul Richardson Jr.,WR,WAS,1,46,46,67,2,11,7,13,4.1,8.9
Eric Ebron,TE,IND,1,17,17,22,0,18,18,18,9.7,57.1
Trey Burton,TE,CHI,1,48,48,73,0,8,6,8,1.8,3.8
James White,RB,NE,1,62,62,82,13,21,29,34,15.4,24.8
John Brown,WR,BAL,1,46,46,67,0,15,7,15,2.8,6.1
Taylor Gabriel,WR,CHI,1,44,44,67,0,14,9,14,5.2,11.8
Willie Snead IV,WR,BAL,1,52,52,75,0,21,10,21,5.4,10.4
Bennie Fowler III,WR,NYG,1,48,48,68,0,15,8,15,4.8,10.0
Dontrelle Inman,WR,IND,1,58,58,74,0,12,10,12,5.2,9.0
Keith Smith,RB,OAK,1,11,11,22,0,9,9,9,0.8,7.3
Adam Thielen,WR,MIN,1,69,69,93,1,10,12,12,15.8,22.9
Cameron Brate,TE,TB,1,26,26,30,0,8,4,8,1.3,5.0
Roosevelt Nix,RB,PIT,1,10,10,14,0,0,0,0,0.0,0.0
Josh Hill,TE,NO,1,35,35,65,0,0,0,0,0.0,0.0
Darren Fells,TE,CLE,1,25,25,39,0,4,4,4,0.6,2.4
Seth Roberts,WR,OAK,1,30,30,59,0,13,7,13,10.2,34.0
Jameis Winston,QB,TB,1,63,63,72,5,0,60,60,8.8,14.0
DeVante Parker,WR,MIA,1,66,66,100,0,14,9,14,13.4,20.3
Kevin White,WR,CHI,1,29,29,44,0,10,3,10,0.6,2.1
Todd Gurley II,RB,LAR,1,70,70,90,36,10,44,46,27.5,39.3
Devin Funchess,WR,CAR,1,48,48,74,0,6,6,6,2.7,5.6
Ameer Abdullah,RB,DET,1,4,4,7,0,25,25,25,-1.4,-35.0
Taylor Heinicke,QB,CAR,1,3,3,5,67,0,100,100,0.3,10.0
Duke Johnson Jr.,RB,CLE,1,23,23,36,9,13,17,22,1.6,7.0
T.J. Yeldon,RB,JAC,1,37,37,58,5,24,24,30,9.0,24.3
Mike Davis,RB,SEA,1,20,20,32,50,5,55,55,3.5,17.5
David Johnson,RB,ARI,1,53,53,80,30,8,38,38,10.0,18.9
Malcolm Brown,RB,LAR,1,9,9,12,11,0,11,11,0.7,7.8
Nick O'Leary,TE,MIA,1,49,49,74,0,0,0,0,0.0,0.0
Jesse James,TE,PIT,1,40,40,56,0,8,5,8,0.9,2.3
Nick Boyle,TE,BAL,1,31,31,45,0,10,3,10,0.7,2.3
Blake Bell,TE,JAC,1,32,32,50,0,6,3,6,1.3,4.1
Nelson Agholor,WR,PHI,1,57,57,90,2,11,7,12,6.3,11.1
Tyler Lockett,WR,SEA,1,44,44,70,5,5,9,9,10.7,24.3
Breshad Perriman,WR,CLE,1,9,9,14,0,11,0,11,0.0,0.0
Ty Montgomery,RB,GB,1,6,6,11,33,33,50,67,-1.2,-20.0
Phillip Dorsett II,WR,NE,1,5,5,7,0,0,0,0,0.0,0.0
Stefon Diggs,WR,MIN,1,64,64,86,0,17,16,17,17.9,28.0
Chris Manhertz,TE,CAR,1,22,22,34,0,0,0,0,0.0,0.0
C.J. Uzomah,TE,CIN,1,64,64,96,0,6,0,6,0.0,0.0
DeAndre Carter,WR,PHI,1,6,6,10,0,0,0,0,0.0,0.0
Chris Conley,WR,KC,1,30,30,51,0,0,0,0,0.0,0.0
Damiere Byrd,WR,CAR,1,9,9,14,0,11,0,11,0.0,0.0
J.J. Nelson,WR,ARI,1,18,18,27,6,6,6,11,0.8,4.4
Matt LaCosse,TE,DEN,1,27,27,37,0,19,15,19,2.9,10.7
Raheem Mostert,RB,SF,1,12,12,18,17,8,17,25,1.8,15.0
Eric Tomlinson,TE,NYJ,1,6,6,11,0,0,0,0,0.0,0.0
Daniel Brown,TE,CHI,1,1,1,2,0,0,0,0,0.0,0.0
Adam Humphries,WR,TB,1,62,62,70,0,16,11,16,7.6,12.3
Laquon Treadwell,WR,MIN,1,46,46,62,0,11,7,11,2.5,5.4
Jared Goff,QB,LAR,1,78,78,100,6,0,51,51,26.5,34.0
Josh Doctson,WR,WAS,1,56,56,81,0,9,9,9,4.9,8.8
Carson Wentz,QB,PHI,1,62,62,98,10,2,60,60,22.6,36.5
Michael Thomas,WR,NO,1,51,51,94,0,12,10,12,8.1,15.9
