rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Pittsburgh Steelers,4,3,1,3,1,0,0,1,25.0,25.0,44.6,PIT,DST,10,2019
2,Baltimore Ravens,2,1,2,2,2,0,0,1,24.0,24.0,51.9,BAL,DST,10,2019
3,Los Angeles Rams,3,0,2,2,1,1,0,1,19.0,19.0,74.5,LAR,DST,10,2019
4,San Francisco 49ers,5,1,3,5,1,0,0,1,19.0,19.0,79.5,SF,DST,10,2019
5,Seattle Seahawks,5,1,2,2,1,0,0,1,18.0,18.0,39.4,SEA,DST,10,2019
6,Las Vegas Raiders,5,3,0,1,1,0,0,1,17.0,17.0,7.6,LV,DST,10,2019
7,New York Jets,6,0,2,3,1,0,0,1,16.0,16.0,3.3,NYJ,DST,10,2019
8,Miami Dolphins,1,3,0,1,0,0,0,1,11.0,11.0,60.2,MIA,DST,10,2019
9,Atlanta Falcons,6,0,0,0,0,0,0,1,10.0,10.0,5.8,ATL,DST,10,2019
10,Tennessee Titans,2,0,1,1,1,0,0,1,9.0,9.0,48.4,TEN,DST,10,2019
11,Arizona Cardinals,4,2,1,1,0,0,0,1,9.0,9.0,60.9,ARI,DST,10,2019
12,Green Bay Packers,3,1,1,1,0,0,0,1,8.0,8.0,60.6,GB,DST,10,2019
13,Indianapolis Colts,3,1,1,1,0,0,0,1,8.0,8.0,66.4,IND,DST,10,2019
14,Chicago Bears,2,1,0,0,0,0,0,1,8.0,8.0,35.9,CHI,DST,10,2019
15,Detroit Lions,5,0,0,0,0,0,0,1,6.0,6.0,1.1,DET,DST,10,2019
16,Tampa Bay Buccaneers,2,1,1,1,0,0,0,1,6.0,6.0,98.0,TB,DST,10,2019
17,Buffalo Bills,2,0,0,0,0,1,0,1,5.0,5.0,95.9,BUF,DST,10,2019
18,Kansas City Chiefs,4,0,1,1,0,0,0,1,5.0,5.0,45.7,KC,DST,10,2019
19,Los Angeles Chargers,3,0,0,0,0,0,0,1,4.0,4.0,44.3,LAC,DST,10,2019
20,Minnesota Vikings,1,1,0,0,0,0,0,1,3.0,3.0,28.0,MIN,DST,10,2019
21,New Orleans Saints,1,1,0,0,0,0,0,1,3.0,3.0,79.3,NO,DST,10,2019
22,Cleveland Browns,1,0,0,1,0,0,0,1,2.0,2.0,40.8,CLE,DST,10,2019
23,Carolina Panthers,2,0,0,0,0,0,0,1,2.0,2.0,27.8,CAR,DST,10,2019
24,New York Giants,2,0,0,0,0,0,0,1,1.0,1.0,4.5,NYG,DST,10,2019
25,Denver Broncos,0,0,0,0,0,0,0,0,0.0,0.0,48.5,DEN,DST,10,2019
26,Philadelphia Eagles,0,0,0,0,0,0,0,0,0.0,0.0,52.5,PHI,DST,10,2019
27,Dallas Cowboys,1,0,0,0,0,0,0,1,0.0,0.0,82.9,DAL,DST,10,2019
28,Houston Texans,0,0,0,0,0,0,0,0,0.0,0.0,6.4,HOU,DST,10,2019
29,New England Patriots,0,0,0,0,0,0,0,0,0.0,0.0,93.2,NE,DST,10,2019
30,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0.0,0.0,6.9,JAC,DST,10,2019
31,Washington Commanders,0,0,0,0,0,0,0,0,0.0,0.0,27.5,WAS,DST,10,2019
32,Cincinnati Bengals,1,1,0,0,0,0,0,1,-1.0,-1.0,14.7,CIN,DST,10,2019
