rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,New England Patriots,1,3,1,1,1,0,1,1,31.0,31.0,93.2,NE,DST,6,2019
2,Denver Broncos,7,3,0,1,0,0,0,1,23.0,23.0,48.5,DEN,DST,6,2019
3,Carolina Panthers,7,5,2,2,0,0,0,1,21.0,21.0,27.8,CAR,DST,6,2019
4,Pittsburgh Steelers,1,2,1,0,1,0,0,1,14.0,14.0,44.6,PIT,DST,6,2019
5,New York Giants,3,1,1,1,1,0,0,1,14.0,14.0,4.5,NYG,DST,6,2019
6,New Orleans Saints,2,1,0,0,0,0,0,1,11.0,11.0,79.3,NO,DST,6,2019
7,Washington Commanders,5,2,0,1,0,0,0,1,10.0,10.0,27.5,WAS,DST,6,2019
8,San Francisco 49ers,4,0,1,1,0,0,0,1,10.0,10.0,79.5,SF,DST,6,2019
9,Minnesota Vikings,2,2,1,1,0,0,0,1,9.0,9.0,28.0,MIN,DST,6,2019
10,Seattle Seahawks,0,3,1,1,0,0,0,1,7.0,7.0,39.4,SEA,DST,6,2019
11,Jacksonville Jaguars,3,0,0,1,0,0,0,1,7.0,7.0,6.9,JAC,DST,6,2019
12,Detroit Lions,1,1,2,1,0,0,0,1,7.0,7.0,1.1,DET,DST,6,2019
13,Los Angeles Rams,2,1,1,1,0,0,0,1,7.0,7.0,74.5,LAR,DST,6,2019
14,Houston Texans,1,1,1,1,0,0,0,1,5.0,5.0,6.4,HOU,DST,6,2019
15,Kansas City Chiefs,0,2,1,1,0,0,0,1,5.0,5.0,45.7,KC,DST,6,2019
16,Baltimore Ravens,2,1,0,0,0,0,0,1,5.0,5.0,51.9,BAL,DST,6,2019
17,Tennessee Titans,1,1,0,1,0,0,0,1,4.0,4.0,48.4,TEN,DST,6,2019
18,Dallas Cowboys,2,1,0,0,0,0,0,1,4.0,4.0,82.9,DAL,DST,6,2019
19,Cleveland Browns,3,0,1,2,0,0,0,1,4.0,4.0,40.8,CLE,DST,6,2019
20,Green Bay Packers,3,0,0,0,0,0,0,1,3.0,3.0,60.6,GB,DST,6,2019
21,Cincinnati Bengals,1,0,1,1,0,0,1,1,3.0,3.0,14.7,CIN,DST,6,2019
22,Los Angeles Chargers,0,1,0,0,0,0,0,1,3.0,3.0,44.3,LAC,DST,6,2019
23,Arizona Cardinals,2,0,0,1,0,0,0,1,1.0,1.0,60.9,ARI,DST,6,2019
24,Philadelphia Eagles,1,1,1,1,0,0,0,1,1.0,1.0,52.5,PHI,DST,6,2019
25,New York Jets,1,0,0,0,0,0,0,1,1.0,1.0,3.3,NYJ,DST,6,2019
26,Miami Dolphins,0,0,0,0,0,0,0,1,1.0,1.0,60.2,MIA,DST,6,2019
27,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,6,2019
28,Indianapolis Colts,0,0,0,0,0,0,0,0,0.0,0.0,66.4,IND,DST,6,2019
29,Chicago Bears,0,0,0,0,0,0,0,0,0.0,0.0,35.9,CHI,DST,6,2019
30,Tampa Bay Buccaneers,2,0,1,0,0,0,0,1,0.0,0.0,98.0,TB,DST,6,2019
31,Buffalo Bills,0,0,0,0,0,0,0,0,0.0,0.0,95.9,BUF,DST,6,2019
32,Atlanta Falcons,0,0,0,0,0,0,0,1,-1.0,-1.0,5.8,ATL,DST,6,2019
