player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Darrynton EvansTEN,1.1,4.4,0.0,0.4,2.7,0.0,0.0,1.0,TEN,4,RB
C.J. HamMIN,0.4,1.2,0.0,0.6,5.5,0.0,0.0,1.0,MIN,4,RB
Jaret PattersonWAS,0.8,4.2,0.0,0.2,1.8,0.0,0.0,0.8,WAS,4,RB
Devontae BookerNYG,1.0,4.9,0.0,0.3,2.0,0.0,0.0,0.8,NYG,4,RB
Kalen BallagePIT,0.7,4.3,0.0,0.3,1.2,0.0,0.0,0.8,PIT,4,RB
Jerick McKinnonKC,0.8,3.5,0.0,0.4,3.1,0.0,0.0,0.8,KinnonKC,4,RB
Derek WattPIT,0.8,2.2,0.0,0.3,2.6,0.0,0.0,0.8,PIT,4,RB
Damarea CrockettDEN,0.6,3.2,0.0,0.3,2.5,0.0,0.0,0.7,DEN,4,RB
Gabe NabersLAC,1.0,2.4,0.0,0.3,2.2,0.0,0.0,0.7,LAC,4,RB
Khalil HerbertCHI,0.7,3.2,0.0,0.2,1.6,0.0,0.0,0.7,CHI,4,RB
Khari BlasingameTEN,1.0,4.0,0.0,0.2,3.0,0.0,0.0,0.7,TEN,4,RB
Taiwan JonesBUF,0.7,3.0,0.0,0.2,2.8,0.0,0.0,0.7,BUF,4,RB
Joshua KelleyLAC,1.0,3.7,0.1,0.0,0.1,0.0,0.0,0.7,LAC,4,RB
Wayne Gallman Jr.MIN,0.9,3.4,0.0,0.1,1.1,0.0,0.0,0.6,MIN,4,RB
Alex Armah Jr.WAS,0.8,2.2,0.0,0.3,3.0,0.0,0.0,0.6,WAS,4,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.6,CAR,4,RB
D'Ernest JohnsonCLE,0.7,2.7,0.0,0.2,2.0,0.0,0.0,0.6,CLE,4,RB
Corey ClementDAL,0.7,3.2,0.0,0.1,1.0,0.0,0.0,0.6,DAL,4,RB
Jason CabindaDET,1.5,3.1,0.0,0.2,2.4,0.0,0.0,0.6,DET,4,RB
Elijhaa PennyNYG,1.0,2.9,0.0,0.2,1.5,0.0,0.0,0.5,NYG,4,RB
Andy JanovichCLE,0.4,0.1,0.0,0.2,2.2,0.0,0.0,0.4,CLE,4,RB
Jakob JohnsonNE,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.4,NE,4,RB
Marlon MackIND,0.4,1.6,0.0,0.2,1.5,0.0,0.0,0.4,IND,4,RB
Nick BelloreSEA,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4,SEA,4,RB
Spencer BrownBUF,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.4,BUF,4,RB
Dwayne WashingtonNO,0.4,0.7,0.0,0.2,2.8,0.0,0.0,0.4,NO,4,RB
Ke'Shawn VaughnTB,0.5,2.0,0.0,0.2,1.5,0.0,0.0,0.4,TB,4,RB
Michael BurtonKC,0.3,0.6,0.0,0.3,2.0,0.0,0.0,0.3,KC,4,RB
Mekhi SargentJAC,0.4,1.5,0.0,0.1,1.5,0.0,0.0,0.3,JAC,4,RB
Cullen GillaspiaNYG,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3,NYG,4,RB
Godwin IgwebuikeDET,0.3,0.7,0.0,0.0,0.7,0.0,0.0,0.1,DET,4,RB
Reggie GilliamBUF,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,4,RB
James WhiteNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,4,RB
La'Mical PerineNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,4,RB
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,4,RB
Giovani BernardTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,4,RB
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,4,RB
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,4,RB
Tarik CohenCHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,4,RB
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,4,RB
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,4,RB
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4,RB
Kene NwangwuMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,4,RB
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,4,RB
Rashaad PennySEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,4,RB
Travis Etienne Jr.JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,4,RB
Antonio WilliamsNYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,4,RB
Matt BreidaBUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,4,RB
Trayveon WilliamsCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,4,RB
Christian McCaffreyCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaffreyCAR,4,RB
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,4,RB
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,4,RB
Mike BooneDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,4,RB
Jonathan WilliamsWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,4,RB
Eno BenjaminARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,4,RB
Derrick HenryTEN,25.7,115.6,0.9,2.5,22.4,0.1,0.2,19.0,TEN,5,RB
Alvin KamaraNO,18.3,79.2,0.6,4.3,35.9,0.3,0.1,16.5,NO,5,RB
Aaron JonesGB,15.1,69.4,0.6,3.4,28.7,0.2,0.1,14.7,GB,5,RB
Alexander MattisonMIN,18.3,79.3,0.6,2.5,24.3,0.1,0.1,14.6,MIN,5,RB
Austin EkelerLAC,13.8,59.1,0.4,4.9,42.1,0.3,0.1,14.3,LAC,5,RB
Ezekiel ElliottDAL,16.8,74.2,0.7,2.4,20.1,0.1,0.1,14.1,DAL,5,RB
Saquon BarkleyNYG,15.0,65.9,0.5,4.2,32.4,0.2,0.1,13.8,NYG,5,RB
Nick ChubbCLE,16.1,83.7,0.7,1.6,11.4,0.0,0.1,13.4,CLE,5,RB
Damien WilliamsCHI,14.9,64.6,0.6,3.3,24.4,0.1,0.1,13.0,CHI,5,RB
James RobinsonJAC,15.2,65.1,0.6,3.1,25.1,0.1,0.1,13.0,JAC,5,RB
Najee HarrisPIT,15.8,58.2,0.4,4.8,35.6,0.2,0.1,12.8,PIT,5,RB
Darrell Henderson Jr.LAR,15.5,66.6,0.6,2.4,20.5,0.1,0.1,12.6,LAR,5,RB
Damien HarrisNE,17.0,76.8,0.6,1.3,11.4,0.0,0.1,12.3,NE,5,RB
D'Andre SwiftDET,10.6,44.9,0.3,5.2,43.3,0.3,0.1,12.2,DET,5,RB
Jonathan TaylorIND,14.8,66.7,0.5,2.5,19.9,0.1,0.1,12.0,IND,5,RB
Leonard FournetteTB,14.4,57.7,0.5,3.3,25.0,0.1,0.1,11.8,TB,5,RB
Josh JacobsLV,15.5,61.1,0.6,1.9,14.5,0.0,0.1,11.3,LV,5,RB
Clyde Edwards-HelaireKC,14.2,59.9,0.5,2.1,18.0,0.1,0.1,11.2,HelaireKC,5,RB
Alex CollinsSEA,13.3,56.9,0.6,1.7,13.8,0.1,0.1,11.1,SEA,5,RB
Antonio GibsonWAS,14.9,59.2,0.5,2.2,18.9,0.1,0.1,11.0,WAS,5,RB
Cordarrelle PattersonATL,6.9,29.1,0.2,4.4,43.4,0.4,0.1,10.4,ATL,5,RB
Chuba HubbardCAR,14.6,58.2,0.4,2.2,17.1,0.1,0.1,10.1,CAR,5,RB
Dalvin CookMIN,10.0,46.5,0.5,1.5,14.0,0.2,0.0,10.0,MIN,5,RB
Mike DavisATL,13.1,48.3,0.4,3.2,22.6,0.1,0.1,9.9,ATL,5,RB
Melvin Gordon IIIDEN,12.3,52.8,0.5,2.1,14.9,0.1,0.1,9.9,IIDEN,5,RB
Latavius MurrayBAL,14.2,56.6,0.6,1.0,7.3,0.0,0.1,9.9,BAL,5,RB
Zack MossBUF,11.1,47.8,0.5,1.4,11.2,0.1,0.1,9.5,BUF,5,RB
Joe MixonCIN,12.1,54.0,0.4,2.0,14.4,0.1,0.1,9.4,CIN,5,RB
Chase EdmondsARI,9.0,40.0,0.2,3.9,31.1,0.2,0.1,9.4,ARI,5,RB
Kareem HuntCLE,9.2,43.0,0.3,3.0,25.0,0.1,0.1,9.2,CLE,5,RB
Miles SandersPHI,11.8,54.1,0.3,2.3,19.4,0.1,0.1,9.2,PHI,5,RB
Michael CarterNYJ,12.4,50.3,0.3,2.0,15.8,0.1,0.1,8.7,NYJ,5,RB
James ConnerARI,12.3,46.9,0.5,1.0,8.0,0.0,0.1,8.2,ARI,5,RB
Elijah MitchellSF,10.0,47.6,0.3,1.4,12.1,0.0,0.1,8.1,SF,5,RB
Jamaal WilliamsDET,9.9,41.5,0.2,2.7,19.3,0.1,0.1,7.7,DET,5,RB
Tony PollardDAL,8.2,39.3,0.2,2.1,17.8,0.1,0.1,7.6,DAL,5,RB
Javonte WilliamsDEN,10.5,42.8,0.2,2.0,15.9,0.1,0.1,7.5,DEN,5,RB
Devin SingletaryBUF,9.8,45.6,0.2,1.8,13.3,0.1,0.1,7.4,BUF,5,RB
Myles GaskinMIA,8.4,31.7,0.1,2.9,21.3,0.1,0.1,6.5,MIA,5,RB
Kenyan DrakeLV,6.5,25.7,0.2,2.7,22.0,0.1,0.1,6.0,LV,5,RB
Mark Ingram IINO,9.1,39.9,0.2,0.7,5.5,0.0,0.1,5.9,INO,5,RB
Trey SermonSF,8.3,35.8,0.2,1.0,8.9,0.0,0.0,5.8,SF,5,RB
Nyheim HinesIND,4.9,18.5,0.1,3.4,27.1,0.1,0.1,5.7,IND,5,RB
Kenneth GainwellPHI,4.9,21.1,0.1,2.6,22.7,0.1,0.0,5.7,PHI,5,RB
David JohnsonHOU,5.6,22.7,0.1,2.5,20.3,0.1,0.0,5.5,HOU,5,RB
J.D. McKissicWAS,4.3,15.8,0.1,3.5,26.5,0.1,0.1,5.3,KissicWAS,5,RB
Brandon BoldenNE,4.1,16.8,0.2,2.4,20.7,0.1,0.0,5.2,NE,5,RB
Ronald Jones IITB,6.8,29.9,0.2,0.6,4.6,0.0,0.1,4.8,ITB,5,RB
AJ DillonGB,7.3,31.7,0.1,0.9,7.6,0.0,0.1,4.7,GB,5,RB
Samaje PerineCIN,7.4,27.9,0.2,0.9,7.2,0.0,0.0,4.6,CIN,5,RB
Darrel WilliamsKC,5.6,20.6,0.2,1.0,8.0,0.1,0.0,4.5,KC,5,RB
Sony MichelLAR,6.6,28.0,0.2,0.6,5.6,0.0,0.0,4.4,LAR,5,RB
Malcolm BrownMIA,6.9,25.0,0.2,0.9,6.4,0.0,0.1,4.4,MIA,5,RB
Ty JohnsonNYJ,4.8,19.7,0.1,1.5,11.9,0.1,0.1,4.0,NYJ,5,RB
Ameer AbdullahCAR,4.7,18.8,0.1,1.1,9.2,0.1,0.1,4.0,CAR,5,RB
Carlos HydeJAC,4.9,20.9,0.2,0.8,5.7,0.0,0.0,3.8,JAC,5,RB
Phillip LindsayMIA,5.6,23.4,0.1,0.9,6.2,0.0,0.0,3.6,MIA,5,RB
Larry Rountree IIILAC,5.5,19.9,0.1,0.9,7.0,0.0,0.0,3.3,IILAC,5,RB
Travis HomerSEA,4.0,15.2,0.0,1.4,11.5,0.1,0.0,3.3,SEA,5,RB
Ty'Son WilliamsBAL,3.7,16.3,0.1,0.8,7.3,0.1,0.1,3.2,BAL,5,RB
Wayne Gallman Jr.MIN,4.7,20.0,0.1,0.5,3.5,0.0,0.0,3.2,MIN,5,RB
Khalil HerbertCHI,4.4,16.6,0.1,0.9,7.2,0.0,0.0,3.1,CHI,5,RB
Giovani BernardTB,1.0,5.2,0.0,2.1,16.0,0.1,0.0,3.0,TB,5,RB
Kyle JuszczykSF,0.8,3.0,0.0,2.0,19.0,0.1,0.0,2.9,SF,5,RB
Ty MontgomeryNO,2.5,8.8,0.0,1.3,12.7,0.1,0.0,2.8,NO,5,RB
Royce FreemanHOU,4.2,16.0,0.1,0.6,3.8,0.0,0.0,2.7,HOU,5,RB
Devine OzigboNE,2.7,8.9,0.1,1.0,9.1,0.1,0.0,2.6,NE,5,RB
Mike BooneDEN,4.0,18.9,0.1,0.1,0.7,0.0,0.0,2.6,DEN,5,RB
Salvon AhmedMIA,2.9,11.7,0.1,1.1,8.0,0.0,0.0,2.5,MIA,5,RB
Rhamondre StevensonNE,2.6,11.9,0.1,0.7,5.5,0.0,0.0,2.4,NE,5,RB
Tevin ColemanNYJ,3.9,15.3,0.1,0.4,3.4,0.0,0.0,2.4,NYJ,5,RB
Marlon MackIND,3.1,14.9,0.1,0.4,3.3,0.0,0.0,2.3,IND,5,RB
J.J. TaylorNE,1.9,9.0,0.1,0.8,7.0,0.1,0.0,2.2,NE,5,RB
Demetric FeltonCLE,1.2,4.6,0.0,1.1,10.4,0.1,0.0,2.0,CLE,5,RB
DeeJay DallasSEA,2.2,8.7,0.1,0.5,3.8,0.0,0.0,1.8,SEA,5,RB
C.J. HamMIN,1.3,4.7,0.0,0.7,6.9,0.1,0.0,1.7,MIN,5,RB
Chris EvansCIN,2.2,8.0,0.0,0.7,5.2,0.0,0.0,1.7,CIN,5,RB
Devonta FreemanBAL,2.4,9.4,0.0,0.4,3.5,0.0,0.0,1.7,BAL,5,RB
Dwayne WashingtonNO,2.7,9.4,0.0,0.6,4.6,0.0,0.0,1.6,NO,5,RB
Gary BrightwellNYG,1.6,5.7,0.0,0.5,4.3,0.0,0.0,1.5,NYG,5,RB
Patrick RicardBAL,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.5,BAL,5,RB
Devontae BookerNYG,1.8,7.5,0.1,0.5,3.3,0.0,0.0,1.5,NYG,5,RB
Dare OgunbowaleJAC,1.5,6.0,0.1,0.5,4.2,0.0,0.0,1.4,JAC,5,RB
Eno BenjaminARI,1.0,6.7,0.1,0.3,2.2,0.0,0.0,1.3,ARI,5,RB
Anthony McFarland Jr.PIT,1.3,5.4,0.0,0.6,4.0,0.0,0.0,1.2,PIT,5,RB
Jake FunkLAR,1.2,5.9,0.1,0.3,2.6,0.0,0.0,1.2,LAR,5,RB
Keith SmithATL,0.8,3.0,0.0,0.7,6.0,0.0,0.0,1.2,ATL,5,RB
Benny Snell Jr.PIT,1.7,6.6,0.0,0.2,1.7,0.0,0.0,1.1,PIT,5,RB
Peyton BarberLV,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.1,LV,5,RB
Joshua KelleyLAC,1.8,7.3,0.0,0.3,1.8,0.0,0.0,1.1,LAC,5,RB
Boston ScottPHI,1.2,4.6,0.0,0.4,3.0,0.0,0.0,1.1,PHI,5,RB
Jaret PattersonWAS,1.2,4.7,0.0,0.3,2.8,0.0,0.0,1.0,WAS,5,RB
Alec IngoldLV,0.4,1.2,0.0,0.6,5.3,0.0,0.0,0.9,LV,5,RB
Rex BurkheadHOU,0.6,2.0,0.0,0.9,7.0,0.0,0.0,0.9,HOU,5,RB
Kylin HillGB,1.2,6.1,0.0,0.2,1.7,0.0,0.0,0.9,GB,5,RB
Jerick McKinnonKC,1.0,3.9,0.0,0.4,3.4,0.0,0.0,0.9,KinnonKC,5,RB
Damarea CrockettDEN,0.8,4.4,0.0,0.3,2.5,0.0,0.0,0.8,DEN,5,RB
Corey ClementDAL,1.2,4.3,0.0,0.2,1.5,0.0,0.0,0.8,DAL,5,RB
Kalen BallagePIT,1.1,3.5,0.0,0.3,1.7,0.0,0.0,0.8,PIT,5,RB
Trenton CannonSF,0.9,2.3,0.0,0.5,3.3,0.0,0.0,0.7,SF,5,RB
Ryan NallCHI,0.0,1.9,0.0,0.5,4.1,0.0,0.0,0.7,CHI,5,RB
Alex Armah Jr.WAS,1.0,2.7,0.0,0.4,2.9,0.0,0.0,0.7,WAS,5,RB
Tory CarterTEN,1.2,5.0,0.0,0.2,2.0,0.0,0.0,0.7,TEN,5,RB
Taiwan JonesBUF,0.6,2.4,0.0,0.2,2.6,0.0,0.0,0.6,BUF,5,RB
Derek WattPIT,0.6,1.3,0.0,0.2,1.2,0.0,0.0,0.5,PIT,5,RB
Jason CabindaDET,1.3,2.5,0.0,0.2,2.0,0.0,0.0,0.5,DET,5,RB
Jakob JohnsonNE,0.1,0.1,0.0,0.3,2.1,0.0,0.0,0.4,NE,5,RB
Elijhaa PennyNYG,1.0,3.1,0.0,0.1,0.7,0.0,0.0,0.4,NYG,5,RB
D'Ernest JohnsonCLE,0.7,1.5,0.0,0.2,2.2,0.0,0.0,0.4,CLE,5,RB
Gabe NabersLAC,0.8,1.6,0.0,0.2,1.7,0.0,0.0,0.4,LAC,5,RB
Nick BelloreSEA,0.5,1.1,0.0,0.2,2.4,0.0,0.0,0.4,SEA,5,RB
Cullen GillaspiaNYG,0.5,2.0,0.0,0.2,2.0,0.0,0.0,0.4,NYG,5,RB
Buddy HowellLAR,0.7,2.0,0.0,0.1,2.0,0.0,0.0,0.4,LAR,5,RB
Andy JanovichCLE,0.3,0.1,0.0,0.2,1.6,0.0,0.0,0.4,CLE,5,RB
Michael BurtonKC,0.1,0.5,0.0,0.3,2.2,0.0,0.0,0.4,KC,5,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3,CAR,5,RB
Reggie GilliamBUF,0.1,0.0,0.0,0.2,2.0,0.0,0.0,0.2,BUF,5,RB
Khari BlasingameTEN,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2,TEN,5,RB
Godwin IgwebuikeDET,0.6,1.0,0.0,0.1,1.0,0.0,0.0,0.2,DET,5,RB
Kareem HuntCLE,18.0,83.6,0.8,3.7,32.9,0.2,0.1,17.5,CLE,6,RB
Derrick HenryTEN,23.0,103.4,0.8,2.1,18.1,0.1,0.2,16.8,TEN,6,RB
Najee HarrisPIT,19.7,77.1,0.7,4.8,39.7,0.2,0.1,16.6,PIT,6,RB
Jonathan TaylorIND,17.3,82.6,0.9,2.8,24.7,0.1,0.1,16.4,IND,6,RB
Austin EkelerLAC,14.5,63.1,0.6,5.0,44.3,0.3,0.1,15.8,LAC,6,RB
Dalvin CookMIN,17.5,80.8,0.6,3.2,25.4,0.1,0.1,14.6,MIN,6,RB
Aaron JonesGB,14.9,68.8,0.6,3.4,29.3,0.2,0.1,14.1,GB,6,RB
James RobinsonJAC,16.6,75.3,0.6,2.8,22.3,0.1,0.1,14.1,JAC,6,RB
Ezekiel ElliottDAL,17.5,77.6,0.7,2.3,17.9,0.1,0.1,13.9,DAL,6,RB
Joe MixonCIN,18.1,74.7,0.7,2.4,17.6,0.1,0.1,13.9,CIN,6,RB
Antonio GibsonWAS,16.0,70.2,0.7,2.1,18.9,0.1,0.1,13.5,WAS,6,RB
Darrell Henderson Jr.LAR,16.0,71.2,0.6,2.2,19.6,0.1,0.1,13.2,LAR,6,RB
Chuba HubbardCAR,16.5,69.9,0.6,3.0,23.2,0.1,0.1,12.9,CAR,6,RB
D'Andre SwiftDET,10.6,44.4,0.4,5.4,45.2,0.3,0.1,12.5,DET,6,RB
Leonard FournetteTB,14.7,58.1,0.5,3.6,25.7,0.1,0.1,12.0,TB,6,RB
Khalil HerbertCHI,16.4,66.7,0.6,2.0,15.5,0.1,0.1,11.7,CHI,6,RB
Myles GaskinMIA,11.4,49.3,0.3,4.1,32.0,0.2,0.1,11.0,MIA,6,RB
Josh JacobsLV,15.2,58.9,0.5,2.3,16.5,0.0,0.1,10.8,LV,6,RB
Melvin Gordon IIIDEN,12.6,57.0,0.6,1.8,13.4,0.1,0.1,10.6,IIDEN,6,RB
Darrel WilliamsKC,13.7,52.2,0.6,2.1,16.4,0.1,0.1,10.5,KC,6,RB
Zack MossBUF,11.9,48.0,0.5,1.7,14.4,0.1,0.1,9.8,BUF,6,RB
Alex CollinsSEA,14.0,56.7,0.4,1.6,14.1,0.0,0.1,9.8,SEA,6,RB
Damien HarrisNE,13.1,57.1,0.5,1.1,9.3,0.0,0.2,9.6,NE,6,RB
Latavius MurrayBAL,12.3,53.3,0.5,1.1,7.8,0.0,0.1,9.2,BAL,6,RB
Devontae BookerNYG,12.8,49.3,0.3,2.5,17.6,0.1,0.1,9.1,NYG,6,RB
Miles SandersPHI,10.6,44.9,0.2,2.7,21.8,0.1,0.1,8.5,PHI,6,RB
Javonte WilliamsDEN,10.7,47.9,0.3,2.2,17.1,0.1,0.1,8.5,DEN,6,RB
Chase EdmondsARI,8.0,33.7,0.2,3.8,30.1,0.2,0.1,8.2,ARI,6,RB
Jamaal WilliamsDET,10.9,44.1,0.2,2.3,16.4,0.1,0.1,7.9,DET,6,RB
Tony PollardDAL,8.6,42.3,0.2,1.9,16.2,0.1,0.1,7.2,DAL,6,RB
James ConnerARI,10.3,39.0,0.4,1.0,7.8,0.0,0.1,6.8,ARI,6,RB
Devin SingletaryBUF,8.6,37.4,0.2,1.8,12.9,0.1,0.1,6.4,BUF,6,RB
J.D. McKissicWAS,3.7,16.1,0.1,3.7,29.1,0.2,0.0,6.0,KissicWAS,6,RB
AJ DillonGB,8.4,35.5,0.2,1.4,12.0,0.0,0.1,5.9,GB,6,RB
Nyheim HinesIND,4.3,18.3,0.1,3.0,24.9,0.1,0.1,5.8,IND,6,RB
Kenneth GainwellPHI,4.3,17.7,0.1,3.1,26.3,0.1,0.0,5.8,PHI,6,RB
Ty'Son WilliamsBAL,7.0,33.0,0.3,2.0,9.5,0.0,0.0,5.8,BAL,6,RB
Samaje PerineCIN,8.2,31.0,0.2,0.9,8.0,0.1,0.1,5.5,CIN,6,RB
David JohnsonHOU,4.9,19.0,0.1,2.9,23.0,0.1,0.0,5.2,HOU,6,RB
Sony MichelLAR,7.5,31.8,0.2,0.7,5.8,0.0,0.0,5.0,LAR,6,RB
Jerick McKinnonKC,6.1,20.2,0.1,1.9,13.7,0.1,0.0,4.8,KinnonKC,6,RB
Alexander MattisonMIN,6.9,29.6,0.1,1.3,10.6,0.1,0.1,4.8,MIN,6,RB
Brandon BoldenNE,2.6,11.1,0.1,3.0,22.9,0.1,0.0,4.5,NE,6,RB
Ronald Jones IITB,6.6,27.7,0.2,0.4,3.3,0.0,0.1,4.3,ITB,6,RB
Marlon MackIND,5.2,24.7,0.1,0.5,3.8,0.0,0.0,3.8,IND,6,RB
Kenyan DrakeLV,4.5,17.5,0.1,1.6,12.2,0.0,0.0,3.7,LV,6,RB
Rhamondre StevensonNE,6.0,22.6,0.2,0.6,5.0,0.0,0.1,3.6,NE,6,RB
Salvon AhmedMIA,4.2,16.1,0.1,1.3,10.4,0.0,0.0,3.5,MIA,6,RB
Malcolm BrownMIA,5.4,19.9,0.2,0.5,3.9,0.0,0.0,3.5,MIA,6,RB
Trayveon WilliamsCIN,0.0,19.9,0.2,0.6,4.4,0.0,0.1,3.4,CIN,6,RB
D'Ernest JohnsonCLE,5.3,20.2,0.1,0.5,4.5,0.0,0.0,3.3,CLE,6,RB
Devonta FreemanBAL,3.8,15.7,0.1,1.2,8.6,0.1,0.0,3.3,BAL,6,RB
Giovani BernardTB,1.8,7.4,0.0,2.2,16.0,0.1,0.0,3.2,TB,6,RB
Royce FreemanHOU,4.7,18.2,0.1,1.1,7.5,0.0,0.1,3.2,HOU,6,RB
Demetric FeltonCLE,3.4,13.7,0.1,1.2,10.5,0.0,0.1,3.2,CLE,6,RB
Ryan NallCHI,4.6,14.8,0.1,0.8,7.4,0.1,0.0,3.1,CHI,6,RB
Chris EvansCIN,4.2,14.7,0.1,0.9,7.8,0.0,0.0,3.0,CIN,6,RB
Carlos HydeJAC,4.8,20.5,0.1,0.6,4.1,0.0,0.0,3.0,JAC,6,RB
Phillip LindsayMIA,5.0,19.0,0.1,0.8,4.8,0.0,0.0,3.0,MIA,6,RB
DeeJay DallasSEA,3.9,13.5,0.1,1.1,9.1,0.0,0.0,2.6,SEA,6,RB
Mike BooneDEN,3.4,14.3,0.1,0.2,1.4,0.0,0.0,2.4,DEN,6,RB
Justin JacksonLAC,2.9,11.7,0.1,0.8,6.7,0.0,0.0,2.3,LAC,6,RB
Derrick GoreKC,0.0,12.1,0.1,0.6,4.4,0.0,0.0,2.3,KC,6,RB
Joshua KelleyLAC,3.3,11.0,0.1,0.7,5.9,0.0,0.0,2.2,LAC,6,RB
Travis HomerSEA,2.3,8.3,0.0,1.0,8.7,0.0,0.0,1.9,SEA,6,RB
Gary BrightwellNYG,2.2,8.7,0.0,0.7,5.4,0.0,0.0,1.8,NYG,6,RB
Kalen BallagePIT,2.3,7.2,0.1,0.8,4.8,0.0,0.0,1.6,PIT,6,RB
Larry Rountree IIILAC,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.6,IILAC,6,RB
Jaret PattersonWAS,1.7,7.2,0.1,0.4,3.1,0.0,0.0,1.5,WAS,6,RB
Benny Snell Jr.PIT,1.8,6.8,0.1,0.4,3.2,0.0,0.0,1.4,PIT,6,RB
Darrynton EvansTEN,1.4,5.2,0.0,0.6,5.0,0.0,0.0,1.4,TEN,6,RB
Rashaad PennySEA,1.6,6.0,0.0,0.5,3.6,0.0,0.0,1.3,SEA,6,RB
Anthony McFarland Jr.PIT,1.3,4.7,0.0,0.5,4.2,0.0,0.0,1.3,PIT,6,RB
Patrick RicardBAL,0.3,1.0,0.0,1.0,7.2,0.1,0.0,1.3,BAL,6,RB
Rex BurkheadHOU,1.0,4.0,0.0,0.7,5.4,0.0,0.0,1.2,HOU,6,RB
Elijhaa PennyNYG,1.5,5.5,0.1,0.3,2.4,0.0,0.0,1.1,NYG,6,RB
Kylin HillGB,1.6,6.6,0.0,0.3,2.9,0.0,0.0,1.1,GB,6,RB
Andy JanovichCLE,1.0,3.8,0.0,0.4,3.9,0.0,0.0,1.1,CLE,6,RB
Jermar JeffersonDET,1.1,4.9,0.1,0.2,2.4,0.0,0.0,1.0,DET,6,RB
Matt BreidaBUF,1.9,8.4,0.0,0.2,1.5,0.0,0.0,1.0,BUF,6,RB
Boston ScottPHI,1.1,3.9,0.0,0.4,2.9,0.0,0.0,1.0,PHI,6,RB
Jake FunkLAR,1.2,4.9,0.0,0.2,1.9,0.0,0.0,1.0,LAR,6,RB
Dare OgunbowaleJAC,0.8,3.8,0.0,0.5,4.1,0.0,0.0,0.9,JAC,6,RB
Ameer AbdullahCAR,1.1,4.4,0.0,0.5,3.3,0.0,0.0,0.9,CAR,6,RB
Peyton BarberLV,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8,LV,6,RB
Corey ClementDAL,1.2,4.2,0.0,0.2,1.2,0.0,0.0,0.7,DAL,6,RB
C.J. HamMIN,0.6,1.6,0.0,0.6,4.6,0.0,0.0,0.7,MIN,6,RB
Michael BurtonKC,0.7,2.2,0.0,0.4,3.0,0.0,0.0,0.7,KC,6,RB
Ke'Shawn VaughnTB,1.0,4.0,0.0,0.1,2.0,0.0,0.0,0.6,TB,6,RB
Alec IngoldLV,0.3,0.2,0.0,0.4,2.8,0.0,0.0,0.5,LV,6,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.5,CAR,6,RB
