,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Deebo Samuel(SF),1,4,12,12.0,12,0,0,6,66,2,0,1,19.8,19.8,98.8%
1,2,Jaylen Waddle(MIA),9,10,137,15.2,57,0,1,0,0,0,0,1,19.7,19.7,94.6%
2,3,Adam Thielen(MIN),5,7,62,12.4,29,0,2,0,0,0,0,1,18.2,18.2,82.7%
3,4,Kendrick Bourne(NE),5,6,61,12.2,41,0,2,0,0,0,0,1,18.1,18.1,23.7%
4,5,Tee Higgins(CIN),6,8,114,19.0,32,0,1,0,0,0,0,1,17.4,17.4,95.2%
5,6,DeSean Jackson(LV),3,4,102,34.0,56,0,1,0,0,0,0,1,16.2,16.2,4.4%
6,7,Van Jefferson(LAR),3,9,93,31.0,79,0,1,0,0,0,0,1,15.3,15.3,68.1%
7,8,Odell Beckham Jr.(LAR),5,10,81,16.2,54,0,1,0,0,0,0,1,14.1,14.1,90.8%
8,9,Hunter Renfrow(LV),8,9,134,16.8,54,0,0,1,2,0,0,1,13.6,13.6,89.8%
9,10,Randall Cobb(GB),4,5,95,23.8,54,0,1,0,0,0,1,1,13.5,13.5,7.6%
10,11,Stefon Diggs(BUF),7,9,74,10.6,28,0,1,0,0,0,0,1,13.4,13.4,100.0%
11,12,Josh Reynolds(DET),3,5,70,23.3,39,0,1,0,0,0,0,1,13.0,13.0,6.9%
12,13,Darnell Mooney(CHI),5,8,123,24.6,52,0,0,1,2,0,0,1,12.5,12.5,76.3%
13,14,Russell Gage(ATL),6,7,62,10.3,15,0,1,0,0,0,0,1,12.2,12.2,60.2%
14,15,Ashton Dulin(IND),1,1,62,62.0,62,0,1,0,0,0,0,1,12.2,12.2,0.1%
15,16,Cooper Kupp(LAR),7,10,96,13.7,22,0,0,0,0,0,0,1,11.6,11.6,100.0%
16,17,Michael Gallup(DAL),5,8,106,21.2,41,0,0,0,0,0,0,1,10.6,10.6,72.8%
17,18,Brandin Cooks(HOU),3,5,45,15.0,40,0,1,0,0,0,0,1,10.5,10.5,92.7%
18,19,Cedrick Wilson Jr.(DAL),7,10,104,14.9,51,0,0,0,0,0,0,1,10.4,10.4,4.0%
19,20,Davante Adams(GB),8,9,104,13.0,43,0,0,0,0,0,0,1,10.4,10.4,100.0%
20,21,DJ Moore(CAR),4,10,103,25.8,64,0,0,0,0,0,0,1,10.3,10.3,95.7%
21,22,Jakobi Meyers(NE),5,8,98,19.6,38,0,0,0,0,0,0,1,9.8,9.8,66.5%
22,23,Tyler Lockett(SEA),3,5,96,32.0,55,0,0,0,0,0,0,1,9.6,9.6,97.5%
23,24,Diontae Johnson(PIT),9,14,95,10.6,16,0,0,0,0,0,0,1,9.5,9.5,98.1%
24,25,Brandon Aiyuk(SF),3,6,91,30.3,37,0,0,1,4,0,0,1,9.5,9.5,88.8%
25,26,Justin Jefferson(MIN),4,9,83,20.8,30,0,0,0,0,0,0,1,9.3,9.3,99.9%
26,27,Freddie Swain(SEA),1,2,32,32.0,32,0,1,0,0,0,0,1,9.2,9.2,0.7%
27,28,Jarvis Landry(CLE),6,10,111,18.5,38,0,0,0,0,0,1,1,9.1,9.1,72.5%
28,29,T.Y. Hilton(IND),4,5,28,7.0,10,0,1,0,0,0,0,1,8.8,8.8,16.8%
29,30,Keenan Allen(LAC),7,10,85,12.1,24,0,0,0,0,0,0,1,8.5,8.5,99.3%
30,31,Nick Westbrook-Ikhine(TEN),2,6,25,12.5,24,0,1,0,0,0,0,1,8.5,8.5,8.5%
31,32,Jauan Jennings(SF),2,3,24,12.0,21,0,1,0,0,0,0,1,8.4,8.4,0.6%
32,33,Chase Claypool(PIT),3,8,82,27.3,41,0,0,0,0,0,0,1,8.2,8.2,85.4%
33,34,Tavon Austin(JAC),2,2,21,10.5,14,0,1,0,0,0,0,1,8.1,8.1,0.1%
34,35,Zay Jones(LV),5,7,59,11.8,35,0,0,1,4,0,0,1,6.3,6.3,6.0%
35,36,Noah Brown(DAL),6,9,53,8.8,15,0,0,0,0,0,0,1,5.3,5.3,0.1%
36,37,Laquon Treadwell(JAC),4,8,53,13.3,20,0,0,0,0,0,0,1,5.3,5.3,2.5%
37,38,Elijah Moore(NYJ),4,8,46,11.5,22,0,0,1,7,0,0,1,5.3,5.3,49.1%
38,39,Michael Pittman Jr.(IND),4,10,53,13.3,23,0,0,0,0,0,0,1,5.3,5.3,92.6%
39,40,Marquise Brown(BAL),8,10,51,6.4,11,0,0,0,0,0,0,1,5.1,5.1,92.8%
40,41,Terry McLaurin(WAS),4,7,51,12.8,20,0,0,0,0,0,0,1,5.1,5.1,97.0%
41,42,Kenny Golladay(NYG),3,7,50,16.7,18,0,0,0,0,0,0,1,5.0,5.0,51.8%
42,43,Marquez Valdes-Scantling(GB),4,9,50,12.5,28,0,0,0,0,0,0,1,5.0,5.0,36.0%
43,44,Lil'Jordan Humphrey(NO),3,5,47,15.7,24,0,0,0,0,0,0,1,4.7,4.7,0.2%
44,45,Gabriel Davis(BUF),2,3,47,23.5,26,0,0,0,0,0,0,1,4.7,4.7,22.3%
45,46,Braxton Berrios(NYJ),2,3,47,23.5,46,0,0,0,0,0,0,1,4.7,4.7,6.3%
46,47,DeAndre Carter(WAS),4,5,42,10.5,16,0,0,1,4,0,0,1,4.6,4.6,1.8%
47,48,Cole Beasley(BUF),5,5,46,9.2,14,0,0,0,0,0,0,1,4.6,4.6,63.2%
48,49,Marvin Jones Jr.(JAC),4,7,43,10.8,21,0,0,0,0,0,0,1,4.3,4.3,55.4%
49,50,Damiere Byrd(CHI),4,5,42,10.5,19,0,0,0,0,0,0,1,4.2,4.2,0.1%
50,51,Mike Williams(LAC),4,8,39,9.8,13,0,0,0,0,0,0,1,3.9,3.9,91.9%
51,52,Ja'Marr Chase(CIN),3,3,39,13.0,16,0,0,0,0,0,0,1,3.9,3.9,98.5%
52,53,Laviska Shenault Jr.(JAC),5,9,33,6.6,24,0,0,0,0,0,0,1,3.3,3.3,34.3%
53,54,Rashod Bateman(BAL),4,4,31,7.8,13,0,0,0,0,0,0,1,3.1,3.1,29.1%
54,55,Tre'Quan Smith(NO),4,5,31,7.8,14,0,0,0,0,0,0,1,3.1,3.1,7.5%
