rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Washington Commanders,4,1,2,2,2,0,0,1,23.0,23.0,27.5,WAS,DST,14,2020
2,Los Angeles Rams,6,1,0,0,1,0,0,1,21.0,21.0,74.5,LAR,DST,14,2020
3,Dallas Cowboys,2,0,3,2,1,0,0,1,18.0,18.0,82.9,DAL,DST,14,2020
4,Arizona Cardinals,8,0,3,4,0,0,0,1,18.0,18.0,60.9,ARI,DST,14,2020
5,Chicago Bears,7,0,2,1,0,1,0,1,17.0,17.0,35.9,CHI,DST,14,2020
6,Kansas City Chiefs,4,1,0,0,0,1,1,1,14.0,14.0,45.7,KC,DST,14,2020
7,Buffalo Bills,1,2,0,1,1,0,0,1,12.0,12.0,95.9,BUF,DST,14,2020
8,Seattle Seahawks,3,0,1,1,0,0,0,1,12.0,12.0,39.4,SEA,DST,14,2020
9,Indianapolis Colts,0,2,1,1,1,0,0,1,12.0,12.0,66.4,IND,DST,14,2020
10,Miami Dolphins,3,3,1,1,0,0,0,1,10.0,10.0,60.2,MIA,DST,14,2020
11,Denver Broncos,4,0,0,0,0,0,1,1,10.0,10.0,48.5,DEN,DST,14,2020
12,Tampa Bay Buccaneers,6,0,1,2,0,0,0,1,9.0,9.0,98.0,TB,DST,14,2020
13,Los Angeles Chargers,2,3,0,0,0,0,0,1,9.0,9.0,44.3,LAC,DST,14,2020
14,Philadelphia Eagles,5,1,1,1,0,0,0,1,9.0,9.0,52.5,PHI,DST,14,2020
15,Tennessee Titans,0,1,0,0,0,0,0,1,8.0,8.0,48.4,TEN,DST,14,2020
16,San Francisco 49ers,2,1,0,0,0,0,0,1,8.0,8.0,79.5,SF,DST,14,2020
17,Pittsburgh Steelers,1,1,1,2,0,0,0,1,6.0,6.0,44.6,PIT,DST,14,2020
18,New England Patriots,1,1,0,0,0,0,0,1,4.0,4.0,93.2,NE,DST,14,2020
19,Green Bay Packers,4,0,0,0,0,0,0,1,4.0,4.0,60.6,GB,DST,14,2020
20,Atlanta Falcons,1,1,0,2,0,0,0,1,4.0,4.0,5.8,ATL,DST,14,2020
21,New Orleans Saints,0,0,1,1,0,0,0,1,2.0,2.0,79.3,NO,DST,14,2020
22,Jacksonville Jaguars,1,0,1,1,0,0,0,1,2.0,2.0,6.9,JAC,DST,14,2020
23,Cleveland Browns,4,0,0,1,0,0,0,1,2.0,2.0,40.8,CLE,DST,14,2020
24,Cincinnati Bengals,2,0,0,0,0,0,0,1,2.0,2.0,14.7,CIN,DST,14,2020
25,Carolina Panthers,1,0,1,1,0,0,0,1,2.0,2.0,27.8,CAR,DST,14,2020
26,New York Giants,1,0,0,2,0,0,0,1,1.0,1.0,4.5,NYG,DST,14,2020
27,Minnesota Vikings,0,0,0,0,0,0,0,1,0.0,0.0,28.0,MIN,DST,14,2020
28,Baltimore Ravens,0,1,0,3,0,1,0,1,0.0,0.0,51.9,BAL,DST,14,2020
29,New York Jets,1,1,0,0,0,0,0,1,-1.0,-1.0,3.3,NYJ,DST,14,2020
30,Houston Texans,3,0,0,0,0,0,0,1,-1.0,-1.0,6.4,HOU,DST,14,2020
31,Detroit Lions,0,0,0,0,0,0,0,1,-1.0,-1.0,1.1,DET,DST,14,2020
32,Las Vegas Raiders,0,0,0,0,0,0,0,1,-4.0,-4.0,7.6,LV,DST,14,2020
