rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Carolina Panthers,3,2,2,1,1,0,0,1,21.0,21.0,27.8,CAR,DST,16,2020
2,Tampa Bay Buccaneers,4,1,1,1,0,0,0,1,12.0,12.0,98.0,TB,DST,16,2020
3,San Francisco 49ers,3,1,1,2,0,0,0,1,11.0,11.0,79.5,SF,DST,16,2020
4,Baltimore Ravens,6,0,0,0,0,0,0,1,10.0,10.0,51.9,BAL,DST,16,2020
5,Dallas Cowboys,3,2,1,3,0,0,0,1,10.0,10.0,82.9,DAL,DST,16,2020
6,Washington Commanders,4,1,1,2,0,0,0,1,9.0,9.0,27.5,WAS,DST,16,2020
7,Seattle Seahawks,3,1,0,0,0,0,0,1,9.0,9.0,39.4,SEA,DST,16,2020
8,Pittsburgh Steelers,5,1,1,1,0,0,0,1,9.0,9.0,44.6,PIT,DST,16,2020
9,New York Jets,4,0,2,3,0,0,0,1,9.0,9.0,3.3,NYJ,DST,16,2020
10,Kansas City Chiefs,4,0,1,3,0,0,0,1,7.0,7.0,45.7,KC,DST,16,2020
11,Buffalo Bills,3,0,0,0,0,0,0,1,7.0,7.0,95.9,BUF,DST,16,2020
12,Los Angeles Chargers,2,2,0,0,0,0,0,1,7.0,7.0,44.3,LAC,DST,16,2020
13,Green Bay Packers,2,2,0,1,0,0,0,1,7.0,7.0,60.6,GB,DST,16,2020
14,Los Angeles Rams,5,0,0,0,0,0,0,1,6.0,6.0,74.5,LAR,DST,16,2020
15,Arizona Cardinals,3,0,1,1,0,0,0,1,6.0,6.0,60.9,ARI,DST,16,2020
16,Cleveland Browns,2,0,0,0,0,0,0,1,6.0,6.0,40.8,CLE,DST,16,2020
17,Chicago Bears,1,2,0,0,0,0,0,1,6.0,6.0,35.9,CHI,DST,16,2020
18,Miami Dolphins,3,0,1,0,0,0,0,1,5.0,5.0,60.2,MIA,DST,16,2020
19,Atlanta Falcons,0,2,0,0,0,0,0,1,5.0,5.0,5.8,ATL,DST,16,2020
20,Detroit Lions,2,0,0,1,0,0,1,1,4.0,4.0,1.1,DET,DST,16,2020
21,Las Vegas Raiders,3,0,0,0,0,0,0,1,3.0,3.0,7.6,LV,DST,16,2020
22,Denver Broncos,2,0,0,1,0,0,0,1,3.0,3.0,48.5,DEN,DST,16,2020
23,Cincinnati Bengals,1,0,1,4,0,0,0,1,2.0,2.0,14.7,CIN,DST,16,2020
24,New York Giants,0,0,1,0,0,0,0,1,2.0,2.0,4.5,NYG,DST,16,2020
25,New Orleans Saints,2,0,0,2,0,0,0,1,1.0,1.0,79.3,NO,DST,16,2020
26,Philadelphia Eagles,2,1,0,0,0,0,0,1,0.0,0.0,52.5,PHI,DST,16,2020
27,Indianapolis Colts,1,0,0,0,0,0,0,1,0.0,0.0,66.4,IND,DST,16,2020
28,Minnesota Vikings,0,2,0,0,0,0,0,1,0.0,0.0,28.0,MIN,DST,16,2020
29,Tennessee Titans,1,1,0,0,0,0,0,1,-1.0,-1.0,48.4,TEN,DST,16,2020
30,Jacksonville Jaguars,1,1,0,1,0,0,0,1,-1.0,-1.0,6.9,JAC,DST,16,2020
31,Houston Texans,0,0,0,0,0,0,0,1,-4.0,-4.0,6.4,HOU,DST,16,2020
32,New England Patriots,0,0,0,1,0,0,0,1,-4.0,-4.0,93.2,NE,DST,16,2020
