rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Tampa Bay Buccaneers,5,2,0,1,1,0,0,1,19.0,19.0,98.0,TB,DST,6,2020
2,Pittsburgh Steelers,4,2,0,1,1,0,0,1,18.0,18.0,44.6,PIT,DST,6,2020
3,Arizona Cardinals,3,2,2,2,0,0,0,1,15.0,15.0,60.9,ARI,DST,6,2020
4,Miami Dolphins,3,1,0,0,0,0,0,1,15.0,15.0,60.2,MIA,DST,6,2020
5,New York Giants,3,1,1,1,1,0,0,1,14.0,14.0,4.5,NYG,DST,6,2020
6,Denver Broncos,4,2,1,3,0,0,0,1,14.0,14.0,48.5,DEN,DST,6,2020
7,Chicago Bears,4,2,1,1,0,0,0,1,11.0,11.0,35.9,CHI,DST,6,2020
8,New England Patriots,2,2,0,0,0,0,0,1,7.0,7.0,93.2,NE,DST,6,2020
9,Atlanta Falcons,1,3,0,0,0,0,0,1,7.0,7.0,5.8,ATL,DST,6,2020
10,Baltimore Ravens,6,0,1,3,0,0,0,1,7.0,7.0,51.9,BAL,DST,6,2020
11,New York Jets,2,2,0,0,0,0,0,1,6.0,6.0,3.3,NYJ,DST,6,2020
12,Detroit Lions,1,1,1,2,0,0,0,1,6.0,6.0,1.1,DET,DST,6,2020
13,Washington Commanders,1,1,0,0,0,0,0,1,4.0,4.0,27.5,WAS,DST,6,2020
14,Indianapolis Colts,2,1,0,1,0,0,0,1,4.0,4.0,66.4,IND,DST,6,2020
15,Cincinnati Bengals,1,1,1,0,0,0,0,1,4.0,4.0,14.7,CIN,DST,6,2020
16,Kansas City Chiefs,0,1,0,0,0,0,0,1,3.0,3.0,45.7,KC,DST,6,2020
17,San Francisco 49ers,0,1,0,0,0,0,0,1,3.0,3.0,79.5,SF,DST,6,2020
18,Buffalo Bills,1,0,1,1,0,0,0,1,3.0,3.0,95.9,BUF,DST,6,2020
19,Philadelphia Eagles,3,0,0,1,0,0,0,1,2.0,2.0,52.5,PHI,DST,6,2020
20,Carolina Panthers,0,1,0,0,0,0,0,1,2.0,2.0,27.8,CAR,DST,6,2020
21,Houston Texans,2,1,1,1,0,0,0,1,2.0,2.0,6.4,HOU,DST,6,2020
22,Cleveland Browns,2,0,0,0,0,0,0,1,1.0,1.0,40.8,CLE,DST,6,2020
23,Jacksonville Jaguars,0,1,0,0,0,0,0,1,1.0,1.0,6.9,JAC,DST,6,2020
24,New Orleans Saints,0,0,0,0,0,0,0,0,0.0,0.0,79.3,NO,DST,6,2020
25,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,44.3,LAC,DST,6,2020
26,Seattle Seahawks,0,0,0,0,0,0,0,0,0.0,0.0,39.4,SEA,DST,6,2020
27,Minnesota Vikings,2,0,1,1,0,0,0,1,0.0,0.0,28.0,MIN,DST,6,2020
28,Los Angeles Rams,0,0,0,0,0,0,0,1,0.0,0.0,74.5,LAR,DST,6,2020
29,Las Vegas Raiders,0,0,0,0,0,0,0,0,0.0,0.0,7.6,LV,DST,6,2020
30,Green Bay Packers,0,0,0,0,0,0,0,1,-1.0,-1.0,60.6,GB,DST,6,2020
31,Tennessee Titans,2,0,0,0,0,0,0,1,-2.0,-2.0,48.4,TEN,DST,6,2020
32,Dallas Cowboys,1,0,0,0,0,0,0,1,-3.0,-3.0,82.9,DAL,DST,6,2020
