,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Travis Kelce(KC),12,13,168,14.0,28,4,2,0,0,0,1,1,26.8,26.8,100.0%
1,2,Jared Cook(LAC),7,8,100,14.3,29,3,1,0,0,0,0,1,16.0,16.0,50.2%
2,3,Austin Hooper(CLE),5,5,44,8.8,17,0,1,0,0,0,0,1,10.4,10.4,28.8%
3,4,Demetrius Harris(ARI),3,6,39,13.0,16,0,1,0,0,0,0,1,9.9,9.9,0.1%
4,5,Jordan Thomas(DET),3,3,32,10.7,15,0,1,0,0,0,0,1,9.2,9.2,0.0%
5,6,Levine Toilolo(NYG),4,6,90,22.5,39,2,0,0,0,0,0,1,9.0,9.0,0.0%
6,7,Zach Ertz(ARI),9,10,83,9.2,20,1,0,0,0,0,0,1,8.3,8.3,85.8%
7,8,George Kittle(SF),6,9,70,11.7,28,1,0,0,0,0,0,1,7.0,7.0,99.7%
8,9,Adam Shaheen(MIA),2,2,5,2.5,3,0,1,0,0,0,0,1,6.5,6.5,0.0%
9,10,Lee Smith(FA),1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.0%
10,11,Eric Ebron(PIT),10,16,81,8.1,20,1,0,1,-9,0,1,1,5.2,5.2,3.0%
11,12,Jimmy Graham(CHI),8,11,50,6.3,10,0,0,0,0,0,0,1,5.0,5.0,0.8%
12,13,Mark Andrews(BAL),3,3,47,15.7,21,1,0,0,0,0,0,1,4.7,4.7,99.9%
13,14,Ian Thomas(CAR),5,5,46,9.2,20,1,0,0,0,0,0,1,4.6,4.6,0.1%
14,15,Rhett Ellison(FA),4,7,42,10.5,15,0,0,0,0,0,0,1,4.2,4.2,0.0%
15,16,Kyle Rudolph(NYG),3,3,38,12.7,23,1,0,0,0,0,0,1,3.8,3.8,0.3%
16,17,Cameron Brate(TB),3,6,36,12.0,18,0,0,0,0,0,0,1,3.6,3.6,2.8%
17,18,C.J. Uzomah(CIN),5,7,33,6.6,20,1,0,0,0,0,0,1,3.3,3.3,20.8%
18,19,Chris Herndon IV(MIN),2,6,31,15.5,20,1,0,0,0,0,0,1,3.1,3.1,0.2%
19,20,Jonnu Smith(NE),2,3,29,14.5,18,0,0,0,0,0,0,1,2.9,2.9,22.7%
20,21,Vance McDonald(FA),4,7,28,7.0,10,0,0,0,0,0,0,1,2.8,2.8,0.0%
21,22,Rob Gronkowski(TB),3,4,26,8.7,15,0,0,0,0,0,0,1,2.6,2.6,97.7%
22,23,Scott Simonson(FA),2,3,25,12.5,15,0,0,0,0,0,0,1,2.5,2.5,0.0%
23,24,Jordan Reed(FA),4,5,21,5.3,7,0,0,0,0,0,0,1,2.1,2.1,19.0%
24,25,Antonio Gates(FA),0,1,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.2%
25,26,Dan Arnold(JAC),2,2,20,10.0,15,0,0,0,0,0,0,1,2.0,2.0,6.7%
26,27,James O'Shaughnessy(JAC),2,2,19,9.5,14,0,0,0,0,0,0,1,1.9,1.9,1.7%
