rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Justin Tucker,4,4,100.0,48,0,2,0,2,0,2,2,1,16.0,16.0,98.0,BAL,K,5,2019
2,Dan Bailey,4,4,100.0,48,0,0,2,2,0,2,2,1,16.0,16.0,0.0,FA,K,5,2019
3,Zane Gonzalez,4,5,80.0,31,0,3,1,0,0,2,2,1,14.0,14.0,2.6,CAR,K,5,2019
4,Adam Vinatieri,4,4,100.0,32,0,1,3,0,0,1,1,1,13.0,13.0,0.2,FA,K,5,2019
5,Ka'imi Fairbairn,2,2,100.0,50,0,1,0,0,1,5,7,1,13.0,13.0,0.8,HOU,K,5,2019
6,Randy Bullock,3,3,100.0,48,0,2,0,1,0,2,2,1,12.0,12.0,10.8,TEN,K,5,2019
7,Greg Zuerlein,3,4,75.0,47,0,0,2,1,0,2,2,1,12.0,12.0,74.2,DAL,K,5,2019
8,Chris Boswell,3,3,100.0,41,0,1,1,1,0,2,2,1,12.0,12.0,51.0,PIT,K,5,2019
9,Mason Crosby,2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,40.7,GB,K,5,2019
10,Brandon McManus,2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,10.0,44.3,DEN,K,5,2019
11,Josh Lambo,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,3.2,FA,K,5,2019
12,Mike Nugent,2,2,100.0,37,0,1,1,0,0,3,4,1,9.0,9.0,1.0,FA,K,5,2019
13,Chase McLaughlin,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,7.1,CLE,K,5,2019
14,Robbie Gould,1,4,25.0,44,0,0,0,1,0,4,4,1,8.0,8.0,22.5,SF,K,5,2019
15,Wil Lutz,1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,3.3,NO,K,5,2019
16,Jake Elliott,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,22.5,PHI,K,5,2019
17,Harrison Butker,2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,76.6,KC,K,5,2019
18,Daniel Carlson,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,74.3,LV,K,5,2019
19,Matt Gay,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,89.8,LAR,K,5,2019
20,Jason Myers,1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,7.0,22.1,SEA,K,5,2019
21,Brett Maher,1,3,33.3,36,0,0,1,0,0,3,3,1,6.0,6.0,1.9,FA,K,5,2019
22,Matt Bryant,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,1.1,FA,K,5,2019
23,Aldrick Rosas,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,1.8,FA,K,5,2019
24,Joey Slye,0,2,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,1.6,WAS,K,5,2019
25,Austin Seibert,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,0.1,DET,K,5,2019
26,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2,NYJ,K,5,2019
