rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Greg Zuerlein,3,4,75.0,55,0,2,0,0,1,4,4,1,15.0,15.0,74.2,DAL,K,7,2019
2,Brett Maher,3,3,100.0,63,0,2,0,0,1,4,4,1,15.0,15.0,1.9,FA,K,7,2019
3,Josh Lambo,4,4,100.0,37,0,3,1,0,0,1,1,1,13.0,13.0,3.2,FA,K,7,2019
4,Stephen Hauschka,3,3,100.0,45,0,0,1,2,0,2,2,1,13.0,13.0,0.0,FA,K,7,2019
5,Ka'imi Fairbairn,3,3,100.0,47,0,1,1,1,0,2,2,1,12.0,12.0,0.8,HOU,K,7,2019
6,Justin Tucker,3,3,100.0,28,0,3,0,0,0,3,3,1,12.0,12.0,98.0,BAL,K,7,2019
7,Harrison Butker,3,3,100.0,39,0,1,2,0,0,3,3,1,12.0,12.0,76.6,KC,K,7,2019
8,Chase McLaughlin,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,7.1,CLE,K,7,2019
9,Jason Myers,3,4,75.0,35,0,0,3,0,0,1,1,1,10.0,10.0,22.1,SEA,K,7,2019
10,Wil Lutz,2,4,50.0,39,0,0,2,0,0,4,4,1,10.0,10.0,3.3,NO,K,7,2019
11,Zane Gonzalez,2,2,100.0,47,0,0,1,1,0,3,3,1,10.0,10.0,2.6,CAR,K,7,2019
12,Robbie Gould,3,4,75.0,29,0,3,0,0,0,0,0,1,9.0,9.0,22.5,SF,K,7,2019
13,Matt Prater,1,1,100.0,46,0,0,0,1,0,3,3,1,7.0,7.0,52.8,ARI,K,7,2019
14,Mike Nugent,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.0,FA,K,7,2019
15,Daniel Carlson,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,74.3,LV,K,7,2019
16,Cody Parkey,1,1,100.0,45,0,0,0,1,0,2,3,1,6.0,6.0,0.4,FA,K,7,2019
17,Matt Bryant,1,2,50.0,52,0,0,0,0,1,1,1,1,6.0,6.0,1.1,FA,K,7,2019
18,Eddy Pineiro,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.2,NYJ,K,7,2019
19,Dan Bailey,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0,FA,K,7,2019
20,Mason Crosby,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,40.7,GB,K,7,2019
21,Randy Bullock,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,10.8,TEN,K,7,2019
22,Jake Elliott,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,22.5,PHI,K,7,2019
23,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.2,FA,K,7,2019
24,Jason Sanders,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.6,MIA,K,7,2019
