rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Kai Forbath,3,3,100.0,50,0,0,0,2,1,5,5,1,18.0,18.0,3.0,LAR,K,15,2019
2,Dan Bailey,4,4,100.0,44,0,2,1,1,0,3,4,1,16.0,16.0,0.0,FA,K,15,2019
3,Robbie Gould,3,3,100.0,46,0,1,0,2,0,1,2,1,12.0,12.0,22.5,SF,K,15,2019
4,Nick Folk,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,12.0,81.8,NE,K,15,2019
5,Dustin Hopkins,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,14.5,LAC,K,15,2019
6,Harrison Butker,3,3,100.0,44,0,2,0,1,0,0,0,1,10.0,10.0,76.6,KC,K,15,2019
7,Wil Lutz,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,3.3,NO,K,15,2019
8,Daniel Carlson,3,4,75.0,34,0,1,2,0,0,1,1,1,10.0,10.0,74.3,LV,K,15,2019
9,Matt Gay,1,2,50.0,46,0,0,0,1,0,5,5,1,9.0,9.0,89.8,LAR,K,15,2019
10,Josh Lambo,2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,9.0,3.2,FA,K,15,2019
11,Jason Sanders,2,3,66.7,47,0,1,0,1,0,2,2,1,9.0,9.0,22.6,MIA,K,15,2019
12,Randy Bullock,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,8.0,10.8,TEN,K,15,2019
13,Zane Gonzalez,1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,8.0,2.6,CAR,K,15,2019
14,Joey Slye,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,8.0,1.6,WAS,K,15,2019
15,Eddy Pineiro,2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,7.0,0.2,NYJ,K,15,2019
16,Austin Seibert,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,0.1,DET,K,15,2019
17,Jake Elliott,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,22.5,PHI,K,15,2019
18,Jason Myers,1,1,100.0,30,0,0,1,0,0,3,4,1,6.0,6.0,22.1,SEA,K,15,2019
19,Ka'imi Fairbairn,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,0.8,HOU,K,15,2019
20,Younghoe Koo,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,40.9,ATL,K,15,2019
21,Matt Prater,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,52.8,ARI,K,15,2019
22,Michael Badgley,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,19.9,IND,K,15,2019
23,Stephen Hauschka,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.0,FA,K,15,2019
