Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Cooper Kupp(LAR),9,11,163,18.1,44,0,2,1,-5,0,0,1,27.8,27.8,100.0%
2,Tyler Lockett(SEA),8,11,178,22.3,63,0,1,0,0,0,0,1,23.8,23.8,97.5%
3,Mike Evans(TB),5,9,75,15.0,26,0,2,0,0,0,0,1,19.5,19.5,97.8%
4,Henry Ruggs III(FA),5,7,113,22.6,61,0,1,1,2,0,0,1,17.5,17.5,10.9%
5,Rondale Moore(ARI),7,8,114,16.3,77,0,1,0,0,0,0,1,17.4,17.4,20.4%
6,Marquise Brown(BAL),6,10,113,18.8,42,0,1,0,0,0,0,1,17.3,17.3,92.8%
7,Terry McLaurin(WAS),11,14,107,9.7,18,0,1,0,0,0,0,1,16.7,16.7,97.0%
8,Freddie Swain(SEA),5,5,95,19.0,68,0,1,1,5,0,0,1,16.0,16.0,0.7%
9,Courtland Sutton(DEN),9,12,159,17.7,55,0,0,0,0,0,0,1,15.9,15.9,67.5%
10,Mike Williams(LAC),7,10,91,13.0,27,0,1,0,0,0,0,1,15.1,15.1,91.9%
11,K.J. Osborn(MIN),5,6,91,18.2,64,0,1,0,0,0,0,1,15.1,15.1,39.9%
12,DJ Moore(CAR),8,11,79,9.9,20,0,1,0,0,0,0,1,13.9,13.9,95.7%
13,Brandin Cooks(HOU),9,14,78,8.7,22,0,1,0,0,0,0,1,13.8,13.8,92.7%
14,Julio Jones(TEN),6,8,128,21.3,51,0,0,0,0,0,0,1,12.8,12.8,60.7%
15,Justin Jefferson(MIN),6,10,65,10.8,14,0,1,0,0,0,0,1,12.5,12.5,99.9%
16,Quintez Cephus(DET),4,7,63,15.8,46,0,1,0,0,0,0,1,12.3,12.3,0.8%
17,Michael Pittman Jr.(IND),8,12,123,15.4,42,0,0,0,0,0,0,1,12.3,12.3,92.6%
18,Calvin Ridley(ATL),7,10,63,9.0,22,0,1,0,0,0,0,1,12.3,12.3,56.8%
19,Byron Pringle(KC),2,2,63,31.5,40,0,1,0,0,0,0,1,12.3,12.3,2.7%
20,Chris Godwin(TB),4,5,62,15.5,26,0,1,0,0,0,0,1,12.2,12.2,67.1%
21,Davante Adams(GB),8,9,121,15.1,50,0,0,0,0,0,0,1,12.1,12.1,100.0%
22,Stefon Diggs(BUF),4,8,60,15.0,41,0,1,0,0,0,0,1,12.0,12.0,100.0%
23,Quez Watkins(PHI),2,2,117,58.5,91,0,0,0,0,0,0,1,11.7,11.7,1.3%
24,Marvin Jones Jr.(JAC),6,11,55,9.2,25,0,1,0,0,0,0,1,11.5,11.5,55.4%
25,Ja'Marr Chase(CIN),2,4,54,27.0,42,0,1,0,0,0,0,1,11.4,11.4,98.5%
26,Darius Slayton(NYG),3,6,54,18.0,33,0,1,0,0,0,0,1,11.4,11.4,4.3%
27,DeAndre Hopkins(ARI),4,4,54,13.5,16,0,1,0,0,0,0,1,11.4,11.4,69.3%
28,Keenan Allen(LAC),4,8,108,27.0,42,0,0,0,0,0,0,1,10.8,10.8,99.3%
29,Demarcus Robinson(KC),3,4,46,15.3,33,0,1,0,0,0,0,1,10.6,10.6,0.8%
30,Diontae Johnson(PIT),9,12,105,11.7,41,0,0,0,0,0,0,1,10.5,10.5,98.1%
31,JuJu Smith-Schuster(FA),6,7,41,6.8,17,0,0,1,3,1,0,1,10.4,10.4,18.5%
32,A.J. Green(ARI),3,6,44,14.7,29,0,1,0,0,0,0,1,10.4,10.4,51.8%
33,Brandon Zylstra(CAR),3,3,44,14.7,20,0,1,0,0,0,0,1,10.4,10.4,0.1%
34,Deebo Samuel(SF),6,8,93,15.5,40,0,0,2,8,0,0,1,10.1,10.1,98.8%
35,Tee Higgins(CIN),6,10,60,10.0,14,0,1,0,0,0,1,1,10.0,10.0,95.2%
36,Adam Thielen(MIN),6,7,39,6.5,15,0,1,0,0,0,0,1,9.9,9.9,82.7%
37,Zach Pascal(IND),5,6,38,7.6,9,0,1,0,0,0,0,1,9.8,9.8,3.5%
38,Tim Patrick(DEN),3,4,37,12.3,14,0,1,0,0,0,0,1,9.7,9.7,17.6%
39,CeeDee Lamb(DAL),8,9,81,10.1,34,0,0,1,13,0,0,1,9.4,9.4,99.7%
40,Sterling Shepard(NYG),9,10,94,10.4,21,0,0,1,-9,0,0,1,8.5,8.5,23.7%
41,Allen Robinson II(CHI),2,4,24,12.0,13,0,1,0,0,0,0,1,8.4,8.4,53.7%
42,Jauan Jennings(SF),2,2,17,8.5,11,0,1,0,0,0,0,1,7.7,7.7,0.6%
43,Braxton Berrios(NYJ),7,11,73,10.4,27,0,0,0,0,0,0,1,7.3,7.3,6.3%
44,Tyler Boyd(CIN),7,9,73,10.4,22,0,0,0,0,0,0,1,7.3,7.3,71.3%
45,Robert Woods(LAR),5,9,64,12.8,16,0,0,2,6,0,0,1,7.0,7.0,29.9%
46,Chase Claypool(PIT),3,9,70,23.3,52,0,0,1,-3,0,0,1,6.7,6.7,85.4%
47,Darnell Mooney(CHI),6,8,66,11.0,21,0,0,0,0,0,0,1,6.6,6.6,76.3%
48,Christian Kirk(ARI),3,4,65,21.7,35,0,0,0,0,0,0,1,6.5,6.5,79.5%
49,Jamal Agnew(JAC),0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,1.2%
50,Hunter Renfrow(LV),5,7,57,11.4,23,0,0,0,0,0,0,1,5.7,5.7,89.8%
51,Mecole Hardman(KC),5,8,55,11.0,19,0,0,0,0,0,0,1,5.5,5.5,29.2%
52,D.K. Metcalf(SEA),6,11,53,8.8,16,0,0,0,0,0,0,1,5.3,5.3,98.9%
53,Emmanuel Sanders(BUF),2,6,48,24.0,35,0,0,0,0,0,0,1,4.8,4.8,46.6%
54,Elijah Moore(NYJ),4,8,47,11.8,27,0,0,0,0,0,0,1,4.7,4.7,49.1%
55,Sammy Watkins(BAL),4,7,44,11.0,19,0,0,0,0,0,0,1,4.4,4.4,7.0%
56,Adam Humphries(WAS),7,8,44,6.3,12,0,0,0,0,0,0,1,4.4,4.4,0.8%
57,A.J. Brown(TEN),3,9,43,14.3,15,0,0,0,0,0,0,1,4.3,4.3,97.8%
58,DeVante Parker(MIA),5,9,42,8.4,16,0,0,0,0,0,0,1,4.2,4.2,64.3%
59,Bryan Edwards(LV),3,3,40,13.3,18,0,0,0,0,0,0,1,4.0,4.0,8.3%
60,Jakobi Meyers(NE),4,6,38,9.5,24,0,0,0,0,0,0,1,3.8,3.8,66.5%
61,Robby Anderson(CAR),3,6,38,12.7,18,0,0,0,0,0,0,1,3.8,3.8,42.2%
62,Kenny Golladay(NYG),3,8,38,12.7,16,0,0,0,0,0,0,1,3.8,3.8,51.8%
