Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Danny Amendola(HOU),7,9,113,16.1,37,0,2,0,0,0,0,1,25.3,25.3,0.1%
2,Deebo Samuel(SF),4,6,95,23.8,43,0,0,8,45,1,0,1,25.0,25.0,98.8%
3,Cedrick Wilson Jr.(DAL),5,6,119,23.8,37,0,2,0,0,0,0,1,23.9,23.9,4.0%
4,Tyler Lockett(SEA),5,5,98,19.6,43,0,2,1,2,0,0,1,22.0,22.0,97.5%
5,Jauan Jennings(SF),6,7,94,15.7,34,0,2,0,0,0,0,1,21.4,21.4,0.6%
6,Mike Evans(TB),6,7,89,14.8,37,0,2,0,0,0,0,1,20.9,20.9,97.8%
7,Cooper Kupp(LAR),7,7,118,16.9,46,0,1,1,18,0,0,1,19.6,19.6,100.0%
8,Allen Lazard(GB),5,6,75,15.0,29,0,2,0,0,0,0,1,19.5,19.5,23.4%
9,Russell Gage(ATL),9,13,126,14.0,26,0,1,0,0,0,0,1,18.6,18.6,60.2%
10,Amon-Ra St. Brown(DET),8,10,109,13.6,28,0,1,1,12,0,0,1,18.1,18.1,82.8%
11,Mike Williams(LAC),9,17,119,13.2,47,0,1,0,0,0,0,1,17.9,17.9,91.9%
12,Kalif Raymond(DET),4,5,101,25.3,75,0,1,1,13,0,0,1,17.4,17.4,3.3%
13,Justin Jefferson(MIN),5,7,107,21.4,45,0,1,1,4,0,0,1,17.1,17.1,99.9%
14,Ihmir Smith-Marsette(MIN),3,3,103,34.3,44,0,1,0,0,0,0,1,16.3,16.3,0.1%
15,Marvin Jones Jr.(JAC),7,8,88,12.6,29,0,1,0,0,0,0,1,14.8,14.8,55.4%
16,Michael Pittman Jr.(IND),6,7,64,10.7,21,0,1,0,0,0,0,1,14.4,14.4,92.6%
17,Quez Watkins(PHI),5,7,84,16.8,36,0,1,0,0,0,0,1,14.4,14.4,1.3%
18,Stefon Diggs(BUF),9,14,81,9.0,17,0,1,0,0,0,0,1,14.1,14.1,100.0%
19,Nick Westbrook-Ikhine(TEN),4,5,78,19.5,36,0,1,0,0,0,0,1,13.8,13.8,8.5%
20,Tre'Quan Smith(NO),5,7,76,15.2,34,0,1,0,0,0,0,1,13.6,13.6,7.5%
21,Jarvis Landry(CLE),6,8,75,12.5,26,0,1,0,0,0,0,1,13.5,13.5,72.5%
22,Chase Claypool(PIT),5,7,37,7.4,10,0,1,3,33,0,0,1,13.0,13.0,85.4%
23,Hunter Renfrow(LV),4,5,13,3.3,12,0,2,1,-4,0,0,1,12.9,12.9,89.8%
