rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Mike Nugent,5.0,6.0,83.3,49.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,17.0,17.0,1.0,FA,K,1,2014
2.0,Ryan Succop,4.0,4.0,100.0,47.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,16.0,16.0,57.4,TB,K,1,2014
3.0,Cody Parkey,2.0,2.0,100.0,51.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,0.4,FA,K,1,2014
4.0,Stephen Gostkowski,2.0,2.0,100.0,47.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,10.0,0.1,FA,K,1,2014
5.0,Stephen Hauschka,2.0,2.0,100.0,35.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,0.0,FA,K,1,2014
6.0,Greg Zuerlein,2.0,3.0,66.7,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,9.0,74.2,DAL,K,1,2014
7.0,Nick Folk,2.0,2.0,100.0,45.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,9.0,81.8,NE,K,1,2014
8.0,Robbie Gould,2.0,2.0,100.0,41.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,22.5,SF,K,1,2014
9.0,Graham Gano,2.0,3.0,66.7,33.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,31.4,NYG,K,1,2014
10.0,Brandon McManus,1.0,1.0,100.0,21.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,44.3,DEN,K,1,2014
11.0,Randy Bullock,1.0,1.0,100.0,42.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,10.8,TEN,K,1,2014
12.0,Dan Bailey,1.0,1.0,100.0,29.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,0.0,FA,K,1,2014
13.0,Justin Tucker,1.0,2.0,50.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,98.0,BAL,K,1,2014
14.0,Cairo Santos,1.0,2.0,50.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.1,CHI,K,1,2014
15.0,Mason Crosby,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,40.7,GB,K,1,2014
20.0,Adam Vinatieri,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.2,FA,K,1,2014
31.0,Jonathan Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,FA,K,1,2014
54.0,Jordan Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FA,K,1,2014
55.0,Shayne Graham,2.0,2.0,100.0,50.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,FA,K,1,2014
57.0,Phil Dawson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.1,FA,K,1,2014
59.0,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,20.0,FA,K,1,2014
60.0,Shaun Suisham,3.0,3.0,100.0,41.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,FA,K,1,2014
65.0,Billy Cundiff,2.0,2.0,100.0,39.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,FA,K,1,2014
67.0,Dan Carpenter,3.0,3.0,100.0,50.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.2,FA,K,1,2014
71.0,Josh Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,FA,K,1,2014
72.0,Josh Scobee,1.0,3.0,33.3,49.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,FA,K,1,2014
75.0,Matt Bryant,3.0,3.0,100.0,52.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,1.1,FA,K,1,2014
77.0,Caleb Sturgis,4.0,4.0,100.0,38.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,FA,K,1,2014
79.0,Nate Freese,2.0,3.0,66.7,28.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,FA,K,1,2014
81.0,Patrick Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,FA,K,1,2014
82.0,Chandler Catanzaro,2.0,2.0,100.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FA,K,1,2014
85.0,Blair Walsh,2.0,2.0,100.0,52.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.1,FA,K,1,2014
86.0,Nick Novak,1.0,1.0,100.0,36.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.1,FA,K,1,2014
90.0,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,LAR,K,1,2014
1.0,Dan Bailey,4.0,4.0,100.0,51.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,19.0,19.0,0.0,FA,K,2,2014
