index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
95,D.Duvernay,BAL,2.0,2.1690436162808475,147.0,84.5,0.16904361628084752,-62.5,True
222,K.Hamler,DEN,0.0,0.16503755470742662,435.0,174.5,0.16503755470742662,-260.5,True
141,G.Allison,DET,0.0,0.16486688026166244,436.0,174.5,0.16486688026166244,-261.5,True
144,G.Dortch,ARI,0.0,0.16222590211395704,437.0,174.5,0.16222590211395704,-262.5,True
375,T.Williams,DET,0.0,0.15744181708584887,438.0,174.5,0.15744181708584887,-263.5,True
112,D.Montgomery,NYJ,0.0,0.15106996037879378,440.0,174.5,0.15106996037879378,-265.5,True
290,O.Zaccheaus,ATL,3.0,3.1370502814170513,95.0,61.5,0.13705028141705133,-33.5,True
198,J.Reagor,PHI,2.0,2.1248303125662353,151.0,84.5,0.12483031256623534,-66.5,True
331,S.Sullivan,CAR,0.0,0.1143543956043956,449.0,174.5,0.1143543956043956,-274.5,True
33,B.Aiyuk,SF,5.0,5.113223703669777,34.0,35.0,0.11322370366977719,1.0,True
157,J.Arcega-Whiteside,PHI,0.0,0.10919422474360822,451.0,174.5,0.10919422474360822,-276.5,True
357,T.Lewis,MIA,0.0,0.09902698356402645,455.0,174.5,0.09902698356402645,-280.5,True
80,C.White,PIT,0.0,0.0981199387192354,457.0,174.5,0.0981199387192354,-282.5,True
341,T.Cleveland,DEN,0.0,0.09360986547085202,458.0,174.5,0.09360986547085202,-283.5,True
326,S.Morgan,CIN,0.0,0.07633609774209893,467.0,174.5,0.07633609774209893,-292.5,True
263,M.Kemp,KC,0.0,0.0732367527994681,470.0,174.5,0.0732367527994681,-295.5,True
380,W.Snead,CAR,0.0,0.0669260078174592,472.0,174.5,0.0669260078174592,-297.5,True
139,F.Darby,ATL,0.0,0.06672360806735697,473.0,174.5,0.06672360806735697,-298.5,True
257,M.Hall,ATL,0.0,0.06460153561027271,476.0,174.5,0.06460153561027271,-301.5,True
116,D.Newsome,CHI,0.0,0.06307725247979706,478.0,174.5,0.06307725247979706,-303.5,True
7,A.Erickson,CAR,0.0,0.06286330023151146,479.0,174.5,0.06286330023151146,-304.5,True
273,M.Strachan,IND,0.0,0.06065578648733748,482.0,174.5,0.06065578648733748,-307.5,True
193,J.Moore,LAC,0.0,0.059846623399983485,486.0,174.5,0.059846623399983485,-311.5,True
337,T.Benjamin,SF,0.0,0.054755448921813735,490.0,174.5,0.054755448921813735,-315.5,True
236,K.White,NO,0.0,0.047301553050813065,495.0,174.5,0.047301553050813065,-320.5,True
160,J.Brown,DEN,0.0,0.040525739320920046,499.0,174.5,0.040525739320920046,-324.5,True
74,C.Saunders,CAR,0.0,0.03258570110199044,507.0,174.5,0.03258570110199044,-332.5,True
145,G.Olszewski,NE,0.0,0.0208370092992557,519.0,174.5,0.0208370092992557,-344.5,True
158,J.Bradley,CLE,0.0,0.01841129931300961,522.0,174.5,0.01841129931300961,-347.5,True
115,D.Moore,DEN,0.0,0.01834862385321101,523.0,174.5,0.01834862385321101,-348.5,True
224,K.Hill,LAC,0.0,0.016355119119113228,527.0,174.5,0.016355119119113228,-352.5,True
334,S.Williams,DEN,0.0,0.01587018544935806,528.0,174.5,0.01587018544935806,-353.5,True
92,D.Davis,HOU,0.0,0.014807429344339769,531.0,174.5,0.014807429344339769,-356.5,True
15,A.Isabella,ARI,0.0,0.011014052411697683,542.0,174.5,0.011014052411697683,-367.5,True
219,K.Coutee,IND,0.0,0.009174311926605505,546.0,174.5,0.009174311926605505,-371.5,True
339,T.Black,NYJ,0.0,0.00804960804162699,551.0,174.5,0.00804960804162699,-376.5,True
150,I.Coulter,CHI,0.0,0.005336681839585623,555.5,174.5,0.005336681839585623,-381.0,True
247,M.Boykin,BAL,0.0,0.004165645675079637,559.0,174.5,0.004165645675079637,-384.5,True
138,E.Winston,NO,0.0,0.0029069767441860465,562.0,174.5,0.0029069767441860465,-387.5,True
278,M.Valdes-Scantling,GB,3.0,2.9628141651473685,103.0,61.5,-0.037185834852631494,-41.5,False
