index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
74,D.Swift,DET,5.0,4.035454712154132,37.0,24.5,-0.9645452878458682,-12.5,False
54,D.Dallas,SEA,2.0,1.024296017777175,118.0,57.5,-0.9757039822228251,-60.5,False
64,D.Hilliard,TEN,2.0,0.8146332247095561,130.0,57.5,-1.185366775290444,-72.5,False
30,B.Scott,PHI,7.0,5.795190781905262,24.0,14.0,-1.2048092180947378,-10.0,False
180,N.Chubb,CLE,8.0,6.703346175902492,21.0,10.0,-1.2966538240975076,-11.0,False
36,C.Edwards-Helaire,KC,4.0,2.694744277434742,64.0,32.0,-1.3052557225652581,-32.0,False
183,N.Hines,IND,2.0,0.6766529799168072,138.0,57.5,-1.323347020083193,-80.5,False
59,D.Freeman,BAL,5.0,3.659788041296746,45.0,24.5,-1.3402119587032542,-20.5,False
112,J.Jacobs,LV,9.0,7.609145710205979,15.0,8.0,-1.3908542897940208,-7.0,False
63,D.Henry,TEN,10.0,8.468917180922302,10.0,6.5,-1.5310828190776977,-3.5,False
33,C.Carson,SEA,3.0,1.4484249251711065,100.0,40.5,-1.5515750748288935,-59.5,False
146,K.Hunt,CLE,5.0,3.3986728388681726,51.0,24.5,-1.6013271611318274,-26.5,False
113,J.Jefferson,DET,2.0,0.276205167206001,193.0,57.5,-1.723794832793999,-135.5,False
40,C.Hubbard,CAR,5.0,3.0839750530170806,59.0,24.5,-1.9160249469829194,-34.5,False
131,J.Taylor,IND,18.0,15.827609385969692,1.0,1.0,-2.1723906140303075,0.0,False
155,L.Murray,BAL,6.0,3.7083684918477404,43.0,18.5,-2.2916315081522596,-24.5,False
143,K.Gainwell,PHI,5.0,2.6439434501436274,66.0,24.5,-2.3560565498563726,-41.5,False
7,A.Ekeler,LAC,12.0,9.218869843507196,7.0,5.0,-2.7811301564928037,-2.0,False
204,R.Penny,SEA,6.0,3.0069552023884234,60.0,18.5,-2.9930447976115766,-41.5,False
163,M.Carter,NYJ,4.0,0.6421446540499752,142.0,32.0,-3.357855345950025,-110.0,False
99,J.Conner,ARI,15.0,11.462681684196172,3.0,2.5,-3.5373183158038284,-0.5,False
61,D.Harris,NE,15.0,9.508183016227827,5.0,2.5,-5.491816983772173,-2.5,False
