,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
230,Joe Burrow,QB,CIN,1,59,59,82,8,0,58,58,23.8,40.3
231,Tua Tagovailoa,QB,MIA,1,69,69,99,4,0,72,72,22.4,32.5
232,CeeDee Lamb,WR,DAL,1,77,77,87,1,14,13,16,27.1,35.2
233,Henry Ruggs III,WR,LV,1,37,37,66,0,11,8,11,15.7,42.4
234,D'Andre Swift,RB,DET,1,49,49,78,27,14,37,41,12.7,25.9
235,Tee Higgins,WR,CIN,1,41,41,57,0,15,7,15,4.4,10.7
236,Jonathan Taylor,RB,IND,1,31,31,65,45,6,48,52,27.8,89.7
237,Jalen Reagor,WR,PHI,1,43,43,83,0,7,0,7,0.0,0.0
238,Laviska Shenault Jr.,WR,JAC,1,52,52,79,0,19,12,19,5.4,10.4
239,DeVonta Smith,WR,PHI,1,51,51,98,0,8,4,8,3.1,6.1
240,Cole Kmet,TE,CHI,1,48,48,79,2,10,10,13,4.9,10.2
241,Justin Jefferson,WR,MIN,1,84,84,94,0,17,10,17,6.0,7.1
242,Zack Moss,RB,BUF,1,42,42,55,19,10,24,29,3.9,9.3
243,Devin Duvernay,WR,BAL,1,34,34,49,3,9,9,12,2.6,7.6
244,Jalen Hurts,QB,PHI,1,52,52,100,19,0,69,69,26.0,50.0
245,Michael Pittman Jr.,WR,IND,1,46,46,96,2,7,7,9,3.8,8.3
246,Tyler Huntley,QB,BAL,1,4,4,6,75,0,75,75,1.0,25.0
247,Donovan Peoples-Jones,WR,CLE,1,46,46,78,0,11,9,11,22.1,48.0
248,Najee Harris,RB,PIT,1,63,63,84,38,11,48,49,18.7,29.7
249,KJ Hill Jr.,WR,LAC,1,1,1,2,0,0,0,0,0.0,0.0
250,AJ Dillon,RB,GB,1,25,25,42,44,0,44,44,5.9,23.6
251,James Proche II,WR,BAL,1,5,5,7,0,20,0,20,0.0,0.0
252,Gabriel Davis,WR,BUF,1,26,26,34,0,8,8,8,2.5,9.6
253,Joshua Kelley,RB,LAC,1,18,18,32,22,0,22,22,0.7,3.9
254,Salvon Ahmed,RB,MIA,1,19,19,27,37,11,42,47,3.7,19.5
255,Josiah Deguara,TE,GB,1,15,15,25,0,7,7,7,0.4,2.7
256,Van Jefferson,WR,LAR,1,42,42,64,0,10,7,10,1.9,4.5
257,Luke Farrell,TE,JAC,1,17,17,26,0,6,6,6,2.1,12.4
258,DeeJay Dallas,RB,SEA,1,22,22,34,18,23,41,41,5.0,22.7
259,Artavis Pierce,RB,CHI,1,3,3,5,0,0,0,0,0.0,0.0
260,Antonio Gibson,RB,WAS,1,23,23,39,43,13,52,57,2.4,10.4
261,James Robinson,RB,JAC,1,56,56,85,30,7,36,38,16.1,28.8
262,Tyrie Cleveland,WR,DEN,1,10,10,12,0,0,0,0,0.0,0.0
263,K.J. Osborn,WR,MIN,1,48,48,54,0,15,13,15,13.8,28.8
264,Quez Watkins,WR,PHI,1,40,40,77,0,13,8,13,6.4,16.0
265,Freddie Swain,WR,SEA,1,51,51,78,0,6,4,6,-0.4,-0.8
266,Nick Westbrook-Ikhine,WR,TEN,1,29,29,55,0,10,10,10,2.7,9.3
267,Trevor Lawrence,QB,JAC,1,66,66,100,3,0,65,65,15.9,24.1
268,Justin Fields,QB,CHI,1,61,61,100,10,0,54,54,14.3,23.4
269,Ja'Marr Chase,WR,CIN,1,57,57,79,0,11,7,11,9.7,17.0
270,Jaylen Waddle,WR,MIA,1,65,65,93,0,20,15,20,19.0,29.2
271,Chuba Hubbard,RB,CAR,1,48,48,65,33,6,35,40,12.5,26.0
272,Rashod Bateman,WR,BAL,1,45,45,65,0,13,9,13,2.9,6.4
273,Rondale Moore,WR,ARI,1,42,42,56,7,10,14,17,2.6,6.2
274,Amon-Ra St. Brown,WR,DET,1,49,49,78,0,14,10,14,4.6,9.4
275,Tylan Wallace,WR,BAL,1,2,2,3,0,0,0,0,0.0,0.0
276,Darnell Mooney,WR,CHI,1,57,57,93,0,14,9,14,10.5,18.4
277,Reggie Gilliam,RB,BUF,1,4,4,5,0,0,0,0,0.0,0.0
278,Kendall Hinton,WR,DEN,1,51,51,63,0,10,10,10,3.7,7.3
279,Jonathan Ward,RB,ARI,1,7,7,9,57,0,57,57,1.4,20.0
280,Gabe Nabers,RB,LAC,1,3,3,5,0,33,33,33,0.6,20.0
281,Demetric Felton,RB,CLE,1,12,12,20,0,17,17,17,1.4,11.7
282,Dyami Brown,WR,WAS,1,47,47,80,0,13,6,13,3.0,6.4
283,Kadarius Toney,WR,NYG,1,6,6,8,0,50,50,50,3.6,60.0
284,Anthony Schwartz,WR,CLE,1,26,26,44,4,12,12,15,0.8,3.1
285,Tutu Atwell,WR,LAR,1,7,7,11,0,0,0,0,0.0,0.0
286,Shi Smith,WR,CAR,1,8,8,11,0,25,25,25,2.0,25.0
287,Nico Collins,WR,HOU,1,43,43,57,0,14,9,14,4.4,10.2
288,Amari Rodgers,WR,GB,1,6,6,10,0,17,17,17,1.4,23.3
289,Jaret Patterson,RB,WAS,1,2,2,3,50,50,100,100,0.3,15.0
290,Mac Jones,QB,NE,1,54,54,100,4,0,43,43,15.8,29.3
291,Pat Freiermuth,TE,PIT,1,45,45,60,0,16,16,16,5.8,12.9
292,Rhamondre Stevenson,RB,NE,1,18,18,33,28,17,44,44,12.2,67.8
293,Javonte Williams,RB,DEN,1,38,38,47,29,8,37,37,6.8,17.9
294,Khalil Herbert,RB,CHI,1,54,54,89,35,6,39,41,17.2,31.9
295,Hunter Long,TE,MIA,1,9,9,13,0,11,0,11,0.0,0.0
296,Tommy Tremble,TE,CAR,1,38,38,51,3,5,3,8,2.0,5.3
297,Chris Evans,RB,CIN,1,16,16,22,25,19,44,44,12.7,79.4
298,Davis Mills,QB,HOU,1,75,75,100,3,0,60,60,8.2,10.9
299,Dax Milne,WR,WAS,1,12,12,20,0,8,0,8,0.0,0.0
300,John Bates,TE,WAS,1,13,13,22,0,8,8,8,0.7,5.4
301,Ben Skowronek,WR,LAR,1,11,11,17,0,0,0,0,0.0,0.0
302,Joshua Palmer,WR,LAC,1,29,29,52,0,14,3,14,0.8,2.8
303,Terrace Marshall Jr.,WR,CAR,1,23,23,31,0,9,4,9,0.9,3.9
304,Kenneth Gainwell,RB,PHI,1,12,12,23,0,17,8,17,0.1,0.8
