,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Adrian Peterson,RB,WAS,1,34,34,57,71,6,74,76,10.7,31.5
1,Alex Smith,QB,WAS,1,60,60,100,7,0,48,48,12.7,21.2
2,Benjamin Watson,TE,NO,1,36,36,51,0,17,17,17,10.3,28.6
3,Chase Daniel,QB,CHI,1,1,1,1,0,0,0,0,0.0,0.0
4,Danny Amendola,WR,MIA,1,55,55,96,0,13,11,13,14.4,26.2
5,DeSean Jackson,WR,TB,1,43,43,45,5,9,9,14,9.3,21.6
6,Drew Brees,QB,NO,1,71,71,100,6,0,48,48,16.8,23.7
7,Eli Manning,QB,NYG,1,64,64,100,5,0,64,64,20.7,32.3
8,Frank Gore,RB,MIA,1,25,25,44,40,4,44,44,3.3,13.2
9,Greg Olsen,TE,CAR,1,59,59,100,0,8,3,8,6.5,11.0
10,Joe Flacco,QB,BAL,1,68,68,100,1,0,59,59,19.6,28.8
11,Julian Edelman,WR,NE,1,63,63,98,0,13,8,13,9.6,15.2
12,Larry Fitzgerald,WR,ARI,1,64,64,97,0,13,6,13,10.0,15.6
13,LeSean McCoy,RB,BUF,1,2,2,4,100,0,100,100,0.1,5.0
14,Matt Ryan,QB,ATL,1,65,65,97,3,0,63,63,19.3,29.7
15,Matthew Stafford,QB,DET,1,64,64,100,6,0,41,41,17.6,27.5
16,Michael Crabtree,WR,BAL,1,48,48,71,0,19,10,19,6.6,13.8
17,Philip Rivers,QB,LAC,1,44,44,96,2,0,61,61,20.1,45.7
18,Tom Brady,QB,NE,1,64,64,100,2,0,58,58,21.7,33.9
19,Vernon Davis,TE,WAS,1,27,27,45,0,0,0,0,0.0,0.0
20,Golden Tate,WR,DET,1,46,46,72,2,13,11,15,6.6,14.3
21,Andre Roberts,WR,NYJ,1,31,31,44,0,19,6,19,2.1,6.8
22,Emmanuel Sanders,WR,DEN,1,44,44,75,0,16,16,18,21.3,48.4
23,Logan Paulsen,TE,ATL,1,27,27,40,0,0,0,0,0.0,0.0
24,A.J. Green,WR,CIN,1,46,46,81,0,30,15,30,11.7,25.4
25,Julio Jones,WR,ATL,1,49,49,73,0,24,18,24,8.4,17.1
26,Cam Newton,QB,CAR,1,59,59,100,12,0,78,78,25.7,43.6
27,Mark Ingram II,RB,NO,1,35,35,49,34,6,40,40,4.2,12.0
28,Kyle Rudolph,TE,MIN,1,56,56,81,0,7,2,7,1.6,2.9
29,Andy Dalton,QB,CIN,1,48,48,84,0,0,60,60,7.9,16.5
30,Luke Stocker,TE,TEN,1,30,30,42,0,7,7,7,7.1,23.7
31,Anthony Sherman,RB,KC,1,11,11,16,0,0,0,0,0.0,0.0
32,Dion Lewis,RB,TEN,1,45,45,63,29,13,42,42,15.5,34.4
33,Virgil Green,TE,LAC,1,32,32,70,0,3,0,3,0.0,0.0
34,Kirk Cousins,QB,MIN,1,69,69,100,3,0,61,61,17.5,25.4
35,Lamar Miller,RB,HOU,1,45,45,69,49,7,51,56,15.9,35.3
36,Alshon Jeffery,WR,PHI,1,64,64,94,0,16,11,16,14.8,23.1
37,Mohamed Sanu Sr.,WR,ATL,1,40,40,60,0,5,5,5,2.1,5.3
38,T.Y. Hilton,WR,IND,1,35,35,53,0,11,11,11,14.5,41.4
39,Travis Benjamin,WR,LAC,1,5,5,11,0,20,20,20,1.3,26.0
40,Marvin Jones Jr.,WR,DET,1,56,56,88,0,7,5,7,2.9,5.2
41,Rhett Ellison,TE,NYG,1,33,33,52,0,6,6,6,1.1,3.3
42,Alfred Morris,RB,SF,1,20,20,34,45,5,45,50,2.5,12.5
43,Case Keenum,QB,DEN,1,59,59,100,7,0,42,42,8.8,14.9
44,Josh Gordon,WR,NE,1,61,61,95,0,11,7,11,10.0,16.4
45,Cole Beasley,WR,DAL,1,53,53,80,0,15,13,15,5.6,10.6
46,Chris Hogan,WR,NE,1,42,42,66,0,17,14,17,6.3,15.0
47,Garrett Celek,TE,SF,1,21,21,36,0,5,0,5,0.0,0.0
48,Jermaine Kearse,WR,NYJ,1,64,64,90,0,3,0,3,0.0,0.0
49,Josh Bellamy,WR,CHI,1,18,18,22,0,17,0,17,0.0,0.0
50,Travis Kelce,TE,KC,1,60,60,86,0,8,8,8,9.5,15.8
51,Marquise Goodwin,WR,SF,1,56,56,95,0,9,4,9,2.4,4.3
52,DeAndre Hopkins,WR,HOU,1,64,64,98,0,13,5,13,11.0,17.2
53,Robert Woods,WR,LAR,1,50,50,82,2,14,12,16,8.4,16.8
54,Kenny Stills,WR,MIA,1,49,49,86,0,6,2,6,6.5,13.3
55,Cordarrelle Patterson,RB,NE,1,6,6,9,17,0,17,17,-1.6,-26.7
56,Keenan Allen,WR,LAC,1,40,40,87,0,13,13,13,7.2,18.0
57,Kenjon Barner,RB,NE,1,17,17,27,59,0,59,59,3.6,21.2
58,Zach Ertz,TE,PHI,1,65,65,96,0,17,14,17,13.8,21.2
59,Jordan Reed,TE,WAS,1,41,41,68,0,10,5,10,4.3,10.5
60,Levine Toilolo,TE,DET,1,21,21,33,0,0,0,0,0.0,0.0
61,Kyle Juszczyk,RB,SF,1,35,35,59,3,9,9,11,1.3,3.7
