,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,52,52,96,2,0,60,60,15.9,30.6
1,Adrian Peterson,RB,WAS,1,41,41,59,63,2,66,66,25.6,62.4
2,Alex Smith,QB,WAS,1,68,68,99,4,0,51,51,12.4,18.2
3,Ben Roethlisberger,QB,PIT,1,70,70,97,3,0,54,54,16.9,24.1
4,Benjamin Watson,TE,NO,1,14,14,26,0,0,0,0,0.0,0.0
5,Brian Hoyer,QB,NE,1,2,2,3,100,0,100,100,-0.2,-10.0
6,Danny Amendola,WR,MIA,1,65,65,98,0,9,9,11,9.4,14.5
7,DeSean Jackson,WR,TB,1,46,46,52,2,17,9,20,13.2,28.7
8,Drew Brees,QB,NO,1,53,53,98,0,0,43,43,6.8,12.8
9,Eli Manning,QB,NYG,1,70,70,99,0,0,67,67,12.6,18.0
10,Frank Gore,RB,MIA,1,29,29,44,41,7,45,48,5.8,20.0
11,Greg Olsen,TE,CAR,1,63,63,97,0,6,6,6,11.6,18.4
12,Jared Cook,TE,OAK,1,31,31,61,0,16,13,16,13.4,43.2
13,Joe Flacco,QB,BAL,1,61,61,88,3,0,67,67,9.1,14.9
14,Julian Edelman,WR,NE,1,73,73,96,3,14,15,16,11.7,16.0
15,Larry Fitzgerald,WR,ARI,1,66,66,100,0,18,12,18,18.2,27.6
16,LeSean McCoy,RB,BUF,1,46,46,71,26,17,39,43,9.5,20.7
17,Marcedes Lewis,TE,GB,1,12,12,22,0,0,0,0,0.0,0.0
18,Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0
19,Matthew Stafford,QB,DET,1,59,59,100,2,0,69,69,17.0,28.8
20,Michael Crabtree,WR,BAL,1,45,45,65,0,11,7,11,3.1,6.9
21,Ryan Fitzpatrick,QB,TB,1,25,25,28,4,0,64,64,19.6,78.4
22,Tom Brady,QB,NE,1,74,74,97,1,0,62,62,13.8,18.6
23,Vernon Davis,TE,WAS,1,33,33,48,0,9,3,9,2.1,6.4
24,Golden Tate,WR,DET,1,54,54,92,2,22,15,24,5.3,9.8
25,Andre Roberts,WR,NYJ,1,32,32,59,0,3,0,3,0.0,0.0
26,Emmanuel Sanders,WR,DEN,1,59,59,81,2,7,8,8,5.1,8.6
