,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,9,9,16,0,0,56,56,1.0,11.1
1,Adrian Peterson,RB,WAS,1,10,10,22,40,0,40,40,0.0,0.0
2,Ben Roethlisberger,QB,PIT,1,68,68,100,4,0,71,71,13.8,20.3
3,Benjamin Watson,TE,NO,1,27,27,52,0,11,7,11,2.9,10.7
4,Brian Hoyer,QB,NE,1,4,4,6,75,0,75,75,-0.3,-7.5
5,Chad Henne,QB,KC,1,13,13,24,8,0,31,31,1.5,11.5
6,Danny Amendola,WR,MIA,1,50,50,82,0,10,8,10,2.6,5.2
7,Darren Sproles,RB,PHI,1,27,27,38,26,11,33,37,3.6,13.3
8,Eli Manning,QB,NYG,1,71,71,99,1,0,59,59,18.2,25.6
9,Jared Cook,TE,OAK,1,43,43,65,0,12,7,12,2.8,6.5
10,Josh Johnson,QB,WAS,1,45,45,100,7,0,67,67,2.0,4.4
11,Julian Edelman,WR,NE,1,58,58,85,3,10,12,14,15.3,26.4
12,Larry Fitzgerald,WR,ARI,1,65,65,100,0,14,6,14,9.6,14.8
13,LeSean McCoy,RB,BUF,1,31,31,50,32,10,39,42,10.4,33.5
14,Marcedes Lewis,TE,GB,1,4,4,7,0,0,0,0,0.0,0.0
15,Matt Ryan,QB,ATL,1,77,77,97,5,1,64,64,28.3,36.8
16,Matthew Slater,WR,NE,1,3,3,4,0,0,0,0,0.0,0.0
17,Matthew Stafford,QB,DET,1,73,73,100,3,0,47,47,18.4,25.2
18,Michael Crabtree,WR,BAL,1,57,57,74,0,4,4,4,2.0,3.5
19,Philip Rivers,QB,LAC,1,49,49,82,2,0,51,51,7.0,14.3
20,Tom Brady,QB,NE,1,64,64,94,0,0,52,52,26.0,40.6
21,Golden Tate,WR,PHI,1,40,40,56,0,15,10,15,3.3,8.3
22,Andre Roberts,WR,NYJ,1,40,40,71,0,10,8,10,2.8,7.0
23,Jimmy Graham,TE,GB,1,39,39,70,0,13,8,13,2.1,5.4
24,Rob Gronkowski,TE,NE,1,55,55,81,0,4,4,4,2.4,4.4
25,Logan Paulsen,TE,ATL,1,29,29,37,0,3,3,3,1.9,6.6
26,Blaine Gabbert,QB,TEN,1,49,49,100,0,0,59,59,6.6,13.5
27,Julio Jones,WR,ATL,1,51,51,65,0,25,18,25,19.8,38.8
28,Mark Ingram II,RB,NO,1,19,19,37,26,11,37,37,4.3,22.6
29,Randall Cobb,WR,GB,1,46,46,82,0,11,2,11,2.7,5.9
30,Kyle Rudolph,TE,MIN,1,49,49,84,0,10,8,10,1.9,3.9
31,Lance Kendricks,TE,GB,1,4,4,7,0,25,0,25,0.0,0.0
32,Luke Stocker,TE,TEN,1,20,20,41,0,10,5,10,8.2,41.0
33,Anthony Sherman,RB,KC,1,7,7,13,0,29,29,29,1.9,27.1
34,Dion Lewis,RB,TEN,1,24,24,49,0,17,13,17,2.3,9.6
35,Lee Smith,TE,OAK,1,18,18,27,0,0,0,0,0.0,0.0
36,Dwayne Harris,WR,OAK,1,10,10,15,0,0,0,0,0.0,0.0
37,Virgil Green,TE,LAC,1,47,47,78,0,2,0,2,0.0,0.0
38,Ryan Tannehill,QB,MIA,1,61,61,100,3,2,56,56,7.1,11.6
39,Nick Foles,QB,PHI,1,61,61,86,3,0,57,57,15.2,24.9
40,Kirk Cousins,QB,MIN,1,57,57,98,2,0,60,60,10.0,17.5
41,Russell Wilson,QB,SEA,1,63,63,100,3,0,37,37,7.9,12.5
42,Lamar Miller,RB,HOU,1,64,64,83,27,3,30,30,11.6,18.1
43,Alshon Jeffery,WR,PHI,1,57,57,80,0,9,9,9,11.9,20.9
44,Mohamed Sanu Sr.,WR,ATL,1,61,61,77,2,16,15,20,13.4,22.0
45,T.Y. Hilton,WR,IND,1,64,64,81,0,9,3,9,6.1,9.5
46,Travis Benjamin,WR,LAC,1,14,14,23,7,7,7,14,1.1,7.9
47,Alfred Morris,RB,SF,1,44,44,71,36,2,39,39,17.5,39.8
48,Brandon Bolden,RB,MIA,1,7,7,11,0,14,14,14,0.9,12.9
49,Derek Carrier,TE,OAK,1,16,16,24,0,0,0,0,0.0,0.0
50,Case Keenum,QB,DEN,1,79,79,100,4,0,65,65,12.5,15.8
51,Cole Beasley,WR,DAL,1,59,59,75,0,10,10,10,15.4,26.1
52,Chris Hogan,WR,NE,1,64,64,94,0,17,9,17,6.4,10.0
53,Josh Bellamy,WR,CHI,1,57,57,84,0,7,2,7,0.2,0.4
54,Travis Kelce,TE,KC,1,40,40,74,0,23,13,23,6.2,15.5
55,DeAndre Hopkins,WR,HOU,1,75,75,97,0,21,16,21,14.7,19.6
56,Robert Woods,WR,LAR,1,51,51,69,2,6,6,8,2.5,4.9
57,Kenny Stills,WR,MIA,1,56,56,92,0,13,7,14,6.8,12.1
58,Keenan Allen,WR,LAC,1,45,45,75,0,16,9,16,6.4,14.2
59,Tavon Austin,WR,DAL,1,10,10,13,0,30,10,30,1.0,10.0
60,Giovani Bernard,RB,CIN,1,19,19,39,16,26,26,42,1.5,7.9
61,Theo Riddick,RB,DET,1,19,19,26,21,0,21,21,2.4,12.6
62,Chris Thompson,RB,WAS,1,30,30,67,7,27,23,33,2.4,8.0
63,Rex Burkhead,RB,NE,1,17,17,25,29,12,35,41,9.2,54.1
64,Geno Smith,QB,LAC,1,10,10,17,20,0,20,20,-2.2,-22.0
65,Zach Ertz,TE,PHI,1,53,53,75,0,8,6,8,1.5,2.8
66,Levine Toilolo,TE,DET,1,50,50,68,0,8,8,8,10.3,20.6
67,Vance McDonald,TE,PIT,1,41,41,60,0,15,7,15,3.9,9.5
68,Kyle Juszczyk,RB,SF,1,41,41,66,5,5,7,10,0.4,1.0
69,Latavius Murray,RB,MIN,1,4,4,7,50,0,50,50,1.8,45.0
70,Ryan Griffin,TE,HOU,1,61,61,79,0,2,2,2,0.8,1.3
71,Demetrius Harris,TE,KC,1,29,29,54,0,0,0,0,0.0,0.0
72,Zach Line,RB,NO,1,17,17,33,18,6,18,24,1.9,11.2
73,James Develin,RB,NE,1,26,26,38,0,4,4,4,0.2,0.8
74,Patrick DiMarco,RB,BUF,1,36,36,58,0,0,0,0,0.0,0.0
75,Teddy Bridgewater,QB,NO,1,52,52,100,8,0,50,50,7.9,15.2
76,Blake Bortles,QB,JAC,1,47,47,100,9,0,68,68,3.8,8.1
77,Derek Carr,QB,OAK,1,66,66,100,0,0,50,50,1.4,2.1
78,Logan Thomas,TE,BUF,1,7,7,11,0,0,0,0,0.0,0.0
79,Carlos Hyde,RB,JAC,1,43,43,91,23,7,28,30,1.9,4.4
80,Mike Evans,WR,TB,1,51,51,84,0,18,12,18,22.6,44.3
81,Brandin Cooks,WR,LAR,1,54,54,73,0,17,9,17,18.2,33.7
82,Jordan Matthews,WR,PHI,1,20,20,28,0,0,0,0,0.0,0.0
83,Donte Moncrief,WR,JAC,1,40,40,85,0,8,5,8,2.1,5.3
84,Jarvis Landry,WR,CLE,1,56,56,95,0,16,9,16,16.2,28.9
85,Eric Ebron,TE,IND,1,39,39,49,0,15,10,15,12.0,30.8
86,Trey Burton,TE,CHI,1,47,47,69,0,13,11,13,3.3,7.0
87,James White,RB,NE,1,27,27,40,15,19,30,33,12.9,47.8
88,Cody Latimer,WR,NYG,1,26,26,36,0,23,15,23,13.2,50.8
89,John Brown,WR,BAL,1,37,37,48,0,8,3,8,0.7,1.9
90,Richard Rodgers,TE,PHI,1,5,5,7,0,0,0,0,0.0,0.0
