,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,64,64,98,5,0,55,55,20.2,31.6
1,Adrian Peterson,RB,WAS,1,19,19,30,53,5,58,58,1.9,10.0
2,Ben Roethlisberger,QB,PIT,1,41,41,68,0,0,71,71,19.3,47.1
3,Benjamin Watson,TE,NO,1,28,28,44,0,11,11,11,2.4,8.6
4,Danny Amendola,WR,MIA,1,25,25,52,0,4,4,4,1.0,4.0
5,Darren Sproles,RB,PHI,1,23,23,44,4,13,17,17,9.6,41.7
6,Drew Brees,QB,NO,1,64,64,100,5,0,53,53,13.9,21.7
7,Eli Manning,QB,NYG,1,46,46,69,0,0,48,48,19.9,43.3
8,Frank Gore,RB,MIA,1,23,23,48,52,4,57,57,11.6,50.4
9,Jared Cook,TE,OAK,1,57,57,85,0,18,12,18,11.6,20.4
10,Josh Johnson,QB,WAS,1,30,30,48,23,0,77,77,24.3,81.0
11,Josh McCown,QB,NYJ,1,3,3,6,0,0,33,33,0.0,0.0
12,Julian Edelman,WR,NE,1,74,74,91,0,16,12,16,14.6,19.7
13,Larry Fitzgerald,WR,ARI,1,67,67,96,0,13,7,13,5.5,8.2
14,LeSean McCoy,RB,BUF,1,9,9,12,22,11,22,33,0.1,1.1
15,Marcedes Lewis,TE,GB,1,16,16,25,0,0,0,0,0.0,0.0
16,Matt Ryan,QB,ATL,1,71,71,100,1,0,61,61,20.5,28.9
17,Matthew Stafford,QB,DET,1,60,60,100,2,0,40,40,4.7,7.8
18,Michael Crabtree,WR,BAL,1,51,51,72,0,8,6,8,3.1,6.1
19,Philip Rivers,QB,LAC,1,57,57,97,4,0,54,54,13.5,23.7
20,Tom Brady,QB,NE,1,81,81,100,1,0,54,54,26.6,32.8
21,Vernon Davis,TE,WAS,1,50,50,79,0,8,8,8,5.1,10.2
22,Golden Tate,WR,PHI,1,20,20,38,0,15,5,15,0.7,3.5
23,Jimmy Graham,TE,GB,1,47,47,72,0,11,4,11,1.3,2.8
24,Joe Webb III,QB,HOU,1,32,32,44,0,9,6,9,1.3,4.1
25,Rob Gronkowski,TE,NE,1,77,77,95,0,10,10,10,16.7,21.7
26,Antonio Brown,WR,PIT,1,59,59,98,0,12,8,12,3.5,5.9
27,Julio Jones,WR,ATL,1,63,63,89,0,17,13,17,22.6,35.9
28,Cam Newton,QB,CAR,1,73,73,97,7,0,64,64,10.9,14.9
29,Mark Ingram II,RB,NO,1,29,29,45,45,10,48,55,11.3,39.0
30,Randall Cobb,WR,GB,1,44,44,68,0,14,11,14,10.3,23.4
31,Kyle Rudolph,TE,MIN,1,57,57,97,0,9,4,9,0.7,1.2
32,Lance Kendricks,TE,GB,1,17,17,26,0,0,0,0,0.0,0.0
33,Luke Stocker,TE,TEN,1,39,39,65,0,3,3,3,0.7,1.8
34,Anthony Sherman,RB,KC,1,6,6,7,17,17,17,33,0.2,3.3
35,Dion Lewis,RB,TEN,1,38,38,63,26,13,39,39,5.2,13.7
36,Lee Smith,TE,OAK,1,14,14,21,0,7,7,7,6.3,45.0
37,Dwayne Harris,WR,OAK,1,6,6,9,0,0,0,0,0.0,0.0
38,Virgil Green,TE,LAC,1,40,40,68,0,0,0,0,0.0,0.0
39,Robert Griffin III,QB,BAL,1,4,4,6,0,0,50,50,0.0,0.0
40,Ryan Tannehill,QB,MIA,1,46,46,96,2,0,43,43,23.9,52.0
41,Kirk Cousins,QB,MIN,1,58,58,98,5,0,62,62,10.8,18.6
42,Russell Wilson,QB,SEA,1,66,66,100,11,0,41,41,9.0,13.6
43,Lamar Miller,RB,HOU,1,51,51,71,27,12,37,39,11.2,22.0
