,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Minnesota Vikings(MIN),3,3,4,5,1,0,0,1,27.0,27.0,28.0%
1,2,New England Patriots(NE),0,4,1,0,1,0,0,1,20.0,20.0,93.2%
2,3,Buffalo Bills(BUF),4,4,1,3,0,0,0,1,18.0,18.0,95.9%
3,4,Tampa Bay Buccaneers(TB),2,2,1,1,1,0,0,1,15.0,15.0,98.0%
4,5,Green Bay Packers(GB),3,2,1,1,0,0,0,1,13.0,13.0,60.6%
5,6,Atlanta Falcons(ATL),1,0,2,2,1,0,0,1,11.0,11.0,5.8%
6,7,Kansas City Chiefs(KC),2,1,0,0,0,0,0,1,11.0,11.0,45.7%
7,8,Philadelphia Eagles(PHI),1,0,1,1,1,0,0,1,9.0,9.0,52.5%
8,9,Baltimore Ravens(BAL),1,1,1,1,0,0,0,1,9.0,9.0,51.9%
9,10,New York Jets(NYJ),1,0,0,0,0,0,1,1,9.0,9.0,3.3%
10,11,New York Giants(NYG),3,0,1,1,0,1,0,1,8.0,8.0,4.5%
11,12,Seattle Seahawks(SEA),1,3,0,1,0,0,0,1,7.0,7.0,39.4%
12,13,Pittsburgh Steelers(PIT),1,1,1,2,0,0,0,1,6.0,6.0,44.6%
13,14,Jacksonville Jaguars(JAC),4,0,0,0,0,0,0,1,5.0,5.0,6.9%
14,15,Denver Broncos(DEN),3,1,0,0,0,0,0,1,5.0,5.0,48.5%
15,16,Tennessee Titans(TEN),1,2,0,1,0,0,0,1,5.0,5.0,48.4%
16,17,New Orleans Saints(NO),1,0,0,0,0,0,0,1,5.0,5.0,79.3%
17,18,Arizona Cardinals(ARI),1,1,1,1,0,0,0,1,5.0,5.0,60.9%
18,19,Houston Texans(HOU),2,1,0,0,0,0,0,1,4.0,4.0,6.4%
19,20,Dallas Cowboys(DAL),2,1,0,0,0,0,0,1,4.0,4.0,82.9%
20,21,San Francisco 49ers(SF),2,0,1,0,0,0,0,1,4.0,4.0,79.5%
21,22,Miami Dolphins(MIA),1,3,0,0,0,0,0,1,3.0,3.0,60.2%
22,23,Las Vegas Raiders(LV),2,0,0,0,0,0,0,1,3.0,3.0,7.6%
23,24,Detroit Lions(DET),2,1,0,0,0,0,0,1,3.0,3.0,1.1%
24,25,Carolina Panthers(CAR),2,1,0,0,0,0,0,1,3.0,3.0,27.8%
25,26,Washington Commanders(WAS),2,0,1,3,0,0,0,1,3.0,3.0,27.5%
26,27,Los Angeles Chargers(LAC),0,1,0,0,0,0,0,1,1.0,1.0,44.3%
27,28,Cincinnati Bengals(CIN),2,0,0,1,0,0,0,1,1.0,1.0,14.7%
28,29,Chicago Bears(CHI),1,0,0,0,0,0,0,1,1.0,1.0,35.9%
29,30,Indianapolis Colts(IND),0,0,0,0,0,0,0,1,-1.0,-1.0,66.4%
30,31,Cleveland Browns(CLE),0,1,0,0,0,0,0,1,-2.0,-2.0,40.8%
31,32,Los Angeles Rams(LAR),0,0,0,0,0,0,0,1,-4.0,-4.0,74.5%
