,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Philadelphia Eagles(PHI),10,2,1,2,2,0,0,1,35.0,35.0,52.5%
1,2,San Francisco 49ers(SF),4,2,2,2,0,0,0,1,19.0,19.0,79.5%
2,3,New England Patriots(NE),6,1,1,2,0,0,0,1,14.0,14.0,93.2%
3,4,Carolina Panthers(CAR),2,0,3,2,1,0,0,1,14.0,14.0,27.8%
4,5,Minnesota Vikings(MIN),4,1,0,0,0,1,0,1,12.0,12.0,28.0%
5,6,Pittsburgh Steelers(PIT),5,3,0,0,0,0,0,1,11.0,11.0,44.6%
6,7,Indianapolis Colts(IND),4,0,1,1,0,0,0,1,10.0,10.0,66.4%
7,8,Green Bay Packers(GB),3,3,0,1,0,0,0,1,9.0,9.0,60.6%
8,9,Houston Texans(HOU),2,1,0,1,1,0,0,1,9.0,9.0,6.4%
9,10,Buffalo Bills(BUF),5,0,0,0,0,0,0,1,9.0,9.0,95.9%
10,11,Denver Broncos(DEN),0,2,0,1,0,0,0,1,8.0,8.0,48.5%
11,12,Los Angeles Chargers(LAC),3,1,1,1,0,0,1,1,8.0,8.0,44.3%
12,13,Las Vegas Raiders(LV),4,2,0,0,0,0,0,1,8.0,8.0,7.6%
13,14,Tennessee Titans(TEN),4,1,0,0,0,0,0,1,7.0,7.0,48.4%
14,15,New Orleans Saints(NO),6,0,0,1,0,0,0,1,6.0,6.0,79.3%
15,16,Baltimore Ravens(BAL),1,1,1,2,0,0,0,1,5.0,5.0,51.9%
16,17,Washington Commanders(WAS),4,1,0,0,0,0,0,1,5.0,5.0,27.5%
17,18,Chicago Bears(CHI),0,0,2,1,0,0,0,1,4.0,4.0,35.9%
18,19,New York Giants(NYG),3,0,1,2,0,0,0,1,4.0,4.0,4.5%
19,20,New York Jets(NYJ),1,0,1,1,0,0,0,1,4.0,4.0,3.3%
20,21,Kansas City Chiefs(KC),0,1,0,0,0,0,0,1,3.0,3.0,45.7%
21,22,Seattle Seahawks(SEA),0,1,1,1,0,0,0,1,3.0,3.0,39.4%
22,23,Los Angeles Rams(LAR),1,0,1,1,0,0,0,1,2.0,2.0,74.5%
23,24,Jacksonville Jaguars(JAC),3,0,0,1,0,0,0,1,2.0,2.0,6.9%
24,25,Tampa Bay Buccaneers(TB),0,1,0,0,0,0,0,1,1.0,1.0,98.0%
25,26,Arizona Cardinals(ARI),1,0,0,0,0,0,0,1,1.0,1.0,60.9%
26,27,Dallas Cowboys(DAL),2,0,0,0,0,0,0,1,1.0,1.0,82.9%
27,28,Cleveland Browns(CLE),2,0,0,0,0,0,0,1,1.0,1.0,40.8%
28,29,Cincinnati Bengals(CIN),1,0,0,0,0,0,0,1,1.0,1.0,14.7%
29,30,Detroit Lions(DET),0,0,0,0,0,0,0,0,0,0,1.1%
30,31,Miami Dolphins(MIA),0,0,0,0,0,0,0,0,0,0,60.2%
31,32,Atlanta Falcons(ATL),0,0,1,3,0,0,0,1,-2.0,-2.0,5.8%
