Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tyreek Hill(KC),87,137,"1,479",17.0,75,27,12,22,151,1,0,16,241.0,15.1,100.0%
2,Antonio Brown(FA),104,169,"1,297",12.5,78,17,15,0,0,0,0,15,219.7,14.6,84.1%
3,Davante Adams(GB),111,169,"1,386",12.5,57,18,13,0,0,0,0,15,218.6,14.6,100.0%
4,DeAndre Hopkins(ARI),115,163,"1,572",13.7,49,23,11,1,-7,0,2,16,218.5,13.7,69.3%
5,Julio Jones(TEN),113,170,"1,677",14.8,58,24,8,2,12,0,2,16,212.8,13.3,60.7%
6,Mike Evans(TB),86,139,"1,524",17.7,72,26,8,0,0,0,1,16,198.4,12.4,97.8%
7,Adam Thielen(MIN),113,153,"1,373",12.2,68,17,9,5,30,0,1,16,194.3,12.1,82.7%
8,Michael Thomas(NO),125,147,"1,405",11.2,72,17,9,0,0,0,2,16,190.5,11.9,20.6%
9,JuJu Smith-Schuster(FA),111,166,"1,426",12.8,97,18,7,1,13,0,1,16,185.9,11.6,18.5%
10,Robert Woods(LAR),86,131,"1,219",14.2,39,20,6,19,157,1,0,16,179.6,11.2,29.9%
11,Tyler Lockett(SEA),57,71,965,16.9,52,17,10,13,69,0,0,16,165.4,10.3,97.5%
12,Stefon Diggs(BUF),102,148,"1,021",10.0,75,13,9,10,62,0,0,15,164.3,11.0,100.0%
13,Brandin Cooks(HOU),80,116,"1,204",15.1,57,22,5,10,68,1,0,16,163.2,10.2,92.7%
14,Keenan Allen(LAC),97,137,"1,196",12.3,54,13,6,9,75,0,1,16,163.1,10.2,99.3%
15,T.Y. Hilton(IND),76,120,"1,270",16.7,68,22,6,0,0,0,0,14,163.0,11.6,16.8%
16,Odell Beckham Jr.(LAR),77,124,"1,052",13.7,51,17,6,5,19,0,1,12,153.4,12.8,90.8%
17,Tyler Boyd(CIN),76,108,"1,028",13.5,49,21,7,2,3,0,0,14,145.1,10.4,71.3%
18,Calvin Ridley(ATL),64,92,821,12.8,75,11,10,6,27,0,1,16,142.8,8.9,56.8%
19,Amari Cooper(DAL),75,107,"1,004",13.4,90,10,7,2,20,0,2,15,140.4,9.4,97.7%
20,Mike Williams(LAC),43,66,664,15.4,55,11,10,7,28,1,0,16,137.2,8.6,91.9%
21,Kenny Golladay(NYG),70,118,"1,063",15.2,60,19,5,1,8,0,0,15,137.1,9.1,51.8%
22,Jarvis Landry(CLE),81,149,976,12.0,51,13,4,3,60,1,1,16,136.1,8.5,72.5%
23,Julian Edelman(FA),74,108,850,11.5,36,12,6,9,107,0,0,12,133.4,11.1,13.1%
24,Emmanuel Sanders(BUF),71,98,868,12.2,64,13,4,4,53,1,0,12,127.2,10.6,46.6%
