rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,year
1.0,Ka'imi Fairbairn,37.0,42.0,88.1,54.0,1.0,9.0,11.0,12.0,4.0,39.0,41.0,16.0,170.0,10.6,0.8,HOU,K,2018
2.0,Justin Tucker,35.0,39.0,89.7,56.0,0.0,12.0,9.0,9.0,5.0,36.0,37.0,16.0,160.0,10.0,98.0,BAL,K,2018
3.0,Jason Myers,33.0,36.0,91.7,56.0,0.0,4.0,13.0,10.0,6.0,30.0,33.0,16.0,151.0,9.4,22.1,SEA,K,2018
4.0,Wil Lutz,28.0,30.0,93.3,54.0,1.0,5.0,9.0,11.0,2.0,52.0,53.0,16.0,151.0,9.4,3.3,NO,K,2018
5.0,Harrison Butker,24.0,27.0,88.9,54.0,0.0,9.0,7.0,6.0,2.0,65.0,69.0,16.0,147.0,9.2,76.6,KC,K,2018
6.0,Mason Crosby,30.0,37.0,81.1,53.0,0.0,4.0,10.0,11.0,5.0,34.0,36.0,16.0,145.0,9.1,40.7,GB,K,2018
7.0,Aldrick Rosas,32.0,33.0,97.0,57.0,0.0,9.0,13.0,6.0,4.0,31.0,32.0,16.0,141.0,8.8,1.8,FA,K,2018
8.0,Robbie Gould,33.0,34.0,97.1,53.0,0.0,9.0,13.0,9.0,2.0,27.0,29.0,16.0,139.0,8.7,22.5,SF,K,2018
9.0,Stephen Gostkowski,27.0,32.0,84.4,52.0,0.0,11.0,10.0,4.0,2.0,49.0,50.0,16.0,138.0,8.6,0.1,FA,K,2018
10.0,Brett Maher,29.0,36.0,80.6,62.0,0.0,10.0,6.0,7.0,6.0,32.0,33.0,16.0,138.0,8.6,1.9,FA,K,2018
11.0,Matt Prater,28.0,32.0,87.5,54.0,0.0,8.0,12.0,5.0,3.0,30.0,30.0,16.0,129.3,8.1,52.8,ARI,K,2018
12.0,Sebastian Janikowski,22.0,27.0,81.5,56.0,0.0,2.0,9.0,8.0,3.0,48.0,51.0,16.0,128.0,8.0,20.0,FA,K,2018
13.0,Greg Zuerlein,27.0,31.0,87.1,56.0,0.0,9.0,10.0,4.0,4.0,35.0,36.0,11.0,128.0,11.6,74.2,DAL,K,2018
14.0,Adam Vinatieri,23.0,27.0,85.2,54.0,0.0,8.0,6.0,5.0,4.0,44.0,47.0,16.0,126.0,7.9,0.2,FA,K,2018
15.0,Cody Parkey,23.0,30.0,76.7,50.0,0.0,6.0,7.0,9.0,1.0,42.0,45.0,16.0,122.0,7.6,0.4,FA,K,2018
16.0,Jake Elliott,26.0,31.0,83.9,56.0,0.0,7.0,10.0,7.0,2.0,33.0,35.0,16.0,122.0,7.6,22.5,PHI,K,2018
17.0,Dustin Hopkins,26.0,29.0,89.7,56.0,0.0,5.0,7.0,10.0,4.0,25.0,26.0,16.0,121.0,7.6,14.5,LAC,K,2018
18.0,Ryan Succop,26.0,30.0,86.7,54.0,0.0,5.0,13.0,5.0,3.0,28.0,31.0,16.0,117.0,7.3,57.4,TB,K,2018
19.0,Matt Bryant,20.0,21.0,95.2,57.0,0.0,4.0,5.0,7.0,4.0,33.0,35.0,13.0,108.0,8.3,1.1,FA,K,2018
20.0,Brandon McManus,20.0,25.0,80.0,53.0,0.0,5.0,6.0,7.0,2.0,35.0,35.0,16.0,106.0,6.6,44.3,DEN,K,2018
21.0,Randy Bullock,19.0,23.0,82.6,51.0,0.0,4.0,7.0,6.0,2.0,39.0,41.0,16.0,106.0,6.6,10.8,TEN,K,2018
22.0,Stephen Hauschka,22.0,28.0,78.6,54.0,0.0,3.0,8.0,7.0,4.0,25.0,26.0,16.0,106.0,6.6,0.0,FA,K,2018
23.0,Dan Bailey,21.0,28.0,75.0,52.0,0.0,5.0,11.0,4.0,1.0,30.0,31.0,14.0,99.0,7.1,0.0,FA,K,2018
24.0,Jason Sanders,18.0,20.0,90.0,50.0,0.0,7.0,3.0,7.0,1.0,35.0,36.0,16.0,98.0,6.1,22.6,MIA,K,2018
25.0,Chris Boswell,13.0,20.0,65.0,50.0,0.0,3.0,4.0,5.0,1.0,43.0,48.0,15.0,93.1,6.2,51.0,PIT,K,2018
26.0,Daniel Carlson,17.0,21.0,81.0,50.0,0.0,2.0,3.0,9.0,3.0,24.0,24.0,12.0,90.0,7.5,74.3,LV,K,2018
27.0,Josh Lambo,19.0,21.0,90.5,57.0,0.0,4.0,8.0,3.0,4.0,19.0,20.0,13.0,87.0,6.7,3.2,FA,K,2018
28.0,Chandler Catanzaro,16.0,20.0,80.0,59.0,0.0,4.0,9.0,0.0,3.0,30.0,35.0,13.0,84.0,6.5,0.0,FA,K,2018
29.0,Greg Joseph,17.0,20.0,85.0,51.0,0.0,4.0,7.0,5.0,1.0,25.0,29.0,14.0,83.0,5.9,69.1,MIN,K,2018
30.0,Graham Gano,14.0,16.0,87.5,63.0,0.0,3.0,4.0,4.0,3.0,30.0,33.0,12.0,82.0,6.8,31.4,NYG,K,2018
31.0,Michael Badgley,15.0,16.0,93.8,59.0,0.0,4.0,5.0,5.0,1.0,27.0,28.0,10.0,79.0,7.9,19.9,IND,K,2018
32.0,Cairo Santos,14.0,18.0,77.8,45.0,1.0,4.0,6.0,3.0,0.0,22.0,23.0,9.0,67.0,7.4,2.1,CHI,K,2018
33.0,Zane Gonzalez,9.0,14.0,64.3,55.0,0.0,1.0,4.0,2.0,2.0,8.0,11.0,7.0,41.0,5.9,2.6,CAR,K,2018
34.0,Caleb Sturgis,9.0,13.0,69.2,49.0,0.0,4.0,2.0,3.0,0.0,9.0,15.0,6.0,39.0,6.5,0.0,FA,K,2018
35.0,Matt McCrane,8.0,12.0,66.7,47.0,0.0,3.0,2.0,3.0,0.0,9.0,9.0,5.0,36.0,7.2,0.0,FA,K,2018
36.0,Phil Dawson,5.0,8.0,62.5,43.0,0.0,2.0,2.0,1.0,0.0,15.0,15.0,10.0,31.0,3.1,0.1,FA,K,2018
37.0,Giorgio Tavecchio,5.0,5.0,100.0,56.0,0.0,1.0,0.0,2.0,2.0,8.0,8.0,3.0,29.0,9.7,1.0,TEN,K,2018
38.0,Mike Nugent,6.0,6.0,100.0,52.0,0.0,3.0,0.0,2.0,1.0,4.0,5.0,3.0,26.0,8.7,1.0,FA,K,2018
39.0,Kai Forbath,4.0,5.0,80.0,41.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,16.0,5.3,3.0,LAR,K,2018
40.0,Sam Ficken,1.0,3.0,33.3,34.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,13.0,6.5,0.1,TEN,K,2018
41.0,Matthew Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,JAC,K,2018
42.0,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DET,K,2018
43.0,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,LAR,K,2018
44.0,Chris Blewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,CLE,K,2018
45.0,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,ATL,K,2018
46.0,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,WAS,K,2018
47.0,Eddy Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,NYJ,K,2018
48.0,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,CLE,K,2018
49.0,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,CIN,K,2018
50.0,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,DET,K,2018
51.0,Jose Borregales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2018
52.0,Quinn Nordin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,K,2018
53.0,Chris Naggar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,DAL,K,2018
54.0,Brian Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,WAS,K,2018
55.0,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2018
56.0,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2018
57.0,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,IND,K,2018
58.0,Jake Verity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,K,2018
59.0,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,BUF,K,2018
60.0,JJ Molson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,K,2018
61.0,Sam Sloman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2018
62.0,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,K,2018
63.0,Lirim Hajrullahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,CAR,K,2018
64.0,Austin MacGinnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,K,2018
65.0,Ty Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,LAC,K,2018
66.0,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,NE,K,2018
67.0,Parker Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2018
68.0,Piotr Czech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,K,2018
69.0,Steven Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2018
70.0,Zac Derr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2018
71.0,Ricky Schmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2018
72.0,Jason Reda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,K,2018
73.0,Andrew Wellock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,K,2018
74.0,Carlos Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2018
75.0,Garrett Rivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,K,2018
76.0,MacKenzie Hoambrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2018
77.0,Mark Hickok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,K,2018
78.0,Andrew Jacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,K,2018
79.0,Sergio Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,K,2018
80.0,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,33.3,MIA,K,2018
81.0,Garrett Lindholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,K,2018
82.0,Connor Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,K,2018
83.0,Clint Stitser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2018
84.0,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,K,2018
