,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Graham Gano(NYG),3,3,100.0,53,0,0,0,2,1,2,2,1,15.0,15.0,31.4%
1,2,Austin Seibert(DET),4,4,100.0,47,0,0,2,2,0,1,1,1,15.0,15.0,0.1%
2,3,Nick Folk(NE),2,2,100.0,50,0,0,1,0,1,6,7,1,14.0,14.0,81.8%
3,4,Evan McPherson(CIN),2,2,100.0,52,0,0,1,0,1,5,5,1,13.0,13.0,34.2%
4,5,Younghoe Koo(ATL),3,3,100.0,36,0,0,3,0,0,3,3,1,12.0,12.0,40.9%
5,6,Randy Bullock(TEN),2,2,100.0,51,0,0,1,0,1,3,3,1,11.0,11.0,10.8%
6,7,Daniel Carlson(LV),2,2,100.0,39,0,1,1,0,0,3,4,1,9.0,9.0,74.3%
7,8,Matt Gay(LAR),2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,89.8%
8,9,Ryan Succop(TB),1,2,50.0,22,0,1,0,0,0,5,5,1,8.0,8.0,57.4%
9,10,Joey Slye(WAS),2,2,100.0,56,0,0,1,0,1,0,1,1,8.0,8.0,1.6%
10,11,Michael Badgley(IND),1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,19.9%
11,12,Matt Prater(ARI),1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,52.8%
12,13,Chase McLaughlin(CLE),1,2,50.0,52,0,0,0,0,1,2,2,1,7.0,7.0,7.1%
13,14,Brian Johnson(WAS),2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,7.0,6.6%
14,15,Jason Myers(SEA),1,3,33.3,50,0,0,0,0,1,1,1,1,6.0,6.0,22.1%
15,16,Mason Crosby(GB),1,2,50.0,39,0,0,1,0,0,3,3,1,6.0,6.0,40.7%
16,17,Justin Tucker(BAL),1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,98.0%
17,18,Chris Blewitt(CLE),1,2,50.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.1%
18,19,Ka'imi Fairbairn(HOU),1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,0.8%
19,20,Harrison Butker(KC),1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,4.0,76.6%
20,21,Zane Gonzalez(CAR),1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,4.0,2.6%
21,22,Jason Sanders(MIA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.6%
22,23,Cairo Santos(CHI),1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,2.1%
23,24,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.5%
24,25,Brandon McManus(DEN),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,44.3%
25,26,Matt Ammendola(NYJ),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%
26,27,Eddy Pineiro(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
27,28,Ryan Santoso(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
