,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Chase McLaughlin(CLE),4,4,100.0,57,0,1,0,1,2,2,2,1,19.0,19.0,7.1%
1,2,Justin Tucker(BAL),4,5,80.0,66,0,0,2,0,2,1,1,1,17.0,17.0,98.0%
2,3,Brandon McManus(DEN),4,4,100.0,47,0,1,1,2,0,2,2,1,16.0,16.0,44.3%
3,4,Mason Crosby(GB),3,3,100.0,54,0,0,1,0,2,3,3,1,16.0,16.0,40.7%
4,5,Tyler Bass(BUF),3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,14.0,84.8%
5,6,Daniel Carlson(LV),3,3,100.0,50,0,1,1,0,1,2,3,1,13.0,13.0,74.3%
6,7,Greg Joseph(MIN),3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,13.0,69.1%
7,8,Rodrigo Blankenship(IND),3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,4.1%
8,9,Jason Sanders(MIA),2,3,66.7,50,0,0,0,1,1,2,2,1,11.0,11.0,22.6%
9,10,Matt Gay(LAR),2,2,100.0,48,0,1,0,1,0,4,4,1,11.0,11.0,89.8%
10,11,Nick Folk(NE),2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,81.8%
11,12,Evan McPherson(CIN),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,34.2%
12,13,Cairo Santos(CHI),2,2,100.0,47,0,1,0,1,0,0,0,1,7.0,7.0,2.1%
13,14,Matt Prater(ARI),1,2,50.0,34,0,0,1,0,0,4,4,1,7.0,7.0,52.8%
14,15,Jason Myers(SEA),1,2,50.0,53,0,0,0,0,1,2,2,1,7.0,7.0,22.1%
15,16,Graham Gano(NYG),2,2,100.0,31,0,1,1,0,0,0,0,1,6.0,6.0,31.4%
16,17,Younghoe Koo(ATL),1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,40.9%
