,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
0,1,Greg Zuerlein(DAL),4,5,80.0,50,0,1,0,2,1,2,2,1,18.0,18.0,74.2%
1,2,Phil Dawson(FA),4,4,100.0,57,0,0,1,2,1,1,1,1,17.0,17.0,0.1%
2,3,Justin Tucker(BAL),3,3,100.0,53,0,0,1,1,1,2,2,1,14.0,14.0,98.0%
3,4,Matt Prater(ARI),3,3,100.0,50,0,0,2,0,1,2,2,1,13.0,13.0,52.8%
4,5,Stephen Hauschka(FA),3,4,75.0,56,0,0,1,1,1,1,1,1,13.0,13.0,0.0%
5,6,Randy Bullock(TEN),3,3,100.0,49,0,1,1,1,0,3,3,1,13.0,13.0,10.8%
6,7,Matt Bryant(FA),2,2,100.0,49,0,0,1,1,0,4,4,1,11.0,11.0,1.1%
7,8,Graham Gano(NYG),3,3,100.0,45,0,0,1,2,0,0,1,1,11.0,11.0,31.4%
8,9,Adam Vinatieri(FA),3,3,100.0,42,0,2,0,1,0,1,1,1,11.0,11.0,0.2%
9,10,Wil Lutz(NO),2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,3.3%
10,11,Ka'imi Fairbairn(HOU),3,3,100.0,37,0,1,2,0,0,1,1,1,10.0,10.0,0.8%
11,12,Zane Gonzalez(CAR),3,4,75.0,39,0,2,1,0,0,1,1,1,10.0,10.0,2.6%
12,13,Ryan Succop(TB),2,2,100.0,45,0,1,0,1,0,2,2,1,9.0,9.0,57.4%
13,14,Chandler Catanzaro(FA),2,2,100.0,31,1,0,1,0,0,3,3,1,9.0,9.0,0.0%
14,15,Jake Elliott(PHI),1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,22.5%
15,16,Nick Rose(FA),2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,0.0%
16,17,Patrick Murray(FA),2,2,100.0,36,0,1,1,0,0,2,2,1,8.0,8.0,1.0%
17,18,Robbie Gould(SF),2,2,100.0,42,0,0,1,1,0,1,1,1,8.0,8.0,22.5%
18,19,Chris Boswell(PIT),1,1,100.0,53,0,0,0,0,1,2,3,1,7.0,7.0,51.0%
19,20,Josh Lambo(FA),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,3.2%
20,21,Blair Walsh(FA),1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.1%
21,22,Kai Forbath(LAR),1,2,50.0,36,0,0,1,0,0,3,4,1,6.0,6.0,3.0%
22,23,Harrison Butker(KC),1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,76.6%
23,24,Cody Parkey(FA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.4%
24,25,Stephen Gostkowski(FA),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%
25,26,Aldrick Rosas(FA),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,1.8%
26,27,Mason Crosby(GB),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,40.7%
27,28,Cairo Santos(CHI),1,2,50.0,38,0,0,1,0,0,0,0,1,3.0,3.0,2.1%
28,29,Giorgio Tavecchio(TEN),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.0%
29,30,Nick Novak(FA),1,2,50.0,22,0,1,0,0,0,0,1,1,3.0,3.0,0.1%
