Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,C.J. Anderson(FA),25,118,4.7,28,2,1,3,3,36,12.0,1,0,1,27.4,27.4,1.0%
2,Todd Gurley II(FA),16,88,5.5,18,0,1,3,4,48,16.0,1,1,1,23.6,23.6,0.4%
3,Ty Montgomery(NO),10,35,3.5,7,0,1,6,7,75,12.5,1,0,1,23.0,23.0,0.6%
4,Kareem Hunt(CLE),13,81,6.2,53,1,2,3,3,28,9.3,0,0,1,22.9,22.9,82.1%
5,Chris Thompson(FA),3,77,25.7,61,1,2,3,7,29,9.7,0,0,1,22.6,22.6,0.0%
6,Devonta Freeman(BAL),19,84,4.4,17,0,2,2,2,16,8.0,0,0,1,22.0,22.0,74.2%
7,Jalen Richard(FA),6,58,9.7,52,1,1,2,2,51,25.5,0,0,1,16.9,16.9,0.7%
8,Javorius Allen(FA),14,66,4.7,37,1,0,5,6,35,7.0,1,0,1,16.1,16.1,0.1%
9,Derrick Henry(TEN),14,92,6.6,17,0,1,0,0,0,0,0,0,1,15.2,15.2,78.0%
10,Carlos Hyde(JAC),15,124,8.3,61,2,0,3,6,19,6.3,0,0,1,14.3,14.3,6.9%
11,Melvin Gordon III(DEN),9,13,1.4,11,0,1,7,8,65,9.3,0,0,1,13.8,13.8,87.8%
12,Mike Gillislee(FA),18,69,3.8,13,0,1,0,0,0,0,0,0,1,12.9,12.9,0.0%
13,Jacquizz Rodgers(FA),19,67,3.5,10,0,1,0,0,0,0,0,0,1,12.7,12.7,0.0%
14,Jay Ajayi(FA),28,122,4.4,20,1,0,2,2,4,2.0,0,0,1,12.6,12.6,7.0%
15,Leonard Fournette(TB),14,40,2.9,7,0,1,2,5,21,10.5,0,0,1,12.1,12.1,74.8%
16,Marshawn Lynch(FA),12,45,3.8,13,0,1,1,2,4,4.0,0,0,1,10.9,10.9,0.3%
17,Frank Gore(FA),14,46,3.3,13,0,1,0,2,0,0,0,0,1,10.6,10.6,12.2%
18,Terrance West(FA),8,22,2.8,12,0,1,2,2,23,11.5,0,0,1,10.5,10.5,0.0%
19,Tevin Coleman(NYJ),6,42,7.0,35,1,0,2,2,3,1.5,1,0,1,10.5,10.5,18.5%
20,Rex Burkhead(HOU),2,3,1.5,2,0,0,3,4,41,13.7,1,0,1,10.4,10.4,31.5%
21,Chris Carson(SEA),20,93,4.7,16,0,0,1,2,7,7.0,0,0,1,10.0,10.0,31.7%
22,James White(NE),2,11,5.5,7,0,0,8,8,85,10.6,0,0,1,9.6,9.6,7.9%
23,Le'Veon Bell(FA),27,87,3.2,11,0,0,4,4,4,1.0,0,0,1,9.1,9.1,5.4%
24,Matt Forte(FA),9,53,5.9,16,0,0,3,3,38,12.7,0,0,1,9.1,9.1,19.1%
25,Lamar Miller(FA),18,61,3.4,19,0,0,3,3,26,8.7,0,0,1,8.7,8.7,0.0%
26,Ameer Abdullah(CAR),17,86,5.1,34,2,0,0,0,0,0,0,0,1,8.6,8.6,10.4%
27,Duke Johnson Jr.(MIA),4,21,5.3,16,0,0,3,6,59,19.7,0,0,1,8.0,8.0,7.4%
28,Robert Kelley(FA),12,78,6.5,21,1,0,0,0,0,0,0,0,1,7.8,7.8,0.0%
29,Mark Ingram II(NO),8,52,6.5,28,1,0,4,5,24,6.0,0,0,1,7.6,7.6,39.1%
30,Samaje Perine(CIN),21,67,3.2,12,0,0,1,1,0,0.0,0,0,1,6.7,6.7,15.2%
31,Dalvin Cook(MIN),12,64,5.3,25,1,0,2,3,0,0.0,0,0,1,6.4,6.4,100.0%
32,Jalston Fowler(FA),1,3,3.0,3,0,1,0,0,0,0,0,0,1,6.3,6.3,0.0%
33,C.J. Ham(MIN),1,1,1.0,1,0,1,0,0,0,0,0,0,1,6.1,6.1,0.1%
34,Darren Sproles(FA),10,48,4.8,12,0,0,2,4,30,15.0,0,1,1,5.8,5.8,0.1%
35,Shane Vereen(FA),6,28,4.7,8,0,0,3,3,27,9.0,0,0,1,5.5,5.5,0.0%
36,Alvin Kamara(NO),1,3,3.0,3,0,0,3,7,51,17.0,0,0,1,5.4,5.4,100.0%
37,Jamaal Charles(FA),9,46,5.1,14,0,0,1,1,6,6.0,0,0,1,5.2,5.2,0.1%
38,Tarik Cohen(CHI),7,13,1.9,9,0,0,8,9,55,6.9,0,1,1,4.8,4.8,3.0%
39,Chris Ivory(FA),6,17,2.8,6,0,0,3,4,31,10.3,0,0,1,4.8,4.8,0.0%
40,Peyton Barber(LV),10,47,4.7,14,0,0,0,0,0,0,0,0,1,4.7,4.7,1.2%
41,Chris Johnson(FA),11,44,4.0,11,0,0,0,0,0,0,0,0,1,4.4,4.4,0.6%
