Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Dion Lewis(FA),26,93,3.6,17,0,1,6,7,40,6.7,1,0,1,25.3,25.3,2.0%
2,Latavius Murray(BAL),20,111,5.6,22,1,2,1,1,3,3.0,0,0,1,23.4,23.4,22.2%
3,Orleans Darkwa(FA),20,154,7.7,75,1,1,0,1,0,0,0,0,1,21.4,21.4,0.0%
4,Carlos Hyde(JAC),15,88,5.9,16,0,2,2,4,10,5.0,0,1,1,20.0,20.0,6.9%
5,Alvin Kamara(NO),9,44,4.9,19,0,1,6,7,84,14.0,0,0,1,18.8,18.8,100.0%
6,Derrick Henry(TEN),28,51,1.8,13,0,0,1,2,66,66.0,1,0,1,17.7,17.7,78.0%
7,Devonta Freeman(BAL),11,23,2.1,5,0,0,9,11,85,9.4,1,0,1,16.8,16.8,74.2%
8,Alex Collins(SEA),20,78,3.9,17,0,1,2,6,18,9.0,0,0,1,15.6,15.6,18.8%
9,Peyton Barber(LV),17,71,4.2,8,0,1,2,4,18,9.0,0,0,1,14.9,14.9,1.2%
10,Ezekiel Elliott(DAL),27,103,3.8,25,1,0,3,5,38,12.7,0,0,1,14.1,14.1,99.7%
11,Stevan Ridley(FA),17,80,4.7,21,1,1,0,0,0,0,0,0,1,14.0,14.0,0.0%
12,Leonard Fournette(TB),19,69,3.6,9,0,0,4,5,67,16.8,0,0,1,13.6,13.6,74.8%
13,Alfred Blue(FA),18,39,2.2,8,0,1,4,5,36,9.0,0,0,1,13.5,13.5,0.0%
14,Duke Johnson Jr.(MIA),6,20,3.3,10,0,1,6,6,75,12.5,0,1,1,13.5,13.5,7.4%
15,Melvin Gordon III(DEN),17,93,5.5,17,0,0,6,7,31,5.2,0,0,1,12.4,12.4,87.8%
16,Anthony Sherman(FA),14,40,2.9,9,0,1,3,4,21,7.0,0,0,1,12.1,12.1,0.0%
17,Marshawn Lynch(FA),19,101,5.3,19,0,0,2,3,18,9.0,0,0,1,11.9,11.9,0.3%
18,Jamaal Williams(DET),22,82,3.7,14,0,0,3,5,31,10.3,0,0,1,11.3,11.3,58.2%
19,Frank Gore(FA),24,100,4.2,16,0,0,3,3,11,3.7,0,0,1,11.1,11.1,12.2%
20,De'Angelo Henderson Sr.(FA),5,15,3.0,5,0,0,1,1,29,29.0,1,0,1,10.4,10.4,0.0%
21,Matt Breida(BUF),12,72,6.0,15,0,0,1,2,32,32.0,0,0,1,10.4,10.4,8.2%
22,Kapri Bibbs(FA),12,47,3.9,16,0,0,8,9,53,6.6,0,0,1,10.0,10.0,0.1%
23,Elijhaa Penny(NYG),8,39,4.9,11,0,1,0,1,0,0,0,0,1,9.9,9.9,0.1%
24,Marlon Mack(IND),7,28,4.0,12,0,1,2,3,10,5.0,0,0,1,9.8,9.8,1.6%
25,Kareem Hunt(CLE),1,35,35.0,35,1,1,0,0,0,0,0,0,1,9.5,9.5,82.1%
26,Kenyan Drake(LV),14,75,5.4,32,1,0,3,3,15,5.0,0,0,1,9.0,9.0,29.4%
27,Ameer Abdullah(CAR),8,18,2.3,7,0,1,1,2,11,11.0,0,0,1,8.9,8.9,10.4%
28,Wayne Gallman Jr.(MIN),15,89,5.9,24,2,0,0,2,0,0,0,0,1,8.9,8.9,1.0%
29,Lance Dunbar(FA),6,20,3.3,8,0,1,1,2,1,1.0,0,0,1,8.1,8.1,0.0%
30,Kerwynn Williams(FA),23,75,3.3,9,0,0,1,1,6,6.0,0,0,1,8.1,8.1,0.0%
