,Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST
0,1,Buffalo Bills(BUF),4,1,2,2,0,0,0,1,17.0,17.0,95.9%
1,2,Pittsburgh Steelers(PIT),3,3,1,1,1,0,0,1,17.0,17.0,44.6%
2,3,Seattle Seahawks(SEA),5,2,1,1,0,0,0,1,15.0,15.0,39.4%
3,4,Chicago Bears(CHI),4,3,1,2,0,0,0,1,13.0,13.0,35.9%
4,5,Tennessee Titans(TEN),3,0,1,1,0,0,0,1,12.0,12.0,48.4%
5,6,Los Angeles Rams(LAR),2,0,2,2,0,0,0,1,12.0,12.0,74.5%
6,7,Indianapolis Colts(IND),5,1,1,1,0,0,0,1,10.0,10.0,66.4%
7,8,Carolina Panthers(CAR),2,4,0,0,0,0,0,1,10.0,10.0,27.8%
8,9,Cleveland Browns(CLE),2,2,1,1,0,0,0,1,9.0,9.0,40.8%
9,10,Arizona Cardinals(ARI),3,1,1,1,0,0,0,1,8.0,8.0,60.9%
10,11,Miami Dolphins(MIA),3,2,0,0,0,0,0,1,8.0,8.0,60.2%
11,12,Detroit Lions(DET),2,1,0,0,0,0,0,1,8.0,8.0,1.1%
12,13,Washington Commanders(WAS),4,0,1,1,0,0,0,1,7.0,7.0,27.5%
13,14,New York Giants(NYG),3,1,1,1,0,0,0,1,7.0,7.0,4.5%
14,15,Jacksonville Jaguars(JAC),3,0,0,0,0,0,0,1,7.0,7.0,6.9%
15,16,Baltimore Ravens(BAL),3,1,0,1,0,0,0,1,6.0,6.0,51.9%
16,17,Tampa Bay Buccaneers(TB),3,1,0,1,0,0,0,1,5.0,5.0,98.0%
17,18,Los Angeles Chargers(LAC),1,1,1,1,0,0,0,1,4.0,4.0,44.3%
18,19,Houston Texans(HOU),4,0,0,1,0,0,0,1,4.0,4.0,6.4%
19,20,New York Jets(NYJ),4,0,0,2,0,0,0,1,4.0,4.0,3.3%
20,21,Kansas City Chiefs(KC),4,0,0,2,0,0,0,1,4.0,4.0,45.7%
21,22,New England Patriots(NE),1,1,0,0,0,0,0,1,3.0,3.0,93.2%
22,23,Philadelphia Eagles(PHI),2,0,0,0,0,0,0,1,3.0,3.0,52.5%
23,24,Minnesota Vikings(MIN),3,0,0,1,0,0,0,1,3.0,3.0,28.0%
24,25,Denver Broncos(DEN),2,0,0,1,0,0,0,1,2.0,2.0,48.5%
25,26,Dallas Cowboys(DAL),2,0,0,0,0,0,0,1,2.0,2.0,82.9%
26,27,Green Bay Packers(GB),0,1,0,0,0,0,0,1,1.0,1.0,60.6%
27,28,Las Vegas Raiders(LV),1,0,0,0,0,0,0,1,0.0,0.0,7.6%
28,29,Cincinnati Bengals(CIN),1,0,0,1,0,0,0,1,0.0,0.0,14.7%
29,30,New Orleans Saints(NO),3,0,0,0,0,0,0,1,-1.0,-1.0,79.3%
30,31,San Francisco 49ers(SF),2,0,0,1,0,0,0,1,-2.0,-2.0,79.5%
31,32,Atlanta Falcons(ATL),1,0,0,0,0,0,0,1,-3.0,-3.0,5.8%
