rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Stephen Gostkowski,4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,15.0,0.1,FA,K,17,2013
2,Matt Prater,2,2,100.0,54,0,0,1,0,1,4,4,1,12.0,12.0,52.8,ARI,K,17,2013
3,Dan Bailey,3,3,100.0,44,0,0,1,2,0,1,1,1,12.0,12.0,0.0,FA,K,17,2013
4,Mike Nugent,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,1.0,FA,K,17,2013
5,Justin Tucker,3,3,100.0,38,0,1,2,0,0,0,0,1,9.0,9.0,98.0,BAL,K,17,2013
6,Stephen Hauschka,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,K,17,2013
7,Mason Crosby,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,40.7,GB,K,17,2013
8,Nick Folk,2,3,66.7,35,0,1,1,0,0,2,2,1,8.0,8.0,81.8,NE,K,17,2013
9,Kai Forbath,2,2,100.0,49,0,0,1,1,0,0,0,1,7.0,7.0,3.0,LAR,K,17,2013
10,Ryan Succop,1,2,50.0,46,0,0,0,1,0,3,3,1,7.0,7.0,57.4,TB,K,17,2013
11,Randy Bullock,1,1,100.0,19,1,0,0,0,0,1,1,1,4.0,4.0,10.8,TEN,K,17,2013
12,Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.5,SF,K,17,2013
13,Graham Gano,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,31.4,NYG,K,17,2013
14,Greg Zuerlein,1,1,100.0,36,0,0,1,0,0,0,0,1,3.0,3.0,74.2,DAL,K,17,2013
15,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,17,2013
16,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,17,2013
17,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,17,2013
18,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,17,2013
19,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,17,2013
20,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,17,2013
