rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Ryan Succop,6,6,100.0,45,0,1,3,2,0,1,1,1,21.0,21.0,57.4,TB,K,3,2012
2,Stephen Gostkowski,3,3,100.0,49,0,1,1,1,0,3,3,1,13.0,13.0,0.1,FA,K,3,2012
3,Matt Prater,3,3,100.0,53,0,1,1,0,1,2,2,1,13.0,13.0,52.8,ARI,K,3,2012
4,Robbie Gould,3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,13.0,22.5,SF,K,3,2012
5,Nick Folk,3,3,100.0,33,0,1,2,0,0,2,2,1,11.0,11.0,81.8,NE,K,3,2012
6,Dan Bailey,3,3,100.0,32,0,2,1,0,0,1,1,1,10.0,10.0,0.0,FA,K,3,2012
7,Greg Zuerlein,2,2,100.0,56,0,0,0,1,1,0,0,1,9.0,9.0,74.2,DAL,K,3,2012
8,Mike Nugent,1,1,100.0,47,0,0,0,1,0,5,5,1,9.0,9.0,1.0,FA,K,3,2012
9,Justin Tucker,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,98.0,BAL,K,3,2012
10,Mason Crosby,2,2,100.0,40,0,1,0,1,0,0,0,1,7.0,7.0,40.7,GB,K,3,2012
11,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,K,3,2012
12,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,3,2012
13,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,3,2012
14,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,3,2012
15,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,3,2012
16,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,3,2012
17,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,3,2012
18,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,3,2012
19,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,3,2012
20,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,3,2012
21,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,3,2012
22,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,3,2012
23,Adam Vinatieri,1,2,50.0,37,0,0,1,0,0,2,2,1,0.0,0.0,0.2,FA,K,3,2012
24,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,3,2012
25,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,3,2012
26,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,3,2012
27,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,3,2012
28,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,3,2012
29,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,3,2012
30,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,3,2012
31,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,3,2012
32,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,3,2012
