rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Nick Folk,2,4,50.0,51,0,0,0,0,2,3,3,1,13.0,13.0,81.8,NE,K,11,2012
2,Matt Prater,3,4,75.0,32,1,0,2,0,0,3,3,1,12.0,12.0,52.8,ARI,K,11,2012
3,Dan Bailey,3,3,100.0,44,0,0,2,1,0,2,2,1,12.0,12.0,0.0,FA,K,11,2012
4,Stephen Gostkowski,1,2,50.0,31,0,0,1,0,0,8,8,1,11.0,11.0,0.1,FA,K,11,2012
5,Justin Tucker,2,3,66.7,39,0,1,1,0,0,1,1,1,7.0,7.0,98.0,BAL,K,11,2012
6,Kai Forbath,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,3.0,LAR,K,11,2012
7,Mason Crosby,1,3,33.3,39,0,0,1,0,0,3,3,1,6.0,6.0,40.7,GB,K,11,2012
8,Ryan Succop,2,2,100.0,34,0,0,2,0,0,0,0,1,6.0,6.0,57.4,TB,K,11,2012
9,Mike Nugent,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.0,FA,K,11,2012
10,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,74.2,DAL,K,11,2012
11,Robbie Gould,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,22.5,SF,K,11,2012
12,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,11,2012
13,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,11,2012
14,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,11,2012
15,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,11,2012
16,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,11,2012
17,Adam Vinatieri,1,2,50.0,47,0,0,0,1,0,3,3,1,0.0,0.0,0.2,FA,K,11,2012
18,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,11,2012
19,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,11,2012
20,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,11,2012
21,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,11,2012
22,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,11,2012
23,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,11,2012
24,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,11,2012
25,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,11,2012
26,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,11,2012
